"","0","0 | 1","7200","7200 | 1"
"flu",2.08273,7.47818,0.471104,0.181859
"yeeR",1.86062,0.777067,0.571993,0.100662
"yeeS",92.0701,160.833,385.379,525.275
"yeeT",1001.51,679.657,1209.71,1227.99
"cbeA",390.119,396.509,549.559,806.937
"cbtA",213.551,173.947,206.838,291.749
"yeeW",785.548,694.033,770.621,819.958
"tmaR",3559.86,2711.31,1785.54,1333.67
"yeeA",555.359,630.404,504.105,555.742
"sbmC",1220.71,1007.31,886.925,654.908
"dacD",189.57,229.506,251.881,330.01
"sbcB",623.776,574.303,544.99,635.295
"tsuB",192.255,173.683,292.052,354.29
"tsuA",202.208,187.161,191.752,330.628
"plaP",1710.14,1465.45,1552.88,2023.2
"yeeY",592.811,639.353,955.353,989.59
"yeeZ",1189.19,1215.52,1207.97,1028.13
"yefM",5.96971,0.711104,1.14549,0.602682
"hisL",2605.52,926.521,1306.52,544.295
"hisG",4153.15,3513.58,1315.06,1100.18
"hisD",8.34609,4.6854,17.4381,6.97694
"hisC",1415.4,1924.14,681.242,629.927
"hisB",701.704,842.928,450.202,467.92
"hisH",880.755,1073.04,506.567,524.607
"hisA",923.267,1370.05,498.878,609.522
"hisF",964.04,1418.39,567.114,656.257
"hisI",2.82531,2.01544,0.439018,0.358334
"wzzB",1.73739,3.26099,3.84502,3.41833
"ugd",662.893,515.326,655.336,987.607
"gnd",18.4185,5.58818,17.7595,23.4423
"wbbK",1.9923,0.10215,2.4541,2.2063
"wbbJ",3.3449,2.18639,2.60741,2.53914
"wbbI",0.309507,4.67112,0.0995672,0.109578
"wbbH",5.12409,1.21253,2.43288,0.333613
"glf",2.27221,8.32579,0.779753,0.978945
"rfbX",3.97695,0.471074,3.30383,3.19597
"rfbC",0.246974,3.02401,0.142282,0.162522
"rfbA",14.279,4.88693,5.85421,4.22913
"rfbD",6.16192,8.77373,6.02257,3.89936
"rfbB",7.45422,1.56965,6.12368,4.03783
"galF",2027.61,1381.58,1230.19,1174.14
"wcaM",17.4087,6.07655,9.90484,12.0696
"wcaL",47.3425,56.4255,85.8589,140.92
"wcaK",12.3456,2.56288,11.1878,2.91086
"wzxC",8.21321,3.32316,6.73141,3.30566
"wcaJ",71.6982,111.201,134.767,420.473
"cpsB",68.6882,88.1221,129.134,456.284
"wcaI",108.615,102.15,186.493,542.937
"gmm",89.9135,134.703,265.041,820.972
"fcl",67.1709,120.718,218.838,608.359
"gmd",150.551,152.167,280.549,787.83
"wcaF",90.3443,114.03,267.107,551.318
"wcaE",113.662,98.4554,369.497,915.529
"wcaD",70.7826,120.094,338.372,470.466
"wcaC",78.6347,46.6401,109.19,184.665
"wcaB",52.8855,49.3621,93.8762,174.578
"wcaA",100.056,135.933,199.977,313.309
"wzc",1.27165,1.6231,5.95623,2.93347
"wza",52.6708,67.3917,105.382,235.581
"yegH",508.69,577.087,528.977,958.405
"asmA",336.676,340.979,572.853,645.339
"dcd",1831.85,1530.02,1747.94,1567.97
"udk",1363.66,989.675,1176.36,1359.12
"dgcE",1.15558,4.95418,10.5033,3.79024
"alkA",9.29797,5.54527,4.08822,4.43447
"yegD",294.969,422.871,675.056,904.454
"yegI",6.61523,5.23975,9.22302,4.98514
"yegJ",3.81764,5.09862,0.838157,0.987804
"pphC",9.88464,0.973852,3.37611,2.02564
"yegL",65.8548,103.594,175.29,237.347
"sibA",478.255,408.25,519.21,604.726
"sibB",141.165,377.66,321.061,466.952
"mdtA",163.123,160.864,340.03,532.199
"mdtB",36.3377,21.8248,17.6937,16.0232
"mdtC",93.6179,93.4468,160.682,213.914
"mdtD",0.426151,0.217763,0.309317,0.233207
"baeS",64.2892,83.4529,131.115,179.487
"baeR",623.344,555.492,749.769,826.707
"yegP",199.738,335.823,235.464,312.738
"trhP",709.21,881.49,1012.78,1210.59
"cyaR",4776.31,2735.11,1600.89,1379.29
"ogrK",1.5859,1.44553,6.25453,0.408733
"yegZ",0.352649,0.122106,0.306654,0.162649
"yegR",547.55,628.839,1556.03,992.36
"yegS",162.642,170.015,218.507,321.257
"gatD",70.5168,75.1656,313.581,329.017
"gatC",63.614,31.5516,36.899,15.996
"gatB",130.236,132.631,155.789,178.699
"gatA",74.2546,105.641,108.617,105.931
"gatZ",96.8082,157.66,225.84,286.458
"gatY",91.2798,116.743,94.2293,87.4792
"fbaB",180.095,390.324,152.789,179.474
"yegT",106.423,149.2,111.697,142.028
"yegU",265.617,264.491,309.53,255.194
"yegV",126.313,175.733,229.263,318.573
"yegW",1041.5,1048.55,1497.68,1391.92
"yegX",121.516,142.709,289.93,661.112
"thiD",177.792,269.098,770.014,1004.39
"thiM",173.898,274.843,757.738,1240.89
"rcnR",1545.54,1321.75,1721.1,1408.78
"rcnA",7.45597,1.18374,2.06033,1.32516
"yehA",4.03807,3.57751,2.95776,1.81395
"yehB",0.643039,0.355144,1.34473,0.167632
"yehC",2.09134,5.23205,2.28428,0.395768
"yehD",4.42302,4.0468,0.572063,0.6979
"yehE",0.647676,0.541514,0.498302,0.215823
"mrp",7.19461,0.531722,0.386249,0.0733838
"metG",2496.61,2659.99,1923.18,2018.36
"yehF",0.452323,1.92895,0.395206,0.112776
"yehI",3.53945,5.20897,1.01894,1.31126
"yehL",114.98,171.304,319.146,689.829
"yehM",122.896,185.226,258.706,550.651
"yehP",0.874686,0.366502,0.305809,0.382198
"yehQ",1.42829,2.5164,5.23503,5.91594
"yehR",72.6837,106.735,180.315,203.418
"yehS",1757.17,1436.99,1795.69,1505.09
"btsR",309.186,304.393,559.892,515.645
"btsS",247.494,271.923,413.199,424.903
"yehW",105.235,106.184,359.654,392.935
"yehX",77.3095,140.003,314.93,434.394
"yehY",2.20312,8.61324,20.4593,24.4479
"osmF",10.4692,3.92846,4.56074,2.49286
"bglX",28.9564,8.62274,31.2197,21.1666
"dld",2.1806,11.7657,15.2269,6.2922
"pbpG",682.653,762.567,668.355,826.78
"yohC",91.8723,143.408,196.561,290.059
"yohD",411.385,495.742,819.342,775.359
"yohF",111.935,121.802,225.774,337.507
"mdtQ",319.168,247.163,603.08,769.154
"dusC",526.811,646.988,1078.32,1160.29
"yohJ",287.464,499.989,841.709,1489.48
"yohK",200.961,226.586,375.836,737.357
"cdd",369.321,493.616,794.823,1120.35
"sanA",729.35,834.786,1286.78,1135.62
"yeiS",446.338,494.047,595.479,655.66
"preT",185.167,274.006,337.96,389.87
"preA",180.729,295.002,372.901,419.043
"mglC",443.159,475.287,748.948,823.315
"mglA",774.263,787.95,699.03,659.968
"mglB",3537.68,2939.65,965.516,729.328
"galS",293.65,322.056,309.555,486.293
"folE",3284.21,2571.92,2053.35,1730.54
"yeiG",824.154,1059.35,653.396,748.483
"cirA",2309.1,3109.65,3668.82,2872.37
"lysP",533.471,535.174,1120.74,1213.06
"yeiE",1195.52,1200.76,1778.41,1113.35
"yeiH",727.914,729.308,1044.28,1064.05
"nfo",506.28,538.585,370.702,422.923
"yeiI",420.4,483.694,483.283,548.224
"nupX",0.687198,1.14593,1.79056,3.0516
"rihB",113.239,167.578,381.534,386.111
"yeiL",207.417,235.66,368.712,500.981
"psuT",2.4083,4.41489,6.28257,2.36463
"psuG",85.2631,160.133,219.102,298.435
"psuK",147.772,190.109,239.389,246.356
"fruA",756.908,984.216,703.683,867.907
"fruK",957.702,1204.25,321.597,658.863
"fruB",929.036,907.46,281.016,450.571
"setB",69.6784,84.0258,101.954,206.399
"yeiQ",814.587,1054.26,547.983,597.78
"yeiR",230.19,234.077,240.569,303.543
"lpxT",532.175,538.869,735.303,651.449
"mepS",4492.36,3729.61,2270.37,1804.64
"pdeN",316.478,208.809,302.867,301.41
"yejA",601.563,529.3,666.581,591.142
"yejB",294.353,306.607,570.596,555.493
"yejE",0.310273,0.216972,0.111116,1.33564
"yejG",7209.49,5028.5,4489.85,3095.14
"bcr",0.501446,0.266089,0.638984,1.03953
"radD",223.751,259.168,223.759,260.06
"rplY",9445.24,7533.89,3702.17,2953.81
"yejK",0.922876,0.614599,0.16982,0.246809
"yejL",3915.85,3187.11,3361.27,2652.89
"lapC",1316.31,1373.32,1192.11,1520.73
"yejO",487.425,557.708,1117.54,1047.18
"narP",1491.78,1309.06,1562.78,1196.64
"ccmH",27.2512,11.3828,2.26224,4.95912
"ccmG",165.077,207.255,274.291,476.241
"ccmF",111.633,160.635,178.193,396.518
"ccmE",123.773,221.988,251.428,483.923
"ccmD",149.321,197.242,169.258,372.247
"ccmC",281.323,327.309,479.043,768.606
"ccmB",283.391,323.258,400.23,685.587
"ccmA",260.627,321.227,489.096,528.857
"napC",611.738,609.785,611.955,554.576
"napB",304.863,259.797,238.977,242.653
"napH",178.416,258.096,211.785,289.199
"napG",152.975,149.145,172.711,217.92
"napA",13.6301,29.7176,20.0173,11.1851
"napD",213.091,165.77,289.502,194.119
"napF",160.991,197.081,281.586,292.207
"eco",2369.71,1878.89,1433.64,1614.63
"mqo",815.705,897.029,987.557,1325.59
"yojI",618.026,624.363,782.615,887.721
"alkB",179.219,165.16,218.451,434.062
"ada",185.744,204.668,420.575,487.855
"ftp",351.925,356.186,579.534,949.319
"ompC",39.795,23.8432,15.4302,8.37715
"micF",742.721,986.768,1053.97,1147.63
"rcsD",386.512,383.615,316.392,459.126
"rcsB",4000.31,3912.03,2690.36,2310.97
"rcsC",455.151,424.02,666.069,1003.39
"atoS",15.3675,0.602299,6.38556,5.30005
"atoC",1.78968,3.79262,4.39728,2.21369
"atoD",3.35331,9.68714,7.51665,7.2802
"atoA",3.00084,3.10848,8.21765,6.55192
"atoE",11.8515,8.14322,8.41821,3.22779
"atoB",2.34963,4.79012,0.85659,1.87385
"yfaP",53.9442,89.5144,128.957,178.129
"yfaQ",17.5371,41.3914,55.9596,68.2148
"yfaT",49.0789,81.5702,116.952,251.02
"gyrA",2911.48,1845.36,2290.48,2209.32
"ubiG",1345.03,1196.9,1304.6,1094.13
"yfaL",3.27855,1.21747,1.99411,1.30727
"nrdA",351.861,604.971,611.339,474.987
"nrdB",12.3764,5.30383,4.28922,4.44469
"yfaE",217.708,188.488,419.532,473.588
"inaA",474.229,548.281,1194.32,1309.66
"yfaH",106.294,126.711,115.094,91.7062
"glpQ",444.586,365.931,603.846,454.179
"glpT",0.726928,0.378515,2.78313,2.9016
"glpB",116.463,101.904,181.491,209.342
"glpC",4.18046,3.00866,1.69842,0.613016
"rpnE",42.1205,65.4876,90.9307,78.7014
"yfaX",66.9107,68.2664,97.2767,132.634
"yfaY",482.116,423.699,701.893,806.849
"yfaZ",444.006,477.442,707.786,951.632
"nudI",394.678,345.255,396.784,364.224
"ais",318.664,323.36,417.039,479.379
"arnB",773.496,562.147,904.644,865.112
"arnC",581.349,452.101,561.457,489.4
"arnA",2.56193,0.35504,4.88543,3.56534
"arnD",151.179,253.367,358.195,355.727
"arnT",133.365,116.361,233.859,270.895
"arnF",87.9415,140.736,233.831,288.624
"pmrD",645.335,951.241,681.534,574.005
"menE",243.828,279.023,517.863,602.441
"menC",400.811,579.363,643.434,690.61
"menB",847.941,998.525,894.25,707.074
"menH",53.0969,78.6733,79.6238,135.958
"menD",54.2458,29.6798,22.1801,29.9644
"menF",597.161,699.893,1054.06,1267.8
"elaB",588.14,781.052,719.235,763.758
"elaA",360.712,418.924,524.797,595.949
"rbn",248.334,325.362,441.123,376.272
"elaD",0.407747,0.125532,0.58377,1.10525
"yfbK",1.18618,6.98233,4.45201,4.7904
"yfbL",14.5317,0.887531,10.4512,5.72167
"yfbM",175.432,205.069,383.286,593.366
"yfbN",3.08777,0.246986,0.556021,0.952625
"yfbO",6.32004,9.59748,1.21317,0.191569
"yfbP",1.07391,0.465428,0.310847,1.54908
"nuoN",888.839,780.038,852.317,638.248
"nuoM",0.936089,0.231057,2.55385,0.89564
"nuoL",1748.92,1611.64,1160.75,916.987
"nuoK",1608.78,1307.22,1111.94,875.79
"nuoJ",2172.9,1966.18,1430.34,1057.46
"nuoI",1707.44,1708.12,1229.11,953.544
"nuoH",1210.13,1010.62,1018.06,788.754
"nuoG",2.61267,0.782852,1.35104,2.19272
"nuoF",36.5353,36.0695,35.0871,3.79033
"nuoE",1780.94,1533.7,1383.05,1139.61
"nuoC",2013.71,1516.89,1337.99,1334.89
"nuoB",2695.75,2870.3,1459.86,1624.66
"nuoA",3201.34,3079.76,1586.09,1932.92
"lrhA",1785.78,1251.17,2867.8,2150.37
"alaA",1480.55,1641.33,1509.79,1476.31
"yfbR",485.455,434.731,380.472,522.998
"yfbS",334.164,505.86,822.389,1174.7
"hxpA",1407.01,1775.03,1330.06,1545.26
"yfbU",2587.88,2681.98,1743.69,1594.25
"ackA",3233.46,2789.15,2544.45,2413.62
"pta",1555.81,1770.78,1393.97,1530.15
"yfcC",71.2921,128.074,219.656,320.596
"yfcD",1544.43,1644.94,1841.44,1533.77
"yfcE",1609.16,1405.14,1520.87,1190.43
"yfcF",278.999,257.59,350.512,408.754
"yfcG",85.362,138.783,163.416,175.567
"folX",2621.73,2893.46,2426.02,1849.47
"yfcH",1439.72,1353.31,1365.92,1135.74
"rpnB",223.016,309.602,545.075,608.135
"hisP",21.9145,16.9361,11.877,1.39425
"hisM",454.003,691.012,724.657,956.882
"hisQ",676.645,650.654,923.924,948.322
"hisJ",2376.05,2475.13,1918.78,1707.42
"argT",0.584083,0.406492,2.92614,1.79142
"ubiX",1314.5,1305.05,1380.7,1261.6
"purF",2347.04,2105.57,933.089,1177.01
"cvpA",6285.35,5870.4,3079.27,2462.91
"dedD",1791.36,1770.75,1805.19,1690.81
"folC",1062.08,1307.73,940.065,1401.84
"accD",3676.99,2665.85,3095.86,2330.44
"truA",1208.68,884.467,1120.07,1389.29
"pdxB",10.52,4.89341,11.477,6.21394
"flk",613.546,685.631,985.006,910.583
"yfcJ",95.487,218.298,404.681,939.549
"fabB",3098.66,3724.6,1927.57,1958.23
"mnmC",25.1283,17.2798,26.1992,23.0897
"yfcL",743.307,889.468,921.204,1068.68
"epmC",700.1,754.656,799.154,837.908
"yfcA",360.306,386.959,480.639,684.845
"mepA",376.408,294.378,386.697,565.415
"aroC",16.3665,6.11056,8.54843,14.058
"prmB",0.808784,0.801817,13.415,1.46916
"smrB",3.27833,6.83871,4.18651,2.79576
"yfcO",0.826777,0.705311,0.841724,2.69094
"yfcP",12.2257,13.9709,9.43297,5.43698
"yfcQ",1.54956,0.301218,3.23832,2.52206
"yfcR",12.9585,9.19943,12.806,4.1426
"yfcS",6.68929,0.964019,1.15201,1.35395
"yfcV",3.86696,4.50598,4.589,1.06119
"sixA",3209.9,3233.72,3568.04,2813.26
"fadJ",1563.31,1170.68,739.968,795.41
"fadI",2553.5,1405.05,833.666,733.887
"yfcZ",1031.27,961.012,1313.58,1016.33
"fadL",1605.65,1228.31,876.777,770.537
"yfdF",1.26653,0.497993,1.12707,4.55854
"mlaA",1124.37,1293.37,1355.41,1426.39
"yfdC",116.235,118.06,199.93,254.297
"intS",0.552116,0.717729,1.40768,4.39441
"yfdG",0.39471,0.452506,0.159074,0.178993
"yfdH",1.29537,0.173522,0.563323,1.92157
"yfdI",0.271336,0.794256,0.326872,0.133787
"tfaS",14.0327,6.40423,4.56051,1.03009
"yfdK",0.474553,0.274647,0.256962,0.216798
"yfdL",4.25886,2.45076,1.9725,0.249798
"yfdM",21.9956,5.65528,5.75168,4.75631
"yfdN",12.5437,0.947646,2.14851,0.651467
"yfdO",11.4436,9.01775,10.2474,5.27594
"yfdP",2.36682,1.41912,1.84533,0.682153
"yfdQ",6.25949,0.53656,0.753368,0.290824
"yfdR",0.822287,0.765935,0.331737,2.81655
"yfdS",1.80301,0.696266,1.10267,0.243742
"yfdT",3.2116,0.539861,1.64863,1.08287
"dsdC",5.32834,3.72724,0.214299,0.1368
"dsdA",307.197,330.914,580.53,653.506
"emrY",121.709,172.433,449.89,510.22
"emrK",66.9689,110.226,236.609,357.65
"evgA",1434.26,1106.53,1694.35,1584.81
"evgS",0.847723,0.409722,0.245846,0.433374
"yfdE",143.859,191.367,644.496,690.162
"yfdV",92.3599,136.875,496.17,564.3
"oxc",124.441,171.136,383.626,562.443
"frc",78.0543,98.68,225.375,342.798
"yfdX",305.869,325.79,1037.16,1194.24
"ypdI",6.36137,0.812982,2.12695,0.861606
"yfdY",1795.09,1589.04,1990.6,1475.99
"lpxP",3137.69,2579.99,1390.77,1310.09
"alaC",1136.64,1521.18,1058.45,1472.05
"pyrS",304.41,275.428,428.058,499.471
"pyrR",325.6,333.404,505.24,445.951
"ypdC",119.52,185.249,232.416,306.931
"fryA",54.4676,68.0029,95.7414,123.036
"ypdE",82.4793,132.506,143.406,234.479
"ypdF",1.24967,1.46271,1.49232,1.49288
"fryC",55.4472,68.8271,81.7481,105.366
"fryB",159.508,184.921,114.109,136.511
"glk",1082.5,1055.35,791.12,822.87
"yfeO",114.611,156.063,302.444,308.306
"mntH",552.929,955.835,1496.83,1272.38
"nupC",4.16169,1.0331,5.81019,4.22478
"pdeA",1952.61,2218.18,2024.11,2937.8
"yfeC",1024.24,1150.73,685.003,531.184
"yfeD",0.633077,0.936998,0.514404,3.56928
"gltX",1231.54,1381.33,1367.17,1400.74
"xapR",0.268275,3.46796,0.581056,0.5481
"xapB",1.18322,1.72035,0.616835,0.292379
"xapA",0.274519,1.82427,0.157338,0.0793989
"yfeN",20.1462,4.01186,9.83954,4.11526
"yfeR",916.965,1070.37,1136.63,1085.06
"yfeH",274.467,311.013,274.348,322.298
"ligA",626.591,710.888,917.856,1174.09
"zipA",2564.08,2615.74,2535.39,1940.1
"cysZ",669.118,543.718,984.039,922.039
"cysK",1513.46,1400.31,1098.83,845.842
"ptsH",7554.77,6611.85,3005.2,2227.6
"crr",3911.01,3511.97,2644.47,2127.29
"pdxK",436.158,499.717,586.142,636.627
"yfeS",6.25475,2.00439,3.55434,0.56783
"cysM",158.82,201.416,360.12,485.013
"cysA",427.618,347.813,427.887,548.486
"cysW",333.152,522.688,551.112,715.002
"cysU",6.69184,3.09458,2.38714,1.97556
"cysP",1.67723,6.99918,0.431945,0.289941
"ucpA",1386.53,1105.34,1099.49,1012.62
"murR",1.41651,0.327688,0.224301,0.398265
"murQ",1.27174,5.63465,0.156984,0.209604
"murP",0.290706,0.0586873,0.0981018,0.110748
"yfeW",3.6948,1.91851,8.38531,1.04383
"yfeX",2727.99,3314.17,3064.71,2667.64
"yfeY",3873.64,3237.08,2422.88,1993.08
"amiA",2259.71,2104.21,3098.66,2486.35
"hemF",726.67,680.296,1300.15,1538.71
"eutR",30.9426,10.1537,13.6396,15.5619
"eutK",40.1597,52.9765,61.5057,77.2096
"eutL",0.599374,4.63551,1.26193,0.901837
"eutC",54.7684,102.737,91.8472,103.14
"eutB",96.3005,115.79,137.223,131.565
"intZ",0.55565,0.34218,0.392013,0.675853
"yffL",0.458924,2.72809,2.49448,0.333018
"yffM",0.218614,0.818897,1.02217,1.5997
"yffN",0.6076,1.73192,0.512619,0.719105
"yffO",11.025,10.2101,12.7712,4.25286
"yffP",8.41832,8.00516,7.58147,12.5882
"yffQ",9.62734,4.48911,6.91226,1.46175
"yffR",6.16543,0.702494,6.30989,0.280941
"yffS",20.9073,16.0799,5.34832,0.812742
"eutA",39.8036,99.6013,71.8193,126.021
"eutG",39.1425,58.1379,38.2844,52.2417
"eutJ",45.2059,95.1276,81.2391,103.959
"eutN",52.1719,48.2869,54.7835,68.3434
"eutM",93.5644,142.939,111.078,119.957
"eutD",67.3299,62.2108,73.6835,109.424
"eutT",7.00624,3.23329,1.51864,3.33081
"eutQ",107.733,153.68,144.158,226.888
"eutP",61.9221,69.9814,69.2192,92.2663
"maeB",5.76291,15.7267,6.62026,4.1911
"talA",223.942,416.002,203.155,202.937
"tktB",7.98822,16.2861,8.47203,5.61434
"ypfG",1013.44,1075.69,1268.44,2454.81
"nudK",744.713,564.171,451.208,543.998
"aegA",102.545,241.857,302.876,395.66
"narQ",470.396,489.346,1113.85,947.774
"acrD",183.19,204.583,387.94,512.395
"yffB",2069.41,2258.22,1968.79,1487.88
"dapE",1954.11,1819.51,2252.57,1908.11
"ypfH",311.044,530.906,491.192,636.662
"tmcA",453.904,541.033,525.838,724.394
"ypfJ",2116.72,2043.73,1666.69,1553.45
"purC",3731.66,3484.98,1849.01,1525.71
"bamC",3644.1,3112.58,2776.07,2182.62
"dapA",4427.34,4161.24,2852.9,2249.2
"gcvR",1881.39,2050.75,1057.3,1098.16
"bcp",2766.53,2723.66,1584.87,1396.96
"hyfA",146.318,179.728,142.11,151.818
"hyfB",110.331,141.115,134.544,176.848
"hyfC",47.3864,79.0143,65.9165,90.0462
"hyfD",91.3608,156.208,257.196,256.377
"hyfE",89.3911,148.041,172.256,227.147
"hyfF",83.7694,120.699,181.504,245.117
"hyfG",166.099,119.133,169.654,174.068
"hyfH",53.497,78.8822,86.1656,120.129
"hyfI",21.0193,36.9411,55.8082,74.29
"hyfJ",59.2933,150.174,141.417,181.601
"hyfR",31.5781,97.6744,107.263,143.915
"focB",59.586,84.1831,229.347,306.217
"yfgO",1374.72,1662.05,1996.94,1941.16
"bepA",1373.24,1248.79,1106.03,940.388
"yfgD",815.27,613.841,639.638,723.037
"hda",3191.58,2428.78,2528.96,1947.9
"uraA",1070.52,769.967,306.16,538.981
"upp",3848.03,2835.58,1748.5,1387.91
"purM",3294.25,3317.79,1632.88,1553.11
"purN",2582.45,2421.28,1455.11,1380.94
"ppk",38.8384,31.973,6.56435,0.447414
"ppx",320.747,376.214,382.04,394.149
"pdeF",140.952,181.451,439.644,493.436
"yfgG",5854.05,4054.09,2697.7,1858.98
"yfgH",1997.16,1306.08,1023.61,703.983
"guaB",24.4474,29.6809,13.7526,25.1552
"xseA",1045.95,975.201,1021.45,1328.33
"yfgJ",426.043,455.38,981.793,1321.75
"der",1924.66,2376.3,2070.34,1996.06
"bamB",4033.13,3269.01,2993.22,2666.87
"yfgM",2792,3360.3,2465.32,1913.64
"hisS",3196.9,3089.15,2152.14,2003.48
"ispG",2208.18,1839.83,1542.58,1612.6
"rodZ",1118.99,1105.13,946.998,1045.71
"rlmN",1065.16,1001.26,947.266,1148.47
"ndk",2082.77,1709.31,1258.49,1090.7
"yfhM",229.182,350.07,569.783,770.164
"ryfA",75.0613,131.337,457.392,594.464
"sseB",763.017,875.252,1107.87,1680.36
"iscX",2632.69,2253.47,2166.72,2225.51
"fdx",2284.73,1754.37,2496.37,2386.41
"hscA",1110.01,849.018,1844.86,1789.28
"hscB",3464.84,2547.73,3475.14,3095.68
"iscA",7429.26,5903.19,3949.73,2978.82
"iscU",6967.75,5562.48,4210.82,3048.44
"iscS",7995.27,6321.74,4360.9,3383.37
"iscR",7377.89,5369.87,4132.04,3007.43
"trmJ",3620.35,3763.52,3347.93,2700.97
"suhB",970.521,954.439,951.314,1017.3
"yfhR",117.916,126.805,212.17,360.45
"csiE",232.62,217.21,276.131,368.764
"hcaT",356.425,520.387,771.356,847.799
"hcaR",851.056,801.418,549.596,433.669
"hcaE",98.2192,109.328,114.962,172.175
"hcaF",100.628,100.446,143.502,176.678
"hcaC",94.4102,96.2002,110.673,150.503
"hcaB",36.8146,66.7454,51.629,88.4804
"hcaD",84.9382,87.715,139.331,186.8
"yphA",122.684,160.428,234.872,268.894
"yphB",114.668,146.846,254.178,319.228
"yphD",13.641,4.40767,3.13158,5.39399
"yphE",232.667,299.415,654.903,709.872
"yphF",339.607,396.21,944.042,822.233
"yphG",1.26358,0.738261,0.324121,0.469974
"yphH",222.433,263.766,494.773,492.362
"glyA",23.8986,5.4082,13.6535,10.614
"hmp",307.949,229.5,1914.61,618.554
"glnB",1844.34,1674.89,1636.81,1462.22
"glrR",344.458,384.866,466.604,735.07
"qseG",1082.41,1158.13,1532.09,1488.96
"glrK",16.8726,16.2524,19.3704,13.7304
"glmY",5193.88,3818.07,2681.13,2119.36
"purL",77.4032,60.7036,24.7597,27.9779
"mltF",427.928,458.197,501.152,795.489
"tadA",675.207,846.608,768.247,969.069
"pgpC",10.8809,4.67276,4.54736,0.710009
"yfhH",837.29,836.111,1025.53,1222.94
"yfhL",1002.03,1305.51,925.213,1311.82
"acpS",30.6212,13.3156,13.9411,12.5361
"pdxJ",1138.89,1633.81,923.593,1073.64
"recO",333.598,517.308,484.425,672.659
"rnc",2445.31,2215.26,2256.64,1811.79
"lepB",1507.66,1847.23,1575.92,1995.4
"lepA",2287.46,2330.16,2099.04,2347.07
"rseC",1968.57,2339.39,1728.16,2043.1
"rseA",9903.48,7830.91,5399.39,3787.63
"rpoE",7312.21,5553.09,3949.27,2803.1
"nadB",189.264,233.655,591.129,978.529
"yfiC",1.74208,4.30697,2.71073,0.551866
"srmB",29.4674,16.4097,12.5469,10.4579
"yfiE",0.797644,0.403871,1.75732,0.722934
"eamB",35.9819,10.1926,9.40448,5.85756
"grcA",1074.09,1486.91,725.562,806.767
"ung",688.609,780.232,786.625,779.64
"yfiF",1064.21,1220.19,1213.69,1434.16
"trxC",1688.6,1450.11,1224.75,829.003
"tapT",453.476,409.031,674.505,948.117
"patZ",365.235,313.309,314.467,500.811
"pssA",1613.39,1815.7,2104.44,2017.22
"yfiM",140.357,107.131,226.403,312.936
"kgtP",1930.14,1592.56,2230.19,1894.02
"rrsG",13121.3,9182.15,5327.4,3822.87
"clpB",6394.33,5099.18,2969.46,2005.89
"yfiH",698.898,959.448,953.464,1230.22
"rluD",1198.49,1006.39,1297.52,1293.7
"bamD",4599.88,3190.3,2619.23,2075.05
"raiA",11282.9,7623.57,4721.16,2770.46
"pheL",194.392,92.8453,148.913,79.614
"pheA",1193.05,1081.78,586.388,675.568
"tyrA",513.809,756.708,1291.91,1665.79
"aroF",1153.97,1338.31,2026.87,2563.3
"yfiL",102.121,113.448,168.343,165.392
"yfiR",1407.28,1365.96,1554.23,1624.74
"dgcN",373.321,310.395,393.349,504.982
"yfiB",405.461,519.5,581.839,550.534
"rplS",7625.71,6339.72,4784.83,3666.15
"trmD",8200.66,6044.35,3721.89,2839.94
"rimM",10172.9,7886.38,4996.57,3590.11
"rpsP",7944.32,6811.09,4217.06,3021.91
"ffh",3518.77,3324.12,2767.21,2394.45
"ypjD",920.891,1018.52,900.088,1099.93
"grpE",8059.46,5929.67,3807.66,2306.97
"nadK",561.843,480.861,628.466,699.329
"recN",1922.6,1177.59,1961.92,1786.88
"bamE",4658.51,2417.2,3410.31,2656.52
"yfjF",3413.18,3364.24,2771.44,2260.12
"ratA",4269.28,3933.43,3165.82,2591.47
"smpB",10.2758,6.93458,8.43299,3.43396
"ssrA",11261.6,8344.15,4468.71,3228.53
"intA",8.23214,1.72937,9.57783,2.52909
"yfjH",0.322224,0.92113,0.493051,0.172094
"alpA",2.69662,2.61435,0.422575,0.481075
"yfjI",0.93326,1.16579,2.38968,0.267354
"yfjJ",6.71545,0.753143,3.80264,0.228513
"abpB",0.69031,0.163185,0.443341,0.350298
"abpA",11.8623,3.73585,2.7274,1.65807
"yfjM",0.286436,0.459573,0.250946,0.216151
"rnlA",7.52439,8.48085,0.990386,2.96627
"rnlB",6.09228,0.394942,1.73026,0.224909
"yfjP",1.34857,0.53471,0.756064,3.44188
"yfjQ",0.495494,0.793274,0.607041,0.55024
"yfjR",9.30549,4.47403,0.705843,4.97109
"ypjK",4.9519,3.33815,0.40906,1.55465
"yfjS",1.19717,0.30935,0.34156,0.339618
"yfjT",11.9512,9.34903,8.42134,4.85065
"yfjU",3.85822,0.413521,0.717161,0.394645
"yfjV",8.90184,0.890064,13.0721,5.88581
"yfjW",0.184385,2.8885,2.21087,0.21912
"yfjX",10.0812,1.27319,1.70724,1.61053
"yfjY",1.91176,1.32337,1.45117,1.28621
"yfjZ",1.00737,0.583316,0.265512,1.98248
"ypjF",7.20282,5.52443,2.29694,0.172948
"ypjA",0.898254,0.754028,3.13738,1.98537
