"","0","0 | 1","0 | 2","0 | 3","300","300 | 1","300 | 2","300 | 3","900","900 | 1","900 | 2","900 | 3","1800","1800 | 1","1800 | 2","1800 | 3","3600","3600 | 1","3600 | 2","3600 | 3"
"ytfB",929.11,898.279,1030.33,1157.64,972.068,901.381,1070.66,1117.43,1088.61,1022.76,1228.7,1302.96,1565.29,1196.39,1237.99,1175.53,1788.98,1843.47,1208.8,1027.48
"cycA",1080.62,1117.21,1265.66,1264.21,853.915,764.451,1069.71,970.005,903.203,856.221,968.458,1041.19,987.911,938.313,950.344,1034.75,1232.15,1106.26,1175.5,1017.95
"ytfE",1047.89,1043.44,879.618,1140.47,753.871,828.005,909.818,885.438,640.352,556.74,802.254,773.712,633.169,718.238,540.618,572.241,886.965,1242.2,716.802,670.972
"ytfF",591.793,584.575,612.732,493.646,509.421,466.985,538.996,624.442,501.798,507.44,540.774,463.217,520.331,602.084,526.378,484.648,790.822,753.063,614.584,541.066
"qorB",558.026,441.304,560.359,430.043,494.794,640.501,512.032,476.865,409.706,440.969,411.549,371.813,319.396,481.105,340.682,329.059,610.942,542.992,408.578,409.177
"ytfH",549.966,556.342,495.966,496.373,534.111,645.6,435.865,572.464,386.473,522.288,435.291,436.995,432.629,652.865,454.242,509.946,509.745,637.224,515.922,558.055
"cpdB",732.49,714.932,830.806,800.185,639.11,614.475,798.721,694.732,879.526,816.545,640.751,660.103,1707.36,1372.5,536.243,621.222,2747.91,2987.3,729.286,726.309
"cysQ",376.548,379.182,378.611,326.691,319.737,345.069,269.974,350.736,412.241,263.73,291.758,272.365,660.45,539.778,262.387,308.097,1636.16,1832.82,271.562,305.47
"ytfI",541.7,545.032,608.649,510.182,494.981,436.316,456.187,478.044,377.624,432.72,453.752,362.6,362.484,572.228,396.629,401.183,459.011,526.305,337.403,446.925
"ytfJ",1020.89,864.687,1319.66,1567.06,729.291,748.219,1378.92,1377.25,663.487,616.144,1378.29,1400.53,705.11,906.994,1305.66,1264.26,995.061,1004.47,914.172,931.062
"ytfK",619.878,655.003,1110.74,1133.17,537.224,601.916,1020.63,973.878,942.587,815.458,988.508,936.165,1957.54,1724.64,848.009,845.786,2165.85,2297.31,1202.54,927.138
"paeA",1074.45,946.383,1453.46,1864.06,1108.56,1054.58,1465.89,1478.99,680.606,817.067,1473.13,1794.06,665.944,855.675,1643.19,1476.54,769.565,747.924,1475.51,1214.77
"msrA",714.56,696.735,688.156,645.655,621.72,558.031,557.604,654.909,668.771,634.661,559.837,503.245,814.028,721.291,491.495,489.72,1221.39,1134.03,523.153,580.523
"tamA",631.677,753.6,724.82,661.884,629.048,650.496,760.916,727.316,624.233,595.228,722.138,757.02,692.566,610.045,726.987,789.107,839.917,866.787,768.817,692.616
"tamB",24.2952,40.041,24.4097,42.6902,28.1361,64.2551,57.5275,44.5919,69.1953,48.3712,53.1189,47.4802,56.9649,59.2755,57.0053,46.5964,66.3142,6.82218,116.642,57.6182
"ytfP",666.466,802.248,796.571,755.665,705.64,779.748,855.465,825.801,708.925,736.554,892.99,928.35,987.262,972.279,995.992,983.78,1152.02,1097.02,943.39,864.01
"chpS",555.984,629.57,570.633,480.366,469.788,509.384,563.634,540.85,632.973,578.367,535.889,469.967,762.226,686.029,494.025,546.378,787.298,802.233,556.739,602.936
"chpB",610.66,590.278,594.919,606.23,537.663,716.099,593.353,569.323,657.539,630.1,560.469,504.89,855.777,797.626,528.688,553.094,857.031,805.679,537.837,610.276
"ppa",2128.36,2200.73,1478.67,1815.83,2822.28,2712.22,1696.63,1385.48,2864.51,2900.68,1739.82,1913.49,4058.08,4152.74,1663.45,1749.21,2293.13,2643.63,1972.61,2030.67
"ytfQ",602.588,582.069,682.688,599.455,438.593,492.69,656.337,574.375,648.904,651.365,509.202,441.109,808.678,745.488,475.358,488.242,1974.51,1724.02,507.036,564.86
"ytfT",24.6563,45.418,25.6397,27.5783,32.3423,2.31468,43.7335,24.7472,7.33457,5.86878,38.2248,36.0867,27.5817,22.3435,44.4625,31.2181,39.2862,56.3401,25.1199,40.6479
"yjfF",22.4138,21.089,35.1228,19.5871,20.6555,17.4436,14.0337,28.68,51.487,12.7217,21.8546,16.5074,40.0064,43.8595,17.4871,23.0885,72.0477,44.8991,31.5268,53.8475
"fbp",776.253,676.082,962.759,1007.13,676.016,870.709,968.755,892.614,972.709,935.249,1089.16,1095.68,1213.01,1415.81,1107.48,1121.13,2504.08,3227.17,1436.78,1131.65
"mpl",723.51,763.33,781.909,830.39,975.688,956.996,783.205,990.513,1024.85,898.446,810.531,868.024,1485.13,1212.35,869.648,773.937,1093.92,1089.34,717.891,770.596
"yjgA",937.512,1002.62,634.088,673.263,1421.52,1358.1,827.159,891.629,1072.62,1136.06,961.918,936.324,939.58,1000.34,925.582,827.008,792.437,1048.75,662.956,830.063
"tldE",615.492,538.548,586.457,503.932,660.545,613.75,651.448,549.283,667.031,739.501,568.349,446.401,934.913,975.835,535.85,468.629,869.881,865.393,542.636,545.33
"cybC",826.113,913.96,983.857,1022.38,944.907,985.239,937.596,1027.16,894.97,830.142,1001.67,1170.86,1084.03,1125.91,1119.99,1169.05,1264.18,1236.19,982.977,964.937
"nrdG",711.932,824.049,871.522,781.004,1623,2318.68,856.359,1364.12,2170.64,1830.83,1424.82,1798.71,1344.76,1297.37,2008.55,2003.22,1089.95,1019.72,1810.87,1573.06
"nrdD",808.936,1310.92,1073.29,1178.77,3589.22,4894.88,1356.71,2187.27,3841.85,3965.44,2527.1,3174.37,2896.59,2765.83,3170.42,3231.43,2320.07,2446.69,2944.77,3018.32
"treC",695.665,737.527,639.939,517.507,1095.94,1300.43,536.66,534.188,6345.31,5388.79,509.152,437.146,7730.72,7632.97,478.246,492.775,2130.14,2457.24,1136.68,800.182
"treB",462.555,672.694,383.772,278.758,1013.12,1285.11,393.628,386.322,5868.86,5470.36,381.524,358.612,7399.36,7623.75,369.333,353.233,1881.17,2174.76,892.743,789.447
"treR",654.646,576.722,650.053,613.847,563.327,573.712,584.086,529.085,467.343,570.713,574.468,572.108,464.277,576.053,577.047,557.575,764.354,803.47,608.911,680.645
"mgtA",548.38,662.55,1552.05,2447.03,491.045,544.878,3283.52,3012.3,352.103,399.179,3020.7,3950.79,348.342,424.242,3053.75,3129.62,431.38,265.935,2146.36,2251.35
"ridA",2394.95,2301.83,1670.05,2058.56,2586.05,2390.32,1894.3,2118.15,2888.91,2626.21,2053.96,2185.33,4497.77,4299.13,2037.6,1848.57,5300.63,6383.05,1818.29,1613.92
"pyrI",843.303,808.124,609.396,701.605,776.119,546.992,915.369,1170.3,714.408,668.921,984.147,901.731,738.394,737.12,921.593,887.656,835.549,632.702,668.208,704.128
"pyrB",771.427,708.006,623.068,534.6,744.764,742.499,678.088,745.605,931.38,872.728,581.43,611.248,610.204,775.514,483.197,530.669,792.189,681.187,570.735,484.906
"pyrL",927.282,980.017,422.12,370.879,1455.36,1122.91,509.687,452.644,889.277,931.004,569.616,545.483,654.312,705.983,447.228,515.041,798.134,537.029,455.46,471.991
"yjgH",681.41,654.982,730.883,715.873,518.922,594.053,664.534,622.765,487.491,555.182,635.313,613.307,437.777,540.236,610.947,538.413,604.452,634.185,532.028,595.368
"bdcA",606.689,622.702,673.996,650.548,517.186,596.571,597.503,685.206,513.93,558.726,669.499,599.649,487.864,526.597,671.947,646.675,695.023,754.982,770.064,737.981
"bdcR",393.384,387.112,381.019,280.832,438.853,483.289,360.828,401.836,375.596,374.451,316.627,314.417,369.848,284.673,296.064,416.151,438.538,279.194,406.146,362.911
"tabA",381.406,426.081,402.35,400.215,377.03,464.976,407.848,351.753,334.208,346.543,389.262,350.484,455,529.009,345.955,345.7,683.816,686.563,334.907,386.421
"yjgL",23.0811,7.64387,1.06166,11.0915,10.2556,12.82,13.7206,8.59606,3.2877,8.93756,0.763565,14.9958,4.88751,25.4528,4.14401,4.06781,7.78278,20.1811,1.50177,11.0023
"argI",639.903,542.416,487.548,444.442,424.248,406.132,435.062,385.631,426.276,425.589,380.887,368.812,323.157,508.933,305.034,284.169,600.635,532.802,292.122,319.529
"rraB",1756.81,1837.61,1233.06,1631.03,1751.32,1855.14,1029.16,1254.3,1724.89,1690.94,1152.89,1304.09,2530.69,2324.56,1155.33,1183.11,2693.78,3619.99,1115.06,963.5
"yjgM",3.02075,6.39181,13.8048,0.983703,1.5212,1.01908,0.94047,0.522749,5.14322,28.6674,4.65483,0.300752,1.44988,3.34047,13.5419,0.537064,1.24378,8.87543,9.04905,1.6032
"yjgN",519.328,519.93,503.691,438.193,476.586,392.044,417.225,408.385,358.452,354.277,383.247,309.982,305.183,327.366,380.214,336.953,593.783,430.28,300.848,335.786
"valS",1186.74,1192.49,1064.45,1327.88,1592.95,1654.77,1415.04,1407.5,1218.92,1464.49,1636.74,1615.84,1339.89,1378.07,1633.37,1542.43,951.181,977.533,2527.64,2064.91
"holC",856.576,772.244,1012.35,1058.26,1041.39,1044.52,1152.03,1030.12,799.404,911.844,1206.06,1169.29,887.725,760.155,1535.67,1327.35,996.014,943.782,2898.01,2657.79
"pepA",789.825,851.458,804.175,858.283,923.896,937.208,893.368,881.536,880.135,854.294,907.701,833.658,1144.87,1031.44,897.432,915.26,1257.34,1307.34,1366.41,1148.45
"lptF",1270.08,1306.59,1399.53,1405.75,1568.98,1480.58,1581.92,1604.51,1226.73,1339.15,1738.42,1899.9,1326.81,1343.59,1833.17,1684.25,1218.59,1211.49,1871.99,1513.01
"lptG",726.846,769.674,759.299,722.564,755.86,941.13,939.136,910.518,712.269,798.296,900.318,941.171,741.369,700.281,908.226,968.593,790.151,840.363,966.577,807.057
"yjgR",582.92,585.195,540.989,471.631,417.068,294.16,494.265,445.051,672.388,623.878,352.831,367.392,887.114,773.741,365.559,360.767,1056.6,1039.96,348.597,429.516
"idnR",1.21642,7.58798,22.1204,29.6439,7.74091,2.78706,15.8915,15.4245,5.29411,15.6951,16.4973,10.3952,21.7485,6.65081,16.1615,7.56617,8.76799,25.3475,8.67543,1.18267
"idnT",17.263,20.08,2.65335,36.6313,2.90191,28.669,5.95496,16.8902,3.99188,27.2707,9.36674,3.9052,27.3613,4.7361,1.06387,21.564,4.40073,2.13271,14.4701,1.68968
"idnO",42.443,2.27225,3.85456,22.8214,26.5285,7.39737,2.64408,7.26363,6.13787,3.44017,6.54761,17.6012,12.6533,12.6343,30.661,5.29211,22.4657,6.89936,6.73674,1.18591
"idnD",10.944,4.63671,10.6277,3.30068,2.99213,30.5902,6.61206,7.62246,1.88335,17.1176,2.37681,2.24631,17.6332,20.7869,6.70663,2.62019,4.76362,30.5372,10.9209,11.006
"idnK",5.34469,6.6922,35.9863,5.23217,8.82262,6.24228,5.39278,1.34634,5.60851,21.1453,3.56438,4.81776,24.7719,7.03572,9.29005,23.2605,40.1919,7.65626,14.6844,5.51642
"ahr",23.3931,23.1522,55.5345,25.8703,43.7316,16.2879,11.8266,34.2412,62.2592,30.6529,16.5924,18.5934,76.2122,59.1731,15.4913,24.8348,20.672,57.1093,7.99066,27.2865
"intB",2.52021,0.634701,2.01798,1.27079,0.842288,1.82438,2.57814,2.39123,2.57609,10.755,2.06239,0.636598,5.52491,2.40337,1.51586,2.25057,2.96735,10.8903,3.30679,1.1948
"yjgZ",12.6349,7.46107,1.55674,4.02983,4.67547,23.8259,15.1788,18.5506,13.4955,4.40263,7.27152,30.4997,7.61506,6.77029,13.8758,8.27896,4.67589,7.66476,10.3533,9.33899
"nanX",0.793707,0.647334,14.1583,0.782208,9.06375,10.0305,1.30436,1.58616,2.26938,1.02141,10.8414,1.07975,1.19732,14.7256,3.19362,0.493153,1.3827,8.37244,5.25486,0.879891
"nanY",11.9456,6.62415,31.5944,21.86,24.9549,18.5732,4.88992,11.6336,14.4217,26.9611,8.38189,6.7166,3.72033,3.29276,3.98772,2.82565,8.39081,27.8659,0.551278,2.24389
"yjhD",3.40514,4.97753,8.63506,44.4154,16.0771,2.73254,17.5365,8.78556,5.84607,1.53599,1.84289,5.10114,2.29303,1.96283,4.86398,1.62211,5.69549,1.94351,5.44623,1.63427
"yjhE",11.9162,1.4048,10.5363,1.25843,10.318,1.93121,1.00973,13.0463,2.21803,12.7005,8.84499,2.68597,1.03014,18.4615,2.61287,8.8325,6.01444,0.551919,0.341553,9.02594
"yjhV",6.06637,8.22527,43.955,29.6056,30.3209,23.3341,30.0563,25.6346,2.92454,42.3157,40.0137,0.915573,21.3104,29.5848,12.2454,26.4406,30.5338,4.42613,46.5553,15.4262
"fecE",5.50717,45.1951,18.6443,4.52499,22.6185,2.48801,23.2779,22.7126,50.6872,29.982,19.7185,2.92646,16.8005,3.34803,6.49907,6.92255,39.2896,6.56274,10.9103,4.93884
"fecD",7.05453,5.97774,5.79457,2.62763,8.48674,3.24681,4.68121,4.25427,3.04652,4.50387,2.51373,2.14743,3.6049,8.25387,2.6062,3.67978,8.90395,9.60823,7.56381,8.85435
"fecC",11.3827,12.4032,17.9727,25.8626,5.69807,11.7108,7.54988,18.6858,5.81948,7.54008,6.59604,4.94062,8.80699,3.45074,2.85614,9.62105,10.0835,6.0886,8.47305,2.52908
"fecB",6.63641,2.26502,5.66037,2.48596,4.1773,2.7547,4.4271,2.15353,3.72003,5.66288,6.04749,4.01258,6.06464,18.3321,6.52286,5.52044,11.2149,3.38909,4.7513,4.6107
"fecA",39.7362,44.0922,16.3945,5.62875,49.0029,31.2999,31.7836,39.4354,40.5721,79.7926,41.2149,55.6037,52.4908,53.7402,52.0245,57.8459,76.7747,47.27,87.4403,51.8784
"fecR",10.8015,7.54425,40.7897,26.4116,15.9097,19.1323,20.885,34.891,3.04892,12.4067,29.5905,16.7048,10.9137,3.36542,6.80273,6.60315,19.2106,21.7811,35.982,36.7491
"fecI",6.19626,8.06421,20.0237,6.96533,32.8159,56.27,40.962,39.6366,4.75094,22.5025,12.1448,3.82764,5.43825,22.4323,34.4195,47.3631,11.3715,7.19638,17.1734,15.5168
"insA7",817.322,736.272,702.486,684.896,640.702,701.69,610.155,640.113,693.321,573.884,611.476,566.529,662.803,560.964,648.984,726.707,725.63,645.141,754.511,763.604
"yjhU",1.31779,2.6029,6.07882,3.50068,1.40989,1.6101,14.789,8.40596,8.08789,2.23533,1.12279,2.20266,2.69659,1.34176,34.8009,4.68045,3.33473,1.35261,2.36423,5.39185
"yjhF",1.01461,10.4699,4.06029,2.24197,1.8747,2.02827,2.77734,1.70027,2.66962,9.2905,0.953576,0.74152,20.2669,5.27647,2.14507,4.46193,6.65334,4.36507,2.88435,2.76603
"yjhG",10.623,3.86917,14.1711,1.65265,1.91699,13.8117,3.25025,3.82544,9.92692,3.04315,8.59366,0.528698,6.62351,11.611,1.89666,1.06528,1.8414,2.18711,1.19435,0.886331
"yjhH",22.1807,15.5295,25.7138,13.3783,38.7352,15.3325,1.87404,8.69885,14.9215,1.54654,17.1519,0.674191,22.049,2.60359,7.99695,1.42789,20.6859,3.02553,2.31194,1.37745
"yjhI",30.1946,9.48431,27.3278,9.10448,16.1365,26.289,14.261,17.9603,6.40514,32.3356,10.6816,2.68651,33.9997,36.3842,22.331,10.37,33.4599,30.4535,17.7947,15.8692
"sgcR",12.6003,13.0606,21.3011,1.90803,10.3326,2.46145,5.31137,1.68946,7.41629,0.844146,25.5036,14.185,7.33171,27.964,7.62997,19.2704,2.77048,3.38169,2.83634,15.1917
"sgcE",30.1999,27.4758,43.0966,4.82311,12.5683,5.80103,18.7798,19.7322,10.186,9.79028,3.58281,16.9782,10.0546,5.6687,29.572,9.9485,7.83648,3.13851,7.64282,25.5435
"sgcA",14.8942,16.4636,20.5526,29.6655,21.7504,12.4886,13.2833,26.4096,44.0213,12.7679,19.5829,20.3516,40.7586,5.98075,21.2782,38.6795,5.25818,24.639,24.2918,50.3675
"sgcQ",11.9612,2.40356,29.0841,3.01496,13.4733,2.7518,7.6706,16.5276,6.7832,4.93531,3.60901,2.76826,21.0279,17.4482,1.57045,25.4421,2.20166,31.8639,3.71323,17.9512
"sgcC",14.4932,16.0051,4.24672,2.08943,18.5807,32.5423,11.3625,10.7045,30.0847,10.299,20.1134,27.2461,7.07062,13.9109,16.6067,13.5154,8.56982,18.6204,9.24345,7.79232
"sgcX",40.3416,21.7697,22.4893,18.0179,30.9656,17.6196,23.3354,37.9784,34.4858,6.49745,24.0414,16.9655,22.246,15.5265,31.1853,33.8519,14.3551,15.8895,52.1559,33.9265
"yjhP",2.52294,15.9182,1.71173,2.67533,16.6694,1.36776,10.0642,7.80754,39.2515,25.1448,16.8079,1.72437,11.3035,29.7283,24.6403,22.4735,52.2614,23.7476,22.1766,27.7391
"yjhQ",17.9634,42.9442,19.0913,32.2319,30.7519,22.4061,28.7169,36.6631,49.7791,16.7188,33.259,30.8995,49.3202,19.2032,39.611,65.6083,45.7025,59.5348,76.8855,15.4756
"yjhR",0.898227,11.3705,2.67653,1.37178,2.43746,2.96675,3.17819,1.54517,2.07914,4.37165,5.1978,1.26885,2.6245,23.8353,5.28123,1.19511,27.2986,2.81054,22.0055,7.06325
"nanS",723.417,751.679,694.261,723.607,656.964,740.1,595.882,684.092,658.102,583.856,533.833,514.431,662.211,804.47,518.846,462.877,852.834,819.776,451.162,509.475
"nanM",576.433,574.474,573.607,588.933,536.732,449.78,560.841,561.895,729.755,565.004,632.208,545.354,913.532,1123.45,524.054,509.855,868.447,988.391,506.481,561.537
"nanC",663.331,659.404,616.536,530.182,595.042,617.426,565.933,502.61,1091.77,849.921,501.134,461.38,1413.1,1401.66,434.066,424.356,976.977,995.971,365.98,455.565
"fimB",771.516,743.343,623.926,553.377,782.5,586.257,569.221,494.983,615.385,742.051,551.333,539.166,1060.55,919.086,533.819,457.73,858.142,629.166,461.415,453.252
"fimE",735.464,743.095,662.951,583.521,733.96,829.914,568.608,444.28,587.227,545.073,467.769,466.639,480.756,680.231,454.509,406.412,775.785,600.105,384.645,476.855
"fimA",514.048,477.064,480.929,481.859,486.127,566.555,394.356,423.408,488.554,409.55,362.444,325.773,451.453,392.752,342.907,307.227,513.36,507.709,253.507,345.64
"fimC",638.318,720.235,598.999,512.673,567.047,479.661,536.472,485.397,557.328,568.083,476.398,466.685,481.813,540.991,468.954,460.135,767.763,630.288,436.833,563.64
"fimD",694.913,640.47,659.253,651.03,604.221,669.192,630.86,614.476,500.641,520.325,592.517,547.511,464.136,546.222,537.38,558.839,734.265,740.013,492.394,493.418
"fimF",427.543,384.572,401.03,343.666,365.586,366.482,403.123,409.723,412.713,417.006,360.398,398.898,327.275,466.307,335.166,332.657,465.496,367.195,291.711,325.994
"fimG",773.064,668.415,716.65,669.789,636.954,705.329,602.463,672.263,588.828,615.297,570.462,601.688,455.234,586.867,518.978,511.029,792.552,897.406,496.696,540.544
"fimH",493.893,478.386,504.624,447.377,475.32,464.129,480.314,518.305,335.821,377.037,418.084,397.257,317.922,405.71,413.611,411.265,458.766,589.191,342.426,372.64
"gntP",597.88,605.596,610.314,477.111,491.24,544.522,523.973,598.093,458.511,459.216,479.014,391.688,403.596,532.442,455.666,467.829,687.175,643.256,414.362,507.659
"uxuA",593.608,507.866,596.844,521.531,467.328,678.251,558.529,624.389,579.072,465.907,496.526,456.242,621.5,656.821,485.178,442.023,721.893,816.483,601.078,572.067
"uxuB",366.62,372.494,372.63,347.036,320.398,338.08,376.034,422.371,401.63,327.327,352.14,260.024,371.183,439.551,401.338,340.887,534.962,462.576,372.499,411.755
"uxuR",616.662,570.96,737.295,786.309,636.05,718.285,865.593,975.436,541.266,540.601,1148.56,1087.99,634.49,594.811,1096.83,1207.29,904.959,1012.09,969.397,895.116
"yjiC",1.62327,10.0315,3.21583,0.405787,0.913802,1.76633,9.14644,0.277294,7.95847,1.62752,0.598932,0.396931,1.13869,0.522521,2.80293,0.482368,5.91372,12.1442,0.587945,4.72775
"iraD",520.731,482.193,486.599,401.392,598.855,626.839,403.268,421.891,707.475,682.948,352.209,335.158,954.872,1077.35,338.804,274.406,596.835,653.758,275.291,343.248
"iadA",622.252,688.702,586.4,561.523,656.255,764.733,547.661,574.946,768.599,689.482,508.274,526.269,809.591,834.9,526.938,497.484,771.07,869.788,779.336,586.627
"yjiG",711.619,928.908,699.939,530.981,649.914,633.684,637.511,526.194,595.226,626.03,592.187,489.569,519.673,635.907,479.606,474.739,1118.55,797.542,484.713,584.75
"yjiH",527.844,475.993,480.469,384.699,434.531,440.941,393.768,376.585,380.34,429.641,347.593,326.079,338.094,381.357,287.688,308.182,498.174,505.202,283.79,350.88
"kptA",364.067,367.184,375.466,369.2,408.145,288.866,258.395,270.343,340.065,243.12,305.571,191.732,245.111,225.571,327.337,314.144,441.497,577.172,253.644,393.648
"yjiJ",24.7683,26.0982,27.2504,3.41773,19.6274,17.2606,10.9949,17.1232,27.4819,2.50895,1.51719,0.91473,31.7967,17.2415,22.076,4.43779,38.683,1.53149,20.5616,21.5738
"yjiK",19.569,8.95736,20.7631,3.78827,3.15533,1.92617,8.42419,9.76447,2.42295,2.76347,31.2279,13.0126,3.09943,3.35662,16.6276,13.297,26.6802,1.3235,5.81874,15.3027
"yjiL",637.542,556.904,617.02,565.619,546.883,631.228,504.606,529.171,587.25,542.198,436.052,427.259,710.407,680.91,382.027,378.248,1053.03,1284.22,372.156,440.469
"yjiM",18.1463,21.2857,2.84579,11.1315,47.3614,40.027,11.4591,7.07749,38.3184,31.6761,13.4669,17.7238,42.6339,53.4681,27.5996,16.3459,33.1357,62.8283,31.4561,13.0562
"yjiN",549.378,497.975,541.799,403.063,480.403,516.429,440.756,461.288,485.077,480.043,449.325,397.677,359.026,467.433,418.796,419.607,578.188,538.652,421.614,501.579
"mdtM",3.67539,15.4716,3.28118,17.3778,12.703,6.20432,17.2193,5.3733,5.64979,3.07927,16.4225,4.82652,18.1616,7.51844,7.14028,9.3711,3.4728,9.32839,6.44994,2.41354
"yjiR",445.565,431.931,454.946,349.215,355.549,358.865,417.966,382.151,382.08,419.83,365.666,301.615,289.565,450.299,313.063,345.122,512.693,529.563,298.889,401.707
"yjiS",37.9168,33.6119,20.7715,53.0563,19.7867,13.3811,19.38,24.5198,55.6357,40.4294,22.2679,14.5029,40.4013,47.306,4.23746,15.7973,35.0169,29.9527,25.3604,31.8538
"yjiT",3.87513,4.6816,3.40944,2.5748,1.45771,2.50156,1.402,1.96877,6.73037,8.93116,1.55144,1.09145,1.90342,5.18435,13.3479,1.99344,13.1583,2.34136,2.42054,2.1235
"mcrC",12.9842,10.5768,20.6895,10.8797,17.4755,4.56759,8.70954,6.92853,21.9018,6.16952,11.0465,11.6034,11.6031,11.0543,10.9616,15.6866,24.8087,18.3194,17.41,13.0389
"mcrB",1.88821,17.7933,6.03589,3.5806,24.8393,25.009,4.13955,14.2262,2.59393,14.72,8.18256,2.82883,15.1802,17.5632,3.23636,4.91025,1.5659,45.9357,5.05878,15.975
"symE",40.7851,31.313,37.6317,17.7616,20.1001,16.4142,26.4808,18.6401,8.64593,17.1799,21.6725,17.2048,3.89246,33.0662,25.5372,30.0951,1.76571,27.6871,39.9468,22.8007
"hsdS",20.1759,7.43887,14.1751,2.35724,22.3475,10.6177,2.44693,16.3441,12.3437,47.8028,25.7692,27.9714,16.8896,15.0516,42.2988,10.1246,25.8689,8.21397,23.9887,10.5559
"hsdM",30.6473,17.4521,43.4366,4.44901,53.2872,37.3229,20.392,26.9092,63.0448,45.4766,39.0958,17.0609,54.0092,9.65395,27.3911,38.9369,46.037,18.0437,39.9264,39.3258
"hsdR",21.7144,21.7933,6.64481,46.3531,32.6102,18.835,29.9421,34.0282,50.8373,19.2081,22.375,34.5601,41.8881,38.8331,28.1908,24.8985,30.481,32.305,53.7272,34.1267
"mrr",18.6211,10.8201,6.82095,4.92634,2.16445,21.4015,26.9865,5.32382,10.7129,25.1044,22.585,1.28909,9.24973,22.9189,14.4002,11.9543,3.82598,24.5529,42.8335,6.44098
