"","0","0 | 1","0 | 2","162000","162000 | 1","162000 | 2","0 | 3","0 | 4","162000 | 3","162000 | 4"
"waaF",7277.244967,6340.784439,4913.437479,8666.688911,6415.5719,5846.093008,6992.489556,5336.644363,7250.921572,6732.966842
"mtlR",1256.744645,1268.482077,1106.687463,1869.258483,2073.406562,1964.108944,1314.463388,1401.060937,1944.473039,1646.461665
"yahE",162.5798807,119.7850409,76.37184979,98.76791373,66.82157186,210.8548955,83.59893091,141.4472059,82.10342375,154.0985606
"hscB",7094.310736,7466.969962,5244.923448,5148.555151,6020.83148,5880.402133,6693.691791,5921.185985,6251.871572,5001.876334
"dppA",1867.606107,2205.062211,1164.072522,2383.721572,1211.174634,1681.841068,1644.621572,549.0056533,3613.440094,4320.443229
"yfiH",1743.664027,1876.016768,1729.589487,3499.441756,3123.154001,2693.665389,1651.049887,940.7215718,3190.821572,2534.221572
"yehR",274.0567081,163.5541646,87.74868023,236.8169184,252.9318258,404.2291635,115.4831477,211.1523885,263.5349332,273.6141842
"yhbX",184.0266411,248.7071743,223.3185304,272.2463672,297.2229977,277.0741151,303.5696174,280.0799168,274.1795721,290.8953985
"fsaA",381.9460365,379.9215718,229.5441987,151.2881886,297.0833261,310.0182526,311.9215718,313.7503469,236.4667274,219.93021
"hrpB",1216.669779,1145.169433,1175.551992,865.2309465,1338.167136,444.6215718,1376.859708,1274.600565,1271.921572,791.4215718
"mazE",3733.88796,3831.064358,3567.563858,4335.317719,3065.204808,3765.463266,3491.712854,3658.758843,3532.440608,3763.383828
"arpA",571.1306218,795.5454015,778.3163965,1069.25644,437.5058216,790.6302563,449.2968991,271.4925451,347.6171699,675.2786893
"ydaS",183.0659375,154.2426842,115.6337163,119.274539,121.8180738,146.5235959,123.6854832,148.4188225,122.6897939,130.6611843
"slyB",3792.353133,3682.933162,2879.703301,4225.554925,5209.271204,3443.804484,3707.483048,3908.400873,4567.880226,3092.775613
"pcnB",6827.513821,7051.197226,4397.528425,6126.982319,6853.941537,4982.01523,6410.521572,4565.84989,6174.245968,4419.488163
"yfjM",210.2915531,248.6015927,176.1201616,371.1228366,396.8265081,314.2215718,218.9709192,210.1762365,382.8184149,367.5215718
"ccmG",775.5955844,944.5663301,574.8258187,389.4663896,622.8584066,327.4055822,1008.806922,2137.666875,512.2585471,401.6769224
"feoB",658.6154141,613.0131216,1168.193014,612.6247067,573.5501697,662.6384124,800.8606293,1322.294375,825.5637331,1229.108831
"yigB",2516.971572,3079.121572,2127.400578,1948.555938,2419.721572,1998.314161,2989.219483,2244.842347,3125.371528,2800.331653
"tesB",2455.276459,2403.371572,1565.522877,2008.993487,2388.018057,1483.463153,2008.97676,624.5681111,2220.722936,1369.770953
"ilvH",388.3545549,811.3215718,549.2720286,1218.669666,1070.67668,1051.585796,582.0694696,338.989167,2451.389926,2444.178499
"yieH",515.049082,507.5635295,499.5150205,1840.821572,1416.055661,1420.211015,545.0432239,434.1894596,1634.435774,1367.151093
"nfrA",520.866841,506.8641658,354.3417006,293.7371509,432.5532129,274.2718553,421.383871,345.3618961,286.5995639,263.7387285
"nuoA",7250.621572,7277.009979,6035.816888,5689.271572,5311.606855,6052.965463,7492.197081,5027.880256,6181.663021,6557.563677
"ryhB",2610.475537,2557.470022,3811.084193,1973.846414,1366.221572,2846.848277,2896.767207,825.7308179,2671.511032,4687.404659
"yncD",555.2846844,1281.107614,776.4337292,1049.256435,1199.413909,743.1358719,692.7212296,139.0260818,801.1620392,533.889711
"hybO",262.1136217,239.2347589,319.2842094,382.5646533,326.2973813,572.9102128,291.3359547,1081.726219,412.9497423,756.0680703
"yjfZ",202.6984161,282.3272523,227.3215718,516.816848,390.5215718,416.4521812,296.2388583,296.4027977,444.1330614,394.1184877
"glxK",146.7590506,181.4867695,124.7141757,138.0310989,180.7090247,207.8957323,167.5035777,174.2526324,163.6334415,166.776388
"cysN",464.3456173,496.9624045,476.9720447,458.9267714,466.9215718,585.5219098,445.4239852,513.355495,2883.497411,3920.836373
"yqiA",3277.095623,3461.692922,3033.148606,3278.986331,4026.780046,3908.989837,3705.925968,3659.720691,4129.802295,4059.971329
"sufE",939.0956781,1332.11687,640.3687857,242.1382033,204.6427203,148.7258095,677.2644289,154.889263,286.3319057,341.1688856
"ydaT",76.42157178,115.5739466,73.85946225,93.27526095,72.8732776,112.2511704,74.88921556,89.77314744,74.21347266,77.95353337
"bglB",148.2168358,128.7409214,68.87983694,105.8140566,83.35603165,592.2613619,75.08244875,220.3670332,86.8014155,335.1611663
"eptC",862.313552,1668.509635,557.9066472,1979.464248,1998.459729,1859.753995,1229.768188,574.6771849,2606.637871,2226.064906
"yjbM",134.8233811,65.96508535,46.92171576,113.4474206,54.70072935,174.2363155,75.17204328,158.8027546,82.09417456,149.841499
"nanK",560.8954501,433.7995019,396.1396247,426.0743973,395.5215718,382.3129077,476.7715718,444.290549,400.1044952,355.8025637
"hofM",299.1499669,373.0081923,305.0478104,213.955752,334.3141831,576.9158056,354.0215718,310.1726431,319.2215718,454.1257579
"hns",3976.094366,2983.382134,3757.043149,10736.18768,8753.858416,8524.571572,3403.985662,5603.925585,11659.9584,9915.521572
"yncG",78.60599332,101.9655169,90.57133491,79.82598893,118.5040057,107.7472573,88.7939908,85.33943065,93.53473623,82.53088067
"hyfB",237.1215718,238.1146629,259.5472521,187.6215718,240.0708121,449.6942156,229.4253278,355.7845981,224.0286406,324.2813905
"bhsA",6956.311075,4847.194797,6317.763689,3647.501199,2689.289561,2823.507916,6165.761421,7557.791126,3280.162583,3945.0971
"yhbS",1375.979653,1498.762126,1749.035593,1381.997817,1514.41303,1378.988306,1527.102138,1968.595028,1600.657448,1516.0617
"gyrB",6867.521572,6079.299175,7018.287571,7045.242179,7835.093824,6883.921572,6845.308933,7394.665401,7541.866741,6974.24718
"qseG",2286.293944,2312.069511,1692.359972,1856.89982,2183.221572,2041.021695,2307.751091,1981.321572,2287.07615,1832.321572
"rflP",381.2729537,371.7122614,221.4355543,1411.073919,709.2856948,600.9715718,335.6763972,471.9215718,1087.781331,1010.081267
"glgX",2187.879651,1812.346448,949.0215718,1580.065336,910.0434339,1400.247993,1600.470971,2087.068463,1629.510999,1916.591316
"ravA",324.084678,382.8696533,293.9051863,850.4697201,629.1757411,1219.015358,294.6413038,361.9927275,921.2036695,1124.532371
"pdxB",5602.451461,6224.399546,5155.731612,4463.776766,5196.419951,4348.121572,6097.323052,5496.637921,5555.883068,4793.994662
"eptB",493.9356229,834.0887942,1148.553052,1331.694978,1539.92328,1450.773637,878.5215718,570.57573,2111.20429,1959.570577
"yfgD",1007.555658,1046.864064,638.0282503,1024.910973,1234.302964,1088.769488,885.1838261,671.0215718,1290.350274,1007.73866
"yaeP",1899.33454,1298.667305,1199.106031,1240.202434,1277.169061,1010.921572,1211.835222,1101.200977,1117.016253,823.1358758
"yfeW",201.0652509,272.0912288,156.0897935,174.2537286,299.4060616,348.6689025,197.8215718,202.1518359,326.202527,296.3215718
"nhaB",878.8769186,1675.503208,1168.540131,1327.091364,1915.848039,1072.524495,925.8545493,752.1813187,1389.989614,905.1467507
"pflA",2479.634116,2476.621572,3533.59414,1972.435563,3224.465295,2352.321572,3188.251964,4871.769049,2191.160841,2069.111803
"tus",1306.156354,1245.496743,431.3215718,788.0466167,799.8321326,559.1847778,985.8621649,412.46952,754.1388576,490.3608743
"cyaA",356.8292052,296.5725945,349.9589516,298.1215718,305.4854389,979.0097408,319.3705152,483.7593039,319.9215718,597.9581567
"pxpB",2840.724071,2988.818052,1101.826874,1745.776361,2194.811541,982.3215718,2459.455579,1149.706408,2510.766385,1797.42248
"copA",591.9308175,1017.693399,369.0422109,172.1075827,524.4693788,283.5236945,1301.826624,884.264221,633.3215718,355.5970899
"yhdE",3905.105842,4631.305838,4409.717992,3611.835895,4282.771572,4334.112097,3832.858044,3650.637702,4066.980712,4219.924481
"glf",5011.269174,4089.321572,4383.371828,7333.188692,3846.521572,5883.973555,4558.821572,6674.809261,3398.275661,5288.852782
"dcp",3850.396647,3582.731766,2818.840382,2562.523141,2049.039793,1701.721572,3352.756362,3066.521572,2061.726772,1952.000792
"srkA",3404.591088,3491.023057,4108.936594,4774.436271,4134.274669,4161.605994,4619.670958,3930.534009,5671.195051,5299.079156
"aaeR",1051.474949,1510.721572,1307.872646,1072.029095,1363.83683,1825.488829,834.927213,664.002336,1066.564972,1259.821572
"lgt",4265.547228,4377.671572,4511.249615,4167.207551,4926.335469,4490.371151,4801.529926,4799.027159,4527.521572,4099.912273
"ycgN",747.9144189,952.5461236,666.9420511,952.2592142,1158.436581,526.4369248,734.775279,492.9586979,803.2394669,499.0141209
"map",5091.125059,6266.114838,6184.273862,7352.087743,7828.933106,6880.821572,5558.817571,4122.021572,7627.227588,6893.492423
"ybeZ",7372.751936,6966.922319,5118.21884,4703.421572,3889.917513,4500.442345,6324.934645,5357.255524,3232.316345,3880.421572
"glnQ",1754.938144,1453.03346,838.0341637,1339.839709,1592.656641,834.1368665,2080.401971,1789.530434,1331.667624,980.5577315
"ftsY",4068.333609,4032.662483,3928.715494,5097.921572,4152.321572,4027.394591,4090.725586,4122.514679,4590.447794,3973.751584
"emrK",153.6016279,166.5724491,42.44077238,144.2215718,136.7879021,126.5243013,169.9779878,104.0681983,142.8413549,123.0921644
"yhaB",109.4738273,119.7496482,50.95944215,94.92157178,79.62203825,229.8078751,65.67372178,110.7757412,117.1648283,209.7212025
"gsiD",881.54297,913.703625,414.1097321,580.2123349,717.0163855,288.8166169,1040.421572,632.5608767,881.7240874,513.6497417
"potA",5261.782508,4991.257567,3422.571572,4945.426791,3723.319058,3999.271572,4300.321572,3056.325709,2965.521572,2886.290746
"cyoE",4939.621572,4824.421007,5256.145611,5086.121572,5269.110533,5493.598412,5541.310341,2097.500121,5103.426117,5368.067762
"yfjR",160.6915305,154.9851086,154.3924172,106.8154615,128.5314288,198.3204003,156.1365823,163.7934739,106.4113129,172.981375
"yafY",301.0681489,232.8247382,199.522868,287.6929002,320.2032874,372.7574181,245.9215718,297.1897908,430.186391,296.2734047
"mobB",712.4044927,788.916593,413.7714165,738.4428927,839.5215718,1091.351525,614.9122401,540.0874818,966.5215718,872.5458061
"frsA",2214.307659,2000.245338,1919.754678,2023.883278,2269.921572,1560.194949,1898.35079,1740.546259,1893.929442,1395.789422
"aroD",759.6338928,1097.215558,360.535232,743.8158044,824.0849394,272.9917934,866.6502843,257.7215718,826.8347607,358.2234622
"murF",3402.797858,2926.533025,1999.522969,2656.321652,2199.336413,2250.671572,2855.940735,2232.039957,2958.708925,2446.0453
"ymjA",3474.901362,4200.087383,2376.13639,3349.513581,3663.321668,3354.645813,3882.547484,1933.844297,2967.127775,3065.981191
"fbaB",1504.713032,762.9215718,358.140692,431.7010336,493.0117894,289.9731891,1336.423553,661.0079923,513.2714997,297.9215718
"ybdF",882.2394076,1066.401157,680.730632,1248.415305,1326.796578,848.9075806,963.5756305,344.3064812,1169.971572,743.2304672
"codB",2518.667493,1908.450731,1202.513567,2108.831551,3419.113113,1823.313609,2266.204565,489.0821374,2021.398565,1031.264828
"yehQ",169.7770148,230.0684938,199.4149352,116.7215718,215.6004974,304.7485536,192.2002871,219.4794784,201.0429786,232.1172388
"sufA",2113.435128,3243.027733,1070.265183,466.8411775,464.3390389,257.8794515,1781.367323,498.4910566,615.751484,609.2652054
"priA",1267.178199,1457.679264,1762.517692,1280.358732,2192.690098,2160.312327,1584.806559,1633.635096,1867.562615,1811.957774
"yfdO",102.5601226,94.22157178,83.7430127,116.9623918,63.62002293,191.0215718,81.29637677,161.5782975,67.32988306,128.9215718
"idnK",146.9594904,137.2955123,66.97705183,82.77369316,104.9902112,308.5996089,100.8325748,168.73401,111.1539464,224.5788723
"pgsA",1506.563232,1602.29018,1509.977747,1540.773528,1841.321572,1271.809551,1604.33361,1412.828111,1586.371572,1400.108538
"tfaD",184.0259567,150.0971549,145.1311241,169.1423263,180.3778301,152.0376874,172.0203638,236.6727079,176.2546074,180.9120025
"atpA",12505.10304,10298.86138,8550.071654,12851.62157,10273.75941,11978.37048,12597.28386,10316.23687,14144.49913,13574.41516
"yhhZ",284.8215718,332.4975549,312.2049932,212.5686673,176.5215718,397.0131972,353.2215718,487.1858818,257.0308744,480.4153357
"yjfK",144.8808307,111.7827375,104.2561754,163.2486305,103.0484992,191.5202951,88.44832922,112.9509055,120.0675527,175.4211004
"rfaH",889.8937307,769.2023391,691.4277526,1330.689291,1513.760741,1587.906176,741.7715718,660.9400214,1440.414263,1334.745166
"yjgH",250.4614679,425.5716072,251.1778299,380.3787302,473.677687,408.5874971,337.574065,237.2294022,470.7487588,409.8424978
"mltG",3107.377092,2445.302687,2487.953581,1817.808666,1242.11567,1953.192263,2547.167479,2944.953505,1132.314907,1659.479712
"cyaY",738.8452639,1864.922971,1730.102601,1630.669428,3048.087363,2899.990167,1906.823407,1925.737995,3093.978433,3109.377612
"nikD",257.876098,289.7215718,429.2215718,156.4215718,371.3327223,407.7029722,495.8904398,3312.98698,277.170885,387.7715718
"insD7",3936.79932,3996.563478,3456.779569,3489.568229,3675.909581,5666.571572,3159.607334,3958.027513,3927.064828,4772.421572
"secM",7744.277868,7354.828297,7616.007379,7251.980862,6291.1366,6827.172841,8446.169613,8077.759064,6706.888116,7373.950384
"ybcL",420.8006305,529.2949428,367.2046156,845.952031,565.9367015,227.1259901,525.5389888,504.9326904,618.8747091,377.8998715
"yrdA",4079.606299,5714.221856,6631.807911,4234.641028,5375.121572,3903.318033,5540.821572,4374.578385,5581.803802,4087.387027
"araF",175.2215718,156.1192945,160.1047495,161.9789742,129.1108526,195.6327816,183.8896824,186.5893203,130.4294547,173.0836319
"rplJ",17140.82232,15623.24981,15360.36019,17179.07713,16484.56492,16037.05661,15395.04807,14897.25943,15844.97203,16070.07597
"yncE",3810.917285,3830.632941,3723.26749,3344.704563,2752.321572,1902.463162,4444.071572,617.5082398,4440.537626,5163.004208
"luxS",5847.021572,5728.99647,4327.568032,5035.821572,4130.326345,4208.399691,5851.696319,5007.311359,4313.51136,3645.789028
"iscS",8543.106935,9671.268892,6775.996571,7105.563876,8252.145863,7683.629156,8060.830576,7817.448619,7816.092294,6009.217057
"baeR",2331.39942,2773.797038,2544.158172,1694.267746,2617.127133,1545.53535,2583.429297,1937.991049,2171.085227,1697.050369
"wcaI",1025.39342,619.2590719,815.2055927,627.3052768,490.9215718,422.505299,1669.456435,1008.855444,733.2215718,479.2052932
"ybeR",74.44679813,90.29519418,43.00187265,35.66281892,60.81430716,202.8139033,34.7705875,118.3404105,58.24896769,138.3215718
"yccA",4752.423637,4435.927369,4601.201665,3672.047709,5078.338608,4010.371825,4621.929369,4000.187137,3851.715249,2679.815605
"yobD",260.0460488,388.2269201,309.8739114,201.7831854,350.2629232,197.5215718,341.9904131,302.7418141,272.7014232,218.0619596
"tdcA",136.3215718,138.1875215,118.5354188,190.2268372,183.6434764,235.2681352,134.953951,156.5324134,195.3320784,238.5697656
"nadD",3470.662579,3863.539624,2927.479234,2371.305871,1301.321572,2501.165038,2324.310317,2898.056225,956.2380238,1956.307497
"lpxP",7851.915653,8113.005212,10372.45315,8411.465627,8420.921213,8244.254201,10649.65232,11079.3954,8784.543078,7879.868576
"dtd",2539.465253,2983.149706,1838.069145,3677.502285,3542.067813,2700.954877,2653.621572,1875.537383,5265.630149,4380.861177
"glsA",225.0215718,267.8613555,226.0942432,156.4215718,256.3912831,409.0456778,306.0215718,345.7778218,286.2215718,325.259712
"paaG",253.7426459,258.6239126,192.720039,142.1445943,136.1677866,193.5757278,210.8156369,233.0235933,122.4560065,160.3618912
"yidI",507.1195069,522.9137053,625.2473351,635.2614493,776.9715718,1114.560734,587.1567702,595.6176386,742.3715718,881.5215718
"tolQ",4200.861281,5426.680884,4790.322803,4136.174231,4699.117433,4302.521572,4726.821572,3955.293566,3338.078325,3096.2055
"ycaC",315.0915669,238.6027689,166.6191872,163.7412692,212.3582023,316.518722,235.27478,305.4757775,178.395426,217.6428272
"micA",1789.279324,1241.321572,3091.521572,1791.549299,1474.056817,2100.539273,1675.733707,3388.592123,1493.387487,1876.621572
"yicN",514.4626025,805.0813206,786.7114774,704.727933,1286.327515,1042.021572,784.064298,494.6053092,1249.89496,1114.60476
"yhjY",412.9885732,261.3343673,291.2921301,476.7442573,353.1202194,783.830608,241.287311,354.2173527,432.2817124,621.6595625
"ybeY",6174.014778,5669.471572,4868.562014,3866.109227,2987.938791,3638.715017,5075.844198,4336.186467,2532.410729,3236.488698
"entF",1161.025777,1995.330084,1554.120301,299.6713238,366.9386188,316.7494266,2051.292651,252.8635463,740.2029916,1718.671572
"ptsA",390.4775596,209.1215718,129.3297568,138.1008786,94.92157178,1098.324318,125.7166504,330.1215718,125.0844036,629.9376455
"bamC",6276.950028,6764.621572,6065.099204,5961.585247,6763.521572,5828.686572,7708.521572,6342.294383,7636.529749,6938.525811
"lpp",15427.2627,12572.22157,13414.34586,14865.82137,12219.19745,13981.83067,12553.12184,14009.51784,12980.02157,12254.66546
"yjiX",1891.534035,2244.397456,1320.276345,1400.387517,2017.473492,1741.129754,1743.72272,1056.191174,2147.587407,1643.598343
"yedK",208.424804,162.2215718,99.27234202,139.3457728,137.9027314,188.6387744,142.4397974,163.5215718,113.5815182,157.7271141
"glpF",463.5554966,618.7683468,460.2230599,555.3215718,418.8813143,892.2804174,575.1260531,365.9830802,563.4563395,1017.185115
"prmB",6141.467403,5329.121572,4502.969997,6110.347767,6393.121572,5037.847134,5852.887139,3631.807189,6909.578548,5422.983784
"ypjF",247.3215718,222.5106016,152.403727,166.4496529,159.8600601,250.4215718,187.7768243,192.9099346,130.1638661,228.1111041
"dgcN",639.3677407,531.7666576,578.9690736,1361.230811,826.9099011,854.1824349,678.9030911,786.0415401,1287.921572,1228.721572
"pyrF",3598.101464,3361.13766,2619.350234,2695.829499,4772.597074,2704.926989,3633.971572,2192.664501,2591.083861,2426.973381
"gpmA",9910.408232,9834.736126,9774.435128,10463.49319,9213.631247,8641.044778,9309.81877,6746.914195,9215.985224,9769.583392
"sixA",1424.401339,1475.229962,1428.891194,1285.484709,1553.536711,581.526171,1450.714296,950.1784485,1342.381698,757.8715718
"fpr",1231.419301,1118.201323,543.1054569,1391.069226,1407.161387,954.1969426,889.6139035,1043.180632,1314.499879,906.1215718
"trpC",5559.650146,4486.824685,3096.3332,5251.992315,4456.803517,3619.438754,5320.540283,4979.916387,5836.321572,7377.104704
"citT",162.7437691,132.5711261,77.44042891,72.62157178,94.92416352,212.7788416,82.4949299,140.5010936,80.10825101,153.7363387
"znuC",681.2715718,1195.053853,828.9215718,770.6561051,1222.816129,599.6179197,772.5901742,537.3443857,767.8600875,576.9007657
"tabA",463.2089186,522.6150592,327.9567458,914.9215718,533.2338587,279.3055614,430.3943116,388.5865033,682.9714614,448.6679479
"frwC",168.9145082,143.4505648,114.8368887,124.8388934,92.94914499,476.2806629,92.15156671,214.2515994,107.6026882,280.8199635
"cysH",189.5214081,312.8010564,466.7209089,237.1215718,485.1409523,471.0609037,375.5191282,223.5567404,3006.944849,4788.373593
