"","0","0 | 1","36000","36000 | 1","126000","126000 | 1"
"bioF",55.01365,61.86375,52.08205,53.97105,55.9143,53.8709
"bioC",46.46215,47.39475,46.3336,44.64535,46.2728,46.59305
"bioD",58.6367,62.9988,57.52275,55.2866,58.9868,60.0166
"uvrB",775.2068,690.86815,1040.78015,742.0083,729.29165,782.7101
"ybhK",506.81695,400.7915,232.6037,227.8304,579.6651,507.2999
"moaA",532.35175,386.88695,353.6051,198.0981,1124.9958,693.4539
"moaB",4353.21755,3512.52095,2647.10835,2085.0867,9633.43635,7355.9745
"moaC",1203.1603,901.5044,544.6968,263.0505,2737.21415,1775.84075
"moaD",863.3862,566.99425,324.32965,170.67475,1625.0679,1294.87965
"moaE",312.42145,230.2371,163.1618,89.251,726.7888,531.1894
"ybhL",1539.68865,1713.1412,1618.87425,1895.78945,2621.0649,2692.14355
"ybhM",212.62865,209.2701,472.45175,530.92785,202.0657,194.5197
"ybhN",263.1674,175.05645,152.83845,204.2717,435.72115,362.8408
"clsB",81.53455,81.1755,80.48735,70.2665,655.5546,416.3859
"ybhP",70.3957,63.8589,70.04535,60.92905,734.05055,495.6783
"ybhQ",534.81285,462.80275,541.5395,381.25915,440.07265,418.21265
"ybhR",227.60615,166.24665,240.0136,160.6052,575.51985,560.89825
"ybhS",99.2869,77.0484,102.00295,71.4252,371.4773,364.78485
"ybhF",604.50545,550.5811,1062.72445,706.71485,2470.83095,2172.92455
"ybhG",285.88655,242.3217,779.8956,357.17355,1315.46615,1371.59845
"cecR",135.5874,110.0103,529.118,229.2923,517.14175,520.53245
"rhlE",632.6395,647.91315,359.2466,304.07915,291.3873,355.75575
"ybiA",213.4635,141.26385,128.7856,131.5614,97.9319,108.6785
"dinG",157.0929,148.07845,226.77855,147.15985,178.7895,234.48185
"ybiB",171.68415,160.50715,171.61895,120.5396,233.53685,220.86935
"hcxB",217.3251,228.57435,391.8561,275.81345,921.49325,878.26895
"ybiJ",163.8837,210.66785,1108.2853,983.69455,380.3519,510.6816
"ybiI",79.25215,73.8602,107.08125,91.44175,475.82525,142.57075
"ybiX",74.24545,67.0751,73.6173,72.1105,661.2548,111.0906
"fiu",58.83495,57.83335,80.19535,64.0223,1991.4058,181.1951
"mcbA",64.4835,58.17595,54.5121,59.65985,66.38675,62.5978
"rlmF",551.56085,448.0358,347.8776,234.84025,198.48755,210.3385
"ybiO",70.30365,55.27595,56.0405,57.0883,94.99025,74.77805
"glnQ",343.27175,484.6583,263.4109,298.631,318.8744,342.46425
"glnP",2434.69615,2939.45245,1745.17445,2768.1763,1805.26095,1966.6388
"glnH",5585.19155,7481.70235,5359.838,8694.4752,5298.8174,5155.9747
"dps",549.07255,625.68515,1715.9079,1897.48985,6612.68545,6379.01715
"rhtA",301.77875,253.52705,168.48335,216.93005,173.0503,190.19355
"ompX",4086.895,3324.4506,3180.3106,2242.6777,3226.31795,2692.20285
"opgE",275.32405,236.347,185.1389,114.1054,131.26735,113.8514
"mntR",1877.39235,1608.22275,2412.66905,2407.87465,1112.94875,1315.637
"ybiR",2329.21925,1789.6215,2370.89385,2457.56785,1045.77625,1300.0654
"ldtB",793.15,751.4894,803.87545,550.78855,610.24315,576.7287
"ybiT",6548.6872,5563.63265,5022.76685,4539.53515,4552.1865,5118.92165
"ybiU",116.5875,96.643,222.8535,133.47475,251.83165,223.36455
"ybiV",214.9185,202.4015,748.4611,659.05185,502.873,441.17085
"ybiW",54.64595,51.76235,54.7363,50.2944,53.1786,52.6991
"ybiY",58.11845,54.57465,53.9912,52.75985,53.9606,52.04045
"fsaA",121.7222,113.6882,118.02,107.2471,120.6613,116.68855
"moeB",254.7606,231.90165,208.2931,134.25345,214.09235,243.45855
"moeA",193.21325,172.5517,162.74195,119.9843,180.5144,225.7798
"iaaA",119.95035,103.36645,136.14575,107.95985,423.31785,499.8731
"gsiA",112.36745,95.36565,101.43985,70.25385,315.64385,259.50425
"gsiB",61.5989,60.9005,63.40295,57.8343,143.66495,127.33465
"gsiC",226.0198,164.6619,144.36425,124.8295,617.85445,591.74585
"gsiD",274.5148,206.2544,180.26865,210.21215,499.553,410.022
"pdeI",68.1698,70.85335,66.5216,69.05045,84.7054,90.0639
"dgcI",76.87745,69.10545,66.19455,59.75615,91.21035,85.803
"rimO",3489.4285,3064.49225,1478.54545,1137.6348,647.2019,758.0325
"bssR",56.5824,54.0729,50.68225,49.5041,52.79705,51.0393
"yliI",151.70315,137.94775,111.7454,121.96975,878.8413,448.2423
"gstB",98.5032,101.79525,111.717,79.49235,255.6572,195.76975
"dacC",888.6399,758.0174,626.53605,625.13075,2195.6895,2225.9155
"deoR",1712.5817,1514.88165,1336.48055,1478.9939,1282.4969,1488.04365
"ybjG",975.7818,679.95825,967.6943,1225.21455,903.6371,1132.28105
"mdfA",1141.41295,902.6624,389.49055,312.68365,246.3309,244.73985
"ybjH",364.8275,313.9816,211.4452,190.33615,148.3457,161.41985
"ybjI",1175.8358,761.94385,1091.7059,788.60395,1027.0267,793.7005
"ybjJ",942.45335,613.98205,1061.5749,894.40405,553.26065,507.81365
"rcdA",505.37915,515.1999,2012.29205,1466.6827,450.3982,630.7144
"ybjL",720.653,908.9804,1222.5639,1255.22795,480.7113,668.80475
"ybjM",154.48865,194.30155,694.6701,524.97165,91.343,128.3663
"grxA",199.59965,173.4562,114.327,102.65795,135.6363,134.716
"ybjC",1283.0875,992.65295,996.02905,832.39165,2107.08505,3319.0225
"nfsA",11354.4394,11031.05485,7704.10395,8142.2413,18087.6849,24037.9232
"rimK",292.30945,290.0832,210.63465,148.7063,687.83795,921.66905
"ybjN",161.84,199.4831,120.09835,88.87355,494.16925,554.90825
"potF",344.69805,323.2236,201.7237,200.15515,314.28845,295.4835
"potG",57.42205,52.90385,49.9911,50.36865,60.41445,55.0517
"potH",88.3271,80.2728,63.14865,68.4678,63.68995,67.22985
"potI",96.2818,83.6778,68.6908,78.9666,70.8642,67.90835
"ybjO",849.39995,629.0803,503.50145,439.17605,812.50455,779.7605
"rlmC",173.63285,123.76025,103.41105,80.864,114.8754,131.6759
"artJ",418.87605,364.11825,211.50125,221.83,1045.26965,899.9859
"artM",3128.5822,2341.8633,1249.72225,832.6614,4778.5224,4188.18325
"artQ",9630.7954,6754.668,4298.9311,3517.58545,14754.0878,12739.6048
"artI",2956.6911,2792.0255,1285.4618,880.811,5052.0331,4559.79415
"artP",3132.68405,2841.3807,1522.4628,1249.54055,5876.27745,5514.4308
"ybjP",220.2667,190.4113,174.69315,197.50425,978.89535,1041.1925
"ybjQ",296.4157,268.99495,647.91625,394.2467,886.66725,831.5432
"amiD",490.12195,426.1703,870.5395,607.1681,967.7496,900.231
"ybjS",315.53205,307.88265,262.46765,163.5964,306.44785,318.93105
"ybjT",141.78215,130.18145,137.6768,90.9453,472.8364,460.53165
"ltaE",258.94045,220.77185,177.43535,109.15695,974.10685,1011.41865
"poxB",110.1828,117.3284,196.0501,159.21455,6564.31105,7548.8611
"hcr",62.5299,65.5889,63.3461,62.4661,65.53985,60.8091
"hcp",115.34395,121.738,86.9129,92.06465,72.21085,71.01415
"lysO",1747.98875,1476.9674,948.3431,800.02235,717.4324,629.1946
"aqpZ",308.26415,246.26635,169.00015,229.83225,105.6772,106.6494
"ybjD",302.5894,267.12035,453.9616,349.655,477.34345,503.4682
"ybjX",3748.85965,4214.18085,3009.649,3776.0635,2519.152,3566.673
"macA",329.5479,336.62455,862.87915,680.47675,556.30175,536.0896
"macB",215.68755,163.2943,375.9094,209.97215,291.30925,239.95775
"cspD",934.7151,766.9264,1903.0218,1695.8347,1549.6147,1331.6488
"clpS",2668.35475,2327.162,6486.2823,5042.4025,4221.6195,4871.98685
"clpA",704.6854,679.7828,1267.83985,947.06205,2159.09085,1697.59505
"infA",4736.34125,4894.1346,3063.08615,3568.3886,2725.581,3384.72765
"aat",841.3632,664.39825,306.5002,269.38125,822.40355,806.9115
"cydC",633.5905,449.59335,221.95205,157.09925,453.7166,457.31525
"cydD",1390.043,985.61215,569.54515,427.4456,954.55385,829.3106
"trxB",2038.54355,1873.03215,1054.10495,951.83845,1265.53545,1431.6019
"lrp",1453.82925,1140.61535,1504.36835,1258.56775,2448.0014,2012.38175
"ftsK",1912.77295,1553.39325,1795.19955,1262.7919,2914.3625,2802.1639
"lolA",2548.41145,2322.28185,2193.5597,2049.5165,4299.1232,4535.24445
"rarA",786.9104,615.63445,627.82555,390.00725,1529.07575,1370.95375
"serS",3661.44905,4173.0713,2268.822,2187.85935,3850.09775,3887.7553
"dmsA",116.0908,104.86585,86.3352,80.44525,98.5672,101.3347
"dmsB",105.5714,91.18885,83.13715,83.2657,91.1059,99.92305
"dmsC",148.90985,123.4642,89.2151,115.29135,113.93455,115.88275
"ycaC",85.30585,76.31085,81.2903,77.57035,310.41585,310.2754
"ycaD",473.0244,424.7529,184.40595,183.72575,130.4244,139.6282
"ycaM",297.22395,220.1303,126.68805,117.21725,105.12115,118.2286
"ycaN",51.20665,51.95975,53.0253,51.8676,68.5568,59.06405
"ycaK",670.3585,517.91415,333.1214,529.8068,222.46945,234.68405
"pflA",423.95955,455.01285,261.162,207.74535,276.5634,367.2052
"pflB",8406.42465,10733.2665,6639.3777,6632.9043,7840.73515,9041.40575
"focA",4160.633,3473.9653,4437.8687,3265.47495,4050.2403,4003.91875
"ycaO",4005.25355,3829.70665,2277.66225,1637.4411,960.61295,1038.02375
"ycaP",162.032,137.56325,158.8566,185.0003,856.8986,729.4196
"serC",2689.64125,2511.59755,1841.75855,1650.89775,7634.37895,5962.3713
"aroA",1460.5318,1268.60335,571.7572,556.3455,3567.0362,2824.09975
"ycaL",62.057,62.674,71.0467,66.9633,64.41385,68.4059
"cmk",4210.23575,3924.07,2992.07065,2648.23395,2513.8897,2651.8065
"rpsA",60315.89805,59396.9967,60763.7126,59933.90125,59625.85065,58913.3614
"ihfB",13420.2161,12802.556,12230.26135,11803.6706,11472.2707,11555.5914
"ycaI",138.27495,121.49855,129.33415,106.2923,92.4799,85.18555
"msbA",1533.27645,1229.14345,1077.3791,725.9799,791.6317,888.29495
"lpxK",1953.5913,1646.5254,1076.39525,978.35435,828.42025,959.44425
"ycaQ",239.0442,165.13055,208.76105,131.9882,140.8731,137.6021
"ycaR",628.69725,481.02175,319.06515,219.06625,439.7899,453.59725
"kdsB",704.4318,721.2665,513.19905,434.8678,495.68445,504.6572
"ycbJ",161.73425,164.50545,225.65845,149.6187,121.45805,120.0115
"elyC",245.86305,203.6836,177.73895,158.32195,174.1841,169.4308
"cmoM",3824.6921,3406.96245,3153.62205,2546.38265,4042.4167,3700.90715
"mukF",759.2777,800.8497,470.557,267.9254,895.919,756.2198
"mukE",563.11575,568.2087,339.88495,194.61205,615.5143,501.59835
"mukB",2890.9031,3786.64775,1899.59795,2237.21595,2996.00385,3723.0304
"ldtD",338.11135,287.25615,632.3292,389.89345,1286.5141,928.9485
"mepK",1727.6831,1457.14685,1541.2042,1121.30495,2538.2565,2372.42375
"gloC",3993.5136,3920.35045,3729.76105,3020.69895,6028.4618,5562.50495
"aspC",6163.9064,7061.7713,3520.1074,3554.35735,4976.24645,5556.4235
"ompF",39777.5639,39503.26495,33673.90555,31465.3135,5699.57325,4016.1595
"asnS",4829.93055,4405.69965,3115.689,2305.56945,3234.96065,3158.7544
"pncB",1518.4364,1604.3488,986.9227,921.8838,1650.625,1874.6362
"pepN",1270.5939,1178.88555,1025.91635,708.74445,1859.66455,1640.86435
"ssuB",70.2532,60.49,61.1834,66.69695,61.6906,57.58575
"ssuC",91.05015,72.1801,66.8919,72.79725,65.8463,70.1698
"ssuD",56.2102,57.31965,55.4024,53.96495,54.37335,54.06855
"ssuA",51.25985,51.02875,49.46665,49.59055,48.4192,48.7817
"ssuE",67.00405,56.80545,56.6274,56.9881,61.15885,53.22685
"elfA",213.07235,235.27985,1612.60175,1281.0745,135.2156,294.4373
"elfD",79.5472,84.2184,202.00345,241.2615,60.43925,77.1288
"elfC",98.24215,85.3688,95.8421,111.2602,83.59125,83.2085
"elfG",74.9262,65.9632,84.3996,78.9665,68.7234,67.6833
"ycbU",84.5362,75.34715,101.3557,70.7904,98.3738,81.77745
"ycbV",96.55945,89.1966,93.6435,99.535,89.7753,93.38415
"ycbF",49.60025,47.9928,49.16365,48.2588,51.40625,51.2242
"pyrD",1209.62985,1386.28865,340.59395,416.36635,450.4303,723.56635
"zapC",332.0321,351.27255,338.78325,367.3448,543.9329,584.2079
"ycbX",729.2754,753.2687,404.239,425.17995,658.6744,707.01035
"rlmL",6191.2315,4991.27585,3214.4197,2384.49925,2060.0847,1805.64065
"uup",3047.0229,2687.37265,1716.35905,1285.96315,1169.69055,1092.3757
"pqiA",622.08995,523.5508,438.04565,261.1539,447.28045,449.7293
"pqiB",2065.30005,1601.6324,755.07865,528.0937,1253.7184,1344.68815
"pqiC",178.80485,128.832,103.1229,88.1433,156.533,135.05435
"rmf",207.20985,183.14495,145.1372,126.58615,311.13305,292.3792
"fabA",1533.6143,1478.07405,643.15795,675.6951,900.82375,878.32485
"ycbZ",1969.8759,1576.4385,1045.0693,796.39335,1232.4276,1342.7583
"matP",686.3376,665.69465,1849.95525,1437.71395,507.2324,565.74235
"ompA",31521.83515,33305.45775,30116.71115,28350.8531,32919.22855,29083.1043
"sulA",1184.7154,1658.67175,10512.6061,8953.4741,1397.95855,3031.4806
"sxy",1372.38135,1419.86865,5088.6322,4670.40635,867.8809,1217.1652
"yccS",411.13905,556.78715,565.16495,314.20115,273.66775,415.06525
"yccF",2293.99305,2086.71525,836.451,1079.00125,1144.3878,1645.74245
"helD",639.13055,537.10295,760.02465,470.9323,756.41725,719.4117
"mgsA",252.82565,234.8075,245.76765,161.3822,505.2809,454.32045
"yccT",85.08485,73.92135,98.96715,91.89315,70.07455,79.063
"yccU",233.4767,224.98475,237.99085,245.35255,429.98715,465.8994
"hspQ",476.129,553.3496,919.69655,996.3166,390.82335,427.2312
"rlmI",5853.66755,6754.37925,2877.99545,3090.43435,1678.26255,2268.53625
"yccX",70.14145,68.26755,94.995,66.763,148.84575,118.5539
"tusE",367.5261,510.42415,386.96745,411.8731,750.6103,968.07435
"yccA",2108.22645,2486.4794,1813.53975,1874.2672,5954.1508,5387.6662
"hyaA",62.09725,55.75505,64.6509,58.17595,69.44875,59.0764
"hyaB",48.7999,49.16135,49.43295,48.93565,51.62245,50.6291
"hyaC",81.1377,74.0119,69.77535,77.1493,77.3482,71.86715
"hyaD",68.7399,57.8486,74.1018,68.65635,72.7058,69.50375
"hyaE",48.4706,47.4985,50.8392,47.64165,53.71235,50.3816
"hyaF",58.41625,58.17635,58.7073,57.43865,61.1604,54.9808
"appC",62.10205,56.3779,63.0012,65.3662,68.0981,73.66555
"appB",215.67405,164.2947,210.7488,175.0137,188.71535,181.54875
"appA",79.4357,63.6164,78.6866,66.4145,89.40515,84.9376
"etk",75.68155,82.86255,82.936,68.02245,84.8591,80.2194
"etp",89.16395,89.18355,90.13925,79.2881,92.0964,91.21745
"gfcE",113.3753,108.09335,128.97425,99.542,86.91785,81.9925
"gfcD",92.66045,90.01425,121.661,87.4448,81.52885,73.98645
"gfcC",167.70705,178.4257,258.6502,156.3742,106.49535,111.53315
"gfcB",85.13665,79.82335,138.52025,103.1968,65.4756,70.1739
"gfcA",192.83755,187.2746,427.6834,248.6719,108.1955,113.6261
"insB4",2442.9192,2935.45725,5076.2807,4927.99005,847.0912,1045.17825
"cspH",686.42095,716.5252,1508.3306,1419.98395,184.0135,184.29605
"cspG",88.29005,90.1601,156.32965,124.83885,78.5069,79.98285
"ymcE",49.4455,49.90075,51.3418,53.5473,49.9224,46.2716
"yccM",109.51345,128.0938,261.0166,221.53175,80.89675,84.7125
"torS",62.19695,58.97945,67.85825,62.65695,58.6294,53.87975
"torT",102.40615,92.07365,116.6749,99.3551,78.14725,80.6809
"torR",399.33795,505.9719,1089.35405,863.1074,485.66345,558.76785
"torC",86.9614,83.89775,82.2331,94.11725,65.3312,61.89795
"torA",47.38365,46.4472,49.4262,49.034,48.25935,47.44165
"torD",47.87305,47.64185,58.26835,49.69405,52.2893,52.3044
"cbpM",314.06755,259.1763,754.6771,460.00595,888.5688,839.0221
"cbpA",213.41525,201.7582,448.84505,284.4282,495.63225,549.75605
"yccE",59.76695,68.3301,92.74765,92.45875,64.1807,67.77325
"agp",271.1906,256.791,441.8501,312.20115,1260.52445,932.62095
"yccJ",58.63995,63.40725,71.8543,73.2753,625.849,656.9978
"wrbA",138.77955,140.60425,206.8907,227.14225,2771.26095,2913.16515
"rutG",116.8364,125.9735,130.32525,138.7018,122.20535,111.46165
"rutF",52.3673,51.0092,56.5996,48.3235,55.1606,59.81725
"rutE",46.12935,45.7039,49.0117,45.61675,46.0458,43.0807
"rutD",54.431,47.79335,52.7956,48.97925,52.64035,51.0484
"rutC",51.6799,48.69605,50.24885,48.4488,54.2666,54.11485
"rutB",49.3086,49.728,55.93145,47.7405,52.3539,48.7863
"rutA",58.09,61.5417,64.4181,63.6506,51.38835,55.44725
"rutR",195.2917,364.07475,1419.1685,1301.0034,432.10605,615.60875
"putA",182.2471,185.02165,202.3603,138.1721,738.6502,514.55915
"putP",4744.4828,3456.54255,2045.90035,1868.8107,4824.86295,3962.31455
"efeO",1689.65635,2224.64065,754.3316,936.9711,2679.38255,1692.2091
"efeB",237.2236,259.3563,126.42035,109.4037,501.9161,293.0875
"phoH",49.8834,50.5622,79.0199,61.2465,140.95725,89.34225
"pgaD",82.7983,79.15305,133.802,118.0288,151.9842,113.47855
"pgaC",178.9281,157.69155,265.76375,340.73215,403.59825,301.30035
"pgaB",70.44785,63.7529,74.35775,80.1845,131.9406,88.994
"pgaA",63.2677,58.01315,62.8628,58.57,108.74615,87.3698
"dgcT",1160.64885,1882.8959,2939.11935,3126.0611,190.32195,196.52545
"ymdE",50.2115,47.67615,55.7533,54.9318,44.7731,46.31925
"ycdU",276.3342,271.13615,837.1484,942.14435,102.79385,181.64665
"ghrA",1395.36435,1641.6935,3585.68695,3065.5618,4286.69615,4345.06335
"ycdX",4542.82815,4809.7881,4180.8839,4471.15625,7339.82865,8193.2851
"ycdY",1247.3515,1042.6494,683.83335,457.44275,1239.30555,1056.28685
"ycdZ",1886.3679,1630.73605,973.85135,790.9539,1217.5453,1497.55175
"csgG",556.3029,440.36065,383.412,256.05155,195.87035,213.66035
"csgF",52.3629,53.8136,56.2539,54.4188,49.4522,48.85715
"csgE",110.35035,103.6608,156.507,135.1742,70.792,69.9631
"csgD",48.82745,50.1949,57.4065,54.022,51.1875,47.92955
"csgB",107.63125,166.30535,341.8996,476.5657,76.15365,123.0541
"csgA",211.54245,294.24725,536.2686,695.3801,131.29245,194.3895
"csgC",47.4939,51.9847,52.84095,58.9038,46.74345,44.9404
"ymdA",205.4723,186.1266,219.1289,228.9388,153.5664,145.7671
"ymdB",155.0044,145.82085,162.70015,141.99865,305.80745,269.43205
"clsC",91.2909,95.79675,112.61345,98.67955,203.2747,167.43955
"opgC",952.47615,934.3631,405.51935,393.20435,551.8167,568.2608
"opgG",8058.66045,8097.3484,6119.432,5390.463,6159.33975,7730.3004
"opgH",3574.2969,2949.49805,2199.98805,1580.85665,1998.72045,2242.4866
"yceK",229.799,209.71755,178.81505,231.41045,1922.24805,2332.93765
"msyB",528.288,485.2554,472.67385,680.39785,7871.22955,7848.4985
"mdtG",71.35405,73.91975,76.6519,72.65075,106.1546,160.81835
"lpxL",1782.69695,2555.93525,2036.4487,2323.60935,1313.82255,2373.43645
"trhO",1222.34945,1003.5697,342.42205,292.57895,543.5619,551.3695
"yceI",239.4723,188.1194,152.9066,162.8222,198.1501,172.39945
"yceJ",104.29925,89.29745,116.38475,109.0884,131.97685,109.91095
"yceO",86.9322,82.23475,149.85995,122.3741,73.30975,85.53165
"solA",886.44255,737.53495,930.5573,646.6447,1123.55045,992.97375
"bssS",655.34515,1196.1502,4757.52315,6526.8992,1164.5139,2691.06495
"dinI",130.68655,138.83615,483.181,402.30595,165.03465,206.00015
"pyrC",492.50215,488.2716,301.353,251.3388,337.75105,434.6605
"yceB",109.6243,94.70155,165.1874,136.8993,219.8425,206.09395
"grxB",354.4022,481.45725,1258.15765,1510.9457,2789.29115,3923.07775
"mdtH",73.296,75.8186,68.4584,73.2561,56.65275,63.20025
"rimJ",1608.18395,1788.4395,901.94115,982.37765,2630.9374,2540.96405
"yceH",1248.36185,1338.62045,828.63525,636.83065,2083.4084,1860.03965
"yceM",185.7722,184.40665,138.0795,106.91595,261.87645,236.9446
"murJ",422.63585,348.0766,173.42525,134.425,181.41305,223.21175
"flgN",198.7271,282.82615,109.8605,143.3518,107.47345,109.32085
"flgM",775.58305,958.88915,350.806,474.8122,317.5828,355.0417
"flgA",355.054,518.56885,163.78025,195.87475,140.54915,139.1022
"flgB",188.3056,252.8469,65.08455,73.79965,70.6248,72.96635
"flgC",1657.19745,2392.6993,616.3647,892.8243,311.2174,298.10825
"flgD",282.9226,464.4829,133.63185,138.26445,90.2933,89.61645
"flgE",361.89765,686.02685,185.59435,196.1842,98.66355,110.89455
"flgF",166.34455,213.9069,99.03025,106.60535,81.8713,70.03705
"flgG",177.88525,300.8155,85.28535,110.97155,74.87405,75.97305
"flgH",70.25795,80.6914,55.7928,56.7093,49.4471,50.8053
"flgI",82.8384,111.546,59.74545,70.249,62.3922,58.5444
"flgJ",124.93085,120.9867,82.73485,88.72235,66.4313,70.57445
"flgK",112.12835,120.8204,90.86565,93.5509,75.82625,77.013
"flgL",133.58045,151.75235,151.43115,120.17255,120.47095,97.23415
"rne",681.67875,574.307,368.3312,226.7512,520.08515,489.839
"yceQ",71.7922,63.5147,69.82875,60.7485,161.4088,111.488
"rluC",1253.54555,971.8447,340.84645,216.31685,490.95905,338.4568
"yceF",356.22865,413.14975,203.2544,198.4823,352.57425,318.55085
"yceD",19473.82095,19418.08355,13594.1548,15489.06145,12385.47595,15181.5134
"rpmF",8852.2087,7674.04015,6437.7146,5317.79135,5767.34485,5536.08505
"plsX",3295.55495,3620.10935,2574.73175,2741.47625,5112.3894,5552.34835
"fabH",7530.2464,7787.80245,4504.9008,4408.08085,7165.04015,6891.3965
"fabD",19377.2473,18940.6779,12013.6602,10982.53105,18474.00255,16057.73245
"fabG",7393.6431,7203.2578,4033.0719,3536.0481,4298.062,4106.26035
"acpP",47291.3249,46666.9098,34739.86895,34844.8283,47115.66195,46297.6743
"fabF",18913.5069,18199.97665,13195.4615,12867.5034,9479.91395,8898.4782
"pabC",1208.6164,1153.10235,1200.7441,953.4483,912.2474,928.73225
"mltG",837.4785,679.66005,773.83565,445.175,535.7674,591.5825
"tmk",2045.3638,1840.68775,1604.29975,1084.27745,1946.63915,1881.2433
"holB",654.53465,711.00335,410.6811,293.0032,755.17785,713.1579
"ycfH",1807.05155,1778.18645,1061.2534,925.1965,1560.69485,1650.73655
"ptsG",19870.66135,15259.0149,7050.81225,6438.35445,5472.031,5884.11555
"fhuE",209.41175,208.1557,1929.31935,1350.9583,5182.64345,1303.81485
"hinT",403.48585,478.43605,516.9124,412.2452,1535.7509,1460.8706
"ycfL",7260.9302,8051.7631,7132.3603,8422.3132,22453.5006,21633.42585
"lpoB",645.8213,706.31185,545.2457,617.4631,2268.0809,2160.0698
"thiK",421.7316,354.81325,336.3071,234.3129,1452.27525,1150.9023
"nagZ",2057.3369,1803.73435,1305.7769,1317.19665,4571.03875,3516.2633
"ycfP",2164.375,2217.3666,3312.7324,3430.96185,6560.88505,5494.48805
"ndh",13233.51905,14867.8627,6974.9368,16642.0339,1555.8921,2060.5547
"ycfJ",448.532,727.03465,908.8965,2600.79515,344.1193,387.27585
"comR",1075.1826,1325.29035,3193.50775,3167.80045,1745.39125,2047.3105
"bhsA",495.33305,1033.30165,785.2184,2324.50245,91.0989,124.27285
"ldtC",179.4235,212.75045,101.4513,171.3984,278.6463,196.21895
"mfd",279.8578,313.83645,267.5685,175.92625,420.73575,349.8411
"ycfT",57.71485,56.88645,55.5082,69.66345,56.8304,57.60455
"lolC",366.96225,312.90105,195.59085,142.48275,443.39885,423.7583
"lolD",343.6298,291.19315,118.7266,96.2657,469.06415,438.5801
"lolE",731.39485,615.23715,327.39115,166.7252,1010.8258,812.8213
"nagK",1195.41155,1108.18965,637.53725,495.9227,1977.26195,1710.48205
"cobB",807.30485,818.7062,403.2559,265.13385,1889.67545,1683.4738
"ycfZ",163.3527,151.47705,106.3336,135.7095,87.60165,95.2939
"ymfA",265.76405,214.02925,145.22005,138.41245,132.03995,135.2942
"potD",5775.70865,5238.18655,1666.06745,1825.6086,2875.4182,3733.272
"potC",5071.63315,4300.83595,1535.90905,1425.08155,2753.08025,3373.9062
"potB",5507.87285,4490.5539,1910.97335,1766.64565,2750.76345,3794.9784
"potA",1428.06685,1449.889,539.60505,437.78965,715.09805,939.17915
"pepT",110.64335,146.2949,144.4948,106.85575,397.6615,290.6771
"roxA",1017.4335,741.38795,632.4715,372.27555,748.7716,602.337
"phoQ",931.2721,795.4272,1753.60425,1178.39395,1746.2621,1878.9129
"phoP",2291.3903,2070.9782,2923.1003,2797.2237,4162.24385,4635.93715
"purB",1833.07645,2087.18575,914.308,700.58095,1072.563,1092.87265
"hflD",2363.05595,2853.2547,1421.19695,1563.60505,1367.3,2008.6187
"mnmA",4968.8209,5107.2005,3073.30865,3263.1029,3456.8922,4392.05285
"nudJ",346.4122,282.7082,239.9312,144.3273,430.7123,486.8652
"rluE",557.62595,514.611,441.3176,384.2306,624.2887,685.4022
"icd",14693.9535,13678.95235,18800.2554,15661.27415,32603.6269,25776.81065
"ymfD",387.215,365.0455,551.01215,539.60045,277.60165,314.03065
"ymfE",117.87915,142.1882,223.86815,212.1079,344.48235,397.8178
"lit",82.80655,102.52865,165.99415,250.55955,77.68405,118.4245
"intE",64.8994,63.05,79.29835,75.1418,81.46235,73.1071
"xisE",51.8501,49.246,54.9891,55.86745,59.7075,55.1458
"ymfI",59.77215,62.01175,60.2454,64.5552,127.32435,141.63125
"ymfJ",51.9392,48.08425,52.2361,49.00615,58.7775,53.85725
"ymfK",983.81885,649.7334,1641.4414,1194.68845,1207.1578,1097.2252
"ymfT",46.5236,45.746,47.9858,49.02035,51.5213,52.2127
"ymfL",57.1914,55.6585,58.40005,63.14855,62.0908,60.44495
"ymfM",60.5496,57.4424,64.35815,64.1586,56.7299,51.703
"ymfN",89.78265,79.7303,101.62895,89.6629,72.15775,73.5594
"ymfR",397.2348,183.83185,345.6296,199.39715,229.95615,241.2681
"beeE",87.65035,75.54885,100.58905,84.56775,99.50095,84.26425
"jayE",52.7399,50.47995,58.6005,53.09915,54.0463,52.8802
"ymfQ",51.28745,50.5119,49.35805,48.58805,49.3276,47.68855
"ycfK",71.0286,66.3785,80.14495,74.62805,60.2909,62.924
"tfaP",41.7326,43.11975,44.05785,45.2467,45.61855,42.80235
"tfaE",57.9407,52.1109,60.7554,62.63615,52.52925,52.40155
"stfE",77.71735,84.99215,92.03315,104.13925,58.8898,58.4371
"pinE",133.6404,116.37155,104.23715,173.3895,63.4211,62.57455
"mcrA",158.1558,161.3746,221.2801,222.7425,98.0277,77.17495
"iraM",1162.22445,1499.8072,2478.6168,2834.73505,92.3115,124.04025
"ycgX",1080.17865,1428.74385,2308.1173,2344.9193,183.5004,243.28925
"bluR",905.09325,1046.3939,1903.24635,1574.35425,1291.9003,1071.3013
"bluF",144.8665,177.6154,259.44185,257.9055,311.1683,257.22575
"ycgZ",76.84145,108.369,345.4407,323.3592,632.52135,894.6618
"ymgA",88.24185,133.92285,510.7776,530.34745,853.7619,1239.61325
"ariR",186.50595,234.5054,997.58935,993.78515,1158.5768,1780.4955
"ymgC",73.0126,89.5834,228.53005,283.59705,185.91795,397.0959
"pdeG",85.5262,94.3196,126.89035,116.415,67.1562,67.9411
