"","0","0 | 1","32400","32400 | 1","32400 | 2","32400 | 3"
"ftsB",1683.16,1338.77,39.9639,520.729,40.6997,56.2746
"ygbE",1023.64,1086.42,275.157,532.547,100.194,711.261
"cysC",365.189,358.535,129.627,18.3141,143.506,589.74
"cysN",502.52,508.303,817.467,723.939,77.7169,472.038
"cysD",202.901,203.904,241.423,759.157,509.667,790.018
"iap",895.384,857.814,728.318,1495.76,1023.08,1404.96
"cas2",802.879,775.417,605.266,815.132,1390.84,636.901
"cas1",496.483,513.978,309.983,713.195,630.647,23.8025
"casE",580.76,567.826,430.982,498.393,1459.68,554.216
"casD",561.108,649.701,558.607,469.772,441.834,129.211
"casC",855.567,824.809,165.383,300.558,407.178,640.299
"casB",488.918,470.166,366.044,434.033,710.303,211.09
"casA",431.742,419.803,554.485,1070.89,205.697,93.7475
"cas3",476.273,464.025,85.933,208.058,695.885,516.398
"cysH",342.334,257.547,18.7517,168.619,39.6016,98.7592
"cysI",514.442,479.951,251.541,823.714,369.135,166.317
"cysJ",537.206,557.946,474.327,693.935,95.7449,577.167
"queD",868.183,978.658,291.774,713.166,151.672,516.403
"ygcN",525.251,436.323,457.372,301.698,58.0071,593.993
"ygcO",454.258,456.169,500.013,415.163,804.089,521.367
"ygcP",706.692,863.383,1223.69,565.277,103.995,768.923
"ygcR",606.201,571.847,745.859,509.296,254.691,712.967
"ygcS",352.669,313.892,357.479,633.861,804.439,1432.72
"ygcW",513.794,513.107,216.23,388.866,60.8686,555.618
"yqcE",595.733,557.071,396.255,811.309,76.6536,390.969
"ygcE",604.226,484.548,941.471,795.665,243.739,380.388
"queE",985.175,1034.68,459.901,380.047,760.515,198.918
"ygcG",467.302,427.768,548.563,525.066,149.771,443.341
"eno",3646.37,2365.16,145.594,84.2215,228.919,497.987
"pyrG",3314.56,3388.38,115.359,18.7592,67.3133,66.4098
"mazG",812.611,949.642,117.646,695.067,604.829,107.366
"mazF",1186.27,1233.59,505.302,273.623,114.801,98.6554
"mazE",1178.44,1016.96,822.747,89.7458,264.469,134.7
"relA",1577.53,1478.53,192.788,41.6349,36.0947,32.0507
"rlmD",1411.69,1222.19,781.392,576.673,52.759,1257.73
"barA",880.666,974.544,122.892,693.243,107.412,578.674
"gudX",507.829,541.176,249.289,20.9591,114.517,411.871
"gudP",601.429,492.558,281.332,480.19,1028.29,770.635
"yqcA",711.923,620.338,1098.94,374.099,459.271,623.624
"truC",792.494,810.913,76.2057,404.059,1467.47,300.1
"yqcC",1006.09,1066.53,300.355,303.948,113.262,175.586
"csrB",3849.88,5782.37,683.645,384.357,186.41,148.174
"syd",1076.79,952.047,502.201,391.912,421.536,582.853
"queF",1027.73,1026.92,233.34,293.215,279.286,69.2203
"ppnN",1620.22,1302.13,897.4,167.128,824.61,549.053
"sdaC",3445.72,4655.51,377.295,308.259,50.8562,139.072
"sdaB",3116.13,3806.07,763.332,260.215,448.142,73.0542
"ygdG",861.685,974.174,1647.69,433.334,62.1069,16.1575
"fucO",837.763,710.201,367.231,687.984,1218.04,775.713
"fucA",744.722,664.988,578.984,824.256,524.738,308.719
"fucP",993.052,933.121,988.219,177.949,820.498,712.502
"fucI",1047.68,621.668,609.255,775.706,35.7177,408.195
"fucK",974.31,807.293,369.313,709.457,1005.92,465.986
"fucU",874.537,785.75,65.3992,28.3347,352.06,905.456
"fucR",1171.12,968.641,307.61,705.711,893.839,159.99
"rlmM",899.476,1022.96,196.299,819.206,592.733,152.778
"ygdD",747.034,848.724,266.662,485.903,1150.1,757.297
"gcvA",658.756,741.482,79.7533,607.832,120.255,374.378
"gcvB",4898.9,5734.33,806.295,104.969,690.932,1050.79
"ygdI",762.008,763.443,167.434,983.466,131.3,1282.93
"csdA",1471.53,1615.59,219.757,195.883,705.812,761.809
"csdE",928.779,895.787,644.868,698.258,294.136,772.887
"tcdA",964.756,1077.17,832.92,258.95,970.91,957.667
"mltA",561.906,345.039,180.027,43.8702,154.925,1241.67
"argA",723.624,743.437,689.01,1001.3,56.7426,436.268
"recD",659.946,496.66,85.7715,452.912,835.377,103.156
"recB",1311.58,1082.34,367.09,714.169,434.404,505.59
"ptrA",664.65,642.93,51.0917,355.173,389.757,236.049
"recC",673.114,512.082,34.0067,689.725,150.144,624.739
"ppdC",459.278,361.879,742.549,466.192,1102.88,1099.41
"ygdB",760.177,734.396,40.8234,31.3007,784.684,117.024
"ppdA",499.579,456.313,1246.87,819.368,1484.4,798.811
"thyA",1787.53,1826.88,491.618,1195.4,846.752,85.9878
"lgt",1175.79,1277.23,928.919,11.4697,77.7069,54.8697
"ptsP",1484.23,1562.62,725.018,389.889,385.506,424.267
"rppH",2271.94,2586.44,314.068,686.441,422.262,1021.41
"mutH",762.713,782.94,728.392,494.408,1358.98,1595.58
"ygdQ",594.573,619.769,849.554,1095.7,330.935,1747.41
"ygdR",1010.66,1135.55,357.246,33.7045,1208.42,857.836
"tas",1389.37,1231.01,141.478,84.7005,137.677,154.964
"lplT",612.286,590.44,220.903,119.886,650.888,332.739
"aas",860.018,795.972,637.758,346.819,171.935,1089.88
"omrA",1428.42,1020.2,1082.79,812.709,1179.93,360.983
"omrB",3547.9,2298.45,379.779,210.863,667.594,777.035
"galR",1058.34,1093.86,889.342,40.3022,225.999,850.986
"lysA",685.281,634.024,143.656,545.11,176.063,117.072
"lysR",828.499,844.74,95.0107,730.526,626.297,1198.2
"ygeA",833.176,799.252,530.46,345.606,99.0904,637.406
"araE",350.713,298.942,1418.23,360.702,420.514,200.851
"kduD",601.933,542.067,940.635,530.146,128.459,129.733
"kduI",671.183,721.822,82.2613,600.87,793.689,259.053
"yqeF",959.001,1004.66,248.508,473.758,297.718,51.8862
"yqeG",1246.87,1283.19,64.3928,459.257,27.9465,319.402
"yqeH",490.163,438.914,657.116,858.619,609.855,752.365
"yqeI",617.639,457.401,467.61,302.166,222.939,609.795
"yqeJ",565.584,549.324,664.445,1012.9,1491.89,616.578
"yqeK",348.206,270.157,572.97,16.603,562.608,136.79
"ygeF",679.019,595.641,180.933,395.366,115.42,413.449
"ygeG",567.236,473.219,536.994,417.579,51.5632,175.744
"ygeH",462.415,410.506,762.461,1015.24,108.488,180.39
"ygeI",251.712,193.99,66.7019,700.459,1678.1,92.9564
"pbl",451.226,419.446,557.196,782.879,482.797,1071.32
"ygeK",524.74,436.57,672.42,759.988,1196.33,967.592
"ygeL",593.137,489.931,67.6429,384.944,1402.26,135.327
"ygeN",250.879,181.55,577.389,991.23,1480.52,1229.2
"ygeO",394.476,334.581,820.294,587.084,661.571,159.879
"ygeP",486.078,456.96,1206.54,1032.75,468.742,353.536
"ygeQ",776.251,874.443,739.609,696.957,391.125,128.615
"xdhA",435.972,308.032,65.9475,561.959,79.8946,308.87
"xdhB",694.83,533.235,1088.72,800.453,400.149,148.344
"xdhC",631.541,591.655,635.271,407.866,140.633,587.457
"ygeV",990.078,1015.07,78.0549,376.501,422.96,252.946
"ygeW",710.516,743.35,227.604,596.76,45.8841,173.342
"ygeX",568.818,549.594,1038.16,797.069,141.811,1445.84
"ygeY",655.101,651.615,484.644,720.526,869.805,781.703
"hyuA",440.44,427.258,944.55,637.471,445.562,343.904
"yqeA",595.956,628.182,604.774,1427.29,948.685,782.325
"yqeB",711.256,653.535,866.256,699.461,365.758,272.566
"yqeC",703.003,618.809,68.0564,303.8,395.185,607.521
"mocA",795.932,764.384,34.4233,728.925,1204.77,179.355
"ygfK",387.018,353.168,168.69,368.738,836.051,143.179
"ssnA",705.61,745.65,931.293,602.869,168.919,288.752
"ygfM",657.205,656.178,835.509,625.657,349.58,59.636
"xdhD",1095.87,1050.57,562.281,366.535,46.2997,96.9242
"xanQ",587.345,499.702,540.409,350.965,398.37,111.946
"guaD",777.34,737.011,700.595,636.065,75.3337,164.34
"ygfT",644.412,587.064,363.538,961.87,76.9291,210.429
"uacT",760.207,835.139,444.407,754.783,1060.31,199.268
"idi",567.053,419.921,373.331,729.91,448.079,914.311
"lysS",3075.97,3192.52,599.823,977.234,405.816,698.917
"recJ",978.781,842.57,353.45,381.323,56.213,320.022
"dsbC",1279.75,1331.32,905.743,936.634,637.892,73.8165
"xerD",1398.9,1322.21,379.641,726.864,86.754,596.582
"fldB",1132,1133.52,301.988,687.578,1459.56,139.276
"ygfX",1119.72,991.31,382.524,500.484,579.97,396.43
"sdhE",1762.95,1810.97,1322.39,889.021,358.397,229.487
"ygfZ",2298.38,1994.26,43.9425,507.567,564.243,44.2187
"yqfA",1270.25,1047.14,645.441,108.932,57.1565,930.988
"yqfB",1224.92,1116.52,303.996,897.886,392.277,589.011
"bglA",1368.15,1308.47,62.5611,367.815,642.016,1104.11
"ygfF",790.882,751.423,310.066,58.5621,533.339,1030.99
"gcvP",2626.36,2552.68,136.435,322.018,43.631,167.901
"gcvH",4013.02,3783.89,117.396,520.505,159.307,1317.73
"gcvT",2448.79,2582.63,706.357,177.813,435.852,625.129
"ubiI",956.445,889.388,736.415,535.45,38.2406,523.761
"ubiH",1246.46,1466.7,69.83,10.9381,361.682,620.28
"pepP",1972.91,1839.05,193.603,313.99,697.951,102.071
"ygfB",2174.2,2097.86,933.963,386.044,35.3159,576.596
"zapA",2250.03,2530.87,584.448,757.281,1026.83,912.677
"ssrS",4760.27,5898.64,764.697,645.898,1531.17,726.775
"fau",519.325,545.246,1157.29,589.576,508.669,1022.96
"sibC",491.343,429.863,194.056,454.734,158.349,687.747
"serA",602.277,653.271,372.53,365.287,301.689,709.119
"rpiA",2072.82,2027.74,110.399,12.639,71.6848,143.904
"yqfE",520.504,326.915,1204.46,380.413,490.784,881.466
"argP",1066.8,1027.07,1172.82,214.702,452.092,462.895
"argK",608.134,607.16,73.2782,640.359,717.936,265.76
"scpB",535.821,496.763,1113.23,771.722,443.444,575.833
"scpC",489.045,456.008,1097.34,520.861,131.568,46.4824
"yggE",1573.89,1152.88,673.657,425.461,436.399,92.1534
"argO",1084.61,1046.85,543.924,763.962,360.146,340.09
"mscS",1117.24,1497.75,60.8868,928.807,717.101,90.7114
"fbaA",4708.37,3596.74,125.909,739.217,408.758,314.766
"pgk",3125.98,2610.26,311.717,424.061,62.0141,245.52
"epd",2060.19,2013.19,919.415,466.105,528.906,1217.99
"yggC",859.325,870.745,492.212,737.639,200.193,791.901
"fumE",1197.99,1114.4,272.712,544.575,136.492,824.983
"yggF",517.394,508.186,1094.77,699.01,180.498,1096.52
"cmtA",659.38,560.579,1544,756.38,1091.68,1264.68
"cmtB",642.571,545.171,647.358,689.629,754.465,273.805
"tktA",3048.38,2946.18,846.734,25.8452,71.182,854.735
"loiP",1039.71,822.563,525.93,578.814,1209.23,295.52
"speB",1409.22,845.962,49.1957,670.929,746.62,149.313
"speA",2178.37,1941.99,1019.73,471.823,1042.16,579.259
"yqgB",1203.88,878.953,1005.41,303.871,50.7243,31.4718
"yqgC",482.524,505.938,575.793,571.056,644.179,334.929
"yqgD",338.47,309.924,337.241,750.473,131.477,123.02
"metK",2416.51,2537.94,654.461,671.115,1284.02,761.892
"galP",559.068,569.959,152.232,244.257,541.258,114.438
"yggI",315.088,328.991,746.932,1297.77,108.478,1159.84
"endA",582.414,599.974,694.996,930.753,1251.99,241.206
"rsmE",1248.2,1182.84,231.874,475.009,500.609,133.819
"gshB",1313.64,1331.4,30.6817,555.383,275.049,984.746
"yqgF",1057.45,1037.65,619.012,1020.43,1477.55,1122.9
"yggR",795.35,719.191,359.995,262.645,64.5147,1052
"yggS",930.264,788.188,70.7814,295.217,732.498,1124.59
"yggT",1727.5,1717.38,121.252,607.912,64.5068,359.503
"yggU",1600.85,1481.75,103.199,618.046,218.702,1710.26
"rdgB",1136.06,1082.4,781.838,59.5321,59.7991,185.742
"hemW",1132.71,933.319,1307.84,220.559,674.336,306.364
"yggM",789.523,807.931,149.155,462.607,54.7891,87.1599
"ansB",2254.45,1429.08,219.592,421.381,314.713,878.516
"yggN",996.03,1035.99,69.1297,152.235,191.501,141.143
"yggL",2362.78,2566.05,78.4039,819.909,856.2,554.964
"trmB",1262.75,1218.7,733.195,11.8215,215.053,885.486
"mutY",1063.21,1110.31,323.896,731.146,259.075,1174.85
"yggX",1561.03,1412.42,594.771,474.746,1156.68,743.503
"mltC",863.505,725.981,224.863,490.8,630.17,322.685
"nupG",1505.18,1016.81,357.354,967.855,150.105,90.4703
"speC",744.267,722.969,1003.43,213.022,79.77,85.0595
"yqgA",791.987,777.299,609.531,396.218,327.772,115.927
"yghD",470.497,494.713,574.74,453.37,91.0309,126.546
"yghE",353.027,336.125,275.925,19.553,98.1624,367.264
"yghF",707.334,666.286,788.069,727.009,793.991,1076.79
"yghG",668.465,479.11,963.376,450.333,1089.77,1387.43
"pppA",717.738,619.785,649.638,367.164,421.376,679.936
"glcA",484.198,511.485,222.279,649.221,125.511,240.065
"glcB",662.687,555.997,320.437,1044.98,1252.69,992.901
"glcG",990.901,731.58,342.559,553.713,47.4092,583.708
"glcD",684.194,725.249,596.861,509.043,1037.84,1358.44
"glcC",402.654,546.388,440.981,520.236,436.838,411.899
"yghO",632.937,602.091,54.2092,383.18,590.702,121.373
"yghQ",613.871,533.319,426.075,288.739,37.6811,43.6215
"yghR",701.09,774.76,105.337,276.74,98.7455,111.398
"yghS",629.379,605.272,1123.36,67.9969,1150.44,1278.95
"yghT",598.641,652.54,206.713,237.129,70.8498,765.683
"pitB",481.266,430.794,439.359,402.746,468.007,762.896
"gss",480.627,464.889,547.853,772.391,542.811,527.431
"yghU",803.235,880.675,65.7199,475.627,569.909,678.91
"hybG",763.341,828.305,547.46,476.364,53.282,323.431
"hybF",320.837,358.053,934.542,672.467,1200.99,1181.99
"hybE",946.785,891.972,316.287,677.422,271.918,166.922
"hybD",1026.6,880.143,237.043,611.284,371.192,1091.78
"hybC",969.309,864.153,143.284,515.258,117.714,470.425
"hybB",1002.87,653.03,67.2503,443.244,53.2792,414.851
"hybA",1639.32,1208.95,320.713,386.257,487.399,194.463
"hybO",1446.12,1187.2,565.521,689.053,98.4742,103.546
"yghW",663.3,648.534,1617.85,859.821,364.604,435.553
"gpr",1172.93,725.574,1438.13,575.089,738.162,63.2396
"yqhA",1224.94,1625.22,36.6483,384.268,707.86,542.921
"yghA",507.276,483.487,295.444,610.734,1170.14,693.775
"exbD",1843.29,1476.05,123.726,476.761,1313.5,1295.1
"exbB",721.759,517.986,375.942,483.446,90.2898,782.758
"metC",680.021,619.4,416.265,356.713,160.587,747.951
"yghB",818.316,753.68,78.1508,406.53,84.5974,674.133
"yqhD",1434.06,952.134,123.817,463.731,81.1823,414.929
"dkgA",1088.64,1008.43,97.6051,798.099,103.114,1117.45
"yqhH",345.408,303.12,1051.04,1102.87,1359.67,1131.41
"ftsP",1227.75,1296.52,497.81,59.0254,121.694,431.763
"plsC",1779.16,1926.22,376.169,205.358,188.268,573.266
"parC",1728.34,1777.99,285.069,219.2,1346.8,708.945
"ygiS",957.052,1078.19,679.43,457.571,108.204,279.642
"mqsA",1877.63,4536.12,862.44,28.8154,71.1172,57.5822
"mqsR",8.35198,6503.54,649.639,801.788,646.163,468.205
"ygiV",1151.39,1056.66,86.712,322.887,182.702,83.5605
"ygiW",1297.6,1317.54,379.944,482.865,945.756,1076.61
"qseB",880.17,597.187,664.088,451.461,737.872,870.243
"qseC",792.53,800.775,62.8804,93.0065,217.326,648.338
"ygiZ",554.981,439.079,1662.81,349.644,897.189,83.569
"mdaB",1365.98,1127.26,951.477,78.9096,1034,1064.53
"ygiN",1534.27,1329.11,264.476,605.437,208.195,223.894
"parE",1229.24,1022.89,131.809,367.263,399.46,743.67
"yqiA",1401.4,1080.71,724.709,483.375,64.1487,277.709
"cpdA",1730.8,1565.4,87.5747,460.766,869.056,341.048
"yqiB",1203.51,1315.43,80.0688,140.733,131.106,197.367
"nudF",1238.7,1277.45,91.6314,52.5611,825.952,562.879
"tolC",3304.78,2985.66,511.957,283.599,700.018,145.377
"ygiB",2349.52,1794.41,604.678,398.482,291.413,253.398
"ygiC",1782.19,1567.64,846.062,483.273,1311.13,845.322
"ygiD",850.068,817.408,20.536,394.646,105.624,82.1818
"zupT",989.503,1027.94,176.505,62.4614,150.986,476.813
"ribB",1679.62,1371.93,762.933,587.725,732.15,133.957
"ubiK",1682.85,1962.7,46.8163,463.778,97.6319,106.117
"ygiL",799.685,751.946,479.236,353.114,430.138,288.461
"yqiG",629.233,535.098,178.662,482.014,647.304,441.895
"yqiH",548.379,546.751,229.175,134.976,861.48,777.391
"yqiI",740.853,781.307,149.78,775.146,57.3795,309.541
"glgS",1521.57,1117.24,925.83,600.134,257.918,364.303
"yqiJ",719.041,762.221,18.9999,330.79,84.1004,53.4674
"yqiK",367.869,342.017,650.557,431.35,288.149,846.512
"sibD",4097.26,5316.53,765.818,400.452,198.782,528.928
"hldE",887.939,950.242,32.9816,25.9461,802.351,645.409
"glnE",836.002,701.279,257.587,422.963,463.688,662.109
"ygiF",1351.47,1140.06,66.1361,23.3168,680.768,203.934
"ygiM",978.662,725.668,365.432,86.9231,434.825,182.628
"cca",888.28,867.408,259.747,684.98,1065.59,240.566
"bacA",1070.75,1056.1,907.997,164.093,80.5931,265.004
"plsY",684.078,708.764,278.82,593.694,1250.32,307.035
"ttdR",526.744,508.707,413.952,652.307,225.977,343.971
"ttdA",687.911,727.254,520.411,721.635,916.245,1156.91
"ttdB",524.858,535.515,106.477,370.72,118.424,893.153
"ttdT",717.186,738.665,728.937,51.6865,153.017,158.408
"tsaD",926.605,900.979,58.4596,544.318,367.141,183.329
"rpsU",3903.76,4986.56,41.1039,440.742,68.62,533.27
"dnaG",2007.75,2948.73,62769,23922.7,1746.02,717.079
"rpoD",2504.11,3651.54,76.0672,507.658,748.251,80.5244
"mug",912.716,918.214,269.039,220.823,59.2487,179.863
"nfeF",795.309,602.435,60.5141,411.092,147.467,793.961
"nfeR",993.393,900.355,199.964,440.525,460.745,55.1746
"aer",530.168,616.853,325.949,871.846,1320.36,146.128
"ygjH",650.641,612.785,42.2833,453.261,71.9841,536.647
"ebgR",860.267,994.476,652.408,1263.39,199.682,1812.85
"ebgA",264.822,277.515,339.715,55.9047,109.328,130.552
"ebgC",667.955,606.471,1966.95,172.305,66.6561,1367.77
"ygjI",760.484,674.548,60.3436,468.651,508.226,817.899
"ygjJ",561.084,514.321,803.108,400.781,164.714,641.298
"ygjK",491.123,377.749,76.3774,751.342,394.527,210.224
"fadH",462.817,449.692,320.708,498.905,1036.21,188.666
"higA",676.443,777.288,286.281,410.239,117.452,78.6654
"higB",665.749,724.763,681.495,822.413,1293.4,75.9871
"rlmG",768.895,728.632,334.709,844.27,191.02,106.312
"ygjP",1037.52,1140.16,72.849,634.678,48.0005,803.012
"ygjQ",566.693,540.205,686.328,238.83,159.2,165.091
"ygjR",758.954,533.124,60.1794,481.33,1444.03,784.333
"sstT",814.965,905.347,141.863,413.983,421.053,655.719
"ygjV",640.31,672.546,78.3261,603.978,381.048,220.428
"uxaC",1036.81,914.169,554.988,871.555,764.449,1058.17
"exuT",602.448,577.232,672.974,672.888,559.418,281.263
"exuR",1737.09,1970.39,918.906,329.759,337.789,1776.72
"yqjA",987.578,1079.51,1213.28,1902.1,1290.17,1346.95
"mzrA",778.107,784.602,668.602,617.195,105.28,375.683
"yqjC",1712.9,1627.68,151.227,66.6501,1328.78,1293.62
"yqjD",2016.38,1953.43,268.349,31.5245,97.0585,755.688
"yqjE",535.455,477.316,1066.98,924.243,1495.02,828.741
"yqjK",826.159,800.883,1331.1,1233.63,1977.36,56.1427
"yqjG",461.913,478.602,811.788,543.479,141.769,807.209
"yhaH",516.491,606.285,928.446,1224.87,85.189,597.596
"yhaI",605.617,646.311,236.195,514.735,404.247,391.758
"yhaJ",775.814,662.562,51.0013,882.785,38.1165,606.961
"yhaK",566.467,645.419,857.636,434.075,495.483,535.824
"yhaL",1022.69,1176.55,63.0703,646.811,742.958,804.715
"cyuP",548.614,548.912,51.2,1287.43,1297.05,2005.39
"tdcF",807.023,617.457,737.372,408.86,723.126,1132.64
"tdcE",602.222,281.714,54.8749,858.275,106.459,965.698
"tdcD",816.495,451.213,664.337,742.595,129.966,162.181
"tdcC",1087.8,480.281,235.754,487.368,867.669,962.251
"tdcB",1480.67,791.562,72.9495,660.383,50.075,1003.11
"tdcA",2075.15,699.878,322.104,206.43,81.8239,530.674
"tdcR",494.938,401.727,1389.12,1250.12,609.377,386.036
"yhaB",894.859,734.64,85.8537,384.669,314.363,287.786
"yhaC",601.873,467.063,175.363,770.853,1221.26,248.569
"rnpB",4996.07,6450.69,598.144,604.434,135.026,445.369
"garR",486.176,395.559,151.367,488.914,798.747,299.142
"garL",603.588,509.795,116.456,1062.16,143.254,1026.28
"garP",701.46,635.473,438.312,508.522,129.66,137.982
"garD",671.065,701.785,60.9763,26.7136,52.1645,88.5221
"prlF",687.28,737.652,1488.71,1431.52,1222.78,991.7
"yhaV",649.627,670.758,92.0939,495.047,312.852,653.864
"kbaZ",379.769,363.895,227.65,392.641,311.851,120.641
"agaV",575.688,601.506,379.879,538.56,871.314,147.993
"agaW",660.73,596.168,345.609,382.023,37.526,452.461
"agaA",636.043,522.119,228.544,547.747,1439.65,905.831
"agaS",451.949,482.399,481.693,701.366,45.9502,435.882
"kbaY",544.947,483.698,253.042,953.329,116.72,1045.08
"agaB",483.218,468.636,530.1,27.4779,257.916,625.52
"agaI",484.391,456.125,634.662,322.787,458.362,141.911
"yraH",486.193,378.858,545.703,748.755,898.989,283.201
"yraI",682.733,673.924,119.559,424.208,112.59,95.8392
"yraJ",719.524,673.971,146.34,276.206,57.1979,168.899
"yraK",584.057,610.985,381.169,276.91,940.375,65.6987
"rsmI",908.043,948.406,49.7755,327.441,67.9595,91.2038
"lpoA",1109.78,1205.94,1228.14,252.978,885.088,78.6835
"yraN",1079.74,1356.33,145.589,393.545,728.076,551.398
"diaA",1662.91,1517.84,2040.18,680.424,339.872,40.0622
"dolP",1491.62,1447.47,402.52,1068.9,643.114,60.4881
"yraQ",923.03,957.321,1187.17,639.535,147.018,229.82
"yraR",670.105,671.165,57.0948,338.049,165.026,115.392
"yhbO",521.007,633.059,67.2839,564.062,589.595,826.873
"yhbP",466.199,498.022,419.648,599.642,177.523,346.769
"yhbQ",765.63,955.923,768.943,655.503,906.66,95.437
"yhbS",1016.35,997.931,223.364,761.264,639.871,837.453
"ubiT",1922.59,1865.04,438.811,716.816,398.146,330.864
"ubiU",679.003,794.694,1248.54,470.433,590.788,118.114
"ubiV",543.372,671.001,208.356,369.394,827.195,623.104
"yhbW",525.76,477.266,1319.74,1033.66,1113.76,1056.03
