"","3000","3000 | 1","0","0 | 1"
"ybfD",41.7,33.9,24.5,32.7
"ybgA",1855.4,1175.9,594.2,1890.1
"phr",1062,700.3,482.2,819
"ybgI",4258.7,3637.1,3443.1,3231.8
"pxpB",2362.7,1960.5,2104.1,2347.6
"pxpC",2066.8,1820,1810.9,2013.8
"pxpA",2254.2,1752.8,2127.7,2008.8
"nei",863.1,559.5,1027.4,1008.1
"abrB",47.9,48,56,58.4
"ybgO",83,69,34.2,89.9
"ybgP",50.8,46.4,59.5,68.4
"ybgQ",45.7,37.6,16.8,30.4
"ybgD",60.9,37.3,20.7,6.7
"gltA",2554.6,2083,1190.6,1094.6
"sdhC",3660.2,2233.3,2964.3,1637.5
"sdhD",3337.3,2206,2611.9,1259
"sdhA",3003,1823,1930.9,1105.8
"sdhB",1851.3,1141.1,1054.5,713.8
"sucA",3706.3,3188,2106.2,1694.4
"sucB",4252.3,4128.4,2989.1,2988.4
"sucC",4728.6,4395,3042.6,2607.9
"sucD",4961.9,4393,2949.3,2754
"mngR",339.6,291.3,432.7,379
"mngA",43.8,30.9,16.3,25.9
"mngB",271.6,207.9,144.8,192.8
"cydA",3271.7,2695.8,2918.3,2761.4
"cydB",3774.4,3140.6,3229.6,2812.8
"ybgE",2154.1,1582.3,1886.8,1736.6
"ybgC",3650.3,3001.5,4282.3,3762.7
"tolQ",1934.8,1761.6,2118.7,1920.3
"tolR",1873.8,1580.1,2287.9,1866.8
"tolA",2019.1,1698.1,2996.6,2495.3
"tolB",6035,6289.6,5823.7,5921.7
"pal",7334.6,7159.5,6297.7,6462.3
"cpoB",6495.2,5581.7,5916.4,6172.9
"nadA",4134.4,3955.4,1762.4,4029.9
"pnuC",3111.2,2500.4,1301.6,2405.3
"ybgS",793.6,725.4,137.2,320.8
"aroG",8305.3,7860.8,6378.9,6692.1
"gpmA",8662.8,8553,6984.1,7190.6
"galM",4774,4081.5,3124.8,3082.2
"galK",889.3,612.8,651.6,543
"galT",935,714.7,960,631.5
"galE",1335.8,897,1298.2,915.4
"modF",3233.1,2532.5,2190.4,958.9
"modE",812,628.4,691.5,575.4
"acrZ",602.3,496.7,926.7,1107.6
"modC",488.7,334.7,393.5,285.1
"ybhA",580.7,527.8,674.2,555.5
"pgl",1997.9,1638.4,703.1,1240.4
"ybhD",48.2,37.8,26.8,45.2
"ybhH",29.3,14.8,18.3,17.6
"ybhI",41.7,28.9,20,34.4
"ybhJ",120.4,97.1,63.7,101.2
"ybhC",1830.3,1783.4,2174.7,2299.4
"ybhB",3306.4,2738.2,2323,2096.1
"bioA",3055.2,2626.2,2633.7,2222.8
"bioF",2920.5,1939.5,2253.3,1618.3
"bioD",4625.5,3343.6,3630.1,2325.5
"uvrB",3121.8,2678.9,1722.5,1445
"ybhK",1133,938.3,1077.7,895.7
"moaA",3418.9,2673.8,1834.4,2113
"moaB",5362.5,4946.8,2534.5,3265.1
"moaC",3214.5,2633.5,1621.1,1963.8
"moaD",5003.1,3837,2560.8,2645.2
"moaE",3579.3,2973.5,2037.6,1920.4
"ybhL",3293.7,3058.9,1787.8,1930.6
"ybhM",151.1,115.8,131.9,205.8
"ybhN",450.7,288,129.2,288.9
"ybhP",1741.3,1179.2,425.7,875.8
"ybhQ",315.8,300.4,302.6,271.6
"ybhR",337.6,266.5,202.6,234.5
"ybhS",236.8,196.9,163.3,151.9
"ybhG",1011,765.4,467,604.4
"cecR",600.1,505.1,301.3,426.6
"rhlE",592.5,451.9,956.3,1040.3
"ybiA",148,118,144.3,114.6
"dinG",304.1,202.6,272.3,245
"ybiB",1411.3,1119.7,691.1,602.4
"hcxB",4737.9,4103.2,4424.8,3788.5
"ybiJ",1748.5,1589.1,908.8,1199
"ybiI",1165.9,1058.2,146.3,746
"ybiX",1713.3,2267.1,87.7,992.2
"fiu",3318.7,4244.9,220.4,2083.9
"mcbA",615.9,473.7,161.9,394.7
"rlmF",437,406.8,681.8,802.6
"ybiO",296.5,237.3,336.5,508.4
"glnQ",1247.7,1065.8,3231.2,3065.7
"glnP",1196.6,1389.8,3251.8,2845.2
"glnH",2907.2,3203.3,5748,5510.7
"dps",6465.3,9446.2,3065.6,5211.4
"rhtA",88.6,94.6,223.6,186.9
"ompX",7001.8,6894.7,6958.6,7090.8
"opgE",275.9,210.3,452,512.1
"rybA",43.6,4124.9,64.1,5931.3
"mntR",2157.4,19.3,1989.6,3.8
"ldtB",2666,2599.1,2650.2,3266
"ybiT",1490.8,1209.5,1969.1,1696.7
"ybiU",452.8,319.6,326.7,384.9
"ybiV",938.9,832.3,965,1280.2
"ybiY",57.9,32,44.5,57.8
"fsaA",234.7,187.6,153.8,152.2
"moeB",377.1,368.2,437.5,392.7
"moeA",662.5,515.2,446.8,473.3
"iaaA",4051.1,3722.3,5034.2,4600
"gsiA",3370.6,2740.3,5219.1,4926.1
"gsiB",2868.7,2140.3,3752.6,3531.1
"gsiC",1320.3,943.2,2232.6,1835.1
"gsiD",1600.3,1160.6,2652.4,2339.5
"pdeI",275.9,198.1,1077.8,715.9
"dgcI",179.4,131.2,868.3,426.6
"rimO",1362,1344.4,1981.1,2504.5
"bssR",1269.5,872.7,333.9,1293.2
"yliI",462.1,329.4,188.2,391.1
"gstB",2603.5,2400.8,1980.9,2442.9
"dacC",2207.3,1521.6,889,1341.9
"deoR",883.4,842.3,1100.7,970.4
"ybjG",798,743.8,1980.8,1589.7
"mdfA",418.2,411.5,537.4,447.5
"ybjH",312.7,252,328.1,274.7
"ybjI",553.3,412.5,605.3,562
"ybjJ",362.9,297.3,436.8,346.9
"rcdA",132.2,137.5,159.7,152
"rybB",121.8,95.2,128.1,252.3
"ybjL",816.2,674.3,786,902.1
"ybjM",175.7,157.7,145.6,168.5
"grxA",315.7,394.4,447.3,1744.4
"ybjC",1728.7,1723.5,1278.7,1026.7
"nfsA",1310.7,1198.5,962.7,712.5
"rimK",714.8,574.2,691.5,575.6
"ybjN",1153.1,994.9,1205.2,1300.3
"potF",2200.3,1789.9,2433.1,2237.8
"potG",1479.6,1189.8,1956.5,1385.5
"potH",923.9,602.7,1333.8,1094.1
"potI",548.1,362.6,939.2,643.8
"ybjO",435.3,350.5,548.8,543.6
"rlmC",807.5,638.3,764.5,1009.7
"artJ",899,1082.2,4964.9,3519.1
"artM",2065.8,1671.3,2130.4,1614.1
"artQ",5803.1,4836.1,4612.8,4362.2
"artI",3278.7,3043.5,2911,3061.8
"artP",2901.1,2705.3,2628.3,2670.2
"ybjP",2262.9,1706.4,616.3,1195.7
"ybjQ",1939.8,1605.4,997.9,1067.9
"amiD",1400.7,1068.8,783.7,728
"ybjT",2200.4,1643.3,1765.9,1341.6
"ltaE",2779.3,2206.7,1815.9,1682.7
"poxB",3509.5,2784.8,663.6,1218.1
"hcr",153.8,136.6,71.5,86.2
"hcp",233,116.1,77.1,62.3
"lysO",638.4,758.9,1223.2,1433.1
"aqpZ",1010.4,739.2,440.3,534
"ybjD",696.7,578,468.4,404.7
"ybjX",2231.8,1752.1,4940.8,3885.3
"macA",1060.5,877.5,731.3,641.6
"cspD",2203.1,2409.3,1889.7,2062.3
"clpS",5620.8,4325.9,3330.9,3361.9
"clpA",4510.2,4180.9,2686,2794.5
"infA",3687.4,3253.2,6889.7,6602.4
"aat",1400.8,1116.7,1426.7,1303.1
"cydC",1187.1,846.1,1094.9,712.8
"cydD",1210.3,844.2,1239.2,957.2
"trxB",3183.3,3056.8,3514.6,3620.8
"lrp",5879.2,5526.1,4983.9,3893.8
"ftsK",3547.6,2611.4,2896.6,2643.8
"lolA",2474.1,1923.3,2324.9,1831.6
"rarA",1079.2,800.7,1108.2,789
"serS",4862.3,4259.9,3852.5,4173
"dmsB",205.6,121.6,108.2,136.5
"dmsC",121.9,95,79.9,118.7
"ycaC",5782.1,5438,2873.7,3264.2
"ycaD",1278.4,1279.8,1362,1958.8
"ycaM",101.8,75.2,73.4,109.2
"ycaN",107.6,138.4,102.6,185.7
"ycaK",122,133.7,238.8,342.2
"pflA",1486.5,1051.9,903.9,1297.6
"focA",1776,1627.8,763.6,1217.6
"ycaO",251.9,250.3,404.9,653.6
"ycaP",1335.9,908,501.4,782
"serC",6759.7,5799.3,5830,5662.1
"aroA",2004.3,1743.9,2845.4,2180
"ycaL",153.1,130.3,514.1,396.3
"cmk",2274.9,1942.2,2878.3,2599.9
"rpsA",9620.3,9439.2,8911.3,7360.8
"ihfB",5662,5659.3,5079.3,6411.5
"ycaI",152,122.1,140.2,148.4
"msbA",2208.6,1914.8,2699.5,2167.5
"lpxK",1174.5,817.2,1325.8,892.3
"ycaQ",297.4,209.1,371.9,341
"ycaR",3858.8,3592.6,3750.6,3729.3
"kdsB",2350.4,2031.9,2178.5,1972.8
"ycbJ",276.8,176.8,326.4,276.9
"elyC",171.5,147.8,176.6,168
"cmoM",1222,908.9,1203.2,974.7
"mukF",1408.7,1119.9,1561.4,1224.1
"mukE",2684.5,2201.7,2456.1,2251.6
"mukB",1862.1,1514,1795.6,1491.3
"ldtD",2273.4,1736.6,1110.5,1136.2
"mepK",7147.4,6585.4,5622.8,5130.3
"gloC",5504.7,4592.9,4309.2,3798.3
"aspC",5446.7,5229.5,4879.9,5533.7
"ompF",9079.5,9697.9,9284.8,5868.9
"pncB",7050.8,6350.4,5831.1,5928.8
"pepN",4974.3,4664,2810.1,2874.7
"ssuB",455.4,408.3,356.4,446.7
"ssuC",108.3,92.8,118.6,131.5
"ssuA",94.7,81.8,123.9,232.4
"ssuE",79.6,77.7,130.1,216.2
"elfA",59.6,51.4,44.5,67.4
"elfD",40.6,28.2,16.8,22.9
"elfC",78.3,66.8,48.4,73.3
"elfG",250.6,254.5,166.4,186.1
"ycbV",106.8,74.4,80.1,106.7
"ycbF",190.9,140.8,161.7,119.9
"pyrD",2401.2,2116.4,4608.2,4696.4
"zapC",1508.1,1441.4,1745.3,1722.1
"ycbX",1487.8,1227.5,1256.8,1761.5
"rlmL",2123,1722.4,2271.9,2161.9
"pqiA",699.7,494.5,525.2,778.1
"pqiB",824,681,702.8,759.9
"pqiC",740,611.4,598.9,773.2
"rmf",6837.1,6596.5,6214.5,7054.2
"fabA",1792.7,1690.9,1557.9,3486.1
"ycbZ",1649.3,1138.5,1407.1,1031.6
"matP",445,387.5,453.7,553.1
"ompA",11391,11929.4,8813.4,9201.5
"sulA",1918,1591.6,1258.2,1258.5
"sxy",532.9,355.6,274.7,258.7
"yccS",499.7,516.6,649.1,577.4
"yccF",556.1,526.9,796.3,890.1
"helD",1393.4,983.8,1211.1,1208.5
"mgsA",2384.8,2129.3,2005.5,2260.9
"yccT",616,503,167.7,292.5
"hspQ",2440.6,2112,1476.2,1790.7
"rlmI",1389.4,1347.4,2215.3,1904
"yccX",1165.1,1017.9,593.5,944.7
"tusE",661.8,435.8,1126.4,1129.4
"yccA",2892.6,2815,2540.9,2992
"hyaA",100,68.2,47.7,64.5
"hyaB",96.7,62.9,63.5,45.6
"hyaC",70.8,27.4,38.1,30.3
"hyaD",131.1,96.8,89.3,74.3
"hyaE",106.6,82.8,80,97.5
"hyaF",70.6,69.2,66.2,92.5
"appC",873,555.2,394.6,744.3
"appB",846.9,555.4,360.2,572.1
"appA",883.5,639.8,377.9,772.1
"etk",404.6,252.7,256.2,226.3
"etp",275.6,263,153.2,178.5
"gfcE",173.2,159.9,124.8,142.4
"gfcD",98.4,86.3,70.7,70.3
"gfcC",132.3,120.2,84.8,102.6
"gfcB",69.6,49.6,59.2,33.5
"gfcA",506.9,303.3,590.2,477.2
"cspH",306.6,106.9,1140.1,1086.3
"cspG",4273.9,1847.9,5291.5,4677.4
"ymcE",151,33.2,306.7,215.1
"yccM",89.4,75.7,42.1,62.2
"torS",113,81.8,86,122.3
"torT",69,53.2,44.5,56.8
"torR",502.3,450.5,347,391.5
"torC",48.4,50.4,22.5,29.1
"torA",142.4,123.9,94.1,108.2
"torD",145.1,82.5,107.5,35.5
"cbpM",924.3,622.9,424.4,792.8
"cbpA",1381.4,1064,782.8,1293.2
"yccE",57.9,34.3,48.6,41.7
"yccJ",4813.5,4608.9,2012.3,3167.5
"wrbA",5968.6,5269.7,2075.6,3989.5
"rutG",209.1,168.7,469.9,428.8
"rutF",139.1,123.5,469.5,550
"rutE",130.3,96.1,434.7,431
"rutD",110.7,87.6,494.6,502.4
"rutC",168.1,150.5,566.4,508.9
"rutB",185.9,97.2,672.4,510.6
"rutA",169.7,160.3,843.3,664.8
"rutR",539.7,376.4,520.9,491.3
"putA",599.7,463.5,607.3,224.7
"putP",1088.6,1193.7,1754.5,1370.2
"efeO",4290.1,4353,1383.9,4874.3
"efeB",2177.7,2069.9,598.3,2365
"pgaD",90,89.7,107,186.7
"pgaC",72.8,53.8,57.4,76.9
"pgaB",73.8,77.8,70.5,88.3
"pgaA",133,99.9,99.5,150.7
"dgcT",185.8,85,151.7,138.4
"ymdE",26.4,24.3,11.2,25.6
"ycdU",63.5,47.1,21.2,36
"ghrA",2048.9,1788.3,1853,1422.5
"ycdX",3586.6,2942.1,3554.2,3019.1
"ycdY",2709.9,2270.6,2779.2,2453.4
"ycdZ",550.6,477,665.7,614
"csgG",1745.6,1484.7,705.4,531.8
"csgF",1786.1,1616.8,704.2,711.3
"csgE",2470.1,2052.3,973.3,1077.9
"csgD",2969.5,2725.3,1154.5,1370.8
"csgB",91,65.9,31.5,51.7
"csgA",337.2,297,173.4,238.2
"csgC",89.3,80.5,41.8,82.7
"ymdA",118,111.5,100.2,214.6
"ymdB",888.8,651.1,477,738.4
"clsC",509.2,284.5,285.6,368.4
"opgC",126.5,105.4,329.7,314.1
"opgG",3628.2,3292.2,3813.4,4147.2
"opgH",2196.2,1777,2423.5,2434.9
"yceK",539,491.5,664.8,830.1
"msyB",4064.1,4016.5,1948.3,5491.5
"mdtG",335.9,254.1,234.8,257
"lpxL",763.5,639.3,738.8,536.5
"trhO",4217.4,4360.3,5104.8,4479.9
"yceI",1077.7,1229.7,1408.8,1458.7
"yceJ",470.4,566.9,421.7,614.4
"yceO",283.4,183.9,371,395.9
"solA",2156.6,2527.9,1794.5,1766.1
"bssS",937.3,742.6,803.4,1025.3
"dinI",1625.3,1388.6,2682.6,2608.9
"pyrC",4650.3,4408.3,4951.4,5695.4
"yceB",1516.4,1215,1225.5,1154
"grxB",5985.6,5869.8,4106.9,4305.1
"mdtH",431.3,292.2,371.4,520.6
"rimJ",2456.4,2235.3,1962.3,2170
"yceH",2645.7,2482.1,2005.9,2293.4
"yceM",1527.8,1283.7,1303.3,1281.1
"murJ",1008,770.5,1203.6,1289.5
"flgN",369.1,290.7,222.6,258
"flgM",484,387.6,358.1,422
"flgA",175.4,137.3,112.6,116.8
"flgB",59.8,30.8,44.9,32.4
"flgC",59.6,38.2,32.9,61.3
"flgD",69.5,55.8,47.5,1.6
"flgE",151.5,95.4,99.6,72.1
"flgF",69.6,60.6,42.9,48.9
"flgG",199.5,114.3,114.8,103
"flgH",126.6,80.3,68.4,33.1
"flgI",48.3,46.4,47.8,53.1
"flgJ",112.7,85.9,62.7,59.8
"flgK",85.7,79.7,48.2,53
"flgL",322,265.6,170.7,179.2
"yceQ",86.5,55.8,21.5,36.5
"rluC",817.2,709.5,1548.4,1160.8
"yceF",2259.2,1922.2,1403.3,1834
"sraB",3946.1,4232.6,4134.9,5380.8
"yceD",7812.9,7485.3,7584.2,7810.4
"rpmF",4446.9,5370,6190.9,5831.4
"plsX",3748.2,3175.2,3994.3,4226.1
"fabH",3031.8,2590.1,2899.6,3140.4
"fabD",5703.6,5320.6,5417.2,5965.3
"fabG",5717.5,5639.6,5812.1,5854.4
"acpP",9554.4,9241.2,8377.9,8598.4
"fabF",2750.7,2294.2,3165.9,3371.1
"pabC",594.7,504.8,695.2,685.1
"mltG",818.3,685.6,893.2,1061.1
"tmk",1633.4,1227.6,1441.6,1484.3
"holB",1496.3,1159,1436.5,1417.6
"ycfH",2392.2,1997.3,2309.8,2391.5
"ptsG",5769.9,5493.5,5980.9,3534.9
"fhuE",1904,2163.4,70.3,530.4
"hinT",2073.9,1823.6,1234.6,1424.1
"ycfL",2417.7,2141.4,1577.9,1562.1
"lpoB",3101.5,2723,1966.5,2017.9
"thiK",1359.4,1051.1,1159.7,1168.6
"nagZ",1954.3,1524.3,1420.8,1242.7
"ycfP",3627.3,2992.3,2118,2472.4
"ndh",1220.2,1366,2134,1696.2
"ycfJ",247.2,184.4,371.5,472.4
"comR",1413.6,1176.6,986.8,1395.8
"bhsA",696.6,720.9,594,1386.3
"ldtC",288.8,257.1,347.1,476.4
"mfd",1505.1,1201.3,1242.5,968.3
"ycfT",45.6,43.4,23.3,32
"lolC",1734.5,1091.2,1941.9,1610.5
"lolD",1264.8,875.9,1415.9,1034.4
"lolE",1933.9,1606.7,1829.5,1749.8
"nagK",2100.4,1696.1,1913.1,1641.9
"cobB",1189.5,924.8,1150.9,1236.7
"ycfZ",43,29.9,94.8,83
"ymfA",119.8,102.9,256.7,202.7
"potD",3882.4,4451.6,4183.8,4530.6
"potC",1746.4,1697.5,2512.3,2871
"potB",1825.6,1690.3,2612.4,2500.7
"potA",2606,2487.9,3491.9,3778.2
"pepT",1589,1429.3,812.7,871.6
"roxA",2671.7,2197.1,2429.1,2108.4
"phoQ",1680.1,1207.8,1854.1,1531.8
"phoP",2560.5,2569.9,2643.5,2223.3
"purB",4145.1,4220.9,4390.1,4502
"hflD",3152.3,2801.1,3453.1,2916.9
"mnmA",4042.8,3394.5,4153.8,3913
"nudJ",1261.3,850.5,1105.5,1019.5
"icd",10795.1,10411.1,7886.2,7146
"ymfD",108,69.9,139.1,85
"ymfE",100.1,94.6,199.5,124.6
"lit",203.2,175.2,248.5,182.3
"intE",180,158.6,132.8,181.9
"xisE",147.4,151.6,143,194.8
"ymfH",34.3,30.8,15.8,14.3
"ymfI",800.3,805.2,1172.6,1353.8
"ymfJ",130.5,126.4,81.4,119
"ymfK",717.6,764.9,822.7,938.4
"ymfT",128.9,84.4,64.6,82.8
"ymfL",119.7,86.1,48,56.6
"ymfM",106.4,94.4,75.8,73
"ymfN",91.6,78.2,41.3,66.4
"ymfR",89.9,50.9,49.2,11.9
"beeE",162.7,112.3,45.9,79.9
"jayE",106.9,73,47.7,49.6
"ymfQ",151.3,103.8,60.2,58.3
"ycfK",53.4,39.9,22.3,50.2
"tfaP",65.7,33.6,46,64.8
"tfaE",83.8,63.8,50.5,57.3
"stfE",97.6,64.2,43.9,51.9
"pinE",47.2,42.8,25.3,33.2
"mcrA",345.4,237.4,344.9,311.8
"iraM",25.1,14.4,40.8,25.7
"ycgX",84.9,29.5,98.7,89.3
"bluR",2503.4,1892.1,1711.4,1546.8
"bluF",1036.6,622.1,1073,1299.7
"ycgZ",567.2,596.9,237.7,370.2
"ymgA",785.9,653.3,140.7,239.9
"ariR",473.9,346.2,54.7,73.8
"ymgC",207.2,128.6,17.2,44.2
"pdeG",111.9,84.8,44,88.7
"ymgD",246.9,214.1,344.1,705.9
"ymgG",213.5,195.4,433.7,828.9
"minE",2757.1,2610.6,2579.2,2775
"minD",4979,4410.5,4008.3,4850.3
"minC",5333.2,4537.8,4338.7,5384.2
"ycgJ",990.8,708.3,849.8,1264.7
"pliG",6168.9,8335,4404.3,5900.4
"ycgL",1930.7,1898,1877.6,2101.7
"ycgM",2216.8,1976.1,1658.7,1724.4
"ycgN",1068.5,896.3,962.8,1106.2
"hlyE",140.9,116.9,47.5,117.4
"umuD",389.7,293.4,149,174.9
"umuC",320.1,223.6,159.7,126.1
"dsbB",1713.2,1465,1841.8,1825.9
"nhaB",1583.6,1364,1508.1,967.2
"fadR",2175.5,1491.3,2192.8,1717.8
"ycgB",3100.7,2499.8,620.8,1111.3
"dadA",3385,3156.3,1498.2,1512.7
"dadX",2429.2,2289.4,1054.7,1001.4
"cvrA",661.8,346.3,680.8,756.7
"ldcA",1526.7,1287.8,1088.4,1206.1
"emtA",1182.9,1028.2,1395.5,1295.5
"ycgR",90.6,45.5,40.7,69.5
"ymgE",1138.2,503.2,177.2,464.5
"ycgY",99.9,85.1,52.1,94.2
"dhaM",3107.5,2630.8,2339.8,1811.1
"dhaL",4107.1,3424.6,3361.7,2197.4
"dhaK",1607.2,1252.6,1735.7,1032.4
"dhaR",248,187.2,200.4,199.9
"ycgV",170.2,139.4,150.5,158.5
"ychF",2994.6,2843.9,3563.9,2857.8
"pth",1887,1823.5,2074.7,1842.1
"ychH",803.7,584.9,478.6,450.3
"dauA",556.2,456.6,609,453.9
"prs",5808.8,4936.7,6284.9,6983.1
"ispE",2293.3,1802.9,2067.2,2112.5
"lolB",1814.1,1413.7,1796,2227.4
"hemA",1369.6,1012.1,1496.8,1397.3
"prfA",1025.4,627.9,899.7,1098.2
"prmC",461.6,307.6,472.2,403.8
"ychQ",959.6,717.7,882.4,849
"ychA",2331,1992.8,2064.7,1782.8
"kdsA",2962.7,2772.2,2523.8,2632.9
"ldrA",385.6,281.1,469.3,594.7
"rdlA",758.6,534,453.1,458.6
"ldrB",290.4,225.9,285.7,250.7
"rdlB",262.9,204.4,170.4,247.2
"rdlC",325.7,259.1,236.4,272.6
"chaA",617.2,547.5,1005.2,872.4
"chaB",954.9,777.4,544.2,964.5
"chaC",2961.4,2469.3,2206.7,2897.5
"ychN",572.9,572.2,800.9,790.7
"ychO",514.5,358.1,490.9,755.8
"narL",3552.6,3216.7,2280.2,2434.8
"narX",618.9,432.6,478.4,522.1
"narK",72.9,61.6,31.5,28
"narG",219.6,131.6,107.3,120.1
"narH",264.1,205.9,169,205.1
"narJ",225.2,182.9,115.8,147
"narI",192.2,174.1,69.1,96.7
"ychS",21.5,25.6,22.4,22.7
"tpr",521.7,257.5,573.4,431.7
"rttR",1509,975.9,1630.8,1287.3
"purU",3692.6,3650.3,3519.9,3371.8
"ychJ",3668.1,3278.2,4022.8,4058.6
"rssA",3637.8,2598.6,2136.4,2427.3
"rssB",2393.7,1878,1021.5,1434.7
"galU",2501.3,2383.3,1502.1,1834.6
"hns",5731.3,6242.5,5381.4,5846.1
"tdk",1173.8,1165.6,1338.7,1432.9
"adhE",4705.1,4428.5,3611.5,2878.8
"ychE",257,225.2,201.7,120.4
"oppA",8596.6,8698.5,5386.7,2093.6
"oppB",3191.2,2885.7,2539.2,761
"oppC",4116.3,3664.8,3164.4,1065.2
"oppD",3696.1,3437.4,2570.3,965.1
"oppF",2928.5,2891.4,2101.7,861.7
"clsA",1096.2,1003.7,902.1,848.9
"kch",508.2,463.9,497.8,1008.2
"yciI",2072.6,2349.5,1865.2,2311.5
"tonB",3302.7,3342.9,1439.5,2788.1
"yciA",969.2,872.3,1496.6,1336.1
"yciB",2447.4,1822.5,2067.7,2118.4
"yciC",2082.6,1820.8,1890,1510.6
"ompW",84.6,69.2,90.5,118.9
"yciE",513.7,487.1,377.5,727.5
"yciF",947.8,943.2,473.9,883.1
"yciG",1219.6,1122.6,751.8,1457.1
"trpA",1959.1,1722.3,1555.6,1303.7
"trpB",1455.3,1222.8,1198.7,1118.6
"trpC",1883.4,1433.9,1452.9,1091.9
"trpD",277.8,225.5,262,141.8
"trpE",230.7,181.8,238.7,160.5
"trpL",339.2,261.7,255.2,203.1
"rnm",988.5,869.8,1074.1,862.2
"yciO",1986.7,1639,1334.9,1313.5
"yciQ",177.5,113.4,139.3,225.5
"rluB",2182,1899.7,3210.3,3166.9
"btuR",1200.6,1004.2,1003.7,968.4
"yciK",1036.9,874.3,1116.8,1293.8
"sohB",2134.6,1984.3,1976.7,1827.7
"yciN",1858.7,1772.5,2040.9,1618.1
"topA",3568.1,3493.5,3336.7,3369.4
"cysB",1206.2,1118.9,1954.5,2083.5
"acnA",2020.9,1388.5,776.6,1157.7
"ribA",1046.2,960.1,1184.6,1164
"pgpB",763.8,574.3,578.4,481.3
"lapA",3390.1,2901,2922.9,2409.5
"lapB",1560,1225.6,1272.5,1179.8
"pyrF",2412.8,2293.9,3151.8,3484.3
"osmB",2200.8,2084.7,1421.7,3764.2
"yciT",1427.5,1106.5,1009.7,979.7
"pdeR",841,457.3,380.7,623.9
"rnb",4523.7,4164.1,5525.7,5371.5
"yciW",2069.6,2016.2,5280.1,6228.1
"fabI",5394,5226.9,5048.2,4821.3
"ycjD",446.7,308.9,408.1,377.6
"sapF",758.7,586.8,662.7,736.1
"sapD",705.4,544.2,687.1,690.9
"sapC",370.8,257.6,347.6,253.2
"sapB",743,586.3,581,361.4
"sapA",1275.7,896.2,1026.7,918.5
"ymjA",1184,908,1327.4,1244.7
"puuP",385.5,404.9,159.3,165.4
"puuD",1316.4,1094.4,108.9,223.9
"puuR",1236,955.7,382.7,420.6
"puuC",614,502.4,170.5,192.7
"puuB",407,317.7,97.4,133
"puuE",265.5,247.5,99.7,124.8
"pspF",233.2,207.8,169.1,192.3
"pspA",612.4,537.9,789.4,1206.9
"pspB",1452.5,1401.5,1248.5,1843.9
"pspC",876.3,781.8,627,860.6
"pspD",614.6,472.4,458.2,634.2
"pspE",578.4,479.2,677.8,761.7
"ycjM",51.1,24,23.6,27.9
"ycjN",37.9,24.6,19.1,19
"ycjO",93.2,60.2,34.7,36.3
"ycjP",78,50.9,33.5,30.7
"ycjQ",160.9,125.4,83.6,63.5
"ycjR",94.8,77.3,57.2,47
"ycjS",240.4,179.6,149.5,89.1
"ycjT",80.9,49.9,52.6,37.1
"ycjU",27.7,29.8,11.3,13.9
"ycjV",42.2,35.5,18.4,1.2
"ycjW",129.4,114,207.7,201
"ycjX",664.2,475.3,352.6,349.6
"ycjF",403.5,250.7,227.8,148.1
"tyrR",996.1,757.4,970.4,1142.8
"tpx",7846.4,7655.5,6486,4746.3
"mpaA",1275.6,913.5,774.4,1096
"ycjY",227.4,195.2,81.5,153.1
"pgrR",527.6,448,430.7,510.8
"mppA",791.5,727,497.2,731.1
"ynaI",462.7,446.5,513.5,494.8
"ynaJ",4225.7,3526.9,4384.2,4462.4
"uspE",2329.2,2123.5,1267.5,1420.2
"fnr",3951.3,3024.9,3421.4,3225
"ogt",724.8,618.3,606.6,566.8
"abgT",122.1,87.4,87.5,104.4
"abgB",199,121.3,111.7,156.8
"abgA",193.7,142.9,140.2,149
"abgR",109.8,118.4,427.8,494.4
"smrA",594,602.7,588,649.3
"dgcM",1397.2,1054,520,1552
"zntB",1018.6,823.7,566.7,815.4
"dbpA",865.2,528.3,671.5,1129.1
"ttcA",1125.6,890.1,1621,1463.8
"intR",48.8,54.8,26.5,55.1
"xisR",66.6,27.1,12.8,20.5
"rcbA",56.8,41.3,36.6,57.3
"ralR",61.7,50.9,41.6,62.2
"recT",210.3,190.6,164.3,229.6
"recE",66.3,62.1,48.9,47.7
"racC",38.8,28.8,11.9,10.4
"kilR",64.2,19.2,25.4,14.2
"ydaG",89.3,43.6,78.1,54.3
"racR",2512.5,2130.2,2965.4,2669.1
"ydaS",114.4,93,68.4,108
"ydaT",87.4,76.1,46.2,51
"ydaU",132.1,106.3,89,86.1
"ydaV",191.2,130.9,106.3,83.9
"ydaW",136.1,93.1,67.1,96.5
"rzpR",120.1,70.9,58.2,51.2
"trkG",403.5,331.7,405.6,356.3
"ynaK",217,118.4,233.2,237.8
"ydaY",108.8,70.6,108.2,78.1
"ynaA",135.3,104.3,156,177.6
"insH5",630,489.4,466.9,458.4
"stfR",113.1,78.4,48.1,93.1
"tfaR",168.6,144.2,125.3,152.2
"pinR",323.3,218.5,256.8,437.4
"ynaE",2224.5,897.8,1408.8,2045.3
"ompN",56.8,31.3,31.2,43.7
"micC",23.3,19,14.4,24.1
"ydbK",1999.1,1462.9,751.4,882.8
"hslJ",953.4,783.1,816.9,1104.4
"ldhA",1886.9,1615.1,1133.9,1184.3
"ydbH",419.4,306.7,412.1,458.9
"ynbE",390.8,312.6,370.8,425.6
"ydbL",298.4,243.1,425.9,556.5
