"","3000","3000 | 1","0","0 | 1"
"yehF",44,54.8,85.5,122.3
"yehI",110.3,69.8,78.7,113.3
"yehL",71.1,34.1,35.7,48.6
"yehM",94.2,77.7,63,73.7
"yehP",51.1,40.8,6,12
"yehQ",114.4,66.9,49.3,73.2
"yehR",77.1,55.6,32.9,48.6
"yehS",930.5,780.2,1114.4,1121
"btsR",280.4,242.8,370.2,357.5
"btsS",155.7,132.3,283.4,202.4
"yehW",659.6,417.6,259.6,400
"yehX",639.2,448.9,215.4,376.6
"yehY",782.6,500.1,259.7,548.6
"osmF",1556.2,1317.3,444.8,1060.3
"bglX",362.4,218.4,391.2,483.9
"dld",5162.1,4699,3620.5,2961.8
"pbpG",1195.1,1031,1069.2,1085.6
"yohC",1744.8,1278.4,275,696.6
"yohD",1772.4,1315.6,821.1,932.2
"yohF",975.1,684,192.2,338.8
"mdtQ",46.9,35.7,35.3,59
"dusC",270.1,256.5,416.5,446
"yohJ",1081.7,952.8,477,610.7
"yohK",1148.4,1200.3,522.4,698.7
"cdd",1623.5,1472.7,994.8,909.5
"sanA",526.9,500.4,533.4,551.8
"yeiS",616.7,472.4,675.6,766.4
"preT",124,55.6,78.7,93.7
"preA",165.2,108.4,100.7,149.1
"mglC",132.7,150,176.6,74.4
"mglA",116.6,101.2,235.7,115.5
"mglB",408.2,354.5,616.7,384
"galS",398.7,265.5,568.9,432.7
"folE",9166.9,9959.2,7485.6,8762.2
"yeiG",2060.6,1660.7,1575.1,1283.7
"cirA",4519.9,5752.2,809.1,4653
"lysP",1583.3,1401.7,2693.4,732.6
"yeiE",576.8,217.9,213.5,160.4
"yeiH",549.8,482,290.9,245.5
"nfo",985.6,775.2,578.7,859.4
"yeiI",582.4,454.2,418.9,460
"nupX",58.9,40.1,41.4,42.7
"rihB",48.8,30.1,8.9,21
"yeiL",112.3,74.1,60.6,92.5
"psuT",239.4,180.4,113.8,134
"psuG",32.1,29.3,11.6,12.4
"psuK",43.4,28.5,27.3,29
"fruA",1567.5,1412.2,855.3,996.5
"fruK",899.2,659.7,441,644.3
"fruB",131.7,120.2,171.2,88.3
"setB",133.7,80.7,130.7,113.5
"yeiQ",192.6,143.5,256.6,244.1
"yeiR",693.2,536.3,512.9,526.8
"lpxT",758.5,620.8,1533.8,1152.6
"mepS",3181.5,2770.9,5139.2,4335.7
"pdeN",343.5,204,515.3,385.2
"yejA",555.2,441.2,637.5,529
"yejB",449.2,305.3,479.9,402.1
"yejE",218.1,165.1,312,253.7
"yejG",5248.1,3128.6,3213.3,2258.3
"bcr",1884.1,1424.3,1579,1353
"radD",482.4,355.8,426.4,288.7
"rplY",8524.9,8166.9,9592.6,9226
"yejK",877.4,788.7,1065.3,951.6
"yejL",3060.1,2667,3572.7,2887.2
"lapC",1703.2,1254.7,2010.7,1387.1
"yejO",408,391.6,381.6,427.5
"narP",593.3,616.1,518.9,528.9
"ccmH",201.7,134.1,159.1,175.5
"ccmG",342.5,217.2,315.8,237.4
"ccmF",284.9,185.2,293.6,181.5
"ccmE",328.8,222.2,337.6,197.4
"ccmD",284.5,226.9,273.8,233
"ccmC",422.5,351.1,387.3,323.9
"ccmB",365.7,299.4,254.2,227.1
"ccmA",207.6,186.1,141.2,177.1
"napC",204.4,190.3,149.5,176.4
"napB",148.1,109.8,70.6,126.9
"napH",84.8,65.9,54.6,60.9
"napG",51.2,32.5,46.8,60
"napA",267.5,258.1,217.9,297.3
"napD",99,64.7,80.3,122.8
"napF",100.9,64.2,71.6,64.5
"eco",964.8,770.9,488.4,518.6
"mqo",1909.7,1931.4,2190.7,1382
"yojI",1290,1161.5,1074.5,1488
"alkB",735.1,526.9,373.3,532
"ada",482.6,370,210.8,234.3
"ftp",280.8,236.5,359,236
"ompC",7463.1,8240.9,7993.7,7119
"micF",116.8,80.3,132,367.3
"rcsD",1435.5,1021.2,1477.8,1360
"rcsB",5144.9,4691.5,4522.9,4302.2
"rcsC",867.2,702.2,989.9,922.5
"atoS",134.9,121,91.3,122.9
"atoC",114.8,92.8,102,104.9
"atoD",74.4,76,54.5,89.5
"atoA",51.4,31.6,28.2,18.9
"atoE",78.6,54.2,44.8,40.1
"atoB",89.3,58.8,53.4,52.8
"yfaP",88.3,57.4,38.7,57.7
"yfaQ",122.9,69.7,59.4,48.4
"yfaT",78.8,52.1,25.4,32.5
"gyrA",3679.1,3324.3,3462.8,3061.6
"ubiG",2136,2058.9,1983.9,2253.5
"yfaL",272.8,221.6,217.2,222.2
"nrdA",2947.5,2609.5,2423.8,1898.8
"nrdB",2949.2,2601.9,2239.2,1835.9
"yfaE",1764.3,1468.4,1478.4,983.8
"inaA",1128.2,880.6,854.4,1140.1
"yfaH",53.5,48,30.2,23.8
"glpQ",239,190,151.5,196.3
"glpT",29.5,35.6,33,26.7
"glpB",78.8,45.9,37.5,54.8
"glpC",143.1,99,81.4,97.6
"rpnE",52.2,40.9,19.5,26.7
"yfaX",68.5,38.1,15.9,34.1
"yfaY",1008.4,770.5,650.5,417.8
"yfaZ",220.2,174.1,240.5,319.8
"nudI",182.7,143.4,189.1,213.7
"ais",114.3,95.4,85,242.7
"arnB",367.1,273.3,155.1,534.6
"arnC",485.6,374,181.5,513.9
"arnA",279.3,192.2,120.6,279.8
"arnD",365.9,258,204.8,352.7
"arnT",104.7,72.7,43,110.5
"arnF",261.8,197.7,98.3,232.9
"pmrD",385.1,345.3,735.8,723.6
"menE",504.2,353.8,424.3,407.7
"menC",1529.5,1110.3,1090.2,1215.8
"menB",2094.1,1640.4,1291.4,1553.3
"menH",101.2,90.5,101.2,91.9
"menD",896.3,622.2,695.7,781.1
"menF",1311.8,653.5,845.2,1076.6
"elaB",5448.2,4870.4,3819.2,5223.5
"elaA",749.9,642.4,708,1090.9
"rbn",443.5,338.3,369.3,414
"elaD",45.5,36.1,46.4,53.2
"yfbK",58,47.8,23.8,57.7
"yfbL",30.9,23.1,8.9,16.7
"yfbM",54.2,51.6,37.7,48.4
"yfbN",40.3,29.5,17.6,24.4
"yfbO",93.6,111.3,109.4,157
"yfbP",80.5,77.9,52.5,89.7
"nuoN",3083,2276.6,1544.7,1016
"nuoM",734.6,506.9,370.7,276
"nuoL",3445.7,2533.3,2046.5,1345.3
"nuoK",3336.6,2667.8,2111.7,1493.7
"nuoJ",3683.7,3072.4,2242.3,1585.8
"nuoI",2860.4,2193.1,1850.3,1268.9
"nuoH",2100.7,1560.8,1294.8,888.6
"nuoG",1185.3,858.2,842,653
"nuoF",3009.1,2416.6,2242.2,1894.2
"nuoE",4290.8,3384.9,2965.8,2724
"nuoC",3782.5,2883.1,2947,2337.4
"nuoB",4259.1,3310.7,3538.7,3505.9
"nuoA",4734.5,3749.5,3715.5,3454.3
"lrhA",845.6,691.7,740,651.7
"alaA",2119.5,1633.6,1763.9,1097.3
"yfbR",694.2,563.2,583.7,562.6
"yfbS",394.5,253,465,343
"hxpA",3288.1,3013.6,2587,3003.6
"yfbU",3552.5,3514.1,2826.2,3097.7
"ackA",3341.5,3154.4,4704.2,4375.3
"pta",3027.6,2989.1,4363.4,4402.6
"yfcC",80.5,58.9,70.8,83.6
"yfcD",2422.6,2264.4,2349,2465.7
"yfcE",1482.7,1311,1213.8,1288
"yfcF",1596.3,1416.3,760.1,1339.6
"yfcG",1165.9,805.8,219.6,447.7
"folX",4065.8,3691.4,3648.5,3902.8
"yfcH",2256.9,1850.7,1670.8,1626.8
"rpnB",89.4,62.5,201.4,165.7
"hisP",1047.9,848.2,2462.3,1832.4
"hisM",1720.2,1419.5,3171.7,1961.4
"hisQ",1825.4,1696.5,3253.5,1784.9
"hisJ",2926.4,2980.1,5274.9,3506.5
"argT",2074.6,2002.2,4134,2502.8
"ubiX",1052.3,859.5,1501,1041.2
"purF",2767.1,2655.9,4446,3482.2
"cvpA",3633.1,3302.2,5806.2,4913.2
"dedD",1677.4,1445.5,1723.4,1470.6
"folC",1739,1321.8,2127.1,2032.5
"accD",3825.5,3479.2,3946.9,3679.6
"truA",2229.8,1790.9,1644,1241.5
"pdxB",2638.5,2538.5,2492.5,2357.3
"flk",683.7,663.2,1150.9,890.3
"yfcJ",177.4,157.9,234.1,224.4
"fabB",5238.7,5381.6,3108.5,4921.5
"mnmC",737.8,658.7,496.8,635.1
"yfcL",2000.9,1465.8,2853.7,2248.3
"epmC",1565.8,1109.1,2168.8,2147.9
"yfcA",1181.7,922.2,1766.5,1260.3
"mepA",1506.8,1200,1755,1333.7
"aroC",3066.8,2635.8,2783.2,2363.9
"prmB",3996.8,3543.1,3664.5,3868.9
"smrB",967.7,826.9,1157.4,947.5
"yfcO",645.2,602.7,525.8,675.3
"yfcP",169.3,126.4,107.1,144.2
"yfcQ",72.5,68.7,41.1,58.4
"yfcR",93.3,63.9,43.6,54.4
"yfcS",83.4,70.2,36.5,42.7
"yfcV",36.4,16.8,10.6,6.2
"sixA",1209.5,1117.7,1420.4,1563.6
"fadJ",558.3,446.2,211.8,214.7
"fadI",561.3,422,189,172.7
"yfcZ",803.3,613,327.7,415
"fadL",553.5,518,736.5,680.7
"yfdF",70.9,37.3,67.9,56.4
"mlaA",1545.1,1360,1612.6,1390.8
"yfdC",574.3,483.2,171.3,417.6
"intS",231.8,214.2,280.2,198.1
"yfdG",1352.3,1140.6,2014.1,2051
"yfdH",1750.3,1750,2856.8,2968.9
"yfdI",698.8,750.6,1933.8,1785.7
"tfaS",216.5,177.2,135.1,181.2
"yfdK",85.5,80.8,50.4,75
"yfdL",33.1,38.2,19.4,22.3
"yfdM",86.4,76.7,28.4,51.5
"yfdN",46.5,35.7,21.6,4.4
"yfdO",66.1,61.7,26.4,47.5
"yfdP",150.5,109.7,68.8,109.2
"yfdQ",242.1,162.2,156.5,186.9
"yfdR",28.8,23.5,9.6,19.2
"yfdS",53,39.2,21.7,24.8
"yfdT",103.2,96.4,48.1,74.6
"dsdC",294.6,238.8,250.8,241
"dsdA",356.4,263.6,217.1,206.4
"emrY",76.5,48.6,37.3,51.5
"emrK",54.6,54.1,29.3,29.7
"evgA",1562,1188.3,2087,2047.1
"evgS",101.7,100.7,313.9,212.6
"yfdE",79.1,62.7,49.4,51
"yfdV",53.3,58.6,54.7,51.1
"oxc",128.5,108.4,117.8,75.9
"frc",89,71.5,72,84.4
"yfdX",109.3,71.9,97.1,80.5
"ypdI",38.2,26.1,28.6,36.4
"yfdY",1369.1,1141.9,837.9,825.4
"lpxP",2379.2,884.9,2671.3,1994.1
"alaC",1920.6,1733.2,1620.9,2347.7
"pyrS",388.3,261.3,473.8,351.8
"pyrR",965,790.7,674.6,618.2
"ypdC",559.2,360.5,350.3,314.8
"fryA",57.5,32.7,15.9,33.3
"ypdE",95.7,68.5,39.5,52
"ypdF",100.4,57.3,28.3,30.8
"fryC",59.6,51.1,23.3,31.9
"fryB",65.2,50.5,40.2,40.5
"glk",1466.5,1207.4,1272.3,1164.6
"yfeO",513.3,384.8,189.8,300.8
"mntH",330.2,2588.6,158.7,1484.8
"nupC",333.2,355.9,827.7,419.4
"pdeA",659.2,556.8,610.3,654.5
"yfeC",588.4,396.2,519.2,700.3
"yfeD",340.3,210.9,379.6,407.4
"gltX",4067.4,4366.5,4000.5,3683.9
"xapR",327.9,252.3,300.1,351
"xapB",86,70.9,61.8,80.6
"xapA",37.1,49.8,21.2,29.4
"yfeN",89.6,76.7,68,109.6
"yfeR",261,196.1,166.6,160.3
"yfeH",715.6,603.4,703.6,686.9
"ligA",1095.9,851.3,962.8,1010.8
"zipA",1522.9,1193.9,1135.4,1197.7
"cysZ",640.9,574.1,696.1,659.7
"cysK",7504.7,7900.8,7253.1,8254.5
"ptsH",9764.3,9505.7,8061.8,7427
"crr",5354.8,5141.5,4274.9,4120
"pdxK",1421.7,1338.9,1310.5,1300.3
"yfeS",203.6,187.5,190.4,365.4
"cysM",2003.6,1810.2,4623.6,4322.3
"cysA",4124.8,3690.4,7145.3,7260.4
"cysW",2969.9,2312.9,6006.3,5741
"cysU",2442.4,1909.5,5354.7,5371.5
"cysP",4719.4,4563.3,8365.4,9839.8
"ucpA",297.9,259.7,285.6,242.8
"murR",98.3,76.8,125.9,49.3
"murQ",307.3,239.1,284.9,149.6
"murP",15.2,12.1,16.4,12
"yfeW",205.1,143.9,195.8,150.8
"yfeX",2237.4,1804.5,1898.7,1886.3
"yfeY",1071.2,778.9,1166.8,1864
"amiA",1633.6,1387.5,1584.5,1299.1
"hemF",1119.5,821,1030,700.9
"eutR",644.6,533.4,401.9,366.3
"eutK",326.5,322.4,253.2,208.6
"eutL",769.7,643.8,471.6,328.2
"eutC",994.2,672.4,524.2,504.6
"eutB",797.1,650,508.4,484.4
"intZ",825.2,542,927.9,737.6
"yffL",345.3,312.9,318.1,642.5
"yffM",120.9,77.4,83.4,72.4
"yffN",156.9,120.8,83,110.8
"yffO",413.5,334.1,223.9,328.6
"yffP",391.6,387.8,271.5,271.2
"yffQ",84.1,88.7,96.2,100.6
"yffR",1243.8,1094,593.3,869.6
"yffS",502.9,441.8,592,474
"eutA",95.6,70.4,38.7,61.2
"eutG",58.2,66.3,39.2,38.7
"eutJ",85.9,58.9,30.4,59.1
"eutN",37.2,28.9,8.3,14.8
"eutM",155.1,148.7,113.3,154.5
"eutD",45.5,51.1,47.3,37.1
"eutT",81.7,76.1,28.9,27.2
"eutQ",128.5,100.2,43.8,90.8
"eutP",49.6,45.3,32.1,48.2
"maeB",1180.4,999.2,965.3,1138.3
"talA",3697.1,2944.9,1216.9,2036.5
"tktB",4134.2,3283.5,1131.1,2420.2
"ypfG",509.8,313.7,425.9,536.1
"nudK",1189.1,1100.7,985.3,1418.2
"aegA",154.5,96.4,105.8,86.6
"narQ",225.4,171.8,168.1,256.5
"acrD",222,149.2,126,172.1
"yffB",887.2,786.8,532,666.1
"dapE",1525.4,1166.3,990.9,1255.7
"ypfH",844.9,788.5,639.8,528.5
"tmcA",683.7,441.7,735.5,506.7
"ypfJ",2519,1992,1930.7,1801.5
"purC",4779.1,5022.5,5861.9,6042.3
"bamC",3660.7,3172.6,3512.5,3651.9
"dapA",5294.8,4751.1,4824.3,4650.7
"gcvR",4814.3,4131.8,3439.4,4064.7
"bcp",5565.5,5316.9,5774.8,6327.2
"hyfA",68.3,52.3,51.6,47.7
"hyfB",109.2,93.5,67,82.5
"hyfC",63.7,41,20.2,28.6
"hyfD",44.3,35,28.4,27.8
"hyfE",205,128.8,108.8,167.8
"hyfF",138.6,91.4,61.7,103
"hyfG",198.3,137.2,112.5,120.7
"hyfH",128.9,108,69.2,105.4
"hyfI",126.2,81.7,54.9,47.2
"hyfJ",336,269.6,195.3,163.2
"hyfR",101.1,66,66.2,63.1
"focB",101.7,83.1,69.9,66.3
"yfgO",2166.7,1778.3,1575.1,1150.8
"bepA",1417.3,1204,1105.9,1258.9
"yfgD",1674.3,1357.6,1607.5,1751.9
"hda",2239.5,2113.8,3869.6,2878.2
"uraA",1303.3,1446.4,4127.4,3296.8
"upp",3783.2,4089.4,5623.7,4900
"purM",3420.1,3302.5,5018.3,4827.5
"purN",2319.7,2289.6,3696.2,3355.2
"ppk",2154.9,1732,1424.5,1201.3
"ppx",1510.7,1140.1,1328.6,1187.6
"pdeF",58.7,63.4,52.1,70
"yfgG",1939.7,1665.1,2662.9,3158
"yfgH",57.9,61.9,57.6,94.4
"guaB",6647.6,6805.7,6643.1,6377.5
"xseA",3031.4,2481.8,2563.6,3057
"yfgJ",479.1,475.1,503.3,848
"der",2975.7,2371.9,2517.5,2920.8
"bamB",3232.1,2612.3,3351.1,3227.1
"yfgM",3441.6,3202,3843.8,3297.8
"hisS",5391.2,4586.9,4929,4298.2
"ispG",4719,3966.9,3681.6,3389
"rodZ",2523.3,2294.5,2024.2,1985.8
"rlmN",2088.9,1873.5,2302.3,2983
"ndk",1247.2,1241.3,3911.5,1741
"yfhM",1243.1,1002.6,903.2,730.5
"ryfA",1089.3,859,1153.3,1091
"sseB",2991.4,2334.9,1567.9,1341.4
"iscX",4472.6,4201,3121.1,2667.5
"fdx",5377.8,4598.1,3790.9,2963.2
"hscA",2738.7,2157.4,1638.2,1144.4
"hscB",4602.2,3710.5,2913.5,3266.5
"iscA",9717.3,8530.3,5824.7,5239.8
"iscU",9447.3,8331.5,6092.8,5154.2
"iscS",11805.5,10804.6,7181.2,6402
"iscR",9960.6,9772.4,6569.5,5626.1
"trmJ",2371.3,1837.8,2296.3,1824.7
"suhB",912.7,662.4,2357.3,1887.9
"yfhR",42.2,36.8,53,51.4
"csiE",798,641.3,166.2,320.1
"hcaT",489.6,333.9,610.8,501.4
"hcaR",532,453.5,547.4,436.6
"hcaE",868.1,581.8,506.7,421.7
"hcaF",543.9,372.5,304.2,349.2
"hcaC",240.1,193.7,152.9,196.2
"hcaB",180.1,147.8,86.6,129.8
"hcaD",334.9,274.1,170.7,239.1
"yphA",1832.9,1395.6,505.5,1039.7
"yphB",250.9,222.7,153.6,205.5
"yphD",157.8,126.5,65.8,41.3
"yphE",110.2,94.7,44.8,84.9
"yphF",117.9,103.4,80.1,116.8
"yphG",93,94.6,65.6,62
"yphH",407.5,417,321.3,524
"glyA",9213.9,9159.7,9763.3,8966.6
"hmp",2017.6,1788.9,205.6,138.6
"glnB",1670.6,1474.9,1897.7,2292
"glrR",934.2,753.2,701.1,754.5
"qseG",1493.5,1066.1,1354.1,1155.4
"glrK",286.6,224.1,271.3,226.6
"glmY",2130.9,2269.5,4302.7,5423.3
"purL",3818.1,3561.9,4540.1,3796.2
"mltF",312.8,266.5,455.8,395
"tadA",1320.3,1169,1377.7,1348
"pgpC",1400,1071.2,1212.3,1004.7
"yfhH",461,467,317.2,279.7
"yfhL",583.7,478.6,1325,1703
"acpS",1151.1,1166.9,917.1,975.2
"pdxJ",2719.8,2458.5,2041.8,2131.8
"recO",981.2,672.4,1117.5,916.2
"rnc",3981.1,3738.8,4032,4258.3
"lepB",2439,2123.9,2988.2,2803.2
"lepA",2369.8,2091.4,2776.8,2992.1
"rseC",2510.5,1607.5,2552.3,3128.3
"rseA",6816.5,5753.5,4737,6653.7
"rpoE",4238.7,2918.9,2916.4,4218.3
"nadB",1182.2,1017.2,472,971.3
"yfiC",476.1,410.2,837.6,740.1
"srmB",1788.2,1574.9,2591.2,2903.8
"yfiE",342.4,302.6,294,259.2
"eamB",215.8,195.1,127.5,137.3
"grcA",247.9,347.9,467.4,368.7
"ung",1359.3,1074.6,1042,893.2
"yfiF",1364.1,1303.4,1474.5,1578.2
"trxC",1115.8,1076.5,932.4,1413
"tapT",506,318.9,684.2,630.7
"patZ",479.1,360.7,394,284.5
"pssA",3912.8,3388.9,3220.9,3598.4
"yfiM",441.5,370.3,385.9,439.8
"kgtP",10140.5,9725.8,6449.4,7550.5
"rrsG",14815.8,14605.5,11813.3,12436.1
"clpB",3186.5,2568.6,1429.5,1554.3
"yfiH",1810.4,1323.4,1342.2,1203.7
"rluD",1790.5,1483.8,1519.5,1410.1
"bamD",3417.3,3128.9,3242.7,3826.9
"raiA",2160.7,2246.8,1780.1,2033.4
"pheL",280.6,303.5,326.7,357.8
"pheA",1974.8,1729.5,2071.9,1393.1
"tyrA",727.4,557,643.3,572.4
"aroF",855.3,736.8,672.3,578.1
"yfiL",220.1,165.2,74.9,123.1
"yfiR",1239.3,843.2,1237.6,1476
"dgcN",510,370,565.2,559.3
"yfiB",524.1,460.9,575.9,910.5
"rplS",8342.6,8097,7723.7,7164.4
"trmD",8386.8,8665,7359.5,7120.8
"rimM",10291.7,10156.3,9423.2,9687.3
"rpsP",11068.2,10853.4,10043.3,10001.9
"ffh",2518.4,2173.9,2850.5,1985.6
"ypjD",2376.4,2017.8,1940.6,1789.2
"grpE",2796.3,2488.2,2741,3002.1
"nadK",1276.9,909.6,815,1028.3
"recN",286.7,270.8,168,384.7
"bamE",685.2,643.8,718,1124.4
"yfjF",1121,750.8,1291,1267.9
"ratA",2389.9,2069.3,2672.6,2454
"smpB",4177.2,3708.3,3908.8,3892.9
"ssrA",12471.1,12674.6,10165.9,11652
"intA",1145.8,873.3,768.8,549.9
"yfjH",240.2,195.8,243.2,236.6
"alpA",47.2,40.9,46.9,51
"yfjI",60.7,55.7,31.8,40.2
"yfjJ",38.4,38.8,17.5,18.3
"abpB",668.1,479.6,658.7,639.8
"abpA",1219.7,904,1238.8,1194.4
"yfjM",91.4,59.2,76.2,101.1
"rnlA",1388.6,1021.1,972.4,1221.7
"rnlB",2624.3,1856.3,2359.1,2716.1
"yfjP",163.3,122.4,96.3,70.7
"yfjQ",84.4,41.7,38.3,85.3
"yfjR",39.1,37.6,22.4,25.7
"ypjK",33.7,38.8,27.7,26.4
"yfjS",39.3,40.8,18.1,33.3
"yfjT",100.6,89.2,56.5,54.7
"yfjU",680.7,565.2,401.8,503.1
"yfjV",59,38.2,43.8,30.3
"yfjW",395.4,291,536.7,580.4
"yfjX",47.4,41.8,11.6,13.9
"yfjY",55,29.5,15.3,27.2
"yfjZ",65.3,65.3,25.7,53.5
"ypjF",104.5,104.5,92.5,134.5
"ypjA",76.9,63.3,85.7,119
"pinH",49.5,38.6,40.4,44.1
"ypjB",28.6,24.8,32.4,35.5
"ypjC",29.1,9.9,4.1,7.5
"glaH",586.2,327,1187.8,1591.7
"lhgD",477.7,271.4,1117.6,1444.1
"gabD",994.8,558,963.2,611.3
"gabT",1122.7,807.4,1388.4,943.7
"gabP",576,435.1,758.7,515.3
"glaR",648.8,557.2,817.8,553.5
"kbp",4152.1,3492.9,1244.2,2234.3
"yqaE",1117.3,1000.4,634.1,716.5
"ygaV",311.4,246.8,241.2,248.7
"ygaP",713.6,616.6,401.6,471.4
"stpA",1404.9,1725.4,1425.9,2155.5
"alaE",557.6,492.2,182.8,132.9
"ygaC",582.7,443.9,248.2,484.3
"ygaM",3182.2,2600.1,1084.2,1715
"nrdH",12810.4,13840.3,2008.3,4155.2
"nrdI",8406,8196,1518.9,2976.6
"nrdE",5269.5,5023.2,673.8,1473.6
"nrdF",6256.4,6142.5,832.2,1877.8
"proV",1387.4,1263.9,1038.4,832.3
"proW",1027,1030.6,818.6,614.5
"proX",1351.9,1505.3,1076.8,1075.4
"ygaY",186.7,109.7,108,69.4
"ygaZ",1218.9,963,1270.1,1158.3
"ygaH",1126.3,927.8,1421.8,1307.4
"mprA",2498.6,2370,2615.2,2478.6
"emrA",811.3,699.4,813.6,539.9
"emrB",157.3,162.1,181,114.7
"luxS",7507.9,7288.3,5029.4,4909
"micA",402.3,142.3,341,1228.8
"gshA",3282.4,3253.1,2595.4,2237.7
"yqaA",1428.6,1142.1,1261.7,1057.2
"yqaB",669.9,500.7,672.5,523.3
"csrA",5039.3,4329.3,4353.3,4071.9
"alaS",6035.3,5215.2,5483,5511.4
"recX",412.6,284.3,259.6,325.8
"recA",3663.8,3421.9,2986.9,2845.2
"pncC",1412.8,1120.5,951.3,1310.2
"mltB",1531.7,1254.7,1121.9,1156.4
"srlA",35.1,28.5,25.8,8.5
"srlB",31.5,22.9,38.8,21.4
"srlD",173.2,125.6,113.5,42.3
"gutM",204.4,165.6,153.9,145.4
"srlR",752.9,578.5,744.4,607.8
"gutQ",359.9,272.7,383.3,230.4
"norR",558.4,471.4,310.9,304.9
"norV",200.7,135,103.7,79.2
"norW",204.6,124.5,109.1,134.9
"hypF",273,176.4,151.7,189.4
"hydN",142.3,117.5,121.6,83.8
"ascG",666.9,653.3,686.7,427.4
"ascF",293.2,214.3,152.9,159.1
"ascB",197.4,134.6,110.1,131.5
"hycH",409.5,329,255.9,284.7
"hycG",206.3,154.3,131.9,85.2
"hycF",198.7,138.8,113.6,109.1
"hycE",163.1,109.5,108.5,111.9
"hycD",159.5,92.8,58.3,52.9
"hycC",117.9,85.5,59.5,91.4
"hycB",4.9,4.2,2.9,3.7
"hycA",57.9,36.7,15.9,41.6
"hypA",122.4,95.1,117.7,92.3
"hypB",549.2,317.1,357.1,335
"hypC",220.6,192.6,169.1,127.6
"hypD",382.2,292.5,235.7,260.9
"hypE",646.7,400.2,257,317.8
"fhlA",161.3,154,79.3,129
"ygbA",723,719.2,104.8,101.7
"mutS",657.9,627.1,596.2,403.7
"pphB",139.5,133,195.3,209.8
"ygbI",810,751.8,668,596
"ygbJ",83.5,58.6,42.1,68.3
"ygbK",152.3,98.4,74.9,94.6
"ygbL",163.2,135.4,84.6,88.7
"ygbM",199.8,145,81.8,112.3
"ygbN",117.3,87.7,61.4,93.2
"rpoS",8657.4,8408.3,5541.5,5470.3
"nlpD",6737.1,5984.9,4997,5432
"pcm",2120.4,1731.6,1927.2,1604.3
"umpG",1688.9,1315.7,1669.4,1307.3
"truD",2376.8,1932.3,2224.2,1893.3
"ispF",2209,1722.4,2051.5,1817.6
"ispD",1363.5,1009.4,1406.4,1060
"ftsB",2070.4,1725.6,2645.5,2040.6
"ygbE",3532.1,2728.4,6014,5387
"cysC",3346.3,2723.2,6344.2,5465.7
"cysN",5545.2,5132.5,6833.9,6826.1
"cysD",4027.6,3511.5,6900.3,7231.3
"iap",1073.3,798.9,1144.1,1468.9
"cas2",538.7,471.3,565.2,546.5
"cas1",209.8,244.2,260.7,311.4
"casE",293.3,262.6,229.2,252.9
"casD",246.1,244.1,168.5,232.4
"casC",206.9,176.6,147.8,167.5
"casB",91.6,99.2,79,130.8
"casA",64.7,35.9,27,54.7
"cas3",68.5,68.5,97.8,82.4
"cysH",2854.6,2561.3,5802.4,7222.4
"cysI",2764.9,2454.7,4879.2,5441.9
"cysJ",4443.2,4159.2,6788.9,7554.2
"queD",662.5,616,1697.5,1498.9
"ygcN",136.5,101.5,204.5,140
"ygcO",81.6,65.1,77.2,56.5
"ygcP",148.9,126.5,90.5,128.5
"ygcR",280.3,199.7,161.7,208
"ygcS",79.8,87.5,49,53.5
"ygcW",48.1,21.8,2.3,5.7
"yqcE",39.6,11.9,17.3,4.6
"ygcE",111.3,78.4,74,61
"queE",1185.4,792.6,1492.6,1069
"ygcG",50.9,43.7,25.5,29.6
"eno",7816.8,6728.8,7277.5,6432.4
"pyrG",4950.9,4465.8,5439.9,4452.7
"mazG",1331.6,1134.9,1921.1,1864.8
"mazF",1449.4,1187.8,2125.5,2227.9
"mazE",2313.1,1757.2,3475.8,4209.7
"relA",2869,2235.2,3148.5,3183.9
"rlmD",1113.2,955.6,2161.4,1910.3
"barA",665.1,535.2,719.1,657.2
"gudX",154.8,118.4,113.7,146.8
"gudP",87.2,50.4,37.2,35
"yqcA",604.2,581.2,595.6,570.6
"truC",719.9,546.3,643.5,737.4
"yqcC",1378.6,1026,1322.1,1674.2
"csrB",12529.8,13485,10413.4,11241.5
"syd",731.6,682,742.2,611.3
"queF",1018.9,884.7,896.4,847.2
"ppnN",1927.1,1461.2,1498.1,1670.1
"sdaC",331.2,350.9,562,261.8
"sdaB",428.9,344.1,451.6,276.4
"ygdG",242.1,194.7,225,213.7
"fucO",231.5,179.6,165.8,90
"fucA",149.5,112.7,88.7,113.1
"fucP",60.1,33.2,29.5,18.2
"fucI",128.3,105.4,100.5,76.3
"fucK",186,133.2,94.4,95.7
"fucU",974.2,987.5,709.4,914.9
"fucR",705.7,777.7,770.8,726.6
"rlmM",1094.5,869,995.5,954.1
"ygdD",1172.2,1106.4,1128.2,886
"gcvA",829.5,499.7,755.1,650.4
"gcvB",120.1,98.1,782.4,3576.4
"ygdI",603.9,557.5,438.1,385.9
"csdA",2151.5,1598.1,1765.9,1485.3
"csdE",1192.1,989.2,913.5,819.5
"tcdA",1283.1,1070.2,1113,1015.5
"mltA",331.2,246.5,453,497.9
"argA",1463.7,1647.1,5568,2118.9
"recD",745.4,536,803.2,677.7
"recB",980.5,693.6,1096.7,968.2
"ptrA",789,718.7,962.4,923.2
"recC",600.8,414.4,480,313
"ppdC",336.3,224.3,304.3,134.3
