"","900","900 | 1","900 | 2","900 | 3","900 | 4","900 | 5","900 | 6","900 | 7","900 | 8","0","0 | 1","0 | 2"
"ydjX",112.3292,57.87623,177.1125,34.1787,82.5937,16.73145,40.13237,82.83561,95.12415,42.03572,55.93339,37.95703
"mlaB",4316.431,4691.458,3687.484,3723.34,3297.954,2264.079,3221.836,1552.773,2275.858,5003.875,5041.953,6586.212
"oxyR",3416.067,3427.13,3323.91,9395.875,15399.99,11185.14,8327.057,9378.268,8173.285,2898.196,2396.773,2807.278
"hyaA",33.22038,31.48745,30.23929,39.50954,57.32026,15.00265,79.57003,28.19623,43.24271,43.56557,35.22623,30.31766
"rho",3148.308,4333.974,4738.177,349.9113,420.2052,224.9528,1048.887,1018.84,1556.162,3534.685,1074.688,2148.199
"ybiX",697.9012,1544.136,871.5547,89.38068,26.76924,40.48039,114.9542,62.02588,66.29675,79.41172,117.5884,136.1666
"aas",788.7479,699.7421,882.2838,602.5756,390.8477,528.8613,177.0445,179.7587,134.8202,715.4553,435.3465,643.7658
"ykfI",21.55817,16.15629,18.48351,24.38329,12.73221,5.753694,15.76855,33.67468,13.79963,2.324876,0.6237378,12.69991
"fabF",5009.808,4052.86,3855.778,2289.442,4740.92,2570.331,11257.85,12410.85,17311.63,5513.174,4154.224,5248.932
"phnL",5.080745,1.327256,3.933073,18.21709,5.501133,12.44256,5.800426,7.914906,8.522586,5.515366,1.658984,19.70483
"matP",185.3201,218.553,182.0957,200.6802,356.3896,132.1674,343.7242,588.9899,306.2646,365.5088,781.7145,640.7303
"ccp",123.3893,73.88642,147.0551,118.5335,92.40257,2.282153,108.2218,214.8445,153.7205,181.1596,281.4432,98.23611
"ycbF",173.1633,100.1949,121.6573,78.74551,105.4906,41.42989,85.89458,95.81606,62.64617,88.14014,120.3001,53.85804
"psuK",35.32042,18.6901,56.80804,40.179,82.0345,77.71229,61.18777,50.8139,38.47898,52.19493,15.54919,57.40202
"yifN",198.6392,116.6486,119.2666,281.0309,304.4479,269.6604,198.6148,178.9142,88.48898,373.4323,618.5509,311.9772
"tsuB",5831.718,11140.19,2830.302,11301.32,7173.046,7580.972,11891.68,11130.75,12436.43,243.1851,10030.87,5338.895
"yibG",1.017158,8.389353,15.00235,7.443607,20.24448,3.018418,12.71021,12.88352,20.76895,11.24916,7.275918,15.00185
"xseA",499.695,908.2693,684.787,39.88894,87.35123,87.57458,144.9261,152.7462,205.3689,202.2803,65.51691,118.9634
"yqjE",18514.75,11627.53,13337.13,4049.692,2934.239,1912.854,7926.466,6965.681,6058.604,4266.313,3369.259,4262.429
"yjhG",96.4823,78.81418,95.83583,142.0951,139.3621,178.9403,51.63425,67.52484,67.52684,121.1892,111.9026,148.7606
"tfaE",23.83011,17.06624,35.58694,11.70007,16.36255,3.741185,1.353972,39.73152,47.07063,27.24319,20.18592,16.89167
"murB",852.5328,828.2118,775.2431,232.8056,242.1005,105.3826,621.6512,1268.289,847.3529,602.8137,277.022,230.4937
"cheZ",10959.83,10084.88,9485.691,2089.422,2951.777,1647.986,444.5864,427.0897,303.7265,5034.682,5865.682,7922.576
"yaaI",5.230399,16.31147,32.24891,24.99749,5.051549,4.829597,22.7594,41.24684,52.62204,3.53654,3.29556,4.097232
"fixX",29.43558,10.09645,26.84,116.7556,31.46274,123.1325,74.34821,96.98394,149.9482,10.44259,34.47419,9.639514
"leuO",67.28853,86.1887,133.8278,35.34633,16.21296,14.07218,82.58868,47.84303,104.9825,129.0612,148.1617,107.1289
"oppF",2261.92,3724.713,3384.512,2073.029,5928.657,2571.684,239.4882,272.4651,284.0157,1609.253,2753.75,2071.45
"hflX",3345.404,3515.764,4106.847,2634.101,1910.612,3691.425,6111.689,5485.056,6493.2,3044.073,2433.001,2842.306
"entB",2701.454,1926.638,3993.45,276.4433,267.2079,331.9768,76.42824,85.16739,99.83553,67.03922,190.3081,329.7695
"birA",2211.221,2436.24,2255.673,523.3888,441.0709,442.4533,1009.681,2144.793,2273.128,2086.693,974.961,1251.976
"torT",39.06238,41.99353,63.93501,135.8974,156.1583,131.1988,56.85435,103.4446,72.62904,78.74453,69.50394,60.42022
"cysJ",1195.672,2309.366,422.6532,3786.817,3273.097,4728.23,266.8035,216.5436,207.6258,60.73978,2045.672,1917.017
"yafC",237.6804,169.4992,175.8501,1201.203,931.2842,1171.161,1033.555,586.5886,604.1286,688.7341,919.0985,908.6066
"yfcS",3.106231,10.19986,31.25555,1.892257,9.408405,7.903856,3.99768,7.055318,14.10809,8.521122,5.451264,7.736549
"dnaN",4014.43,3109.246,3332.547,1290.011,1408.007,1563.164,929.2244,1289.703,1787.245,2223.413,1546.96,2467.084
"ynbC",86.57188,99.23265,128.6158,168.181,114.5788,68.22253,214.9745,223.9068,287.1016,74.10326,40.88221,75.22701
"rpmI",18634.42,15873.23,16875.89,27289.96,30805.16,10552.56,33463.11,28740.16,41766.64,19742.68,19672.03,18904.04
"pgk",12517,10402.33,12599.76,15901.21,12676.4,15483.62,7350.613,6417.221,6266.397,12428,13871.39,15374.73
"yaiI",1200.599,1324.746,1074.276,1845.346,1026.209,1186.571,707.803,832.8281,577.0173,2495.79,3291.168,2135.453
"nuoL",4109.582,3551.296,3834.506,7589.691,9998.541,9883.002,269.412,242.7625,368.7018,4936.083,4246.296,7622.586
"parC",748.1064,748.5303,730.9683,1154.396,1560.36,1502.228,981.8369,958.9101,1313.227,767.0612,535.0934,1143.296
"dsbB",1750.629,1918.783,1946.442,871.1389,1596.535,1258.11,2399.942,2707.908,2520.891,607.1631,421.8531,583.002
"bssR",1912.194,495.8054,1034.171,419.5826,523.0549,268.8409,220.7477,361.9289,332.3385,663.434,2354.092,1221.93
"ygiF",745.6005,556.2676,875.6311,729.5875,766.2282,665.087,858.8234,682.0081,543.3239,1216.079,1263.369,1477.603
"rplI",1848.342,2772.646,2941.217,9457.321,14258.95,5057.834,9789.187,9463.316,11833.06,4997.693,8992.424,5062.913
"hypA",37.67326,23.17632,15.70187,34.94796,38.38789,14.56469,79.73721,120.9484,136.2518,69.79036,71.99542,41.94774
"dacD",111.3034,141.1166,177.756,43.832,77.12119,26.03217,209.1013,281.0359,283.7157,79.87702,61.97263,43.40423
"yfeO",165.0571,180.8465,279.9853,83.05373,186.3897,191.8726,56.76831,87.91004,92.93987,274.0521,367.974,350.9959
"yfcJ",65.31432,72.5096,68.02525,40.78283,33.65418,131.1611,90.00592,223.4237,223.3017,64.80896,30.26847,32.1247
"adeD",68.96975,62.25274,84.14192,127.7113,99.26847,104.6779,283.9931,236.6567,268.6615,146.9428,183.8853,202.0641
"endA",26.67945,39.73792,92.82627,75.39661,66.55437,43.69547,124.632,163.0332,164.4989,193.5948,147.17,143.0006
"chpS",677.2981,563.8793,713.639,698.3009,781.403,806.644,1042.908,1285.583,1173.764,1711.144,2482.167,2429.9
"tpr",21.39524,95.58328,56.0924,483.0064,473.0976,1946.964,2063.224,3280.084,3512.611,5.339711,2.406967,1.833313
"ygiD",188.3665,211.8229,234.7879,371.7448,383.8276,482.6287,255.3466,225.9692,190.8941,5801.008,7399.118,8025.779
"idnD",138.1994,71.74574,176.9741,95.66795,327.3803,143.7385,116.5896,111.7149,187.7629,271.2332,468.2578,322.0915
"ycaK",23.37994,22.71544,27.331,46.76076,62.84098,35.46099,98.77181,145.3771,110.7921,32.8516,30.57391,31.16596
"digH",79.75819,95.42967,150.9234,78.13008,15.26216,47.93259,81.26537,121.979,90.06821,58.66023,26.75796,48.13348
"yehA",1.718552,12.27219,16.73553,18.27728,29.94121,6.770378,36.37503,18.11285,28.87654,9.57846,17.84176,18.67653
"qorA",1045.858,609.7157,945.848,1568.407,1068.921,1781.008,234.5846,195.8721,214.9692,983.9513,1223.114,1029.928
"cydB",11302.19,8822.521,14790.86,8781.506,10951.46,8221.825,1596.668,1386.951,1621.053,4107.728,3296.197,2535.256
"pgpA",2300.785,2421.276,2352.498,973.7128,1474.657,1216.826,2248.297,2565.954,2077.374,2016.097,3261.941,2638.003
"arsR",58.75934,60.77452,90.7772,14127.11,9695.206,12400.62,963.384,965.9464,1137.437,263.168,910.4658,302.5056
"atpD",4430.516,3762.011,4429.743,15105.85,16541.63,15952.92,1048.782,774.8795,1615.357,5962.401,7680.187,10315.15
"ompA",6422.01,7667.288,8217.637,16138.07,25463.6,32670.71,19032.61,23244.87,18893.1,8179.291,8980.276,9855.937
"yobA",2103.398,2869.543,2134.594,2337.043,2438.252,1826.079,4197.894,3316.402,2026.29,3015.716,4330.383,2229.935
"eutN",6.39348,7.103674,2.185649,29.83631,53.01273,6.021596,42.69664,12.60402,19.04541,23.34129,4.112836,23.28487
"paaI",54.97324,66.46933,65.67343,305.3791,530.5861,305.0542,118.5041,94.81971,114.5682,163.4361,771.3574,759.6134
"yiiF",343.1443,272.9311,298.3102,121.2663,102.0993,44.97668,424.1947,308.9684,250.3348,632.1082,580.5436,397.9801
"secG",11764.94,10920.47,10739.18,2740.658,3336.598,4546.008,30834.18,27042.19,44135.28,6482.179,5169.901,3782.032
"ycgB",1444.144,1057.741,1157.412,468.2754,370.6426,475.9447,101.7819,59.06234,105.5696,248.4677,427.8473,282.1354
"rhsE",55.87661,60.09548,72.74137,73.07023,103.0593,155.6297,114.4236,96.9859,117.7849,49.59415,67.37478,45.44172
"glnL",692.9351,472.0943,1212.787,132.1315,60.22292,141.3271,209.4132,546.7293,441.4033,116.1746,47.11295,61.79145
"ydhP",210.4281,304.0774,218.8307,49.54477,126.2187,168.9039,484.0193,986.2063,686.5088,67.56662,103.214,83.97924
"ppiC",806.4962,651.1866,637.2227,794.5458,748.2375,1216.262,1258.009,1823.633,1108.719,307.5872,509.841,566.6608
"nrfC",120.1803,29.52748,98.02814,73.75671,10.67114,37.53748,27.56734,30.1252,32.1657,89.81932,49.21552,82.68655
"yafN",436.4212,467.2655,556.8214,248.656,143.5312,96.19419,738.1777,702.6816,697.2814,378.7676,397.6716,237.8905
"ybdJ",1045.568,1132.428,1050.785,1701.744,1407.654,2045.505,1882.129,2049.772,1869.485,3728.228,4222.431,2969.993
"yhdW",276.8496,267.5112,661.7791,89.06712,140.9262,167.6644,116.8003,187.6792,176.9774,50.05823,62.73635,44.21385
"iadA",379.7357,319.2944,446.9685,362.8092,427.3433,291.5523,133.5853,83.27486,128.3638,323.03,241.8894,424.4956
"frmR",1847.557,1360.232,1344.765,6789.867,9634.697,9437.682,23333.52,20454.34,40378.8,1351.481,2224.314,2300.398
"ybeT",1.624503,16.80123,1.529935,1.676496,15.27886,3.001591,10.18344,5.643589,2.943044,2.050553,4.363347,14.36387
"hupB",11142.87,8677.012,9703.902,12106.96,10148.28,7907.265,12173.99,9835.845,13903.34,11105.38,10351.9,13948.84
"cysD",96.69287,303.037,45.99223,236.1367,238.7179,380.879,259.1918,180.3161,116.3597,0.9609435,307.8058,238.2801
"frvR",16.04348,28.72329,30.36279,34.12595,23.12963,14.52827,66.7456,97.46657,100.7576,42.0029,52.50515,74.05909
"pyrG",3127.524,2888.594,3389.301,1031.625,1486.215,1409.45,1628.41,1614.505,1968.173,1545.194,1095.82,1277.734
"ykiA",314.7281,422.3827,459.3754,438.4571,378.831,380.36,1027.463,1215.537,1081.994,568.4703,1127.378,499.1928
"zipA",2309.967,2586.754,2600.742,1337.767,1322.146,1524.075,4587.666,4058.333,2887.747,2319.494,1354.759,1825.551
"fryC",50.62423,53.36822,44.80875,26.24149,46.80758,24.20744,37.05296,81.26009,70.95377,72.56976,77.45566,94.69712
"rhsD",62.15287,57.31726,104.2668,44.28207,98.41164,78.74273,116.8293,91.2131,110.3891,54.33951,43.31809,23.092
"argK",12.81387,14.233,26.09705,12.72512,30.16929,26.68182,72.85501,65.35644,89.45649,31.764,28.73171,35.46824
"setC",12.20369,46.0407,33.21161,63.00072,61.68121,63.99769,53.28955,52.62256,105.9553,21.46529,75.04797,25.83862
"dnaC",426.748,410.916,523.4448,132.5531,128.7964,215.6502,195.3617,174.5628,184.1743,501.187,302.2351,336.5465
"nrdB",1030.516,723.9666,1070.294,1613.17,974.7873,1404.714,276.9344,301.5004,133.0238,501.8857,639.1791,508.4326
"sibC",701.9399,891.416,1257.808,1216.669,1819.286,4398.126,16843.63,4438.673,3922.584,3233.418,2301.23,1322.923
"casE",159.8416,126.6868,162.1636,316.0083,344.347,234.9555,353.6238,489.2629,506.8684,260.9206,364.9451,201.4586
"prfC",995.3364,1283.025,944.3835,1018.539,1748.339,780.5211,1477.933,1259.811,1326.656,749.5199,299.7196,992.0976
"yfaT",20.22026,18.21722,24.7418,11.87699,14.29482,23.93571,14.89255,16.62167,13.8267,12.92238,14.64142,10.93599
"ypfH",1304.045,1240.951,1107.05,1954.267,2802.573,2692.763,869.2872,1285.576,760.8297,6480.157,7523.958,9503.638
"yebF",4143.66,4790.354,3827.332,887.8575,962.8591,622.0565,5127.854,10229.09,9172.318,1686.862,2240.223,1090.669
"dusC",137.4196,127.8424,151.5541,143.6985,63.80153,101.5208,133.9371,173.5007,256.6817,110.0477,103.1762,106.2831
"rplC",9115.644,8297.751,5516.096,18020.68,21603.78,9059.01,25435.84,15764.57,28142.92,13196.1,14832.66,13053.22
"quuD",78.01306,55.35812,91.55418,99.33703,126.6456,65.56184,89.50446,88.92217,123.1739,50.33646,62.75063,28.17606
"aroP",2736.743,3475.087,2742.576,1032.514,2285.141,1108.069,4106.492,4023.443,6010.64,2357.963,3768.368,5195.11
"pfkA",7785.008,4833.058,5903.017,18308.74,22073.88,27449.78,5131.951,5625.192,5674.377,5096.761,6539.521,7757.815
"araE",179.4545,145.9431,200.0861,164.458,146.5421,194.0072,218.265,219.9679,212.4581,213.6533,216.3496,174.3484
"glcG",372.8436,297.5617,238.2578,181.8577,2714.254,467.0833,437.9574,1925.071,475.6451,281.0336,5891.832,710.5464
"gph",1479.416,1592.196,1764.015,1230.891,1173.443,1498.263,603.3278,473.153,437.9695,1401.885,1038.043,1748.15
"ldrA",429.4619,368.558,405.2376,1367.899,1672.905,2141.811,644.0321,1778.008,1370.856,449.852,523.5797,483.5338
"argC",238.3008,204.6165,370.8542,184.8527,162.5271,257.6747,315.0155,1325.459,826.1,99.65419,70.62196,107.9876
"ygcR",20.27272,36.88622,50.36941,63.60429,53.81304,101.7887,74.82108,70.55125,66.31239,42.85098,39.09313,25.78806
"ligB",118.2486,99.47266,115.6265,78.73777,83.52531,109.0674,81.81537,91.6469,136.7966,205.6101,115.3973,168.6824
"kdpE",670.0142,1943.709,646.5283,434.6106,255.2043,440.7768,609.6194,776.2817,723.4423,190.1306,606.9153,856.0315
"napF",987.0748,352.3775,1220.465,129.4618,90.85531,176.1779,175.9765,145.3907,93.75804,100.3626,155.3644,116.2463
"nemR",554.4057,520.7217,672.3805,6920.177,5713.652,5482.524,4346.137,7457.406,9865.452,1926.435,4795.604,4189.395
"pth",802.1476,877.8361,850.3829,240.0142,359.3645,137.6676,1832.842,2704.942,1615.212,480.4416,286.1182,274.7592
"yghR",26.49,34.01819,47.43149,47.29444,16.42375,43.30806,22.89794,50.23592,63.25661,19.95623,26.08957,23.81322
"rpmD",9085.204,7018.424,7605.799,34137.96,36108.87,28398.94,17974.56,15938.86,27672.74,14311.89,16682.54,13895.21
"thiB",62.40975,98.12057,140.0782,39.5148,50.34266,67.16962,195.4831,200.0569,190.0961,58.82487,42.49694,35.502
"yobB",244.4776,283.4536,367.0137,784.3027,433.1968,579.691,662.9525,609.7333,565.8866,150.1073,142.1759,161.3296
"thiF",87.32053,71.53931,161.0676,104.1794,132.5487,216.4321,37.51481,42.63786,58.48094,41.29128,31.01035,65.56236
"fucO",627.8674,432.3888,782.589,1041.861,1237.24,1468.61,470.4175,386.2708,488.6623,827.1348,494.6504,887.0958
"acpH",282.7095,334.2426,354.4756,124.5482,120.9732,161.6374,258.4842,173.8934,299.7395,205.8466,107.8155,191.7456
"nuoI",4219.945,3517.885,4268.733,12307.16,19842.01,15978.71,272.8479,230.8238,220.495,5062.792,6080.34,8311.105
"ypjC",19.18377,1.449974,9.620637,24.08476,28.12886,2.994755,2.049699,3.931269,3.55595,6.05314,0.2493127,2.369138
"dapE",896.1295,818.4745,865.8084,857.5981,540.7519,627.8863,1183.969,958.4456,1047.649,1693.942,1237.981,1350.604
"asnC",172.5805,212.2072,224.5598,293.8543,149.2596,222.723,1349.479,2106.134,1552.61,466.0981,501.8388,180.8949
"rodZ",1826.17,1967.877,1835.519,460.2664,560.5515,280.0045,901.2744,815.7514,919.8151,2698.41,1866.965,2975.225
"ybcV",7.168094,6.511418,3.998131,2.310182,8.18442,1.003655,15.89695,1.794097,8.904531,0.8330439,0.9104872,4.87139
"glyS",1501.056,1434.077,1457.282,4101.572,2379.586,3297.379,302.597,204.4782,316.4975,1571.562,1343.852,2253.81
"oppC",3881.273,3824.618,4434.405,954.6771,880.653,502.1139,266.8716,213.3,208.7477,2426.202,3168.095,3815.569
"bacA",940.1567,1201.187,1181.985,1332.316,1315.31,1184.195,2914.308,3268.327,3441.303,964.296,770.5547,1210.409
"nei",669.3644,760.524,676.9446,187.7228,105.5125,122.854,144.0297,105.7512,185.9778,736.7831,463.297,669.9409
"oppD",2618.45,3255.795,3487.092,2724.247,7171.647,4231.496,63.23773,148.9468,166.0306,1426.084,2069.511,2416.187
"exuT",226.9012,318.37,446.5636,231.1217,354.3135,300.8815,333.6013,401.4972,723.0949,281.4046,260.8517,605.6419
"yhfT",55.7718,38.21056,37.70229,80.75655,51.13688,13.74694,29.03127,41.40358,54.39221,38.54733,20.80162,58.86046
"hdeD",864.4592,678.3442,711.1248,104.666,153.9715,125.4844,119.7208,118.3026,165.1516,471.375,310.3177,240.5826
"uacT",44.43716,23.02035,34.06726,71.20045,64.82634,86.21664,59.29488,45.8268,67.552,40.4692,14.63443,25.50839
"mutY",436.9803,491.0524,349.2129,311.9216,281.5608,176.028,328.632,277.742,250.3065,375.7131,189.1358,332.49
"fcl",25.84428,17.24415,15.27247,16.80789,3.720712,47.06832,14.42828,5.306291,47.26542,0.9697563,5.176573,19.19138
"pspD",307.7975,298.6744,303.9778,847.2798,492.4894,495.4488,7380.474,9814.567,10430.57,318.0909,3408.373,2149.073
"galU",1469.834,1551.673,1297.996,4968.119,4552.206,3817.356,2306.491,2211.785,2183.228,1266.118,1864.568,1688.453
"yraN",681.3652,609.2177,785.2935,473.3053,173.4989,271.3564,64.70515,52.91148,117.3976,148.7977,183.1054,159.9192
"menB",1983.228,996.1136,1021.579,2164.163,2043.296,2266.003,1145.633,928.8715,757.925,1343.176,1714.531,1765.474
"yhhM",395.8899,263.4804,374.424,281.8008,312.7639,365.5732,850.425,780.029,677.1315,446.3769,270.6533,212.3508
"yedF",2136.046,1789.332,1672.489,799.9584,833.1265,725.6115,785.2281,562.8636,630.42,984.5681,1922.103,1954.461
"yeaQ",9789.689,8655.569,7071.819,2501.535,3216.677,3300.552,3076.913,3143.067,2142.883,1394.633,2566.5,1617.099
"nanX",124.8997,98.20337,118.8379,157.6267,98.34203,79.30735,17.46017,22.0161,27.39571,278.2232,143.9127,123.8023
"ddlA",1959.057,1652.574,1722.78,1443.443,2279.705,1484.952,2138.728,1603.818,2000.855,1002.112,786.0438,1138.768
"cydD",431.9568,448.129,482.7864,111.5275,318.8209,138.8551,156.3938,154.8623,104.4285,129.4474,128.4541,88.57063
"cysB",2521.18,4557.878,2361.174,4408.438,3946.605,3623.556,2930.007,2467.919,1536.453,2863.924,2163.333,2485.606
"nadC",1420.325,1836.468,1370.386,696.2072,624.4509,1068.951,978.3785,779.1107,705.4477,929.8157,745.1702,993.6675
"feoA",7754.7,4591.063,5420.102,434.5333,203.7568,403.5029,431.5376,735.2462,445.4703,309.4271,1045.041,353.4785
"plsX",2592.331,2480.848,2169.454,1037.166,934.2883,1138.512,1525.903,1534.568,1706.798,1446.8,1325.472,1045.64
"glpE",1631.659,2086.957,1989.831,966.4682,1167.079,1081.073,5498.792,5211.11,4254.304,2941.957,4487.524,2846.17
"pgpC",3607.812,3748.537,3062.204,5087.005,2574.038,4089.353,2384.73,3778.382,2598.699,5740.712,6297.89,6287.676
"argR",2380.973,2551.828,2279.334,1491.242,1289.662,1151.358,1964.12,3285.628,3004.783,3549.974,5220.969,3970.235
"ygaP",174.5992,184.3226,147.335,2488.81,874.4092,508.3291,183.4487,214.9022,180.4278,5859.12,5633.879,3168.601
"pntB",3492.942,2798.439,3490.928,2628.908,2771.786,3092.277,575.8561,577.9795,1050.995,1949.759,2438.648,3408.213
"lolE",2153.089,2084.088,1912.882,729.9926,523.2015,599.6437,473.8448,577.472,607.9929,910.4705,838.6883,787.4442
"proB",1298.552,1047.381,1514.147,1247.192,973.3099,1699.056,1993.483,1572.816,1740.947,1368.681,1101.518,1950.748
"ydhJ",432.9552,608.6336,538.4744,216.88,119.0916,105.6196,330.9755,556.0711,501.8854,237.3598,73.72342,61.5741
"ascF",295.0964,398.4007,390.936,609.1062,356.7127,333.2169,312.2501,400.2825,546.0455,231.5524,221.4573,165.8621
"hpt",4500.849,4369.567,4100.429,2612.759,3421.17,2329.789,5676.309,5329.208,5233.355,3853.315,2767.809,3727.705
"yjhQ",94.58323,107.7088,124.8762,700.4464,694.2709,646.577,1913.163,2125.689,1958.849,421.1547,330.8055,581.7443
"mtn",2808.441,2537.203,2515.541,2959.178,2317.827,3167.639,2489.177,3551.542,3561.354,2367.639,2543.608,3591.706
"lpxK",590.4562,743.8395,717.9395,312.4012,275.9431,242.642,98.91232,148.6402,314.9823,426.7013,241.7806,498.3745
"potH",207.3701,251.1867,164.9618,42.76513,102.4258,104.075,113.6519,115.7013,107.4515,127.103,110.108,130.9092
"ahr",375.8821,291.4918,257.7817,184.385,207.0983,303.5561,119.5695,169.2944,173.9417,164.7453,134.8797,220.2253
"pxpA",1443.583,1286.399,1733.156,1681.193,1285.002,1617.881,696.5472,729.476,843.4301,1228.545,1263.49,1445.29
"gltL",1610.005,1682.736,1048.502,537.6301,1338.912,635.6958,70.7402,287.174,164.498,2156.465,2902.875,3395.016
"ydiQ",47.92982,40.44873,48.49592,68.91494,69.0584,3.225806,51.14853,92.71204,70.03867,29.60504,41.56276,41.97189
"mtlD",3006.581,2362.373,2596.489,2319.521,1689.39,2953.618,1053.737,1988.23,1891.675,2092.066,844.0397,1624.598
"yqgC",53.48724,85.5332,63.24569,47.70643,83.30838,66.21981,64.94819,88.58878,140.0233,68.29564,33.50228,49.51484
"hfq",8165.048,6056.541,7021.836,10358.3,7940.073,10263.79,18963.31,13560.5,16047.05,11785.36,11094.56,12167.26
"fecI",3638.748,7328.628,7588.072,513.1127,268.7239,521.6976,259.617,399.9541,369.5024,143.8071,244.6671,222.386
"dsrA",23.57398,9.841673,12.44705,47.4738,39.83886,1.256407,2.656022,8.918441,3.705983,26.35477,10.86389,2.254557
"yqcA",2058.964,1560.178,1872.63,1857.494,1824.756,1999.791,1293.514,878.6597,617.4985,3847.301,5410.503,3785.672
"hypB",171.5903,68.67644,184.8073,92.46674,57.17922,72.47424,78.49986,74.04264,131.0994,94.62885,101.8931,109.0406
"atoE",7.614683,12.5966,25.58897,18.09065,81.23552,7.367306,31.46596,28.11485,35.26888,23.6127,16.70917,10.13719
