"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"torA",3.00215819502874,3.27955484070948,3.62705846380875,4.81988925997915,5.22814806537327,3.92774154523498,7.00847229398225,5.04026644035937,6.96971662433808,6.53686997143418
"nrfE",1.33690782480451,1.60291730685712,1.50076698934276,1.543173206736,1.45629234499557,1.48596486049259,1.49164063045833,1.57123611977191,1.49733807951323,1.39474366635041
"yifK",6.74164191483894,5.38109583201976,4.63381356321535,5.55158605610344,6.73370257827149,3.88226877138643,9.2125465244068,5.38109583201976,8.07297262718601,7.6422634910595
"bamD",44.526737394003,35.9320664032019,36.522155269693,35.3123272605231,42.9087509342233,30.5457551086871,49.5632882370716,30.3347601658946,40.2049157045969,48.5870521666429
"cedA",23.2506637961465,27.214431615672,23.2265021609154,22.5632033514674,21.2633941643675,29.782645404546,21.4707398487799,25.6804753121351,20.5747072771089,19.8270756351648
"wecB",9.2310835359197,9.83073987592389,7.32993294249523,7.59631641297154,7.54227628734592,8.70835366699762,9.0079573705909,8.04225454761913,8.96435635108441,8.67401537240609
"napG",5.5619855631938,5.4331918856581,7.49173568015221,11.6697358482494,9.50640588377446,10.6760051394774,9.20233514680484,10.6029955034355,11.101632992404,8.99859647741067
"mtgA",14.1624602332727,15.8125704240117,12.5786047615849,14.6771505226681,12.3496649800253,18.4276474861293,12.4761422320921,15.2855864615157,15.3727141569573,13.1509945226037
"ispG",49.2379912280906,57.0478258543301,49.5049197221499,47.7424269011082,50.5871830598691,65.7536921202537,46.8702309984933,61.8456405822648,47.4981691592888,49.4431926855338
"mdtP",1.61608154935877,1.76039600154475,1.52933026911241,1.62394187980504,1.47836243127384,1.82247623246989,1.64364644175144,1.82551054186695,1.93790788977748,1.65886904376957
"dnaT",13.8124754961639,10.5239179460737,9.22276923307104,11.1478995279231,12.1948490905954,9.866921287725,13.7866496583897,9.63643820617283,12.9528709895007,13.5930754552103
"rimI",14.5919420496125,13.8124754961639,15.0751452757077,12.4502257788682,13.4180209851635,13.9027656606936,12.9528709895007,14.2007970379542,11.1378587767544,13.8479450503751
"gadB",1.88452378017094,1.83629774203542,2.88966049290282,2.63938169218065,2.05295214765341,2.36116686296201,1.83757100786732,2.31417826191367,1.72835551027479,1.88073945313355
"yhaH",6.72950318600512,6.25886040771179,5.69778032355396,6.83101518861226,6.27362806125782,6.72484026607676,7.33450701919316,6.21562730088656,6.38550181097634,7.3569102937032
"fes",9.9252263221448,10.5465555933203,15.2728775543435,5.63611090239035,5.45848277771098,11.6859247559546,8.01220869667807,11.8646694297881,8.11223811633077,8.2614785345765
"tdcB",32.2449203331361,30.0064345734118,12.6441662111286,32.0777267292113,25.9758670387735,29.2122180624998,32.1489563709002,30.1377540051644,30.9099625255951,28.5061243334515
"ybbY",1.36585089648965,1.36103106861706,1.40162459892764,1.37964778169162,1.41313568938604,1.3162194079518,1.54114221671682,1.47181873079035,1.56298073926254,1.45054997422538
"pheP",4.63092374136549,4.25069869758081,4.91366669572143,4.48528606169418,4.72397064571812,3.78239491214254,5.03817068830552,4.89870359036329,5.31511165908412,4.55483881071663
"accA",54.9025023169131,54.1391375451023,52.2551020540844,51.0875554845923,55.0091612270078,50.6784326039525,56.7992509912987,53.7949932145938,55.0091612270078,56.0289285952282
"mltB",5.76092309979521,4.40456639239185,8.53682733639764,6.38992943787436,5.92740238917691,6.27754297509831,4.90719975605901,6.44553450026454,4.89666670040277,4.39328471804499
"murQ",1.35575829754733,1.31996529662128,1.33209779434044,1.33108250763493,1.30495494768896,1.34807428710942,1.25649070604933,1.25570711079955,1.2308884306772,1.26242702952917
"eutC",2.86393748240229,3.23037130376331,2.58954746046161,2.93162383695207,2.75051162399506,3.37526318452007,3.02870276523295,3.62077869301717,3.29847689675137,3.12422855792879
"ebgC",1.45205892547076,1.5186611440829,1.55984210533669,1.61540957967892,1.51813490743291,1.49029713141027,1.49174402669147,1.70184541786021,1.49195084065963,1.50035094605833
"yfdN",1.29612063345196,1.39948885705763,1.36660849507954,1.35022515310055,1.34620675410116,1.34985084309014,1.37373144993777,1.36197479049622,1.35491279526332,1.38309475686521
"yjaA",2.06508333246179,1.58337173174254,3.10028318570411,3.22031094943278,2.61915238568454,1.35069318657888,1.93254230992785,1.55897738498429,1.64216603327722,1.83859025616738
"recJ",1.35256694341622,1.34443499415263,1.32721307118811,1.29845858567079,1.34099141391491,1.35500671391665,1.39561402417685,1.27730229197528,1.39629134463074,1.49464203288996
"yohF",3.38510362888225,4.0775427426519,3.23328347522227,3.10028318570411,2.974608908019,3.82457648601432,3.04174666136254,3.62504775306934,3.15622487875809,3.1912021488474
"yghT",1.57865946626009,1.51498131463282,1.54885275740849,1.69760404620036,1.64045952644228,1.38934028929077,1.7009019759795,1.62878931234466,1.60014206808295,1.65806435072468
"xdhD",1.90778685880377,1.35735679722908,1.45649424397642,1.39687216664617,1.65611172092067,1.46367982146548,2.60088029309696,1.54360112451821,2.24171053575113,2.12387667932889
"fldA",1.41215651776142,1.51183427273114,1.66844022477948,1.63421749285854,1.48102911262837,1.78039826500536,1.32831747523112,1.56038279910509,1.48678908287721,1.30803396228671
"ydeS",2.23612370193172,1.95938377640557,6.34183349524648,2.00055459462404,2.44290879130567,1.92292167552744,2.30090273744176,2.16055206885993,2.22530024116967,2.1835869801304
"bcsE",10.1050180947664,11.264411203279,13.5113507017879,12.3496649800253,11.2215495343999,9.9252263221448,9.91078958227127,10.1788311567718,9.23940533409109,9.76215731074019
"rimJ",26.6691511297214,25.8806150838005,22.5632033514674,29.8901866318531,28.5595234232122,28.3465253745955,31.7195412318814,28.0455505674246,30.5161277006758,32.7949097563468
"cspI",7.85766139481554,2.43851018815261,1.4242476245571,2.1266756243522,4.21081648027961,1.56265576034463,10.5736384739714,1.74448355800594,6.31332490952607,9.77569991922446
"ydfG",33.0001345132277,35.0222532190434,31.9268873080737,35.4570351316776,35.5579439204028,38.075735498183,38.075735498183,36.7991362856428,33.9631884559708,34.2753620468465
"clcA",17.03582606366,17.5585280235081,16.5252477961518,13.6025007233089,17.5329882631631,15.2464345920019,15.8685675789808,16.3565888278941,18.06593477366,15.7709755609416
"yejO",1.45226023753437,1.53698171304996,1.54820874158396,1.59405344451941,1.49029713141027,1.72428709003519,1.38175324435278,1.53623614576166,1.37697274129058,1.52003021321575
"pspE",97.389882611202,100.691633213326,116.363920579528,132.891037615084,115.792660420036,107.948545920828,91.4809853423956,101.399027109828,74.7965592258201,102.458793615476
"malY",6.85140562605074,7.53234980093812,8.28211939073102,8.95193772434879,7.56164437076615,9.04299082537919,7.03377896845002,6.91006844145622,7.62691700158542,6.82580878489654
"bepA",1.68132660315975,1.63501061252833,1.42661890812938,1.58622782966887,1.58622782966887,1.41991050350636,1.59992025666551,1.49941527031583,1.46784537443168,1.69231719320058
"csqR",1.34872853554215,2.02637333795358,1.57123611977191,1.62349168992334,1.38070011168846,1.87553215831558,1.36244689679429,1.41039571827788,1.37392190275492,1.43853467821131
"glgB",32.4534511571241,28.6904760246495,31.0732233360255,33.4793589763269,27.496955781577,30.6518022884573,30.5457551086871,33.2158516434067,31.0732233360255,30.573292028705
"soxR",5.7649176516455,7.47513689411484,7.77692593998307,7.22000581969944,6.54820732414071,6.75520709939025,5.77531645378414,8.15678146398552,5.12659169664077,5.73224391659325
"ilvA",1.38194480930385,1.43644225731587,1.43167100263003,1.32666121355266,1.41127584340869,1.45155576739135,1.37630479200786,1.33348352434731,1.39513042502004,1.50180760235742
"fadR",34.9131833184946,35.3123272605231,27.0601888004335,34.7706950248602,36.0893186262282,35.0222532190434,31.9623150008013,37.624486840244,33.1698365981418,36.0893186262282
"flgD",1.42691559603774,1.35801555065664,1.42839996135018,1.4258280419252,1.44132931478408,1.40844184927839,1.46084184882596,1.45689812591524,1.42069808742053,1.41627360341787
"rplU",153.054324702294,150.811224652677,153.606983799549,165.650643773805,169.295521637169,144.317255717824,164.654713304553,137.644199118144,151.502732066913,158.17743557046
"yjbE",5.59873152342848,7.05917702200096,4.07048301806453,5.20428510857633,5.81105455922736,6.38550181097634,4.90413944021263,5.25758401834994,6.88568412501196,5.32691403841757
"deoD",57.2657249078026,53.2385731166336,78.1676629644781,58.2505594236764,54.2255170798567,76.8354402171003,54.3383931916558,75.4160664884655,51.6143385742391,53.7949932145938
"hemH",7.07583300628406,7.63802689508834,7.98780990646623,7.23854633315758,7.13147253066776,7.4492748851355,6.67468614295965,7.56688752016934,6.7458488820009,6.48182468334407
"yccX",6.98955205783408,7.14582211230131,6.22424996535925,7.1418607255725,6.89141385865583,8.18056223300494,6.63823636596551,7.79797754301481,5.98064050447605,6.87900545649377
"yeaX",1.35237945081985,1.30640299185512,1.35153605571278,1.25535900312237,1.29324893188749,1.33154390562812,1.35632225883654,1.27774504793582,1.37220877751252,1.26909493990854
"ycaD",6.60931153542677,6.7641094304325,6.83433042207072,7.35181263899208,7.26720195869325,6.21993713892907,5.47629437534898,6.96971662433808,5.76092309979521,5.50636406520804
"rhaB",1.55563111901202,1.64638301068704,1.62969275538477,1.62924097124281,1.51634706640884,1.5585452045884,1.49910350809139,1.57614471162842,1.43107571119461,1.43703978109925
"rpoE",104.553677719616,105.653737992555,85.2306246146812,98.1148769025979,90.8931709629534,65.8814316009748,94.0007263810586,86.8768566587895,92.0534572020715,94.2551798748609
"yfeR",3.70327067219764,3.49162833491345,3.23956476436104,4.13016666492359,3.96934235536141,3.39473744924064,3.61651466045014,3.86749653734988,3.72257263755263,3.41763896355893
"recO",5.99807682185847,7.76776739473881,9.04299082537919,6.77067654903596,6.74164191483894,7.48706354969927,5.50636406520804,7.65976430317595,6.18682831671654,5.77811933473406
"ryjA",9.08067788065359,11.0157819303246,8.09594786711218,8.92591457859971,10.2496305264016,15.3609975154483,7.89095547883413,10.0861242651923,8.80119852684727,7.61371200610648
"glmU",21.6110909852621,21.3091331390368,28.6527161217446,24.5015310846244,20.7221242800939,19.9276543790038,19.7174352511989,21.1590067401455,19.7625882520282,20.4453378806898
"malF",4.28739101914565,3.78764206108693,5.9516925407403,13.2783133694397,3.85358175891925,3.52274488613384,4.14594218999387,3.42974186988844,3.47400540824085,5.07813940369855
"holB",10.4991454264636,10.2304663081343,9.74120333466615,8.45145654226284,10.484600604394,8.64700186222131,10.8190356065588,10.2866405982498,10.5971175841404,11.042538827173
"hpf",74.0793738873679,53.6423300680148,60.7200048131409,71.36773098113,74.2644571862019,51.3395946465591,108.586429157346,57.9605749131407,87.3175653781287,99.1884341428496
"yqiI",1.28111501259666,1.37697274129058,1.31412271203785,1.32933065290085,1.27863102033243,1.29845858567079,1.24988901916447,1.29791868420329,1.23953585187148,1.32914638131506
"yjiH",8.96435635108441,12.8857088703348,7.41476001815425,11.3325451188553,9.41264379692627,21.2958439555799,10.1471311946069,16.19975399731,10.8505780706923,11.0157819303246
"oxc",1.87865480252408,1.60014206808295,1.79054651794866,1.66508981683062,1.84126847358305,1.83578868276826,1.90092287555861,1.75893235411282,1.86348085860955,1.7635714171902
"yciB",20.7221242800939,23.2071909319586,18.9838407733256,20.9808322274504,24.0789403630579,21.3342575602575,23.024533163888,20.8359070331045,20.4893171618997,21.3342575602575
"hycD",2.13583470601047,2.49804592460386,2.09057528775145,2.2232959455675,2.22160141320993,1.94355778246017,2.21498971524578,2.06737485361929,2.38849192605595,2.2372089391782
"galF",13.7104118112173,11.0333577204322,17.5099128727833,13.6752945289616,15.1905268258015,12.0177923965498,15.4882259551091,13.9820112909041,14.4640533592471,14.4750858542271
"rnpB",287.516312346212,257.58414782405,265.874204242031,287.516312346212,296.934311553391,296.934311553391,287.516312346212,296.934311553391,308.965084252146,280.352864429443
"ynbA",1.91494107579399,1.88713809654812,2.23008700995059,2.14830674115011,2.24715556161933,2.10920599147525,1.90897736947883,2.1835869801304,1.81541577648516,2.05808133727661
"elaB",7.06309254643442,10.7778686149255,13.0982303227093,11.7778148973454,7.77692593998307,12.5472561225156,5.68633856603495,10.0805328807187,5.52969535153006,6.32427455233111
"tusB",9.66922325343982,11.6778274967782,7.78231836292727,7.07583300628406,8.48138573840368,9.62842617477704,8.61708550845109,8.41871475070449,7.47876473320664,7.32993294249523
