"","0","0 | 1","900","900 | 1","900 | 2","2100","2100 | 1","2100 | 2","2100 | 3","0 | 2","0 | 3","900 | 3","900 | 4","2100 | 4","2100 | 5","2100 | 6","0 | 4","0 | 5","900 | 5","900 | 6","2100 | 7","2100 | 8","2100 | 9","0 | 6","0 | 7","0 | 8","900 | 7","900 | 8","900 | 9","2100 | 10","2100 | 11","2100 | 12","2100 | 13"
"aceE",12257.5492683916,13478.8056007545,10219.9422245912,4002.65467862059,10398.7671068131,4601.29870385615,3479.89176663889,9541.26725541365,7528.37924042506,12221.1084284391,13318.9439852149,10806.8173811704,5012.43459056993,3839.65517924055,3757.76379618897,5532.93327418411,12426.7915733341,11596.1734711944,12104.2886797024,5364.73457948754,3924.84577569222,3043.04509916537,6936.38052193721,11848.3414334015,14088.8381224013,11950.6762707297,7280.19177955834,4634.22645828389,12071.301733496,6274.73562684294,3945.7388263531,6470.82712827214,8162.0111154706
"aceF",10524.2757924054,11817.2217930739,10261.6239371817,3326.13135713598,8731.56232006339,4536.48014776669,2811.3491067559,8395.6643209868,4548.48783719474,11156.0692158406,12221.8138312021,10004.3532215217,4972.58459685624,3457.3799920349,3438.0055537315,4427.36122107285,10862.7100954971,10975.5609050955,11671.8332746056,4919.72943472434,3671.61043808622,2333.18189668154,5158.44503886277,10708.3955846107,11518.6852850922,10769.5309762462,8897.12150747486,3386.71934184117,10539.1590185531,6811.41264504812,3107.79972447869,6607.84270729958,4589.21680752952
"aceK",222.382294533767,217.299393105042,204.422175845478,327.916508543892,217.721570554382,257.44878601851,261.855696537455,241.291344915355,226.970392814128,252.356586639317,224.348247935865,218.726189241837,343.309498423427,261.486855637592,230.785662422702,288.693919403468,210.303667453207,225.998365911546,191.969190043316,422.138912229813,235.690794931286,255.326227151444,259.211040393338,205.138809942816,213.014591909833,229.302125386183,225.361408747429,392.277117050293,245.757190989114,217.986103401087,231.894982407294,234.956930147232,194.61136102159
"ackA",11987.8875860416,12165.0717591533,8966.57939539881,2906.77802604029,8834.93613081233,2893.50431455555,2857.54972886419,4328.42234081878,3672.53547174137,12179.4409247329,13014.5604775206,9273.97292828405,2396.74056884481,2903.67984990252,2911.20221775424,3751.58393242077,11192.0381899601,11801.8623798661,10191.1904887307,3911.93333621386,2777.48337334962,2915.64294488949,3250.26803435478,10321.6498188198,12604.2479508221,10864.0545632172,5876.98426364977,3776.62452058438,9384.37285777773,3611.99857922818,3210.11256037586,3355.05334506666,4171.98726876858
"acnA",263.353405810463,275.191137170118,291.786895435672,330.90592828559,261.580333687975,323.76301031805,315.755147047811,308.924758524699,298.935088115111,301.516533606512,293.582687889302,292.899276226203,389.461944805207,347.162230223409,309.069078377399,322.919502964013,297.789247672998,295.783351340663,293.381892999166,445.550722953545,302.925081356266,318.755716063235,314.233946220356,283.246550468937,288.849729618466,278.409265720629,339.879229449227,376.381965458708,276.429781809282,315.78186653522,298.317760791615,280.238108612523,326.678506741764
"acnB",572.668583735467,662.841040463239,913.281742309998,1581.75851837421,643.228401349917,964.722129389282,778.781312181129,789.582320163427,1228.32325834919,673.346241078796,622.804764520791,774.987767677529,1522.90117572996,1026.29565022251,856.133799911877,1021.00416280561,565.677023895559,614.400899082224,1238.15594737315,2325.88177357863,882.44043678156,968.314459059946,612.536313960276,723.15600387473,728.026989022613,663.274069488808,1548.74154394144,1470.23022433942,787.652074006342,1238.99695798024,916.909951880351,853.942358303767,993.2095546191
"azoR",284.101812229692,320.69287926657,294.692627718196,387.524031048751,259.604085752568,293.270547798096,313.238981945551,288.801677721082,389.278593882917,307.347886908559,292.256674319452,329.277201996597,414.384317039985,305.784544057599,388.366416048621,351.489263364408,299.803927329763,309.799964804134,361.770418438324,403.137792501614,294.876956600008,354.005069690256,308.431242494856,270.664519745876,301.911005531091,347.295211312444,339.239187163055,416.343147231118,306.951911962956,362.99340102194,369.980023877385,299.403245724172,330.84526594569
"acpP",15376.5399269539,12792.4772745903,16390.732848705,15795.1353579194,16373.1380212354,15097.2037182404,15628.48671,14089.8011449176,19404.9121323459,11200.1765234354,13468.8551801503,15401.0657706075,13623.9982087827,12807.5009646102,15017.3632904814,14602.3110868265,15665.4513878752,14429.1300485808,14935.9689184459,11403.8264631149,15173.1650937115,13950.0482348963,16568.0459567494,14782.4869188572,15796.760834119,15596.0006551312,15965.4844537833,14775.3373511018,15376.5399269539,14892.4218715409,16071.9717178722,16919.6088974132,20567.5040907376
"acpS",594.266658426678,637.068342977414,656.270820798117,934.650654069862,513.310200200038,671.612529035682,734.011177333673,723.77373523844,750.790549874645,642.688855314556,713.943813415245,809.31987394245,938.261369479662,759.326694771967,694.358283896376,695.984858193542,699.777117290223,712.85439006572,846.507606123836,927.017021478476,706.403512307459,744.231509090969,780.047799809576,626.671903982397,611.08177107137,587.050180661603,740.234801977738,923.362391200427,650.800898238,826.751614200474,743.358106412111,747.7672103144,847.532392757418
"acrA",2946.64743978557,3219.51938220193,1880.33983589807,1885.80463690079,2010.9881847518,1810.29748677781,2142.10232238035,1799.69897458579,1624.87405168246,3068.57929664271,3302.83073436808,2269.81499855441,1846.61547942877,2385.4319577109,2424.49418804972,2103.07837447469,3177.31429295812,3072.15244227986,2470.10976951359,2321.371086322,1841.92841748906,1945.45075953083,1779.42043464203,2996.43443230643,3204.02213653746,2901.55415407402,1622.14533805629,2545.29221390358,2111.17032237551,2260.79425600639,2433.27362985298,1721.38810566856,1483.45444620307
"acrB",689.115538909764,1278.79819716526,903.604471674754,644.144147675688,799.506321743524,814.247949896162,791.266016453343,789.620387212516,982.05539771951,1364.3812512904,1265.86438638032,944.942981802533,627.446431323131,915.106842750891,972.605502905552,883.669069461326,1115.86101537128,1113.34120733329,1046.37438194935,818.856856676483,725.925327790506,787.098046499812,635.527412594945,1334.94715739189,1355.58338123945,1286.01949716932,779.455200173131,803.688850810797,878.398683572875,960.481041338243,945.378464768359,755.792450198622,913.022518120672
"acrD",410.200200852172,392.474802646905,396.284618498389,330.307873473289,368.474215750729,406.650461229394,425.988005209633,448.213388578945,274.708867576336,414.488069502016,439.197226004525,367.382579419128,293.430552596329,432.8998261658,394.649981398651,406.618570736706,375.640432160815,386.072990429979,376.34312252978,403.228897662334,365.294852477788,408.47500786723,424.498736368394,426.082688324727,367.916949276641,397.545708487238,400.02880386017,369.847312182803,371.057369193705,395.662858947049,343.705205351777,355.365436801701,292.994665341991
"acrE",116.683990096075,103.186951417626,106.959755243744,77.7538977896483,108.109380806275,109.107878361781,99.1454207619024,121.756319161567,93.9869739266118,125.454931635225,114.293466174562,110.803544320114,110.57210041299,114.098920183632,111.384234378461,111.757246528663,111.978527201138,107.504135375956,107.380735834869,96.0808671756182,108.7125299987,109.631471451031,112.112884248914,110.796250333273,100.608621588376,109.302857227765,100.163845062042,89.2157525664681,100.786045800957,94.8427721687937,95.6482933023665,101.588074304569,115.347081313249
"acrF",73.4592878582187,68.6815584631452,75.0157870401707,61.9631911162514,69.9774110426174,77.1829330466948,74.4281428606573,88.5331481450896,81.6115883180229,79.7734294820109,86.2250746740263,80.5987570300343,74.3995876864114,77.0355659966513,74.1510528430662,77.3829263312064,87.1638268518465,79.5059766435338,78.3737580873896,71.4375145472915,73.1610989093083,89.5416023849843,86.844880587176,74.1676395190925,76.6186863272298,78.836882011798,74.2972958613001,80.49639929514,71.5168379297329,69.8551000950841,62.330336704339,71.258801455012,90.3799594741294
"acrR",137.073111682766,139.89808868202,135.691288761962,140.965442609633,158.986247187025,136.240347339145,74.3787177630213,132.048462552506,177.942374741928,118.403603709425,148.547412775727,132.054171981583,109.288717287651,136.067575630208,120.539589453122,129.389179670505,136.240347339145,125.270270019855,137.643390063323,113.955929067455,124.646705701782,105.946113646771,127.129053428603,140.599421968678,158.158953826937,169.479070356953,119.671548331828,137.092708040438,137.741208237858,133.415759947923,136.625469181788,145.642311502806,178.948286100037
