"","0","0 | 1","0 | 2","0 | 3","600","600 | 1","600 | 2","600 | 3","0 | 4","0 | 5","0 | 6","0 | 7","600 | 4","600 | 5","600 | 6","600 | 7"
"yhhY",4161.7,10467.2,2677,2435.8,952,1460.9,1061.1,533.9,1537.2,2405.5,1966.8,6029.9,6025.8,8916.5,1092.1,1562.7
"yihI",2989.9,1829.6,2878.7,2890.1,877.5,901.8,812,681.3,0,0,1202.8,2582,0,0,442.4,365.7
"fecC",0,0,901.9,1104.4,0,0,0,0,0,0,645.1,899.2,0,0,461.4,354.4
"yafC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"citC",2266.9,2062.5,1419.2,382.5,686.4,848.7,1149.6,2098.3,0,0,2453.3,6864.2,0,0,0,0
"csgB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"curA",0,0,0,0,468.4,635.5,738.3,220.8,759.7,1016.7,1190.3,1007.7,416.1,0,658.2,643.2
"ynjH",0,0,0,0,512,566.4,0,0,0,0,724.3,566.5,0,0,393.4,372.1
"mepS",0,0,2223.6,3112.6,0,215.6,0,0,0,0,686.4,1036.7,0,0,460.6,375.9
"yfiH",3603.5,32333.8,2308,3319.3,511.1,380.3,0,2.1,612.3,7142.8,0,0,3499.5,5342.4,0,145.5
"trmD",0,0,4185.1,4061.9,560,463.7,0,0,0,0,642.6,1059.8,0,0,468.4,285.6
"epd",0,0,2343.9,4099,417.7,352.6,0.3,4.1,0,0,787.2,1228.9,0,0,428.8,413.9
"tusD",820.3,696.6,1814.1,2935.2,823.2,923.2,608.7,266.3,774.7,1033.9,1300,1423.4,968,0,605,547.8
"rbsR",0,0,1512,3132.9,0,0,0,0,0,0,602.1,963.6,0,0,410.4,215.8
"ulaG",4931.6,6192.7,4143.9,2093.9,1397.2,2381.1,1705.9,5238.6,555.5,951.5,2572.5,7959.5,344.5,843.7,498.7,582
"rclR",0,0,0,0,0,0,0.2,1.6,0,0,385.8,245.4,0,0,0,0
"gltA",0,0,0,0,0,0,0,0,0,0,595.1,349,0,0,0,0
"icd",1301.2,909.2,0,0,524.6,419.4,0,0,0,0,592.7,439.4,0,0,505,465
"ydfK",1014.3,6988.7,0,0,436.1,485,0,0,307.5,1490.8,731.7,2605.8,765.1,7403.8,414,432.4
"lpxM",1438.7,1324.2,1916.5,1872.4,764.7,1092.2,1151.5,1152.2,351.8,1611,824.7,638.2,0,0,422.1,360.8
"yfbL",0,0,0,0,440.4,345.9,0,0,0,0,577.3,568.9,0,0,440,375.1
"yqaB",0,0,2725.1,3172,570.7,744.5,0,0,0,0,525.4,711.8,0,0,0,96.4
"norR",0,0,0,0,0,0,0,0,0,0,749,2477,241.3,2208,422.2,312.2
"ygiV",4328.7,4399.3,4110.5,6752.4,697.6,979.7,572.9,713.9,292.7,968.8,6676.7,6991.3,1020.6,3565.9,335.2,357.4
"yhhX",2395.8,967.4,5428.2,6664.2,1237.2,795.7,0.1,31.1,0,0,1474.6,1653.5,0,0,573.4,355.4
"yihA",0,0,1723,1829.1,759.1,1111.5,0,0,0,0,588.7,331.4,453.3,0,655.3,805.6
"fecD",0,0,2084,3730.7,639.2,645.6,1021.3,979.3,380.9,626.1,559.5,483.6,0,0,583.8,761.4
"ivy",0,0,0,0,0,0,0,0,0,0,513.2,505.3,0,0,0,0
"yafP",0,0,2777.2,4124.6,461.7,383.9,0,0,0,0,0,0,0,0,0,0
"ybeL",0,0,0,0,0,0,0,0,0,0,0,348.8,0,0,0,0
"rimJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uspF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cdgI",0,0,2915.6,5304,0,0,0,0,0,0,1620.6,1238.4,0,0,491.3,263.7
"ccmA",1700.7,1742.8,1071.3,858.4,374.1,385.5,0,0,0,0,1153.8,1726.1,0,0,567.6,422.4
"yfjF",0,0,2066.8,2582.9,872.9,873.2,0,0,0,0,783.3,779.4,0,0,0,0
"speA",0,0,1341.8,1494.8,822.8,2484.4,0,0,0,0,543.8,750.3,0,0,0,0
"yggT",620.1,580.6,2320.9,2746.9,636.3,302.2,813.4,635.3,0,0,923,1461.5,145.6,613.9,349.7,262.5
"frlA",1368,947.3,1345.3,2471.7,0,0,642.4,499.9,0,0,816.6,1067.7,0,0,0,0
"wzzE",2994.4,2990.7,1319.5,736.1,397.9,421.8,700.8,344.1,0,0,1532.1,2432.5,193.2,0,620.5,479.1
"adiC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yahB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"prpR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zitB",0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0
"ycgX",3978.6,3540.3,1115.4,269.6,684.5,978.8,683.8,338.6,953.9,1302.8,1739.1,1269.3,2388.3,411.6,1017.5,1010.3
"yddK",0,0,460.7,370.3,0,0,0,0,0,0,0,223.2,0,0,0,100.8
"flhB",0,0,0,0,0,0,0,0,0,0,0,145.2,0,0,0,0
"ackA",1465.7,1071.8,0,0,0,157.1,0,157.2,0,0,611.3,656.3,0,0,0,0
"hycF",1784.1,1612.6,1207.7,1319.4,0,167,773.8,646.9,0,0,896.1,1244.2,0,0,358.5,331.4
"nudF",1779.6,16238.3,1058.3,1313.7,563.3,653.1,626.1,439.4,201.9,4116.8,943.4,8345.3,135.5,891.3,0,230.6
"yqiI",5581.2,3950.5,4333.2,4005.8,930.5,701,0,0,0,0,836.5,1260.5,169.9,864.2,352.6,313.4
"rsmD",0,0,1215.3,1724.3,437.4,522.7,641.2,232.7,362.9,750.3,998.8,1258.1,391.4,0,595.6,679.8
"yiiF",1425.3,1137.9,989.6,951.4,0,242.9,0,0,0,0,647.3,505.7,0,0,479,388.4
"cysQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yafV",0,0,0,0,0,0,5971.9,190,0,0,0,0,0,0,0,0
"yafO",5022.2,6628.2,2473.9,3668,731.2,767.7,615.5,567.1,192.7,946.3,13924.1,5716.9,1821.5,2840.7,0,40.1
"leuS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mdtH",0,0,0,0,0,0,0,0,0,0,517,324.3,0,0,0,0
"ynaE",483.3,635,1855.2,2592.4,533.9,626.4,732.8,684.1,556.6,854.1,1167.6,1355.9,0,0,542.9,540.7
"yeaH",0,0,1891,3515.8,0,0,0,0,0,0,727.8,1130,0,0,421.1,261.3
"ccmB",2637.7,1237.3,3325.5,4587.4,725.8,1167.9,717.3,420.2,1039.6,1283.9,1812.7,2007.2,2142.5,399.1,1111.5,855.9
"bamE",5496.5,2723.1,5453.2,5445,2011.5,3675.6,961.3,1299.7,877,846.8,1722.6,2037.7,0,0,563.6,513.6
"speB",0,0,2188.4,5257.1,0,113.5,0,0,0,0,765.8,1543.8,0,0,424.1,522.2
"yggS",3926.3,1840.2,5130.9,5559,2821.5,2195.2,517.6,318.3,0,0,580.6,805.5,0,0,447.6,320.9
"yhfL",5734.4,4017,3223.1,2982.6,1997.1,2162.2,1215.6,1078.7,3290.1,2233.7,5110,1914.3,9644.9,353.8,2700.8,1698.4
"rfe",0,0,963.1,932.9,786.1,387.3,0.3,1.4,0,0,6509.3,414.6,5038.9,318.7,1091.4,408.2
"eptA",0,0,752.3,1010.1,0,0,0,0,0,0,447,345.8,0,0,0,0
"pdeL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yahO",0,0,0,0,0,0,0,0,0,0,0,187.1,0,0,0,0
"pnuC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iraM",0,0,0,0,553.9,385.8,0,0,0,0,646.6,532.5,0,0,486.8,397
"yddJ",0,0,0,0,0,108.8,0.1,9.1,0,0,521.8,520.2,0,0,370.5,325.1
"flhA",0,0,0,0,538.6,377.2,0,1.1,0,0,822.1,454.4,0,0,416.6,344.9
"yfbV",1989.9,1071.4,658.4,243.5,666.3,724.3,883,781.2,512.8,1003.5,1218,812,1366.7,367.6,599.7,553
"hycG",0,0,2384.6,3765.5,0,0,0,0,0,0,725.9,684.3,0,0,0,59
"yqiB",0,0,2082.1,4326.4,0,79.3,0,0,0,0,547.6,436.4,0,0,447.9,214
"yqiH",14408.8,11643.6,13317.8,11341.1,1608.1,1678.8,778.7,464.8,435.3,832.8,1385,2484.5,629.2,486,593.4,754.3
"ftsY",0,0,2687.8,5026.2,0,137.5,0,0,0,0,4513.2,1250.3,1182.9,371.5,509.9,310.3
"yiiE",791,1619.1,1249.4,2074.4,691.8,671.6,0,0,0,0,1039.4,1322,0,0,474,658.6
"cpdB",0,0,447.2,347.1,0,201.6,0,0,170.9,1416.2,540.6,582.2,181.2,990.9,307.5,356.9
"ykfI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"insH1",0,0,0,0,0,0,0,0,0,0,391.3,353.1,0,0,0,0
"asnB",0,0,0,0,0,0,0,0,707.9,928.4,1438.8,1111,149.7,0,659.7,482.1
"ymcE",0,0,0,0,0,0,0,0,0,0,389.8,274.3,0,0,0,0
"paaY",1171.8,611.7,0,0,689.7,271.3,852.1,371,438.1,793.1,1475.3,1439.3,141.1,0,598.3,451.5
"yoaB",6955.9,5593.4,3738.1,3637.4,965.5,1547.5,1825.3,3877.3,816.1,927.9,307.2,182.6,10444.3,368.2,511.2,306.1
"yfaP",7739.9,10146.3,6693,9440.2,649.5,435.3,706.7,689.4,541,1029.7,1590.7,4967.4,1241.2,603,692,700.9
"hcaC",0,0,1601.2,1779.6,0,0,0,0,0,0,774.4,1526.3,0,0,363.1,275.6
"yggX",12108.8,17945.5,2905,2024.2,622.7,334.2,1417.4,2375,0,0,2651.8,11711.1,0,0,458.8,141.4
"glcG",5526.4,2364.5,6774,5219.6,986.3,1349.7,0,0,0,0,737.9,1049.8,0,0,435.3,348.9
"hofN",1944.6,1124.3,3267.9,2568.2,0,305,0,41.6,0,0,597.4,644.6,0,0,0,0
"rnpA",792.4,1309.5,2491.9,3145.8,532.7,294.1,0,43.3,205.1,1339.9,818.6,1254.9,224.6,1006.2,377.1,448.9
"fxsA",0,0,1630.2,2091.3,0,0,0,0,0,0,689.9,2084.9,0,0,0,0
"cynS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yaiL",0,0,490.4,308,0,0,564.5,370.7,0,0,814.9,1595.1,0,0,0,0
"bioF",0,0,0,110.2,0,0,0,0,0,0,473.1,373,0,0,0,0
"yceF",3112.6,2529.6,1626.7,1079.7,595,448,781.1,395.2,1265.2,1355.4,1697.9,2106.1,1083.2,0,957.3,919
"yddB",802.6,526.9,0,0,0,0,0,0,0,0,874.1,477.1,0,0,454.3,414.5
"yecR",0,0,0,0,0,65.3,0,0,0,0,535.4,404.1,0,0,376.6,355.5
"pdxB",1443.5,979.4,0,0,0,0,505.7,260.2,0,0,726.7,767.6,0,0,0,0
"folB",1386.6,575.8,960.9,1083.8,0,0,0,0,0,0,966.8,1018.7,0,0,435.5,401.8
"patA",0,0,1936,2428.7,0,202.1,0,1.3,0,0,724.7,912.2,0,0,417.8,340.2
"yigA",0,0,0,0,581.8,486.6,756.4,387.2,629.3,806.2,1035.1,1199.3,250.8,0,623.2,615.1
"nrdD",1949,1895.3,2225.4,2104,675.8,787.7,1018.3,521.7,1708.3,1582.7,2588.3,5166,4833.7,403.5,1554.6,1661.5
"proA",0,0,0,0,0,0,0,0,0,0,0,115.7,0,0,0,0
"ykfC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cspG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"paaX",0,0,0,0,0,99,0,0,806.9,1033.7,528.8,281.7,333.3,0,613.8,610.7
"yoaA",0,0,560.6,537.4,0,0,0,0,0,0,0,0,0,0,478,312
"atoB",2849.6,2472.2,2767.6,3728.6,559.5,649.7,793.4,306.6,1520.5,1642.6,1076.8,2285.9,549.8,0,1159.5,1280.4
"hcaF",0,0,1093.8,1374.1,0,0,0,0,0,0,0,0,0,0,403.7,377.1
"mutY",1307.1,5700.8,2522.3,4984.7,528.5,424.4,0,0,353.2,1738,806.8,4781.3,777.6,15457.9,520.4,726.2
"glcB",18412.5,8434.1,22223.8,13240.6,3515.6,3858.9,639.5,513.4,451.5,919.5,0,0,306.1,0,641.2,884.8
"hofO",905.5,629.4,1185.7,2222.9,578.2,414.3,0,0,0,0,0,134.7,0,0,407.4,202.6
"rpmH",4176.7,1542.8,4598.3,3610.4,655.7,964,0,1.7,0,0,754.8,795,0,0,417.3,388
"aspA",0,0,1267,2626.6,0,84.7,0,0,0,0,0,206.9,0,0,379.8,192.2
"cynT",0,0,0,0,0,0,569,160.5,0,0,564,509.2,0,0,0,0
"mhpT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bioB",0,0,0,0,0,0,0,0,0,0,571,410,0,0,332.2,234.4
"rluC",2467.4,1588.4,0,0,569.8,400,1075.2,717.3,1544.6,1373.5,1515.1,1927.6,816.1,0,1382.6,1427.9
"pqqL",2448.9,3758.1,910.4,388.9,0,127.4,741.7,1545.9,0,0,743.6,2379.3,0,820.6,0,100.3
"usg",668.7,1160.2,0,0,0,0,0.1,1.4,0,0,542.2,321.9,0,0,0,55.6
"bacA",0,0,2307.5,3281.3,0,0,0,0,0,0,1292.3,1127.3,0,0,487.3,231.5
"aer",6791.6,2393.7,8245.9,6966.6,2825.5,1313.3,810.9,441.3,937.9,895.7,1460.5,2068.7,2341.1,388.5,726.3,947.8
"yhiJ",0,0,1215,2366.4,0,0,0,0,32095.4,17166.5,0,0,0,0,465.3,278
"dapF",8231.1,3351.1,3897.9,3787,1248.5,714.3,1520.4,1108,1828.9,856.6,14058.7,3805.2,9916.1,318.8,2084.3,1348.8
"nrdG",0,0,1334.2,1804.4,0,0,526.4,273,0,0,765.9,920.4,490.7,0,671.4,871
"yagF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"paoD",0,0,0,0,0,0,0,0,0,0,472.8,409.2,0,0,0,0
"entC",17782.3,1292.4,0,0,0,0,0,0,17360.7,724.2,0,0,73.9,477.4,3711.1,223.8
"putP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"opgD",2764.9,1887.3,791.2,301.5,506.5,370.1,1126.7,709.3,1190.8,1161.8,3498.7,2079.1,1131.9,0,1274.7,693
"letA",3584.3,2488.3,3590.5,2780.6,2122,731.5,761.1,410.7,819.3,1200.9,1209,1653.7,1535.3,416.5,755,714.9
"mglB",17646.7,15512.2,12036.7,4293.9,542.8,712,912.6,651.2,1011.8,1563.7,2003.6,6814.7,1999.7,371.7,790.4,903.1
"pdxJ",0,0,0,0,0,0,3186.8,8564.7,0,0,0,0,0,0,413.6,176.7
"pitB",0,0,2115,4296.2,0,0,0,0,0,0,800.9,1625.9,0,0,509.8,245.1
"gpr",1632.9,1490.2,1474.3,2828.3,475.9,361.7,911.4,695.3,0,0,1540.3,1604.3,0,0,355.1,231.5
"rplC",0,0,1218.2,1338.3,0,0,0,0,0,0,541.5,551,0,0,0,0
"pstS",1931.5,1323.8,978.3,477.5,0,0,0,0,0,0,746.7,1252.3,0,0,0,0
"nnr",2935.1,3497.6,2134.7,2696.6,0,165.9,0.6,1.9,0,0,631.7,1039.7,0,0,489.3,202.5
"yaiS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yaiW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kdpD",779.2,1251.6,0,0,1173.1,294.2,0,0,0,0,705.2,942.4,0,0,0,0
"comR",599.5,422.8,0,0,632.6,249,619,189,0,0,0,0,0,0,0,0
"tam",0,0,0,0,937,292.9,0,0,0,0,462.1,342.9,0,0,0,79.8
"yedK",2357.5,3317.8,737.2,418.4,1337.8,569.9,791.8,254.6,629.1,1621.4,1586.2,4806.4,1560.4,3479.3,539.5,638.8
"yfaV",4477.4,2310,3294,3246.3,1561.6,1172.1,1668.9,857.5,1932.4,1802.3,3249.5,4719.4,3169.1,409.8,1329.9,1499.2
"kbp",0,0,0,0,0,0,0,0,0,0,582.4,695.3,0,0,0,76
"higB",1532.8,793.5,2361.2,1589.3,1324.9,723,0,0,0,0,603.2,834.4,0,0,0,0
"yqjC",817.4,1578.7,3548.7,6023,465.8,341.4,631.1,345.8,0,0,890.6,1887.6,0,0,384.6,346.4
"gntT",895.5,1037.3,1138.5,1674.1,573.2,386.7,1039.3,783.1,201.7,909.7,994.9,1387.1,0,0,363.8,377.1
"ubiJ",8159.3,5600.3,7366.4,5261.1,1357.1,1184,1002,894.6,0,0,1400.3,3287.5,1379.1,357.6,729.2,595.7
"lptG",0,0,744.5,1025.8,0,0,0,0,0,0,601.4,744.9,0,0,0,0
"yagE",0,0,0,0,0,0,0,0,0,0,516,272.1,0,0,0,0
"yagP",0,0,0,0,0,0,0,0,0,0,0,253.7,0,0,0,70.1
"fepB",1847.7,1996.3,930.8,647.1,0,0,611.2,1036.6,0,0,961.9,1509,0,0,429.6,180.5
"putA",0,0,0,0,0,0,0,0,0,0,487.7,236.4,0,0,0,0
"ydcJ",0,0,0,0,0,0,0,0,405.3,806.1,0,0,0,0,493.9,470.2
"msrC",3989.4,2787.9,4773.6,3918.3,857.5,860.8,757.2,1010.2,0,0,1109.4,949.8,0,0,487.6,405.5
"mglA",5579,3295.9,1873,521.3,1082.3,754.5,930.8,636.6,2620.3,1669.1,1402.4,543.7,3727.8,367,2222.6,1764.7
"acpS",5869.7,2648,10047.4,5470.9,2680.2,1043.8,539.2,193.4,0,0,1114.3,371,0,0,478.5,262.6
"yghT",3212.8,942.2,3317.8,5273.9,757.2,316.1,0,0,0,0,2912.2,793.8,1189.9,0,758.3,400.3
"rplD",0,0,812.9,2164.6,0,0,537.3,346.7,0,0,590.3,564.3,0,0,431.1,500
"pstC",640.8,903.4,0,0,1131,366.9,768.2,289.6,1088.2,1169.4,1270.1,1433.5,1891.4,419.7,1028.3,1013.5
"queG",3095,36589.2,4661,4864.2,1035.1,3276.5,1142.6,2789.3,587.9,11255.2,0,0,0,0,688,1883
"yaiP",0,0,0,0,0,0,0,6.1,0,0,558.2,346.1,0,0,0,0
"sbmA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kdpE",0,0,446.3,340.9,972.5,294,0,0,0,0,503.3,626.4,0,0,397.3,213.7
"ycfJ",44227,4119.2,757.2,318.2,2444.5,380.3,947.7,719.7,8984.1,959.8,100076.6,2651,37688.9,702.5,3980.7,376.4
"lsrG",0,0,0,0,0,0,0,0,0,0,884.4,794,386.4,0,485.4,498.1
"yedF",4141.9,3340.3,2540.7,5518.5,1486.3,439.2,729.7,311.5,1415.6,1388.7,1397.9,1623.8,855.5,0,1154.1,909.5
"yfaU",4574.5,2294.2,2697.4,1595.3,1781.7,929.6,1247.8,878.7,2435.7,1875.5,2224.5,1817.2,6289.4,337.8,2223.2,1911.9
"glaR",0,0,0,0,0,63.4,0,0,2629.8,2359.5,592.9,730.7,0,0,350.5,348.4
"higA",0,0,2510.3,3392.6,1628.2,367,0,0,0,0,552.1,578.9,0,0,500.1,191.5
"mzrA",3826.9,2362,5620.2,7999.9,2540.7,1278.6,574.9,416.7,0,0,840,1337.2,0,0,462.9,249.7
"nfuA",3214.2,15571.7,3224.9,5582.2,2246.6,1324.1,923.3,2232.5,282.4,4216.5,324.7,169.7,243.5,2083.6,324.5,623.6
"ubiE",0,0,3086.5,4530.2,1593.7,414.5,0,2,0,0,1120.3,1637.6,0,0,610.5,554.7
"lptF",1734.4,663.6,1775.7,2518.4,1177.1,370.8,0,0,489.2,938.2,1225.2,1054.3,526.4,0,1018.2,1044.4
"ecpA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybdO",0,0,0,56.8,0,0,0,48.5,0,0,538.1,588.2,0,0,0,0
"citD",981.7,1227.5,0,0,2126.9,300.6,0,0,169.8,1150.9,897.1,1108.1,0,0,335.6,374.5
"csgD",1165.5,3336.7,0,0,0,0,0,0,0,0,2025.5,1230.3,0,0,0,0
"mnaT",3344,3051.2,1808.5,1921.8,1551.2,484.8,1171.9,662.9,1017.2,1260,1563.7,1806.5,714.6,0,673.9,653
"nudG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lpxT",24548.8,29380.3,5321.1,4771.8,969.4,904,933.3,2547.4,236.9,1006.9,2551.1,8867.3,0,0,426.4,306.1
"clpB",0,0,1414.5,2262.3,1478.2,294.7,0,0,0,0,817.1,1024.9,0,0,501.4,383.6
"yqhD",0,0,2700.1,4128.7,0,139.3,0,0,0,0,844.4,1315.8,0,0,519.1,257.9
"gspI",0,0,2137.2,3857.6,0,114.6,721.7,208,0,0,773.3,1316.2,0,0,539.6,235.1
"tusC",1192.5,767.9,1821.9,1788.5,777.4,324.6,0.5,34.7,457.8,824.8,785,973.2,0,0,522.6,402.5
"rbsK",0,0,1327.8,2443.3,0,0,0,0,0,0,650.8,923.1,0,0,463.2,217.7
"ulaR",5818.4,1056.8,1477.1,1501.9,1896.5,271.6,1180.9,488.4,0,0,16072.9,890.1,5416.8,382.1,0,0
"aroL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybfL",0,0,0,0,0,0,0,0,0,0,0,135.1,0,0,0,0
"ybgD",4082.3,4029.7,0,0,0,210.3,919.9,1739.5,0,0,1434.6,2167.4,0,0,0,0
"rluE",0,0,0,0,0,0,0,0,0,0,403.3,274.8,0,0,0,0
"ydfJ",0,0,0,0,0,0,0,0,0,0,621.1,512.3,0,0,466,479.2
"pykA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yfbK",0,0,1132.2,1999.1,0,0,0,0,0,0,819.1,1068.9,0,0,382.7,247.6
"yqaA",0,0,945.1,1180.4,0,0,0,0,0,0,704.2,952,0,0,380.3,375.6
"yhaL",0,0,0,0,0,0,0,0,0,0,699.7,812.6,0,0,0,0
"glpE",0,0,2665.5,4696.8,0,57.5,0,0,0,0,723.3,1063.4,0,0,325.7,241.4
"yhhW",870.2,649.5,2025.2,2093.3,605.6,347.5,0,0,0,0,670.6,928.7,0,0,454.3,301.1
"polA",7180.9,4928.2,10170.3,6196.4,4623.1,5490.6,777.4,488.9,0,0,5923.9,2934.5,6175.8,388.9,1357.9,535.6
"fecE",947.3,7230.7,537.7,965.8,0,0,0,0,230.9,1271.5,823,2986,561.1,9785.9,344.1,364.4
"ecpB",0,0,0,0,0,0,0,0,0,0,659.6,389.2,0,0,0,0
"ybdN",0,0,0,0,0,0,0,0,0,0,512,281.7,0,0,0,0
"citE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"csgE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ydcZ",2072.8,1032.4,2562.5,3639.6,0,203.1,784.6,380,1489.4,1491,694.3,495.7,387.5,0,956.5,918.2
"ynjF",0,0,462.9,344.8,0,0,0,2.4,0,0,602.2,592.1,0,0,666.7,603.2
"yeiR",0,0,1426,3302.4,0,143.4,0,0,0,0,434.6,264.7,0,0,400.3,252.9
"kgtP",3926.2,1410.9,3182.4,4007.2,679.8,494.2,0,2.9,0,0,506,236.5,0,0,399.8,202.1
"yqhC",0,0,3298.5,5664.7,636.6,275.2,0,0,0,0,862.8,1288.6,0,0,633.7,522.7
"gspH",0,0,1630.1,4606.4,0,0,0,0,0,0,1585.6,3071.3,364.4,825.1,438.6,363.8
"tusB",0,0,1908.3,3076,504.7,379.6,700.9,289.6,795.8,920.4,923.4,737,0,0,558,543.4
"rbsB",0,0,2554.9,3008.6,0,0,714.2,857.3,0,0,621.9,650.3,0,0,550.2,345.4
"yjfP",0,0,1025.2,1285.9,0,93.8,0,0,0,0,0,0,0,0,0,0
"yaiI",0,0,0,0,993.6,296.8,0.5,3,0,0,0,0,0,0,0,0
"ybfC",0,0,0,0,1112.3,260.8,0,0,0,0,0,0,0,0,0,0
"ybgQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nudJ",0,0,0,0,0,0,0,0,0,0,11693.6,184.2,0,0,0,0
"ydfI",5282,5382.3,1691.4,397.4,1512.3,1202.8,974.9,642.9,1694.6,2533.4,3900.5,4214.5,4931.5,935.4,1310.7,1667.2
"yebK",7015,5768.9,4479.2,5466,2049.4,727.5,1557.6,1126.5,3239.2,2748.1,3604.8,6784,7184,381.2,2296.1,2269.7
"elaD",2707.5,1717.7,2541.7,3459.3,1265,336.2,892.8,966.6,0,0,788.7,1137.5,0,0,491.2,251.6
"gshA",2053.8,2146.9,1564.5,2949,1516.5,273.1,0,0,204.7,965.7,758,1171.6,0,822.1,0,123.1
"yhaK",0,0,0,0,0,0,0,0,0,0,765.4,2487.4,0,1061.8,0,65.4
"glpG",6702.1,4964.9,8112.2,6456.5,1772.1,866.7,1195.3,724.3,1488.4,1421.5,1980.8,3427.5,3146.5,393,1168.2,1533
"gntR",2964.3,1714.9,4160.8,4664.5,1546.2,419.1,784.8,474.1,0,0,779,1912.5,0,0,539,333.7
"yihG",10026.9,3122,7707.7,3762.2,4353.9,681.3,12163.7,638.2,2202.1,730.5,5495.2,1462.2,2628.5,383.6,663.5,623.2
"yjhV",0,0,1276.9,2582.1,0,0,0,0,0,0,802.2,658.5,0,0,0,0
"yafU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tatE",0,0,1516.4,1716.5,0,150.2,0,0,0,0,509.5,440.5,0,0,0,0
"lptE",1272.7,567.1,0,0,0,0,0,0,0,0,1823,226.9,0,0,607.5,267.8
"grxB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pinR",0,0,2182.6,2379.3,628.5,334.6,0,2,537.9,877.7,1857.2,1183.9,0,0,506.4,466.7
"yeaG",776.3,1241.1,2996.6,4031.3,0,189.8,0,45.4,806,1253.1,1176.5,5584.9,970.7,1831.6,616.5,922.2
"ccmC",0,0,1166.7,2157.9,0,0,0,80.2,0,0,724.4,910,0,0,404.8,219.7
"recN",865,1194.8,1781.2,1780.8,613.5,352.7,0,0,300.3,1375.4,739.1,1430.2,387.5,928.5,451.2,451.6
"loiP",676,6549.4,1062.4,825.8,596.2,477.2,559.9,339.6,285.2,10998,0,0,518.3,22556.1,356.8,2384.6
"yheU",10001.9,6632.2,9424.1,8101.2,1557.9,1296,1098.1,749.5,0,0,1597.4,2157.4,0,0,678.1,298.3
"cysG",0,0,1336.3,1960.5,0,0,0,0,0,0,730.6,1507.3,0,0,493,240.1
"rho",0,0,0,0,0,0,0,0,0,0,1321.7,927,0,0,0,0
"basR",364.7,377,3283.9,3585.5,896.1,2806.8,1660.6,4838.7,0,0,0,0,0,0,359.7,18420.9
"betT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sucD",5721.6,484.6,0,0,0,0,0,0,0,0,17358.5,329.8,3328,394.6,0,0
"nadA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mcrA",1807.1,2362.1,0,0,643.3,226.3,688.9,264.1,0,0,10364.7,1084.6,1263.7,0,623.3,379.4
"narU",0,0,0,0,0,0,0,42.6,0,0,690,653.2,127.5,0,515.4,467.1
"flhE",2560.2,2235.6,0,0,640.2,353.5,697.7,344.2,846.8,1149.1,1375.9,1668,230.9,0,824.4,804.5
"yfbU",1248.4,1283.3,1714,2452.1,0,0,583.9,178.3,0,0,828.4,1286.6,0,0,355.6,253.9
"hycH",1406.5,1408.2,1405.1,1307.9,0,0,0,54.8,0,0,873.5,1525.2,0,0,393,323.8
"cpdA",0,0,753.4,1098.6,0,0,0,0,0,0,645.9,648.8,0,0,363.6,288.2
"ugpQ",8714,8191.7,4600.8,3403.6,877.4,1189.6,1210.8,1113.7,2371,2580.1,2263.9,6865,4573,514.8,1576.5,2017
