"","3570","3570 | 1","3570 | 2","0","0 | 1","0 | 2","570","570 | 1","570 | 2","1770","1770 | 1","1770 | 2","3570 | 3","3570 | 4","3570 | 5","7170","7170 | 1","7170 | 2"
"mak",11.00821956,10.07187706,9.872800168,10.00597758,10.06832317,10.43732522,10.03087153,10.08590771,10.20218313,9.883321911,9.34952785,9.837033774,10.21005721,9.587749981,9.992313488,10.4127673,10.50003634,10.43547637
"araJ",9.321552082,9.091178444,9.114761211,9.368358932,9.55064719,9.354036245,9.402449232,9.103640812,8.774756187,9.950667584,8.598100718,9.956923552,10.00186538,9.439434393,9.308980466,10.21067786,9.628223526,9.661219352
"sbcC",9.241009277,9.631097954,9.483574116,9.820749875,10.68158441,9.259766492,9.451756872,9.908104491,9.465529223,9.819168071,9.678587188,9.516063058,9.520358995,9.593246242,9.483805903,9.629107618,9.711104746,9.531691695
"sbcD",9.636750023,10.41839557,10.58777239,10.87996968,9.623409747,9.008545415,11.10961849,10.17135902,9.553697606,10.61440356,9.963770702,10.53522936,10.81903793,10.85950847,10.16060232,10.97294194,10.12507703,10.48549797
"phoR",9.482470436,9.288107267,9.020218545,9.277634265,8.365079003,9.850300667,8.865193884,9.173609104,9.306561003,8.65653695,8.314240888,9.609765612,8.902071305,9.261228494,9.040121849,8.944332393,8.891366347,8.984648489
"brnQ",10.00852226,10.60488469,10.68783836,9.983246832,8.602767508,10.95694566,10.34603193,11.17124266,10.7808579,10.62074797,10.21052454,11.17458562,11.06321804,10.28668107,10.61260402,10.78011619,10.59037308,10.99449164
"proY",9.755974532,9.757825589,9.593305023,9.663026584,9.103204662,10.12761868,9.504546397,9.903035147,9.509382436,10.09584163,8.843020836,10.48486264,10.30202195,10.26670029,10.37799796,10.20291185,10.10524066,10.3741077
"malZ",9.034730529,9.167353574,9.441478885,9.651891891,9.65378744,10.15944712,9.631714569,10.07346992,9.92083893,9.398702932,8.752816654,10.04725027,8.956334183,9.492194895,9.894332806,9.514684608,9.576913446,9.407923615
"acpH",7.881543816,9.741779987,9.470212699,8.977336738,9.29986981,10.97184675,8.516106777,10.05074919,8.688229902,9.003972408,8.208406853,9.589063652,8.87880077,9.469662773,8.981226274,9.49079623,9.009855896,9.186708275
"queA",10.87976511,10.40151761,10.32513182,9.06063774,10.69009751,9.55044181,9.299060705,9.501396863,9.408170261,10.56801321,9.782560143,10.89885582,11.1326766,11.15224066,10.6739549,10.433974,10.71625456,10.69876701
"tgt",13.91951005,13.82589183,13.81171831,13.37477859,13.07600534,13.77010831,13.02163951,12.73171677,12.54756065,13.51255883,13.27032305,13.89627615,14.11689646,14.11062077,14.24221133,13.72093577,13.31748155,13.76213733
"yajC",13.10527579,13.40509864,13.40355374,12.79530301,13.09420044,12.92874063,12.69001094,12.9879393,12.02383937,13.10107461,12.0451765,12.72741656,13.14708235,12.87569983,12.96264595,12.80246645,13.00683059,12.96714657
"secD",12.38052009,12.39463282,12.52974267,12.26079504,12.24594585,11.16897563,11.99003492,11.60039757,10.39369282,12.42897479,9.585883594,12.36390941,12.53111186,12.52558713,12.41049958,12.49490508,12.07742376,12.13146987
"secF",11.5186963,12.08841174,11.95988974,12.11459235,11.79714049,11.38461666,11.16995105,11.68646005,11.41495325,11.95345648,10.58364336,12.20020174,10.25368772,12.15705238,12.41882335,12.23309429,12.10072859,11.93850569
"yajD",9.922756079,10.13482467,10.16086369,9.78363156,10.12727063,9.78751709,9.063239723,10.50383462,9.908354202,9.553099711,8.892922608,9.695056987,8.839990425,9.877249927,9.215333265,9.601413526,9.386934444,9.651618152
"tsx",12.98288548,13.71759171,13.81498754,11.09122265,13.80035865,12.47227787,9.61425568,10.85843254,9.895722697,11.47642231,11.18544879,11.84364306,12.61429351,13.14796495,13.41509813,12.21660775,13.80301807,13.55153633
"yajI",10.86014977,10.6439663,10.21024116,10.46381903,9.553307548,9.95221076,10.85473034,9.339815306,9.810976957,10.32517345,10.74725652,10.22853913,11.37714281,10.56556245,10.92290101,10.81924616,10.34012588,10.70376297
"nrdR",11.10266312,10.71707896,10.80078931,10.34632308,10.52645639,11.38773205,10.53819267,10.92128336,10.9543201,11.06095761,10.92194301,11.12867216,11.35646681,11.15347299,11.12043072,11.2282723,10.8779552,11.21128227
"ribD",10.95420316,11.07216123,10.99223816,10.83139892,11.16078586,10.1689678,10.92710789,10.54805243,10.03282325,11.27617173,9.93991045,11.15443143,11.26639118,11.32097944,11.08131922,11.3058464,10.9592993,11.12007001
"ribE",11.92124034,11.98244788,11.93221244,11.5562679,12.02783551,11.81180964,12.08124381,12.05043102,12.39082664,12.92997349,12.16502943,12.20908532,12.77980916,12.35667688,12.39864828,12.45823271,12.21606407,12.25464513
"nusB",12.0312764,12.42495018,12.28399749,11.64407128,11.97740809,10.62519705,12.10768794,13.01862405,11.09052352,12.76402238,11.28647351,12.38800376,13.09036199,13.23537275,12.25013033,13.28236645,12.57230899,12.34680783
"thiL",10.90753252,10.9627867,11.08085298,11.05722327,11.19284534,9.93313776,11.1113995,11.47258341,10.77730018,11.50803929,11.29448205,11.11108308,10.76245639,11.72486261,10.8664691,11.45777205,11.2134935,11.02737228
"pgpA",11.41230064,10.97907704,10.58352601,10.75555093,10.47338179,11.74927029,10.632756,10.86693238,11.47950361,11.24630821,11.05584932,11.05671209,11.44558826,11.33563275,11.28972366,11.30548953,11.21605578,11.45249754
"yajO",9.713331289,9.653687241,9.2943903,9.787480376,10.52551542,10.26686276,9.742975743,9.948089851,10.27000193,9.982213284,9.522759406,9.712304719,9.442787148,9.382556861,9.44626799,9.776998509,9.811157261,9.718869773
"dxs",11.56367335,12.0514564,12.13460448,11.7659087,12.36423249,11.36281446,10.93015678,10.84938872,10.54708759,11.72228611,10.67624098,11.58529476,12.16618661,12.05934865,12.02122485,12.4472917,11.8059388,11.99828129
"ispA",11.94229859,11.96504637,12.23167344,11.61265474,12.18375565,11.5337509,11.5421547,10.34556511,11.15357277,12.15438965,11.65751342,11.85644191,12.26429192,12.37811662,12.34714168,12.42459921,12.38454138,12.33942562
"xseB",12.38320942,12.61681672,12.69826338,12.42963389,13.06286317,11.73591332,12.17553825,12.39910785,11.31941069,12.58118444,11.70888036,11.87843292,12.63860654,12.72209633,12.05567261,13.17843149,12.69185785,12.27999586
"thiI",11.96715783,11.65360755,11.2457944,11.06570609,12.27438185,10.63293017,11.21431099,11.25254634,10.51444813,11.74086115,11.30558723,11.54175479,11.61181394,12.00814593,11.07999309,11.55696908,11.44522487,11.20977234
"yajL",10.77830249,10.77828951,10.40617152,10.5410845,10.29797924,9.87579632,11.21080633,10.13669801,9.799656626,10.36151872,9.401554016,10.41482062,10.65770305,10.3141727,10.47107656,10.56648724,10.55829929,10.25073282
"panE",10.65321574,10.87206429,11.10333856,10.76206302,9.522698869,11.09183976,11.25910747,11.31147528,10.68876836,11.03613597,10.82659161,11.39550265,11.5665735,11.12557969,11.38902956,11.30650952,11.17928409,11.46998099
"yajQ",11.95305971,12.07867979,12.04234324,12.13146201,12.24240713,10.41389617,11.57209196,12.0013996,10.83863547,12.36478299,10.47203658,12.60924293,11.87001775,12.08004572,12.20073056,12.34778155,12.28162135,12.12231245
"yajR",8.868614564,9.609949268,9.55949813,9.242883857,8.797122682,9.715348727,10.12489811,9.885566899,10.11468676,10.26367492,9.405570292,10.64215227,10.27633016,10.07493107,10.31343397,9.972947402,9.644687005,9.971545389
"cyoE",12.14642738,11.19682755,10.61802352,9.925158325,9.887434402,7.019227179,12.62620872,13.50309739,11.29614415,13.7061996,11.51565517,13.38084089,12.95419138,13.45197683,12.07943061,12.6416645,12.74867479,12.61255273
"cyoD",12.92806959,11.65930604,11.09763689,8.97128459,10.68505528,8.261295592,13.05201754,12.5210382,12.70128299,14.03873987,13.4481327,13.39673779,13.93789456,13.53650364,13.01763765,13.56380303,13.43268367,13.21507595
"cyoC",14.28061012,13.20825109,12.0393257,10.7457459,10.67344116,11.49224734,15.02393658,14.33909691,14.25152865,14.66307082,14.66181359,14.82754341,14.95814073,15.11188092,14.72822548,14.60785017,14.62741873,14.87387506
"cyoB",14.33909168,12.46591311,12.01030911,10.57814169,10.15285128,10.86365767,14.40834565,15.11934071,13.74237699,14.682731,14.59081462,15.70960978,15.03262963,14.88636798,14.60613444,14.65112055,14.87465894,14.92382526
"cyoA",14.63339357,13.50569851,12.79638064,11.07841559,10.61876479,10.18772956,15.38628075,14.65850662,13.63650613,15.52870706,14.35423654,15.83954249,15.29738478,15.20573742,15.22422886,15.28163432,15.06597432,14.81508747
"ampG",10.30204064,11.15556446,11.09931052,10.6243069,10.40501018,10.42970127,10.81266451,10.2788951,10.10005993,10.58977835,10.13099358,11.13032807,10.94612559,11.42739601,11.60946458,11.33090843,11.04454185,11.11233227
"yajG",13.39237924,13.39308728,13.72823445,12.60750481,13.23656886,12.17356781,12.62878796,13.94622951,12.93797744,13.1542106,12.89202898,13.84939046,13.19855617,13.71353773,13.28498143,13.65189494,13.47333833,13.56211935
"tig",15.06150579,14.50317558,13.70303647,14.19145025,14.71823111,15.04721668,14.14875352,12.90623757,13.61822402,14.39363001,13.70627381,14.03193878,15.01494294,14.63461658,14.68956399,14.68558827,14.42402846,14.58761632
"clpP",12.12403098,12.38426143,12.35294524,11.89703004,12.25446685,13.02074792,12.56453396,12.8198479,13.28804644,12.46774638,12.47902073,12.4667234,12.54757311,12.20630041,12.30995686,12.86394342,12.47663276,12.61277922
"clpX",12.20030324,11.83695925,11.99787245,11.6016525,11.80931099,11.9126781,12.6097285,12.27664337,12.68529287,12.32646104,11.98513392,12.12498509,12.36838935,12.00132705,12.03672719,12.36200381,12.26250496,12.25912266
"lon",11.31603999,11.57443547,11.23115192,11.28409398,11.15738684,9.963617878,12.26567258,12.11807323,11.69345067,11.40362716,9.728241045,10.91896952,11.06324062,11.04918285,11.03402851,11.46173298,11.16979939,10.80145104
"hupB",13.84466582,14.23718444,14.04822608,15.20711051,14.13237667,13.46685357,14.51719253,14.72883108,14.24439047,14.04585378,13.80340404,12.78420868,13.37781392,13.32967246,13.22226659,14.45792476,14.41791821,13.73943091
"ppiD",12.09340909,11.96780955,12.02103353,11.56984963,12.14103213,11.42602658,12.11720657,11.75439824,11.673153,12.16091321,11.95747391,11.24810084,10.67559814,11.8287226,11.05815499,12.14793272,12.04059174,11.45730528
"ybaV",10.78956898,9.824142886,9.115940143,9.750285667,9.066554907,9.893467054,10.11784156,9.05696735,9.941463403,9.70298805,9.687607664,10.06206667,10.79039736,9.861987886,10.03067296,10.23359117,9.850671097,10.0695975
"fadM",9.446412529,9.042170253,8.986728342,8.960855755,8.894311291,9.354441448,9.48728832,9.036843078,9.413713494,9.447840167,9.64229892,9.222479386,9.68441931,9.113629579,9.199409318,9.226680818,9.383623362,9.450776331
"queC",10.27742228,10.57874686,10.51572336,10.98254272,11.27339514,10.07200473,10.83408282,10.81553862,10.68042732,11.24531352,10.10790737,10.84376667,10.82580791,10.72080798,10.68597941,10.89539695,10.90854859,10.74227942
"ybaE",9.078169824,10.14630901,10.58533353,10.46767775,9.836836784,9.212902924,9.653664854,8.599420041,8.507034988,9.563430413,9.660806749,9.347181042,10.15027589,9.636345144,10.0342187,10.52144214,10.2482336,10.26946685
"cof",9.081341076,9.439354945,9.204852891,9.602479632,10.17044854,8.576750288,9.299009381,9.723657609,9.167096733,9.25948478,8.927769631,9.171198075,9.372614606,9.45496023,8.52943806,9.460346571,9.344043143,9.333560382
"decR",9.136517952,9.053953104,9.297465436,9.109258525,9.513011242,8.116462153,9.455563593,10.2731397,9.584952303,9.104769259,9.122964484,9.480293316,8.608668958,9.515043886,8.489224139,9.529924534,9.001164562,9.027164318
"mdlA",12.00684558,11.7862452,11.16751365,11.44617124,11.86742929,10.77788822,10.49477324,10.24432211,9.052019949,10.95901766,9.203354197,10.90897365,11.16690164,11.26829681,11.06379854,11.41895861,11.2883683,10.92663535
"mdlB",9.465096073,8.847010136,9.070047999,9.173348213,8.85098441,9.812335517,9.068662396,10.02684129,9.676840471,9.40961716,8.505176485,9.473349116,9.228496063,9.12210852,9.203266398,9.275949272,9.900059664,9.423728207
"glnK",8.550697185,8.146842117,8.34836263,8.443834455,8.841031047,8.658249211,8.44438815,8.256093111,8.618200164,8.305548633,7.110697853,8.596937098,8.283196293,8.051622759,8.339579343,8.317450003,8.170745063,8.045133365
"amtB",8.703999222,9.21021137,9.402316794,10.36971016,9.606908641,9.642211918,9.867466282,9.353937191,9.556629517,9.887918286,8.72906858,10.0515816,9.175455317,9.32805594,9.462562279,9.424176302,9.605140894,9.444676878
"tesB",13.49380058,13.48959597,13.63633843,14.38020846,14.31468906,10.38653829,13.31463643,13.88211138,10.81852834,13.14966412,11.10134759,12.62431882,12.61219757,12.96634159,12.29499105,13.18517224,13.58251319,13.10647391
"ybaZ",9.777773603,9.88865381,9.982344368,9.191378818,8.597157307,9.711152172,9.304520982,9.300393001,9.595442506,8.595981306,8.638337318,9.577319211,9.064071894,9.383910676,9.35141947,9.481774387,9.086458258,9.383163278
"ybaA",9.002194644,8.630226244,8.675367581,8.946487788,8.609890532,9.761244544,9.058531268,9.279854502,9.187740649,9.208098254,8.774676755,9.128275892,9.181931139,8.642254281,8.85152063,8.985114715,9.15935411,8.825004814
"pdeB",11.98483065,11.61162302,11.4339736,10.97740703,11.38579865,10.78338721,11.56125955,11.05551208,9.379115912,12.12184132,9.152971235,12.14598203,12.18240003,12.29534491,12.21422289,12.34854788,11.65634134,11.74791578
"ylaC",11.94186659,11.91037086,11.96141503,11.51729389,11.46896254,10.15098372,12.32221992,12.27634467,11.26236224,12.86022244,11.48805265,13.5796295,12.79012495,12.89539441,13.16750229,13.78024284,12.87127358,12.95556552
"maa",10.85221787,11.72907006,12.08875363,11.07731801,11.1219565,10.48296005,9.763518893,11.25191031,10.06314739,10.12431909,10.00193551,11.37257087,10.51269094,11.49582097,11.80924497,11.74839552,12.07977962,11.9642438
"tomB",11.97780968,11.32679806,10.72221009,10.68462758,10.30790925,11.71756203,13.02584007,12.54807709,12.36988038,11.87082625,11.2902801,12.02810993,12.75453311,12.4725897,12.43530846,12.9620472,12.19843217,12.45628702
"acrB",12.1805392,12.13215147,11.99350982,11.84569552,12.24655271,13.48491279,11.76705952,12.08164785,12.39334787,11.87433897,11.85038356,11.4517161,12.20227772,11.66752182,11.72378014,11.9840474,12.31848336,12.13290532
"acrA",12.01821937,12.16064584,11.95075362,11.77259693,11.98447607,11.7750946,11.20247782,11.38985269,11.15037248,11.36662758,10.63403652,11.52410369,11.8782676,11.77105158,11.73544009,12.08267355,11.84023467,11.83015431
"acrR",10.43346925,10.01944865,10.27545359,10.77025621,11.30512503,9.545623657,9.778225159,9.298203742,8.799657399,9.76746013,8.562290048,9.575424185,9.685978271,9.648440401,9.527784901,10.32936506,9.781510969,9.652718251
"mscK",10.51220954,9.899605139,9.701916117,10.50932284,11.38850682,8.929768792,10.2265149,10.10999813,9.532206516,10.08817443,8.751537105,9.842875214,9.737557776,10.00416188,9.057869434,9.894986451,9.625238609,9.475907735
"ybaM",9.614647816,9.829527844,10.04808432,10.72191377,10.92422703,8.752362878,10.29695637,10.69656699,10.1970911,9.908491361,9.984451101,10.00952359,9.017939097,9.896915082,8.861427678,9.623711934,9.70198531,9.287172371
"priC",11.10864331,10.35238702,10.01721956,10.38030362,9.661857813,10.66387674,10.13172395,10.01797,10.69075645,9.842797778,9.74284708,10.25825995,10.33169909,10.42227514,10.3729487,10.56314013,10.39745513,10.71534407
"ybaN",8.650782882,8.564070211,8.743309526,8.945257724,9.013748302,8.610323649,9.036887635,8.729839792,8.951772341,9.220863478,8.608772429,9.216842643,9.115662194,9.047222981,8.91491116,9.917031129,9.442491586,9.428974248
"apt",13.28996861,12.85668773,12.61210362,11.85417772,12.71708366,12.12691672,12.39373096,11.63127614,11.36297797,13.4280491,12.20106635,13.29802581,13.8540826,13.74332335,13.81137947,13.76188222,13.07530103,13.6118348
"dnaX",11.65645204,11.36125668,11.4333199,11.60325943,11.94231022,11.67613396,11.42968402,11.25592301,11.34696433,12.20869964,11.89923719,11.66797666,12.14197161,12.06255761,12.07971308,12.01174596,11.68214818,11.72383907
"ybaB",12.49411801,12.33763833,12.06708396,12.69873178,12.86325673,11.15849736,12.66425335,12.52319906,11.48962229,12.99245174,10.99247614,11.81720365,12.8333283,12.75008795,11.86902477,13.04207082,12.26172334,12.16018112
"recR",12.03595193,12.04663183,12.1251533,11.95321557,12.71608831,11.2484839,11.74993318,12.04519652,11.26678702,11.78882283,11.11384774,11.42453986,11.56345089,12.17350738,11.29475023,11.70821996,11.7642079,11.58496304
"htpG",11.14329651,11.59766191,10.93017153,9.868419354,10.16582671,11.01188976,10.61161803,11.59878341,10.76962794,9.78377985,8.822256761,10.61682335,10.12427539,10.42782972,10.49913956,10.89546191,11.16632336,10.61143915
"adk",13.74288415,13.68690486,13.74444419,13.16991605,13.63798806,13.02962239,14.28090809,14.73944393,12.51547787,14.11141833,12.69494116,14.04108914,14.06072179,13.74428974,13.95151933,14.53283149,14.20870359,13.96257216
"hemH",10.68898229,10.21699438,10.10544602,10.69597044,10.07628357,9.47189485,10.63806099,10.61876463,9.684485034,10.49675559,8.494411217,10.7259794,10.41129624,10.2286658,10.33083729,10.47050896,10.48580429,10.2516285
"aes",10.06667039,9.814253572,9.740177653,9.732924706,10.49072265,10.45753562,10.34743531,9.021068687,8.774756187,9.685295384,8.424763148,9.559088679,10.00629487,9.614497196,9.888400245,9.603754448,9.781872223,9.584430412
"gsk",10.26751965,10.50597507,10.43778648,10.55573632,10.53502359,9.388729419,9.656206986,10.51859317,9.170856253,10.0424496,9.072280689,10.8632386,10.33626248,11.11754922,10.39806819,10.62889616,10.26203958,10.52961483
"ybaL",9.822083318,10.02665228,10.74186739,9.712324672,10.7886101,10.76147554,9.220045689,9.838849139,9.638538269,9.680113164,9.986102171,9.597341768,9.987098081,9.993243891,9.511898858,9.725829623,9.521627314,9.634267941
"fsr",10.97672139,11.16152869,10.9327715,10.63726575,9.77689237,10.51006483,10.84179936,10.27739864,10.31506271,10.40384327,10.25328475,10.60607724,10.91284115,10.39954606,10.71653943,10.70473932,10.74433121,10.80808685
"ushA",9.124184103,9.627800088,9.699129575,8.808772404,8.971599616,9.625715051,9.377736239,9.856816122,9.584977927,9.169289531,8.720713853,9.61593637,9.305862567,9.020535585,9.089010576,9.441964056,9.392916999,9.354902777
"ybaK",9.790033145,9.515968759,9.357298825,8.927534927,9.059107747,9.402529685,9.706055959,10.00692325,9.419235703,10.07766373,8.596050227,10.45151209,10.05921841,9.482647906,9.961007304,10.50970089,10.010582,10.28360617
"ybaP",9.894244115,10.6748597,10.9350366,11.0896693,10.01756708,10.46380031,11.2341116,11.00453871,10.95449229,11.06335449,10.68542838,11.4120493,11.26680873,10.88267375,11.43986723,11.69495845,11.00091225,11.12423294
"ybaQ",8.969244134,9.010547654,9.183281513,9.49071844,10.07668591,9.185847145,8.713421883,10.1404854,9.321710606,8.915670042,7.84023354,9.302231232,8.609830924,9.138978707,8.560281591,9.39384773,9.443475169,9.107664471
"glsA",9.245553679,8.909575605,9.233312687,9.220003701,9.351256267,9.06594404,9.308964346,9.013660632,9.520926821,9.056410799,9.195396511,9.442362051,9.551233365,8.8300073,9.02189672,8.991957781,9.146719799,9.326951053
"ybaT",9.513976762,9.702695796,9.847621044,11.17684697,10.92190642,9.672767737,10.13158167,9.604812682,8.872212959,10.10660775,10.05263286,10.03935835,10.02063556,9.709793777,10.02050802,9.960200629,9.658343441,9.728143628
"cueR",9.375691277,9.837868532,9.805787235,10.03726554,10.82822678,9.0853825,9.631626907,10.62038134,9.857563888,9.695230114,8.800368237,9.717836933,9.329549164,9.532076588,8.995078052,9.725853163,9.670508711,9.472999747
"ybbJ",9.685722459,9.911142495,10.2813852,12.34907139,11.31779393,8.356476658,10.67782148,10.79306611,9.593664393,10.04989094,8.976633164,10.32977186,9.03899381,10.08668012,8.824308347,9.378596431,9.665428208,9.554139357
"qmcA",9.370462685,9.046811709,9.300594543,8.661701861,10.21676967,9.504453546,8.489760017,9.252548306,9.255339698,8.832117294,8.358521564,9.022191122,8.10004539,8.989864094,8.140025022,8.373870442,8.614870622,8.314857659
"fetA",9.289543003,9.24222933,8.8945235,8.596168486,9.187399371,9.630530991,9.03023019,9.501575706,10.00386333,8.702127055,8.737776446,9.384177183,8.906310678,9.100053878,8.91835592,9.470979167,8.922507076,9.300034269
"fetB",9.999322327,9.707157687,9.631389657,9.795110748,9.235519104,9.654548132,10.01935517,9.849363193,9.746866109,10.03970821,9.149057478,9.983294901,10.4654569,9.805361716,9.796274354,9.95470661,9.957922854,10.01153042
"cnoX",11.51009937,11.5256916,11.6268084,11.50070279,11.2691304,11.36275141,12.02861535,12.20929315,12.82009982,11.59010335,11.13870144,11.6379624,11.26216437,11.24997564,11.50232086,11.68847987,11.76405428,11.662181
"ybbO",10.36305172,10.98452838,10.92697537,10.92900894,10.95129964,9.7099912,11.12857886,11.2549391,10.5416952,10.46403871,9.608397663,10.57986676,10.4762209,10.44659705,10.06427552,10.88159939,10.50524686,10.47689785
"tesA",10.01873447,10.71124487,10.9666727,10.86339583,10.81017593,9.159382676,11.32801302,11.19656824,10.29718623,10.13401057,9.667400264,10.2216784,8.827909763,10.21973269,9.536380664,10.66327668,10.48291739,10.35794923
"ybbA",10.6059953,9.688408974,9.95492128,9.487195129,11.33476022,9.035740202,9.442030237,10.14100234,9.845745726,9.785017807,9.577942656,9.428950749,8.937305611,9.51235646,9.007725083,9.492681938,9.831846189,9.056007181
"ybbP",9.997766597,9.448043464,9.347325601,9.588481866,8.762562752,10.08281504,9.873031964,10.08102697,9.602656073,9.88006744,9.125318168,9.63894493,10.12935606,9.35918832,9.603945744,9.552733464,9.744332492,9.660984833
"rhsD",9.87417771,9.164735715,9.163013204,10.31917288,10.12328816,10.23671404,9.565671867,9.667887597,9.623476003,9.769409615,8.729419398,9.743023167,9.484200947,9.042524724,9.417342342,9.567589634,9.391431007,9.162346779
"ybbC",8.231232295,8.18404967,8.602262009,8.947324839,8.651904,9.985322138,8.839553217,8.819643911,8.922807718,8.336593148,7.759329013,8.94620254,8.576958672,8.327347619,9.005496927,8.850151149,8.777889851,8.675975437
"ylbH",8.96787686,11.00614678,10.24383379,10.5443918,11.02244401,10.25443625,10.15991754,10.38319835,8.976606244,9.790631022,8.885180999,9.778217302,9.385603106,9.995318643,9.993841282,9.76737333,10.50202558,9.949518379
"ybbD",8.576033401,8.001754157,8.114449993,6.951316451,9.373978587,8.787052382,7.801253724,7.651450401,7.30259994,7.994433867,7.501614291,6.616417855,7.955036674,7.604999574,7.823227297,7.218957634,7.659826114,7.474515294
"ylbG",9.7593685,9.554235308,9.613652499,9.150670755,9.053258707,9.963761346,9.637453706,9.778001439,9.385025009,9.24986111,8.897785451,9.617339551,9.961488205,9.562559549,9.590396334,9.734675995,9.460845723,9.677012002
"selU",9.973472257,9.973329787,10.07773185,10.29371464,9.818773327,11.0368083,10.32356278,10.62031332,9.924055585,10.67999068,9.632270666,10.78230821,10.87207477,10.50742941,10.8837567,10.70600163,10.5444104,10.64225179
"allS",7.601062342,7.96266723,8.142354649,8.19693867,8.636137996,9.824118113,8.095183608,8.002518539,8.805479304,7.887797143,7.563544784,8.405022177,8.217276699,7.362610454,8.292063376,8.037780043,7.387727728,7.873154845
"allA",9.346039165,9.448350814,9.486936991,9.96731901,10.56144483,9.546332106,9.53674107,10.11889513,9.043971056,9.464255671,8.750738729,9.243522117,9.072588003,8.99699563,9.281679669,9.301028194,9.464975306,9.091225456
"allR",11.13145967,11.40908894,11.8641728,11.13422684,12.23286725,10.68406757,10.92781099,12.20733852,11.20167918,11.15694807,11.01994634,11.53673876,11.52099568,11.51128379,11.05108883,11.05534796,11.51549118,11.47364081
"gcl",9.154007685,7.697476553,7.88708059,7.335268534,9.589350764,8.576621164,7.924269895,7.262044949,6.853526888,7.569823853,7.806332142,7.399536023,7.854133047,7.817295074,7.685772989,7.682939287,7.946037349,7.498508552
"hyi",9.859806184,9.298241774,9.035438465,9.008672657,9.107332657,9.31799997,9.718246281,9.009882188,9.309539114,9.081728972,9.600945658,9.096701987,9.57316878,9.133576186,9.389610915,9.008288023,9.540997812,9.508288993
"glxR",9.475381595,8.888515573,9.066725277,9.317661261,9.647061624,8.986773007,9.302431049,8.8221866,9.077442748,9.235449883,9.049229953,8.973581478,9.929682757,9.046185508,9.225281898,9.505903816,9.493544331,9.238331715
"ybbW",8.931591266,8.800858435,8.793320832,10.21471277,10.51001066,8.097173165,9.557752271,9.314349116,7.56351677,9.351528883,8.386912531,8.879298244,9.102288233,8.932343951,8.98514555,8.981918015,9.428503573,8.919504486
"allB",8.945471814,8.814661468,8.697095262,9.715950763,10.27805142,8.544455404,9.056293063,9.08459243,8.115147869,8.405621053,7.952067482,8.506262979,8.303266097,8.61623473,7.990231958,8.572852892,8.526008054,8.504822494
"ybbY",10.65452794,9.802700339,10.09600822,10.9752413,11.27825789,9.210123533,10.74632937,9.67988833,9.086475319,10.51219275,10.39850757,9.527314902,9.328606789,10.01826478,9.608462082,10.00227956,10.03495137,9.550643902
"glxK",9.916713558,8.65740085,8.620068597,9.569471054,10.03067963,9.240809233,9.794977076,8.841003161,9.368658439,9.212875624,9.227470251,8.791261705,9.409765345,8.64788026,9.178630553,9.408381784,9.482036503,8.963709663
"allE",9.716171435,9.693902876,9.519396809,9.495648002,10.31899659,9.194121757,10.03683425,9.541654264,9.52333178,9.516893903,8.969038667,9.396744891,10.01981952,9.47296414,9.504076334,9.668086323,9.440675453,9.556106323
"allC",9.139221635,9.163984455,9.435204113,9.277793636,9.944366068,9.213293265,9.131110685,9.140755177,9.707050625,9.394743174,9.407951217,9.114624749,9.842417403,9.089770733,9.322943037,9.667887877,9.085068075,9.358849741
"allD",8.967839834,8.65344609,8.870372029,9.095931539,10.10322859,8.299041868,8.799388102,9.105160073,8.415805963,8.487824147,7.971474013,8.402334975,8.740293877,8.214896527,8.249915848,8.460414092,8.815158751,8.269824985
"fdrA",9.822211316,9.358134394,9.432098751,10.12285032,10.57860654,7.820016323,10.01697765,9.446407454,7.695194429,9.257959784,8.92993492,9.034489249,9.62964434,9.281923763,8.818387454,9.339927694,9.326939796,9.14289302
"ylbF",10.07917185,9.776517835,9.78997143,9.855878894,9.173137259,9.626577867,10.19090623,9.453907647,9.040817241,10.02965671,10.05867679,9.94554385,10.84922551,9.981704587,10.38116352,10.13962593,9.904080509,10.1847218
"ybcF",9.018752466,8.2489336,8.053230159,9.007356696,9.065973479,9.507543727,8.957547829,9.13184743,9.452695674,8.530912611,8.668996938,8.997861779,8.903863732,8.130111392,8.527895819,8.504100445,8.491755534,8.314857659
"purK",9.341058436,9.866683761,9.501550091,10.04043556,10.23295931,9.70521401,9.541582823,9.357431933,9.290684931,9.618411886,8.682965521,9.67718315,9.21685275,9.469069343,9.70959294,9.124281456,9.448578691,9.162339286
"purE",10.93223524,11.20910886,11.34350756,11.23590831,11.07188056,9.83166421,10.50662686,10.7016159,9.938880065,10.87938457,10.5105366,11.32149099,10.70773769,11.3864138,11.51878977,10.84968317,10.84219657,11.11089159
"lpxH",10.64561287,10.28368378,10.66162726,10.0276116,10.7928151,9.512683487,9.704918532,10.09236803,9.699772434,10.45528391,9.903731489,10.24283125,10.85107625,10.78102399,10.02443147,10.65384909,10.56589531,10.63881887
"ppiB",12.81921311,12.96192697,12.64417913,8.898043216,12.8781539,11.56560266,11.09504774,8.569431145,11.68675372,12.87615761,12.13654209,8.126730608,12.13087217,12.20404718,12.61092508,11.97514546,13.06167325,12.84211579
