"","3570","3570 | 1","3570 | 2","0","0 | 1","0 | 2","570","570 | 1","570 | 2","1770","1770 | 1","1770 | 2","3570 | 3","3570 | 4","3570 | 5","7170","7170 | 1","7170 | 2"
"caiA",9.74391678,8.926253768,8.72293665,9.276861736,9.937931485,9.495824376,9.173473519,9.283616096,9.275533021,8.716675384,7.950829693,9.134950874,8.711333492,8.935885877,8.742695589,8.833490337,8.627459296,8.602302535
"caiT",8.829652476,9.425438502,9.375467306,9.454551255,10.30746877,10.14462494,9.326034549,10.23386671,9.189841642,9.346666366,9.931903465,9.56371201,9.489509372,9.540610636,9.464145287,9.135208702,9.929130521,9.425155481
"fixA",9.673278351,8.722929196,8.806511294,8.268343816,9.924979006,7.727291788,8.603589968,7.864014333,6.707228314,8.570293183,8.128794411,8.285418636,8.577865946,8.364680089,8.284052199,8.83187373,8.869143917,8.33672011
"fixB",9.581933524,8.757204436,8.58797643,8.924251522,8.294102316,9.601129808,8.784828682,8.261637584,8.714027409,8.044693892,8.234154488,8.26620854,8.410513091,8.238839557,8.779439609,8.414881736,8.583169079,8.252556511
"fixC",8.917588165,9.128199636,8.1552847,8.685512601,7.464508346,9.488623196,8.949341856,8.753931486,8.821183084,8.66655677,8.612181907,8.589663044,9.162020496,8.314115053,8.738755739,8.615400289,8.661553958,8.971107616
"fixX",10.04286505,8.92724425,8.859045486,9.80748778,9.299755489,9.521960801,9.935958578,9.393083489,9.083088105,9.386037322,8.865251322,9.15742115,9.525032615,8.573974012,9.318938499,9.214778948,9.289508312,8.808838799
"yaaU",8.868090054,9.063453294,8.979992863,9.373252637,8.947350365,9.509990801,9.611771519,8.973173321,8.822059807,9.344047156,8.761188038,9.407272192,9.286900197,9.02149791,9.657236162,9.178293982,9.045977127,9.055906305
"kefF",9.999412143,10.561821,10.77241778,10.67393834,10.27129264,9.87780828,10.63846589,10.91691156,9.735696417,10.727272,10.19118912,10.86706508,10.44340742,10.57481806,10.98798714,10.78336786,10.37140095,10.60353295
"kefC",9.798364949,9.113381097,9.384528658,8.840680642,10.59891937,8.797098858,8.842407499,9.621890641,9.721710444,9.237455297,8.6245882,9.384195968,9.205274465,9.182641264,8.70543467,9.233861752,9.012600823,8.921932928
"folA",11.99591025,11.39311372,10.66874765,10.15976645,10.84623235,11.92628962,11.32892824,11.14798474,11.66161093,11.62212252,11.55099177,11.46111238,12.18076774,12.06317287,11.88260122,12.06781552,11.61616972,11.94428646
"apaH",11.51538897,11.13893933,11.12335307,11.86709685,11.27855981,11.51863544,12.51039489,11.39858982,11.28661298,12.0231851,11.16706982,11.61468379,11.89203335,11.69628038,11.79469541,11.63379765,11.56463186,11.67009461
"apaG",11.26807155,11.25944962,11.48301965,11.17666581,11.59647221,11.78401071,11.86033772,11.63105877,11.31565013,11.80947777,11.60639548,11.86555873,12.16337988,11.96620603,11.91935103,12.21154668,11.60395635,11.61524334
"rsmA",11.71409189,12.0678147,12.16917786,11.92190113,12.14456447,11.92153012,12.10112961,12.22399358,11.95169633,12.40024487,12.26930264,12.26170989,12.4915393,12.73024827,12.66186425,12.42845052,12.25021133,12.1737834
"pdxA",11.4758523,11.78724728,11.87922206,11.85423585,11.63040952,11.11998316,11.98253333,11.60137186,11.23004456,11.8641077,11.03626549,11.41522081,12.03901557,12.12617727,11.35376546,11.98682835,11.4585061,11.55317902
"surA",11.75891647,11.87425786,11.58249417,11.24311154,12.15448374,10.58051666,11.81023828,12.17130927,11.40130055,11.08875627,10.67063702,11.05580559,10.82684943,11.34678005,10.40994011,11.25512829,11.18129509,10.87240372
"lptD",12.52220973,11.97510685,11.42997383,11.50753223,11.24260224,12.48028873,11.80184922,11.95822465,12.11910085,11.83695404,11.90682284,11.89918766,12.45638676,12.03557841,12.24007071,12.41448058,12.22932234,12.36303388
"djlA",10.57684957,10.16186275,10.09883799,9.736314985,9.046597712,10.21661298,10.20160402,9.525902558,10.2712933,10.43353898,10.4293082,10.12575032,10.92375973,10.50547421,10.47821019,10.68180441,10.6265637,10.66732972
"yabP",9.92870613,9.217439791,9.314859689,9.545706468,9.80272807,9.547537495,9.524116214,9.4753254,9.807111491,10.08925897,9.275299379,9.997828746,10.45018978,10.37204379,10.0530153,10.36712026,9.5654619,9.851276935
"yabQ",10.41326031,9.979784206,10.24066702,11.35320362,10.02056895,9.915389812,11.20561622,11.05643652,9.346209165,11.03729204,8.371404707,10.91143203,10.6808211,10.93283764,10.36932609,11.3551741,9.991442542,10.42523708
"rluA",10.66332847,10.52934539,10.04199866,10.81059055,11.24493709,9.592817822,9.698279398,9.990261381,9.440298852,10.42855643,9.215430677,9.775647772,11.27831565,11.18384516,10.20745886,10.81910135,10.31612973,10.31513619
"rapA",11.84309919,11.36956478,11.25249183,11.53337623,12.17792451,9.699164555,11.48896769,11.04026541,10.2092544,11.75610532,11.63137232,11.11268159,12.01686326,12.61643904,11.5388757,12.07810218,11.61863661,11.63896903
"polB",10.46060302,10.70255426,10.31742966,10.7759737,8.616421073,10.76615546,10.46730287,9.865496087,9.950430302,9.970222967,9.890242298,10.43415807,10.1391414,10.04996986,10.36075533,9.580676482,10.14222683,10.30451316
"araD",10.02202834,9.120852561,9.001998745,9.469203998,9.146344178,9.474094318,9.392651899,9.615199356,9.155973724,9.610362689,9.334265286,9.174460177,9.540259796,8.765552778,9.222535952,9.183977297,9.667588661,9.195099616
"araA",10.04552486,10.35928176,10.38634086,10.68066253,9.107349429,9.903744095,11.17812698,9.022103065,8.750026189,10.59605577,10.61191306,10.43458913,11.00287604,10.21619487,11.10712245,10.60339227,9.94392955,10.35470484
"araB",9.269882233,9.55817688,9.622835555,9.699495762,9.350457839,9.389479767,9.665446623,9.26861266,8.241991026,9.51740769,9.323046105,9.388365428,9.360468584,9.361599601,10.10343702,9.19207053,9.648627024,9.391762705
"araC",10.18097262,10.62441841,11.12053017,11.38502554,11.3799976,9.58081877,9.231080283,10.11120019,9.175506702,9.758007411,9.683803912,9.783625846,9.452892038,9.623182683,9.597277662,9.99342865,10.43149394,10.14741755
"thiQ",9.288737059,9.325071614,8.992492261,9.181770275,8.62140631,9.183358959,8.882557255,8.434979777,8.837873844,8.441567823,8.447466175,9.136497532,8.72514062,9.083616353,8.877698661,8.806531624,8.675647937,8.730065846
"thiP",9.877991441,9.884455561,10.1332916,10.03706622,8.957731385,10.01058459,10.21090563,9.562628443,9.384212462,10.15365336,9.956958603,9.969931443,10.22290747,9.865690981,10.17495833,10.16536265,10.15203371,10.06108248
"thiB",10.95642151,10.7192779,10.65903904,10.61140986,9.692822604,10.50469676,10.55635006,9.914915846,9.825335038,11.03696568,10.12906102,11.18604954,10.91633305,10.69440663,11.0493201,10.63364346,10.32517707,10.51119207
"sgrR",10.38064906,10.83554219,10.84609417,11.30153088,10.36910984,10.00377083,11.23738377,10.33976715,9.845812687,11.01523522,10.06204249,11.21022608,10.99478893,10.9386407,11.37395561,11.36546355,10.80851822,10.95186608
"setA",9.426164769,9.097870653,9.369119738,9.969932801,10.24414462,8.36564755,9.278992707,10.13843635,9.315759484,9.480215963,9.253879659,9.454038579,9.060168723,9.287012701,9.155584835,9.727391703,9.582278341,9.31312623
"leuD",9.82671089,8.677653269,7.65143541,8.683980189,9.967343299,8.579217422,8.759731792,8.233467331,7.943511175,9.106937946,8.217533027,8.552342855,8.868978728,8.641223977,8.46709679,9.083303705,9.09274542,8.611880305
"leuC",10.67109689,10.10170425,9.741941342,12.13505601,9.882081414,9.864642407,11.59712986,9.735269132,10.21584076,10.73462505,10.11289155,10.34933556,10.42544366,10.29810466,10.36270882,10.19779653,10.40690649,10.16692
"leuB",9.92510724,9.272282073,9.171500153,9.601861131,8.996282665,8.849193034,9.908538895,8.853932768,9.330981244,9.468283052,9.686683976,9.086886128,9.927206444,9.219693261,9.610023294,9.504523377,9.883486531,9.501672225
"leuA",9.632885128,8.243256311,8.609161573,9.188535022,9.766900157,9.155295774,9.149416527,8.491141158,8.539957417,9.223482048,8.819277284,8.544736128,9.321087301,8.515036067,8.968141584,9.060496843,8.976231325,8.740280006
"leuL",9.505849817,9.096125304,9.248044516,9.89904344,10.14642427,9.817091401,8.763073925,9.748663834,10.46673134,9.532237806,9.113267315,8.948399808,8.698653028,8.768175107,8.883509368,8.734614238,9.096314504,8.942971486
"leuO",9.337399752,8.239459563,8.371108132,8.616707335,9.546239132,8.128872556,8.5866957,8.592153217,8.087997793,8.120541054,8.26204528,7.826716125,8.440433339,7.897218941,7.94003372,8.223895508,8.024654018,7.90548348
"ilvI",9.451966518,9.547103961,9.572728552,11.28809332,10.6977427,8.446207707,10.26965947,10.02683279,9.401591315,9.642844968,8.3237156,9.845674734,8.664270685,9.302409529,8.500191078,9.253343305,9.401910781,9.095439439
"ilvH",10.21850787,9.152878932,8.932223622,9.934875895,8.685342075,9.423490522,9.843508748,9.233579994,10.02558969,9.63389193,9.544934748,9.41957315,9.864064037,9.214212955,9.558157002,9.567490672,9.300501319,9.577194485
"cra",11.48613815,11.94021327,11.88604019,12.34324879,11.91231752,12.53386111,11.09583257,10.9034792,11.41267716,10.96372677,10.87523697,10.94012153,11.51174245,11.19432955,11.82737634,11.54006139,12.08568997,12.13620516
"mraZ",10.6865495,10.87834587,11.20367661,11.65856602,11.26098535,11.00160052,10.91984085,11.07159382,11.27710388,11.67717396,10.87109873,10.99062703,11.30957887,11.47558353,11.51005974,11.66596484,11.2934146,11.30472655
"rsmH",11.46491775,11.83589142,11.94725346,12.27680637,12.11441048,11.43322525,12.15138225,11.95383959,11.8598842,12.20095044,11.94356799,11.63656007,12.10738218,12.26165284,11.9848445,12.95861549,12.33161738,11.97582208
"ftsL",10.2153211,10.47433081,10.73701724,10.71208597,11.42463875,9.26736838,10.53500687,11.55774117,10.31308501,10.47191806,9.333737406,10.26362924,9.882088933,10.96496382,9.673086812,11.04106425,10.76879329,10.19421986
"ftsI",15.16083672,13.95027166,13.82324277,14.93862531,13.63267513,13.60188334,15.92637957,15.38215749,14.76433928,15.56872623,13.83302783,14.17783486,14.63565135,14.45285466,14.59072771,14.99000262,15.1723277,14.79932647
"murE",6.15048755,6.327223418,6.596210214,6.104032565,6.313353962,8.160793014,6.162329632,6.465042974,6.469843906,6.374704864,6.25362088,6.190377247,6.52362323,6.089240448,6.04462205,6.26228451,5.972860537,6.229740882
"murF",10.51101331,10.88787913,11.04869623,10.76627781,10.85843557,10.61679595,11.38711413,11.16091254,10.78286157,11.70099596,10.59728061,11.48441035,11.56918323,11.60155606,11.68076293,11.87278258,11.94819626,11.34488063
"mraY",10.17254246,10.99119798,10.98009413,11.05995044,10.20888608,9.928554364,11.46006237,10.86130437,10.93289534,11.16566572,10.20574148,11.43180433,10.91779548,11.30790558,11.60857527,10.89406187,11.17594284,11.20646448
"murD",10.13224644,10.42502971,10.55867758,10.38482619,10.71797363,9.421659403,9.490186508,11.27214698,10.31581061,10.04853073,9.408611431,10.33391172,9.456258511,10.66645194,9.613126678,10.28163256,10.39198641,10.265301
"murG",11.53417989,11.69854581,11.23755985,10.64763524,9.111230737,10.47555641,10.94886708,10.61748271,10.9077012,10.73778722,10.28779168,11.27013108,11.2910498,11.23771848,11.33328606,10.8365748,11.03442681,11.29766863
"murC",11.66120806,11.50523346,11.4463558,11.88978602,10.44241016,11.69032109,11.73187397,11.99603684,11.51365553,12.11380638,11.07331385,11.9873215,12.10006929,11.66915185,11.77472917,11.51428236,11.86476069,12.1932573
"ddlB",11.99861069,11.71602963,11.74168267,12.49375566,11.21638028,11.03953808,12.03370953,11.9987047,11.35622638,12.34072583,10.8674709,10.79810239,12.0939717,11.82392919,12.2214996,12.03200734,12.2128899,11.78984289
"ftsQ",10.44678487,10.06257941,10.05073607,10.33892357,10.64949833,9.101324223,10.46579978,10.39494751,9.625647139,10.67431397,8.575192042,10.51088535,9.801332967,10.39317868,10.11476326,10.30599275,10.33394253,10.00823275
"ftsA",12.51720746,12.19110916,12.41267776,13.1677017,13.03118773,11.46027913,12.49208826,13.38128047,11.6440001,12.5180815,11.41005449,13.01499196,11.91484609,12.27135595,12.03405731,12.1131596,12.6306845,12.19151665
"ftsZ",11.95406546,12.09620055,12.50761717,10.75353853,12.81431696,10.34875856,11.56424604,11.19404365,10.65063781,11.72043961,10.61897121,11.59451719,11.64560124,12.01737382,11.3821166,11.74999418,11.93525646,11.738531
"lpxC",12.1285269,12.07169546,11.88401114,11.76192013,11.79764302,12.17808559,11.88697915,11.47802384,12.14203779,12.5535177,12.19354191,12.32667142,12.86978255,12.20048555,12.18147129,11.92391688,11.83345882,12.07647136
"secM",12.66483917,12.18652185,12.59623683,12.78331502,12.81512239,12.1215918,12.27831875,11.94214607,11.72005187,12.97768207,11.93432018,12.43299861,12.80392584,12.61440205,12.81216014,13.21724111,12.66571765,12.57626888
"secA",10.97237767,11.55146643,11.16545114,11.47792264,11.46077655,11.12009091,10.63855154,11.14167531,11.61354333,11.23193029,11.66014774,10.64664839,11.26070299,11.27599334,10.98920603,11.3237624,10.72776382,10.75280435
"mutT",9.658067838,9.672512669,9.607593733,9.751747217,9.924979006,8.636389212,10.26455091,9.7782386,8.365673837,9.602934707,9.201665063,9.485702737,9.213543084,9.888248347,8.784837782,9.8954246,9.522425857,9.508420733
"yacG",10.5059468,10.47833195,10.11837848,10.32649332,9.873111177,11.13600414,10.9295574,10.53232644,10.97737809,11.19454999,10.58265543,10.58129686,10.90273393,10.73331961,10.88898399,10.81251464,10.64349781,10.94979713
"zapD",11.1686841,11.27246286,11.18658603,10.53561671,10.29762179,11.17170146,10.92499159,10.93210852,11.31024775,11.45563981,11.21056976,11.50068831,11.69095325,11.58475058,11.73904145,11.6398627,11.53797889,11.83225179
"coaE",10.56829915,10.31870802,10.55436192,9.969651559,9.43237338,10.25176783,10.0526984,10.56908957,10.40443332,10.77501101,10.43025033,10.92011959,10.97609695,10.98593165,11.01442043,11.16988586,10.64962198,11.03681523
"guaC",10.4934819,11.26817236,11.04782067,11.37857388,11.01529761,10.39330153,11.04802165,11.32723709,11.49055456,11.21815974,10.46754774,11.1272573,10.6286432,10.82311539,10.78510099,10.82446003,10.85736017,10.79036254
"hofC",9.598376244,8.811165051,9.129974775,8.881427897,9.471281056,7.475366102,8.934580611,8.671094738,8.009403119,8.890285169,9.447144316,8.932701082,8.688945351,9.177326818,8.621555409,9.328438074,8.784421728,8.518753226
"hofB",10.26138302,9.245550959,9.257687431,9.521686876,8.892665631,9.528185514,9.514671533,9.393823631,9.695797111,9.64089182,9.634107094,9.479410908,9.6961056,9.27395406,9.477375294,9.264879587,9.605223264,9.597758794
"ppdD",9.818294288,10.43458821,10.51040473,10.99731467,9.013639372,10.02948021,10.99848187,9.375602413,9.083087581,10.72853755,10.74025478,10.32540496,11.21263322,10.38318168,11.14123484,11.00292587,10.31899346,10.59284385
"nadC",11.04247061,11.4105953,11.3594721,11.80741897,11.11922176,11.24786341,11.61683814,11.5399571,11.65746766,11.55119454,11.51244348,11.92710892,11.48700125,11.35047943,11.7518742,11.79148237,11.59156231,11.59081977
"ampD",9.148257571,9.946138777,10.21443841,10.33496192,9.874358993,10.42663588,9.724873463,10.69025839,10.93047547,9.65959016,9.469131696,10.21400914,8.790659741,9.469200239,9.462394499,9.767042142,9.797033694,9.634529434
"ampE",7.254462866,7.73417909,8.46922285,8.701659562,7.183269465,7.970037434,7.792190061,7.533731467,6.813184214,7.77239663,6.421263032,8.037807701,7.914268864,8.024613277,7.291800925,8.174237983,7.755212436,7.560244232
"aroP",11.20651685,10.79913012,10.8773035,11.02644565,11.45538094,8.959901672,11.38230597,10.70036497,10.13142611,11.28302845,10.26542646,12.11639026,10.00742434,10.75376576,10.81948696,9.661923803,10.93621892,10.58994567
"pdhR",12.73978179,12.30054784,11.99476904,11.42700019,11.85625932,13.06798781,12.70874215,13.70904535,13.36432736,12.74145879,12.27371128,12.90729982,12.65319178,12.20096141,12.13818062,11.64562316,11.58663838,11.6593002
"aceE",15.16650658,14.69079287,14.63664207,14.97849153,14.31321235,13.89678081,15.9333706,15.95456526,15.28319874,15.60199649,15.12370347,14.74786436,15.20224519,14.97342062,15.04723605,14.67686966,14.59069141,14.36617305
"aceF",15.32605903,14.62980742,14.53581404,14.87330612,14.01598523,13.34288444,15.80483731,15.420473,15.45975505,15.67924158,15.06346564,15.55516089,14.95165017,15.05325689,15.18041508,14.6932587,14.88128792,14.52120034
"lpd",15.57634573,14.97301171,14.71462986,15.00375307,14.24991419,12.91772607,15.95964455,15.8462464,15.78169594,15.80180229,15.2984822,15.01584952,15.17026701,15.5055591,15.4348038,14.93931462,14.96494558,14.97235877
"yacH",9.384498431,8.600541192,8.630478431,9.736605936,9.18509995,7.76117124,8.880912646,9.057151773,7.327655893,8.738939054,8.877402622,8.674636864,8.639798492,8.81270469,8.184218066,8.473903779,8.823285612,8.301763468
"acnB",12.43202351,12.18670624,11.86651506,8.764728851,11.02716423,9.481089738,12.32885465,8.646822464,12.12918043,13.3153167,12.20070485,7.898755502,12.19738289,12.21874423,12.13227876,11.91836677,12.26208932,12.09831307
"yacL",11.40589659,10.91831971,10.08396845,11.35748364,10.8266772,12.09041252,11.64636469,11.11151035,12.05100735,11.93128578,11.79109093,10.96735444,11.54483213,11.08831952,11.35190017,11.68545093,11.66202738,11.58740718
"speD",13.68793699,12.44708105,12.87416845,13.26073697,12.8038497,13.56457531,11.09780878,10.57128263,10.81593483,12.30066996,12.10811757,12.01460064,14.11432687,13.79822738,13.63633843,13.96901904,13.11444839,13.12897723
"speE",13.52042379,12.95578492,12.75213541,13.17310323,12.74260688,12.90234683,10.30809287,10.570571,10.77110821,12.02660026,11.68993927,11.89315944,13.71975516,13.59197191,13.58734083,13.51303766,12.77737418,12.96462616
"yacC",9.358795302,9.509159863,9.804446786,10.616753,9.140848802,8.577424068,10.39940703,9.976364839,9.359725137,9.965451043,9.904755997,9.876590713,9.572582043,10.01584757,9.431005744,10.17349747,9.186428596,9.449646003
"cueO",10.08636972,9.706029799,9.801663516,10.61452919,10.48156801,8.46806194,10.52348048,10.59031987,9.907561227,10.06509576,9.588638943,9.514728751,9.311864913,9.601791924,9.050498536,9.618745566,9.803410936,9.44472411
"gcd",10.57691258,9.412288543,9.446364915,9.551263092,10.21369472,8.58162577,11.99580973,12.03439502,12.22378921,12.91866,12.7315348,12.12001268,11.91708104,11.97480819,10.75829474,11.86143783,11.52089238,11.19988755
"hpt",12.43963425,12.20654705,11.8102646,11.29696161,11.45437529,12.39606927,12.1368223,11.44819505,12.01941654,12.62751609,12.26184413,12.12734109,12.9637391,12.5312876,12.72770844,12.66201988,12.54796404,12.58482222
"can",12.66157419,12.05034733,12.25843899,11.66707695,11.56437107,12.42415626,14.07612812,13.63728527,13.51719211,14.0295334,14.18005592,14.65070457,13.65283522,13.19404466,13.21599665,14.40567945,14.08068826,14.12030448
"yadG",11.40169392,11.06492202,11.13136646,11.00280985,10.23117467,10.89825388,10.85813986,10.60266199,11.45085067,11.82978855,11.92613317,11.86537445,11.95895241,11.54300669,11.70472971,11.84220996,11.5915151,11.53968221
"yadH",9.782971003,10.44998619,10.49915451,10.72593382,10.05643081,9.444150437,10.68445549,10.93496935,10.88077016,11.09168984,10.65081627,10.9438561,10.7135821,10.87092573,10.6497352,10.76263535,10.70836473,10.62407841
