"","7200","21600","10800","36000","0","3600","14400","10800 | 1","21600 | 1","36000 | 1","0 | 1","3600 | 1","14400 | 1","0 | 2","10800 | 2","36000 | 2","3600 | 2","21600 | 2","7200 | 1","14400 | 2"
"thrL",2.522499751,2.506069608,2.328776789,2.159848475,3.50182905,2.495544434,2.616426641,3.79847286,4.00860534,3.27692456,3.62897142,2.97170502,2.838300774,3.423656645,2.873545948,2.849239715,3.904340085,3.37922529,4.116796601,3.668574895
"thrA",7.646691334,4.333430169,8.490815201,5.713298528,10.3494081,8.768087223,5.799109494,4.148456348,2.282756861,2.615330942,3.770981748,2.414585064,2.220945859,5.435557747,3.351822757,2.481472785,3.452546321,2.287528105,5.484976942,2.795503819
"thrB",10.05148704,3.774839256,15.06395727,6.388408627,22.06772379,17.15796915,5.745146652,24.46644376,3.949013159,9.061130557,20.3531329,8.902868231,5.248063514,19.92528794,12.91501516,7.271352028,11.62316897,5.091639724,22.31606198,6.852885369
"thrC",6.985604502,2.586610311,9.90931692,3.905326737,11.39400891,9.541328333,3.331781925,12.03182257,2.235660535,4.987154959,8.676073874,5.356699363,3.067513879,7.636651628,5.677433938,3.436514176,5.143637862,2.706377945,9.513259899,3.03705725
"yaaX",2.821039807,1.658507649,3.453550517,2.161938136,3.376945765,4.789218846,2.724495929,3.779046771,1.933490088,2.369521224,3.775151192,2.434375333,1.888744931,2.770869059,1.832393992,1.702096093,2.350045619,1.754738411,2.900450368,1.998874512
"yaaA",1.904213721,1.165398176,6.183179873,1.271464019,17.92348496,5.158201034,1.363493507,8.302478498,1.298407273,1.458288121,10.34153889,1.76005629,1.277671859,5.839281663,2.016184124,1.229983928,1.653289622,1.25399366,5.001843736,1.299936782
"yaaJ",1.611352593,1.298463003,1.850438581,1.299142253,2.900706507,1.66613169,1.635751804,3.062674117,1.61784792,1.808942809,3.390753566,1.7848874,1.492282989,3.728641902,2.476170432,2.077436472,2.849509877,1.732374934,3.431447233,2.037657114
"talB",17.61688229,7.516496863,20.89993559,13.16781238,27.55795755,19.69358583,10.20782712,34.72354954,8.757759735,18.75159077,24.63843274,14.07900115,10.56346513,12.34060434,11.16154909,7.67560832,12.48841916,6.624927216,15.76082054,9.02372451
"mog",2.233898043,1.317760544,2.535845224,1.609256984,4.481977271,2.559794117,1.64460399,3.30492941,1.625731578,1.86227462,3.794835148,2.105894288,1.737981579,2.736051922,1.901075794,1.595482633,2.10410248,1.640283821,2.761815619,1.715921596
"satP",2.316040422,1.911208242,2.287718208,2.119487826,2.821555998,2.219958324,2.240476828,3.286172813,2.113721004,2.605898322,2.674213967,2.280729528,2.143406324,3.438126274,2.876194246,2.945449276,3.70757338,2.942380942,3.569255809,3.826090198
"yaaW",1.348633821,1.152232575,1.256898482,1.196913973,1.575981334,1.216956973,1.322360315,1.67971022,1.220114585,1.353287806,1.832479001,1.326391129,1.261024372,1.602940267,1.462749815,1.378013729,1.558568623,1.30160203,1.63350518,1.396776491
"yaaI",1.36082412,1.305975961,1.271061608,1.288348361,1.425440433,1.1903945,1.385452325,1.22293935,1.200160766,1.162246011,1.350181676,1.078141739,1.103810629,1.224947498,1.133964104,1.149799804,1.190968972,1.122519761,1.150103279,1.185362781
"dnaK",148.1975186,76.71876367,186.6272951,122.9863424,279.6689167,168.1005445,78.86508694,316.4682641,151.7866079,264.6743536,304.2795452,230.8730633,181.6373242,94.55284958,68.77507441,45.18343122,62.08202479,79.96591998,112.8836302,39.86192923
"dnaJ",38.85950596,8.428109152,55.70147337,16.97248891,61.36604287,50.33400214,11.99329165,72.08373172,12.49532306,37.13981783,65.97347582,46.55030123,19.76282738,14.5196154,10.75943754,6.529869831,9.168957239,5.633887924,17.41479636,5.398691035
"insL1",12.15451573,4.082008671,13.70697837,7.022280778,13.092324,11.88599973,5.73407491,17.48114001,4.734100943,12.23514384,13.77488202,12.29151248,6.365618697,6.483062883,4.926852407,3.82203264,4.65904009,3.271118996,6.528500711,3.625659433
"mokC",1.875032334,1.246906003,1.872323753,1.562170941,2.402025117,1.962202407,1.450289519,2.733046145,1.577002321,2.198439267,2.842934663,1.975091404,1.716709964,2.19938125,2.209136295,2.008983561,2.223634772,1.843073157,2.415797103,1.90904519
"nhaA",4.046071683,2.376426873,4.946466349,2.959534209,7.382976211,3.242558834,2.441652754,10.99594069,4.213117382,4.562173136,8.902088028,3.671286356,3.258151441,22.0439479,17.36675797,11.28535755,15.64917076,6.648104886,26.55305528,9.842480486
"nhaR",1.964882373,1.190717964,2.762443571,1.399663168,3.184085693,1.967768394,1.254880672,2.805040551,1.422249838,1.482387109,2.842838123,1.555759279,1.398870726,3.152488449,2.018911866,1.476409267,1.522864374,1.405274294,2.884553217,1.459512836
"insB1",4.946347274,2.729033703,6.028221662,3.757742333,8.4162948,5.81659834,4.391844279,4.887551776,3.122245938,3.881272855,5.096491996,3.311511531,3.019325707,3.566946929,2.795766889,2.71927332,2.694325105,2.326610368,3.495949135,2.582030422
"insA1",21.36469563,4.914041581,32.06418673,12.51308833,44.4627462,30.06151543,11.52120236,37.9048283,8.172381077,17.63188996,30.40560325,16.65897492,10.87347371,17.11813635,9.236126336,6.730724571,8.784943929,5.363346851,15.95616548,6.42297141
"rpsT",1.724137686,1.403013803,1.679003184,1.520488442,1.96163892,1.591674597,1.517494677,1.278449862,1.243557818,1.277499167,1.44265073,1.199290692,1.206199968,1.660859741,1.416666996,1.307539014,1.57543556,1.297669835,1.634530697,1.490873811
"yaaY",1.818027335,1.245917117,1.97511126,1.441914893,2.865175244,1.90403767,1.686779564,3.373606419,1.462508677,1.78239818,2.914126307,1.701372621,1.452929178,3.463211068,3.328351112,2.430347611,2.626168944,1.477192564,3.580754607,2.014723655
"ribF",3.283221928,1.596866789,4.016110339,2.169387377,5.469349628,3.529497217,2.430346159,4.416399569,2.019610148,2.77453695,3.932441516,2.397274556,2.067231557,4.752985187,4.223009997,2.910419386,3.663445814,2.441745441,5.172430836,2.756492472
"ileS",12.82655692,3.711756993,13.71184157,8.516642403,17.67475203,17.3939415,7.134253015,8.726709287,3.023349821,5.305742953,6.901047265,5.075416186,3.403015225,6.966281034,6.666473487,4.746016533,5.707186377,3.410601719,8.724999165,3.850629786
"lspA",13.30333514,4.024990477,12.03096365,8.907776735,12.70113849,13.75045581,7.615833468,6.73472796,3.954772042,5.806844058,6.205510376,4.951638135,4.306330299,6.5175746,6.371676304,4.63527815,5.779488988,3.667604099,8.23305711,4.368051638
"fkpB",8.059664588,2.777259,7.717350551,5.782420483,7.300661415,7.584248037,4.803647157,4.146867858,2.644609126,4.06921416,3.902151738,3.249149593,3.004975726,4.850482365,4.143759213,3.198445807,3.967344256,2.988918043,5.733045175,3.187284279
"ispH",3.931897973,1.880190336,3.493808002,3.293317068,2.984597671,3.470548028,2.880763857,2.404283279,1.829884075,2.323803163,2.167815257,1.947067827,1.932754197,2.726339455,2.496277271,2.07761488,2.679983272,2.066804059,3.30091757,2.318402266
"rihC",4.530347497,2.350792815,4.079512297,3.25745735,5.203234895,4.706292684,2.963896842,2.368582386,1.750809515,1.82299011,2.577072715,1.914580479,1.700149619,2.07226051,1.409134428,1.358638809,1.724914649,1.558304368,1.90695299,1.487664358
"dapB",2.929703657,1.489646283,4.134765788,2.135646235,5.932993509,4.069982571,1.92241502,7.323205862,1.895074138,3.153059532,6.61469139,3.141422021,2.256208974,1.992053176,1.569342532,1.447991031,1.776364504,1.434114469,2.080479244,1.574690839
"carA",2.178033119,1.648504077,2.918045454,1.682041487,5.62464385,3.202619243,2.102219075,5.137801969,1.426427531,1.627208121,10.39231449,2.462533612,1.34798556,1.433573988,1.175105949,1.217799299,1.270335401,1.216544479,1.263835608,1.278302938
"carB",3.457769813,1.932751244,5.901456273,2.250048658,4.925735743,6.299011507,2.80354962,10.55619775,2.049675603,4.737495529,13.35270199,8.606779452,2.996060972,1.768971063,1.436801205,1.504524869,1.651162803,1.400686346,1.653806774,1.587623759
"caiF",5.033016474,2.054522599,5.728407364,3.945631347,8.94736004,4.514276253,3.148016889,14.12278454,3.289159833,6.617445452,12.53940357,6.424075528,4.085260035,7.022113008,5.120638679,4.035212299,6.140643577,3.397509216,7.477216619,3.861571088
"caiE",1.762376642,1.530345178,1.616911654,1.609694149,1.515496776,1.347598447,1.651134426,1.620727636,1.591790006,1.520127767,1.588181781,1.433015015,1.469917021,1.395263449,1.253499995,1.269324107,1.490358923,1.316259761,1.372975386,1.378362185
"caiD",1.407303219,1.295994301,1.334903378,1.396975111,1.194969902,1.201788254,1.445564161,1.246271417,1.256560216,1.203586968,1.242180525,1.188980804,1.195935833,1.172229087,1.109357698,1.182777428,1.180486907,1.138881132,1.175542481,1.161673045
"caiC",2.212115608,1.343047662,2.082537253,1.661003101,2.383817662,2.129115024,1.68131328,2.153000309,1.558281771,1.923552853,2.147997212,1.74736472,1.578105573,1.679303155,1.85889639,1.666884486,1.773429326,1.302262131,1.758787364,1.573449307
"caiB",2.795939712,1.534248903,2.648535802,2.065966866,2.791460355,2.54808425,2.18076501,2.774816624,2.08063742,2.869472254,3.179612745,2.802844469,2.306565388,3.119286133,3.291120702,2.876364571,2.747566043,2.021054742,2.849075775,2.339815356
"caiA",1.931709184,1.283551506,2.031793105,1.489123151,2.032816979,1.775752183,1.612619955,2.167679455,1.557572805,1.821601314,2.280930825,1.824228624,1.580287828,1.972165183,1.753180153,1.760961111,1.864585323,1.504711886,2.071635089,1.648240729
"caiT",1.251403011,1.109521085,1.273273114,1.115889831,1.279356754,1.142709297,1.390161008,1.250638207,1.391826659,1.198250619,1.283965392,1.176086054,1.143209599,1.178605335,1.108043066,1.198270482,1.284563932,1.125160361,1.217069538,1.24509066
"fixA",1.466018903,1.110324681,1.297037755,1.231852023,1.28007721,1.15905377,1.320474697,1.260585806,1.170038502,1.186168815,1.276731158,1.14626335,1.139038341,1.161156388,1.082169561,1.126460388,1.192189694,1.13478863,1.209080775,1.115272721
"fixB",1.416369324,1.20935298,1.547177035,1.176985827,1.261053147,1.208196881,1.293776071,1.316625524,1.154729678,1.169056783,1.322232158,1.260940115,1.289526375,1.211361131,1.10952111,1.186982282,1.318015942,1.184008722,1.354013866,1.265996633
"fixC",3.126914042,2.83689276,2.950600386,2.764722279,4.21324547,3.324550127,3.322440732,1.686968482,1.658237862,1.597503788,1.706384554,1.597450218,1.451117022,1.476469549,1.341692042,1.45901034,1.408403021,1.329987231,1.509592535,1.398737106
"fixX",3.243066663,3.367036788,2.997611043,2.778521667,3.476370241,3.389736687,3.302016738,1.688556772,1.577839408,1.507322412,1.745744182,1.617864802,1.471247767,1.455943456,1.295938686,1.334738965,1.475716148,1.355811881,1.469294929,1.399281694
"yaaU",1.735549738,1.954972316,1.819790677,1.531910781,1.981774641,1.826531203,2.270397978,1.476059493,1.652755356,1.448074365,1.605519596,1.398082576,1.371080865,1.353105547,1.210408517,1.344472118,1.468540027,1.300952454,1.357710606,1.372332717
"kefF",1.835493542,1.211610472,1.967365143,1.431325283,2.91170333,1.80681848,1.444648247,2.098229604,1.422351639,1.434418655,2.132379586,1.338017208,1.41645379,2.227270253,1.653494124,1.392809527,1.842297199,1.387550839,2.29127042,1.459636344
"kefC",2.68242851,1.542124509,3.417222573,1.874445548,4.065921859,2.734070535,1.969533722,3.605426894,1.922385065,1.772655773,3.523833443,1.716720747,1.696263343,3.744085,2.495241963,1.842129697,2.737528131,1.685615502,3.680399851,1.970075115
"folA",1.946589128,1.208994295,2.011094523,1.318490526,3.166037641,1.756158988,1.445489707,2.959338289,1.459796122,1.628898509,3.041127301,1.588411851,1.358015418,3.056790697,2.093646908,1.589979251,2.20411385,1.432946613,2.995630529,1.601903968
"apaH",5.325923435,2.577520386,6.465365002,4.061543933,8.87262624,5.146645088,3.605324549,6.889849677,2.910550346,4.169008401,6.977488502,3.413376928,2.895964364,7.973417629,3.871293557,2.759127868,3.802428249,2.534746003,7.975992835,2.784174684
"apaG",11.52711293,3.996530527,12.77622673,7.777992824,20.79988171,10.36777217,6.389220479,14.8546277,5.981578704,9.07315785,16.88060587,7.089857464,5.944870999,17.75233585,9.635688022,5.794660217,8.585674367,5.617549758,17.60169203,5.751070782
"rsmA",11.6083191,4.002407595,14.86583636,7.591485869,20.82800035,11.53216548,6.578978608,18.61320391,6.255502728,10.89266959,17.03659289,10.01048839,6.245758267,17.91263735,11.94258035,7.467565103,10.55242375,5.089744222,19.20352129,6.689346393
"pdxA",3.67219208,1.644189263,4.627908889,2.485023085,4.199467668,4.374408471,2.378072177,5.434724552,2.070524068,3.617336575,5.089293814,3.427037692,1.999279641,4.239743927,3.767758259,2.744075833,3.846186504,2.028808778,4.870261754,2.421420904
"surA",7.400049377,2.58994903,13.29131801,4.424336589,14.63034748,10.30470234,3.94542882,23.31141961,3.441892162,7.827142451,18.51132752,9.177742379,3.982873202,17.81550316,18.6135528,10.53666173,16.55708424,5.306452959,23.42718497,7.433635472
"lptD",6.472399667,2.025661037,13.21701753,3.792443684,18.28913736,11.0948927,3.057335775,23.35422939,3.066359687,5.84869477,21.05908833,6.42863552,3.310077652,24.70567035,28.76388357,14.47238975,19.23145668,7.018998493,30.55338973,10.58751282
"djlA",1.726317925,1.202708411,1.898941702,1.30439211,2.296707488,1.654481777,1.335633069,2.639235825,1.423758763,1.659896398,2.432918762,1.638264476,1.465214905,2.212226578,1.624152231,1.403097333,1.75120817,1.362673336,2.349456219,1.51936236
"rluA",3.929526109,2.110063231,5.45490393,3.392126686,5.520156145,4.302499763,2.822738488,7.017351833,3.619462064,4.936590524,7.190826688,4.78560571,3.623258651,7.430682415,8.387304535,5.777189102,6.789758477,3.970524389,8.674377698,5.20816795
"rapA",3.371513381,1.95289281,4.807599467,2.737565097,5.092569893,3.144816689,2.101145164,5.75199757,2.22386635,2.851836143,4.957627674,2.742307253,2.188562521,6.478690189,7.674206241,4.428428772,5.805498141,2.584871695,7.832344847,3.855389811
"polB",2.090039873,1.323989402,2.520891433,1.431678067,3.130094146,2.124225796,1.876500166,2.817915101,1.716342263,1.716194283,3.375347757,1.72304237,1.50637774,2.764522529,1.855766824,1.709278626,2.04702894,1.54572936,3.054305554,1.708443154
"araD",3.698583844,1.556020519,3.315245652,2.405205485,3.003566837,3.890981029,2.581835286,4.262862099,1.969438201,2.693573718,3.330106871,2.893010221,1.955418219,3.336983022,2.899808289,2.511353994,3.724215859,2.263142839,3.995461614,2.572960821
"araA",13.10773475,2.859575619,17.96055595,7.386331959,20.01285466,20.85105048,6.426990626,23.60878196,4.785183243,9.75351338,20.39841218,11.24085013,6.149783989,17.85744864,13.77668508,9.036203022,13.1296344,7.991524443,21.69972234,8.570567813
"araB",3.211587595,1.585085066,4.307061922,2.27591502,6.945732648,4.275819538,2.245746054,5.362147073,2.380499915,3.096678402,6.263068094,2.951171906,2.560643473,7.889049548,5.877841184,4.338541272,5.674657794,4.167939109,8.167167112,4.648192068
"araC",18.2543551,2.653770203,31.63886133,8.390595789,58.08478289,40.7496112,7.618777748,28.36432266,4.573864707,10.64641604,29.74419088,11.88767,5.927606273,13.13208826,6.559723779,4.046443071,5.985329324,4.480615468,13.04669493,3.2095105
"yabI",4.258360157,1.834345058,6.032332075,2.817125269,7.745120656,7.031056217,3.260911069,7.94487733,2.621396733,4.417092288,7.046171004,4.066540711,3.057312364,9.022257567,5.41790403,3.968139702,5.357596442,3.846706485,9.549731466,4.25643995
"thiQ",2.417060601,1.62068183,2.0098189,1.672390694,3.372134762,2.249204046,2.141879136,2.707659025,2.118797278,2.226952742,2.669635436,2.142704647,2.00729206,3.000019517,2.039211814,2.22956366,2.619057734,2.200222271,2.970442821,2.418021858
"thiP",1.451002479,1.27250675,1.429930579,1.291323096,1.396491597,1.277795319,1.788527505,1.282907275,1.504278115,1.360896492,1.378747367,1.401403442,1.344493653,1.435662158,1.289351853,1.466630927,1.490038961,1.402531398,1.432227923,1.567435947
"thiB",2.205936711,1.62987857,2.044670314,1.874107614,2.064338648,1.78385738,2.022449559,1.75959553,1.725730891,1.669862596,1.83365381,1.488860193,1.513793774,2.162388827,1.641133685,1.676316071,2.060841712,1.558487681,2.069510771,1.81417329
"sgrR",2.220929611,1.270454976,2.572478465,1.533673139,3.223327132,2.642287453,1.782964908,2.394397071,1.702439315,1.880257405,3.001657336,1.888658017,1.752343004,2.328909091,1.766559675,1.587243545,1.682528728,1.42422934,2.172298697,1.660242461
"setA",3.691034504,1.887635523,4.619059742,2.819091882,6.748401289,4.889867698,3.202204437,5.919704865,3.013750641,3.650880895,5.61627958,3.580045891,3.034200287,6.175678274,4.10532585,3.588207589,4.061195152,3.428894616,6.476257476,3.820587458
"leuD",13.20052423,5.194415765,13.95379027,9.295299717,21.51400849,35.33509944,12.33346693,4.588653123,2.265303374,2.85163085,4.11528619,2.93598,2.485870325,11.13038677,5.810236552,3.721126507,6.868305652,3.482213849,13.9568203,4.083164113
"leuC",23.42990885,7.357276867,26.99893051,17.71957181,34.02848502,52.5802997,16.47428587,8.734002095,3.354205875,5.126016426,6.965289894,5.020749733,3.471484996,25.23329983,12.21549419,7.075414196,11.84906898,6.858304716,27.005462,7.834345096
"leuB",20.24478952,7.591104855,25.22315089,14.98549875,27.3333773,24.81280922,10.1089616,8.369967673,4.052666257,5.334862326,9.668901557,7.925266092,4.288141123,27.09543517,13.07051644,7.387123565,12.50667941,8.179572586,25.35301469,7.73478657
"leuA",7.642800243,3.31738291,9.206823428,5.360272872,12.8650139,6.420177874,3.812172371,4.14487359,2.840659918,3.639556058,4.398144969,2.861825371,2.725358057,10.60593133,6.632475936,4.708041767,7.522115071,6.372289729,11.39144142,6.187297649
"leuL",1.767718323,1.352736268,1.51134513,1.397287759,2.954305102,1.575946437,1.339036779,1.781735013,1.499893079,1.640677957,2.256974529,1.563688587,1.54459033,2.543443578,1.686787799,1.589347407,1.930242186,1.837274883,2.296355469,1.656761814
"leuO",1.196658656,1.015101423,1.114077461,1.083751609,1.2155967,1.085541229,1.078400474,1.185830711,1.091174021,1.166441104,1.232713554,1.092420849,1.106677364,1.268422894,1.080062828,1.070055544,1.125994141,0.997302166,1.138903455,1.058393668
"ilvI",10.26012002,2.047611976,14.79212799,4.891267574,28.51941238,20.57812063,3.8764237,7.496194926,2.400931594,3.760427708,7.31063347,3.343908943,2.68074488,7.566320498,3.868849038,2.851760132,3.919630445,2.920312188,7.245822735,3.197821443
"ilvH",4.452442063,1.606445633,4.917239753,2.578949405,6.003600653,5.655514285,2.385882257,3.606197254,1.744788517,2.205385103,3.2305613,2.034554115,1.817914329,3.573147564,2.086773253,2.099857772,2.823232599,1.965759813,3.691201077,2.258761691
"cra",5.53925408,1.674602115,8.18818641,3.219130812,18.02589948,7.894716567,2.418391963,14.77562339,3.037974774,5.615209793,15.93326774,5.961957194,3.625448781,9.877517569,6.231555565,4.298805942,6.535982657,3.989510879,10.5855212,4.136908416
"mraZ",4.600945223,1.660775237,5.672469706,2.939119104,9.976465355,4.758317783,2.649319106,6.015176507,2.521536272,3.709296875,7.767530376,3.425965945,2.601813106,10.13953844,5.748820472,3.866273497,6.133125755,3.890374745,11.11572466,4.055908613
"rsmH",4.027606201,1.535873174,4.927048637,2.376530742,7.631733191,4.776691308,2.268584867,6.495764741,2.165548421,3.409136404,6.590239538,2.907543184,2.407547169,9.055277948,6.266155635,4.137984963,5.872870438,3.470122625,10.00594631,3.788873711
"ftsL",12.13027686,2.701646576,17.92803128,7.468520021,23.60885097,20.23595359,6.084662647,25.06338967,4.645790546,9.559333284,25.51432563,9.549135484,5.97555871,18.83059572,14.02838925,7.796357372,13.24956786,4.329701898,24.30530281,7.715816544
"ftsI",2.578609131,1.297628251,3.159658406,1.832359994,3.12798047,3.220273246,1.900508132,4.034645421,1.617493559,2.377415137,3.516526785,2.362674728,1.797628435,4.317386092,3.615389629,2.665646101,3.934974037,2.184585963,5.264824076,2.411973317
"murE",6.455030484,1.813140815,7.211275802,4.815589742,7.494410031,7.959375041,4.110269953,7.838324501,2.229409936,5.039355918,6.270186096,5.00715773,2.941789442,5.538682992,4.662874891,3.610202621,5.490146621,2.896540674,6.815178372,3.350788299
"murF",4.825534004,1.614857747,4.033290383,3.812412763,4.315155859,4.803076167,3.639570706,4.194265507,1.853205963,4.236727635,3.793811785,3.152663766,2.229087273,4.285012917,3.558577581,3.01324515,3.98392476,2.56525375,4.435609975,2.989170868
"mraY",4.328947682,1.950616799,3.90983464,3.631692149,3.81064014,4.367816237,3.780004437,7.017649247,2.292224077,5.546293454,4.076500846,3.883602955,3.382775654,5.162129299,5.237705003,4.214468028,5.987290759,4.494160295,6.242181913,4.647203574
"murD",5.453445756,2.003619598,5.513626457,5.572565624,5.207914678,6.498272887,5.754061638,5.681116191,2.129380552,5.681224372,4.321814656,4.068284318,3.472165743,4.133842123,3.722133117,3.001088204,4.503057087,3.560444643,4.91328128,3.370256512
"ftsW",6.960558303,2.814377584,5.571531944,7.25412699,6.103618935,8.413074435,7.997548854,7.906816842,3.369245328,8.447374746,5.84137522,5.270385983,5.997449381,7.299173711,7.489061712,5.967452473,8.088761057,6.363747455,8.670605693,7.722062039
"murG",11.86281545,4.805661145,10.64294356,11.94867883,11.61223342,14.05854386,13.46368734,14.55340233,5.956252322,14.36349781,11.35120017,9.236484707,11.0433651,12.86609447,12.86192832,10.52029579,14.04981502,12.39678424,15.81486886,13.81757044
"murC",5.20238842,2.71852599,4.120574293,4.457285857,5.117168522,5.703909287,5.578925714,4.486222322,2.46237644,4.183113211,3.294260085,3.093132546,3.523976818,4.099858011,4.364602124,3.833981699,4.728694305,3.76481086,4.795554111,4.917210045
"ddlB",14.38740474,7.57826959,13.97943204,12.20889424,19.60166986,19.07817252,14.96877354,21.6066818,8.207587785,14.79827227,17.23377332,12.27420313,10.37202341,13.98963984,14.15958421,11.11420316,14.66371629,10.78337263,17.01719776,13.10856907
"ftsQ",12.59696562,7.940641581,14.90209446,11.2921176,21.17827991,16.59895509,13.85377623,25.29509307,8.523893629,15.13254853,23.37125019,12.06665458,10.26885227,17.75010599,17.32105325,12.35857401,14.89089109,12.23555961,21.92380346,12.9653684
"ftsA",11.25517347,7.454991205,12.71714383,9.302898922,14.23369245,14.80210938,11.35197097,16.00634875,6.507076184,11.84404109,12.64976595,8.59835184,7.536274164,12.83927006,14.33392014,10.86832146,11.72756527,8.958702892,16.54138242,11.4818584
"ftsZ",196.9632691,141.7148738,162.6967571,174.8906772,185.5337968,219.0890634,210.6012767,164.8787843,103.3016954,151.2266422,139.0330786,132.5475067,126.6359321,87.26889376,83.61228521,69.07769812,86.72720122,81.86372347,104.3542563,75.38902529
"lpxC",46.43289395,25.26853817,43.21733303,40.05371452,51.57168163,56.97177565,46.20507901,51.80609137,22.6962192,39.03863184,49.00244308,37.13091332,30.43852589,40.50028126,45.58225625,35.6810152,48.52343678,34.16634498,48.763759,32.79205703
"secM",3.50752881,2.375950008,4.003213518,2.604444141,5.137549782,4.244743419,2.721727491,5.425402722,2.669754314,4.117587218,5.99380957,3.668093754,2.879096048,4.251315375,4.275640929,3.034895005,3.69124159,2.339049348,4.654351608,2.868428372
"secA",7.301341833,3.044177607,8.119237355,5.058775366,9.223194683,9.485175416,4.866493587,13.22961618,4.213041609,9.957719636,9.770713737,8.283124828,6.723317928,5.637977362,5.215646833,3.952966932,6.017536185,2.782223952,6.665972724,4.348313369
"mutT",1.459963029,1.202866641,1.508087984,1.263751463,1.492144486,1.35206094,1.240947427,1.5430856,1.230733812,1.350225093,1.484429914,1.301764304,1.238402831,1.288783752,1.140656062,1.139504608,1.362016844,1.153503537,1.349836527,1.13593898
"yacG",2.53797143,1.401609626,2.734575539,1.750431036,3.182445762,2.780513776,1.682084621,2.79568322,1.591775169,1.99822443,2.790232425,1.864068341,1.684620968,2.273204161,1.691724793,1.394446564,1.823059494,1.433185131,2.451871334,1.557427658
"zapD",3.194016134,1.548143677,3.98889383,2.193514398,5.019956567,3.967054109,2.054934946,4.457916218,1.723794691,2.518222819,4.049478025,2.335292924,2.062934234,4.294694985,2.551579351,1.811505031,2.692391996,2.065961623,4.627833623,2.122089879
"coaE",2.544360987,1.35839757,3.08714617,1.719682906,4.297804964,2.862659408,1.610521861,3.752874616,1.636597019,2.259237295,3.428785137,2.090047508,1.89395063,4.538745594,2.468412564,1.77475847,2.339461127,1.974616092,4.496437902,2.018198456
"guaC",4.02180672,3.806846276,3.133603283,3.7847781,3.63754198,3.234047804,3.736651395,2.631385182,2.239967901,2.175795402,2.620035656,2.058050064,1.956007556,2.45618188,1.934897826,1.824027189,2.676005488,2.480161695,2.596518396,2.6189302
"hofC",1.330213913,1.171877412,1.375457866,1.19981652,1.460179212,1.323605544,1.447314623,1.440680062,1.372652422,1.283484288,1.469078392,1.191954691,1.263163534,1.29525204,1.173977227,1.279965869,1.269032114,1.124527633,1.290873546,1.225535255
"hofB",1.346582883,1.150476884,1.387844406,1.178405245,1.328656363,1.361222707,1.360181676,1.455922996,1.400923284,1.329210893,1.375232138,1.282397173,1.271743815,1.333992154,1.154066845,1.224082468,1.312361172,1.184729068,1.235284099,1.219726998
"ppdD",1.356618417,1.183018469,1.216369948,1.174870216,1.354664544,1.259453608,1.461002101,1.320207097,1.476352972,1.354318234,1.430812555,1.304365786,1.302935658,1.513083376,1.187293731,1.328586282,1.406867995,1.290665112,1.329641329,1.407715622
"nadC",2.451649971,1.33051227,2.669533034,1.710357235,3.760193183,2.589771624,2.056793912,2.332131897,1.550188504,1.615722574,2.419432131,1.575484736,1.53301152,2.357253228,1.632602204,1.430875579,1.811703093,1.556424972,2.41262695,1.65398886
"ampD",7.094126278,2.183718152,9.805838922,4.401623378,17.57524751,11.27906203,3.997489706,17.48473002,3.898683638,7.220686652,15.04026284,7.034281848,4.564007055,12.47076044,8.665922365,5.893906159,9.156109647,4.99896158,13.48914308,5.7077232
"ampE",16.41577444,3.637622656,16.99025264,8.927981968,22.97084327,22.74098418,8.688112238,22.22504888,4.563022284,9.644040713,17.56427044,9.742452654,5.902119275,15.13106598,10.44248398,6.682715844,9.534815071,6.272653349,16.13852911,6.534526392
"aroP",13.09536098,3.13935943,19.38875946,7.012183638,35.89687324,21.27768666,5.927020066,17.59645775,3.367995284,6.940985387,17.24766768,7.119056419,4.377370981,13.96063032,6.207679986,4.49404451,7.863766947,4.826235549,15.31492098,4.594680288
"pdhR",1.739097194,1.205022522,1.835296105,1.374963326,3.222449773,1.926387916,1.392102952,2.856634478,1.56404487,1.758100539,3.275971361,1.92527084,1.612607869,2.111713184,1.633051581,1.497391925,1.929943327,1.450660306,1.994156382,1.636982689
"aceE",57.51913602,13.26326421,52.39382472,38.50608053,60.57121085,71.36680884,30.83645972,62.2640277,18.35249524,48.84873089,53.88893253,44.20869944,26.38336294,23.7674259,27.51541843,19.61107238,32.12196945,18.84801219,28.80831336,23.27163411
"aceF",36.00326268,9.707495889,29.1996434,26.66184165,33.37272911,40.42645281,24.01352868,35.3519886,11.77806573,34.01828846,27.76618685,27.91687048,19.58689073,15.93408766,19.13530927,15.45493025,24.34086638,13.49633958,20.46838566,18.71147115
"lpd",106.5275467,45.91333211,100.9721296,90.12528183,113.4673679,109.084587,75.4829846,124.8566132,58.83180522,107.8907395,104.9148326,80.44910616,73.26276432,42.35421944,35.46900448,32.06605234,43.06169049,26.031507,48.15259292,31.29508576
"yacH",1.503471105,1.194139463,1.515078595,1.234829945,1.765735757,1.394862216,1.826999038,1.593020889,1.532290116,1.436952257,1.774248129,1.325387596,1.266527366,1.754831341,1.413605442,1.54690922,1.637818382,1.390943426,1.729187729,1.574933598
"acnB",179.0411622,85.08108339,176.4452406,147.1496734,184.913331,194.1072183,98.07157853,164.6154577,56.82370398,120.8854529,120.8912968,99.91721892,70.04408262,56.40593441,48.15928963,34.31964615,57.7046021,30.67830257,67.82919718,43.01063347
