"","7200","21600","10800","36000","0","3600","14400","10800 | 1","21600 | 1","36000 | 1","0 | 1","3600 | 1","14400 | 1","0 | 2","10800 | 2","36000 | 2","3600 | 2","21600 | 2","7200 | 1","14400 | 2"
"glmS",37.34829179,9.851383841,46.4199073,23.91184209,57.19288326,59.08991259,18.21660661,60.77702034,8.540737765,23.85130933,44.60392208,24.19094532,11.40146011,54.25628425,63.37924951,43.22419199,53.788423,21.33327189,65.03677617,33.3832235
"glmU",3.943989884,1.843908471,5.966083285,2.727750139,10.36669207,5.597832744,2.282556847,7.685401419,2.224521044,2.631144193,7.757994855,2.761122516,2.112846381,6.590244366,6.212668244,3.881522558,5.155516029,2.487842602,7.285173195,3.418342786
"atpC",3.321326995,3.442637845,3.39224572,3.948960968,3.378134123,3.472881443,3.633025241,2.353484597,2.048639466,2.43110869,2.120797424,1.952159248,1.931838589,2.300765147,1.753551208,1.743854582,2.284090089,1.874127133,2.761118722,1.919255578
"atpD",18.22800447,15.26083626,11.56011201,19.16949954,12.06769427,12.182158,14.62245777,7.200171667,7.209257733,8.373534671,5.581906632,5.986164354,5.693233536,6.987676384,6.386706206,5.513698103,8.185594242,6.113213417,10.27941691,5.279187449
"atpG",29.93740585,23.9980686,21.71181447,33.68472858,16.71701075,19.39167905,22.89333459,10.58035562,13.06203041,14.57266497,8.069514881,8.656179115,9.658370498,11.92216622,10.84082304,8.220358584,12.13147524,11.28658286,16.1444446,8.382753787
"atpA",33.34758726,23.77110588,27.34035965,34.47950027,19.16605494,24.44405888,24.01239484,12.88307234,14.70260894,16.72356257,10.01053037,9.905267099,10.9487353,14.46921073,11.31915691,8.170432234,12.96676142,11.4134008,17.74301211,8.710882844
"atpH",36.29059175,25.38792086,35.89941838,38.75703646,27.32003409,29.24877766,25.49207141,16.74154718,16.8765438,18.59396286,12.6247165,12.6016332,11.69319929,17.72133314,12.56633167,9.107342791,13.58291373,11.41407842,20.84583615,9.271050711
"atpF",47.06238801,28.71543793,49.81000249,50.0216525,36.39042932,41.28978413,33.60425193,25.29295839,21.89342512,27.45107708,20.45538195,17.28101759,15.12265637,21.59083432,16.5548271,10.99187431,17.92185798,14.10092711,27.20365077,11.97153324
"atpE",84.92135885,42.14426022,86.69573889,79.99300062,82.70732709,79.97306305,53.07437472,58.46833844,38.32342857,51.69180364,43.74621594,33.93492456,30.11583528,46.67804383,30.7837074,20.0930681,35.26185876,28.64071224,51.84607865,24.01383243
"atpB",24.18599096,9.122048281,26.25698348,20.77094815,27.44158346,23.50432204,14.50889584,22.28849575,11.05805928,15.40419137,16.11780945,10.37386295,9.157379804,14.98476182,10.14306759,7.203075141,10.97488279,8.065654659,18.0287664,9.100427465
"atpI",5.451917324,1.970520467,5.306991758,3.387535028,8.193866147,5.289471888,2.85047883,5.248082384,2.728347769,3.639908527,4.847372455,2.738706807,2.601512727,4.953532797,3.384527852,2.657064896,3.597464795,3.248102677,5.016258392,3.379999136
"rsmG",1.680003218,1.494898739,1.721087432,1.450344065,1.578796413,1.470368372,1.353691432,1.440133337,1.403602534,1.351250111,1.455488604,1.327060119,1.393693134,1.578362165,1.43477856,1.331564966,1.508995729,1.478069865,1.638765695,1.595779319
"mnmG",4.113881465,2.364365377,3.199240243,2.93435873,4.328373231,3.680117789,2.627653514,2.318128355,2.336859718,2.060990098,2.656872567,1.956152506,2.131923572,3.2783261,2.861302722,2.389755759,3.079627814,3.28328307,3.801704494,2.918121121
"mioC",3.174810489,1.716118767,3.597945178,2.163727331,4.983171583,3.403941439,2.241713747,2.135586064,1.690800273,1.789481255,2.267408073,1.642136997,1.597259907,2.279304735,1.854284573,1.674450388,1.728002899,1.852328395,2.475137042,1.803651635
"asnC",1.653057213,1.253587114,1.740769507,1.288244609,2.989209152,1.572540374,1.431939736,1.717420921,1.347310208,1.366206177,1.866342596,1.369053956,1.280841294,1.810750507,1.291508846,1.269720713,1.687476821,1.327613287,1.755367935,1.389525943
"asnA",1.553207695,1.253988099,1.68762399,1.293695898,1.724185889,1.53970737,1.590496555,1.631670567,1.386382757,1.458534573,1.745677705,1.508948617,1.392149445,1.612641581,1.32831484,1.255382334,1.473867639,1.293268905,1.528755447,1.339444167
"viaA",2.037136124,1.443407441,2.730783217,1.637798826,3.61979473,2.231274474,1.787194299,4.073982761,1.711386991,1.771300347,3.849058185,1.622043029,1.499140614,5.28987699,2.783633139,1.900939102,2.398748559,1.622734908,6.214765141,1.812586976
"ravA",2.451756466,1.450266894,3.230923306,1.909833402,6.650072593,2.483519512,1.736322739,4.511452493,1.861491031,2.023203913,5.566663311,1.934291284,1.649663479,7.098970697,3.669776226,2.094008781,2.834869611,2.0059101,7.834780141,2.052848484
"kup",3.133749712,1.779999803,4.034347987,2.438765074,4.803877061,2.747641377,1.949454787,7.218777179,2.569645834,3.882837256,6.312299738,3.185721417,2.455297919,9.757731257,11.03479392,6.486529743,9.668162696,4.207998888,13.04160851,5.85559399
"rbsD",65.39988427,24.96759851,93.94245773,60.31692118,200.9592196,92.40419442,45.7313785,178.452296,65.8602723,111.1548693,181.3741607,88.82945804,70.50282329,91.04393065,120.5052062,87.11186788,102.2611938,53.55154313,148.7402362,67.81469962
"rbsA",4.605561775,1.748655341,13.23744907,2.969564618,45.26830291,9.958865266,2.719852752,42.54034573,3.768257466,7.158317127,43.83339457,7.457586209,4.535419387,58.56647418,47.96491007,23.82740006,35.48682069,11.45317583,63.45624246,20.96783795
"rbsC",20.80088502,3.605142114,65.01608562,8.551430629,84.26699512,63.7701365,7.236115779,143.5135201,10.7394107,32.80627429,111.06043,39.97959614,14.62932074,130.2443886,150.7242293,90.45936144,129.0009916,37.71229998,167.146837,70.06892593
"rbsB",325.989705,276.6757423,237.0594734,329.6105961,323.703906,315.5837693,306.268838,358.0116321,323.4439787,361.1745095,335.2499544,324.7913568,327.2117338,225.2350959,260.6069266,236.5926725,247.8052945,264.5468681,272.0330682,261.5233394
"rbsK",53.93759314,5.703926241,74.94097178,20.77776936,77.5633621,80.51267583,12.19560449,95.62344392,10.29144282,52.30246367,68.2197926,53.82483483,19.06794609,34.03704169,22.86613952,13.97736247,29.83321425,7.92403616,42.64378426,12.30207929
"rbsR",2.439769739,1.278175172,2.690754787,1.590078645,2.430475909,2.485376078,1.450420552,1.958648413,1.366580757,1.645750936,1.907108734,1.573998089,1.344384816,1.605727022,1.408910454,1.230946753,1.364306813,1.127152025,1.663296912,1.233643792
"hsrA",1.61716017,1.207051009,1.591382391,1.346652935,1.79121227,1.603197661,1.290970364,1.97020376,1.47512257,1.528390291,2.052952423,1.419246896,1.370527379,2.105812308,1.460272071,1.241723534,1.322583626,1.220437858,1.523917664,1.290150515
"yieP",3.766740052,1.738971224,4.481977449,2.434446105,6.551233471,4.022700729,2.103568566,4.730712976,2.304882655,2.915151118,4.830897329,2.661381096,2.165833318,4.467194495,2.575441886,1.739972893,2.507847392,1.65995865,3.598393161,2.191084995
"maoP",2.035887963,1.462131133,2.048045499,1.7309901,2.582803698,2.052002593,1.680519986,1.548542975,1.443656383,1.534625754,1.921210023,1.526796703,1.463401421,1.847184285,1.422546723,1.340875214,1.562731143,1.43513096,1.805222218,1.471001071
"yifB",1.718535801,1.331996066,1.655471188,1.404068276,2.037488045,1.728999231,1.539222412,1.921827157,1.504064385,1.503210445,1.895703472,1.519130962,1.419847499,1.58040266,1.271930046,1.321017303,1.449300506,1.304372299,1.460787945,1.361086974
"ilvL",1.895650892,1.445357055,1.854967435,1.598198967,2.722721902,1.98997052,1.715731722,2.030155189,1.669617392,1.787157795,2.149605161,1.789283074,1.758480904,1.773313065,1.408880384,1.475878939,1.774643737,1.503539407,1.683699274,1.625489048
"ilvM",2.283739872,1.510494959,2.197952825,1.819620119,2.561135639,3.491922353,2.425817739,1.462765948,1.379216674,1.412194618,1.484891056,1.315745903,1.305228234,1.424304251,1.206898986,1.239389097,1.334518832,1.296436396,1.292093339,1.292021765
"ilvE",12.21501408,4.602637006,11.85159179,7.858934669,19.03531206,24.42796438,10.1714594,4.301063206,2.551485554,2.770248123,4.533966749,2.863003165,2.57580126,4.028552351,2.658042961,2.150398951,2.870721095,2.344551397,4.107101446,2.396173734
"ilvD",3.67067976,1.785050829,3.969204619,2.597764425,4.602660378,5.287166165,2.697590684,2.823379146,1.727620098,1.961125983,2.556617751,1.963500288,1.668877228,2.379662142,2.037190326,1.678740192,2.39949936,1.576231912,2.826183575,1.907551296
"ilvA",2.769028469,1.568635916,2.879084807,2.218862378,3.532238557,3.962814201,2.32051137,2.671345393,1.618836396,2.083287261,2.820496326,2.088976141,1.615975473,2.16839018,1.827357555,1.744841757,2.009488549,1.483514561,2.372322362,1.616635625
"ilvY",2.810092727,1.321762973,4.054442804,1.897127457,7.421392553,4.250051094,2.051804294,7.253283622,1.914252761,2.678916009,7.05142747,3.130145971,1.99301083,3.688268826,2.434023962,1.917946365,2.646756674,1.961451095,3.903371978,1.881824892
"ilvC",10.08960916,4.304150759,12.02967918,6.64868099,16.0891748,10.22625661,5.63253346,4.263157609,2.53759383,2.684809666,4.498616807,2.682123867,2.424161589,9.001531419,5.065155648,2.365626973,3.997138124,2.427316638,8.831380528,1.990545431
"ppiC",1.613140533,1.399473852,1.606610853,1.356396144,1.755491724,1.60038786,1.725712632,1.533449147,1.555400928,1.467137869,1.617428632,1.473291268,1.47184678,1.610599505,1.403190707,1.459032268,1.637203198,1.412420538,1.603109548,1.576917375
"yifN",1.842294444,1.377484133,2.075372981,1.61537148,2.804253702,1.918185806,2.019928446,2.35311671,1.717514179,1.710915444,2.25387009,1.68846553,1.546179297,2.673011743,2.478194916,2.250785643,2.589724772,2.001315277,2.84807999,2.140635092
"rep",1.801065563,1.303699173,1.502073983,1.394727531,1.843928762,1.599846038,1.483703526,1.481186696,1.454868288,1.321510527,1.576680167,1.32076381,1.372959323,1.61213437,1.365920419,1.288442432,1.496029953,1.447366509,1.661147307,1.478587961
"gpp",2.913919454,1.589699641,3.898275488,2.184780101,5.464563679,3.409492349,2.086906923,3.615326414,1.972991562,2.322925452,3.680319405,2.09523499,1.969488133,3.514105194,2.210681704,1.795528978,2.333468739,1.718269857,3.367188915,1.890019362
"rhlB",3.025036963,1.406598902,4.061231914,1.917244668,6.553289649,3.317790407,1.714544726,3.753961905,1.720572734,1.864500884,3.112016899,1.833989399,1.681005756,3.519987045,2.161876552,1.606019231,2.299416845,1.595663051,3.872688216,1.790053252
"trxA",17.56647672,5.788915332,21.50685117,12.6637136,38.27591193,21.85402204,9.50436022,30.74958619,9.134128154,16.95539131,35.85958639,18.66046519,12.26164115,23.51856792,21.96777259,12.18318841,17.69312096,7.373979395,27.1188884,8.518467494
"rho",8.015907592,2.779826418,13.10477863,4.238855813,24.80822766,9.797212396,3.524584514,13.26168851,3.002566384,4.894410322,10.38202189,5.171423648,3.22097849,13.37448638,15.63025582,9.164592545,13.38177273,3.70939797,19.51540627,7.25066823
"rfe",2.981205851,1.549312023,3.286182927,1.91230458,4.530837589,2.76934677,1.745503719,3.639314866,1.919969879,2.215991022,3.617025579,1.933056998,1.805389227,4.553248752,2.426153103,1.831331805,2.424396585,1.613027228,4.00655584,2.194428742
"wzzE",3.191048725,1.899363708,3.774104241,2.271669452,4.422841555,3.341386394,2.212047682,3.962674002,2.169857402,2.374789388,3.479263429,2.193817453,2.004514661,3.567810581,2.438519027,1.922475678,2.410599988,2.044187343,4.135752495,2.184169324
"wecB",2.187945873,1.473587255,2.302556843,1.722243272,1.959014002,1.923830593,1.630088251,1.984451414,1.707593913,1.591293244,1.951403163,1.631351621,1.536082762,2.124329952,1.791700407,1.458576123,1.927416348,1.49066331,2.207145019,1.53132457
"wecC",2.462296995,1.596372004,2.500713558,1.837440954,2.237909712,2.041124353,1.794464957,2.092397049,1.655820359,1.749237455,1.986239298,1.601463087,1.486278267,2.127819985,1.796922312,1.586819272,1.882064633,1.42679172,2.169909961,1.557989805
"rffG",2.534292721,1.652218744,2.546512816,2.123637534,2.824203402,2.434801931,2.051952416,2.154587044,1.587390951,1.725944101,2.027661655,1.646283011,1.514392579,1.899301545,1.6490139,1.592242344,1.796820846,1.386662516,1.922325656,1.58879731
"rffH",4.243336809,2.625942773,3.972264992,3.550784932,5.126264684,3.755940608,3.503354958,3.689630839,2.14653993,2.599541806,3.957707959,2.359157198,1.871807143,3.517610537,2.840586161,2.368889586,2.923847099,1.935333426,3.953444647,2.253649337
"rffC",1.871504726,1.465437717,1.714116238,1.610655082,1.756499865,1.576002124,1.741749436,1.665289352,1.442425205,1.649029795,1.776693653,1.342458492,1.350801679,1.864561669,1.481885613,1.431151702,1.62895768,1.26364848,1.827368295,1.361846381
"wecE",2.447223255,1.786656534,2.62732401,2.020618083,3.228694075,2.333533847,2.1132201,2.872465959,1.626235547,1.863704803,2.735421228,1.849477415,1.587735836,2.757451904,1.991063834,1.599239477,2.173973792,1.634571411,2.838788369,1.685636275
"wzxE",2.957438118,2.155325584,3.565865415,2.659333172,3.835682094,3.411890425,2.791680405,4.715478294,2.098238789,2.92321259,3.471138008,2.549030452,2.118133025,4.060696443,3.732144466,3.091819692,3.325826769,2.185966371,4.685330541,2.664444574
"wzyE",1.697500831,1.371388588,1.741060778,1.327440179,1.590807513,1.43266002,1.601417562,1.828251494,1.626084818,1.662862868,1.767575013,1.518311637,1.560249183,3.137073186,2.401219564,2.18272451,2.173333749,1.786390823,3.052759672,1.970079279
"rffM",1.541557417,1.336058771,1.633658113,1.462334381,2.074805105,1.64817713,1.560375885,1.940877159,1.570530086,1.600383322,2.048299888,1.504531829,1.532749822,2.046529631,1.609388959,1.466451142,1.707303967,1.451382656,2.146426884,1.566481555
"yifK",3.880581737,2.106941507,4.819715508,2.790860168,6.36558437,3.672543008,2.83725721,4.647848037,2.714663603,2.946235482,4.305178913,2.62511168,2.465656855,4.586883766,2.674639495,2.26957799,2.8648055,2.061853003,4.342630282,2.353112293
"aslB",1.597883726,1.295945317,1.635073366,1.38760108,1.954937621,1.683971483,1.656787404,1.538584915,1.503503925,1.414648358,1.722646065,1.396258362,1.426550211,1.644311598,1.324408696,1.38573803,1.368822106,1.316127065,1.390051558,1.483709
"aslA",1.456472334,1.230563819,1.422749859,1.253096088,1.570749836,1.345265773,1.365219494,1.357338215,1.312667845,1.34842188,1.484127439,1.302797199,1.347701932,1.291590883,1.275494446,1.17897625,1.312860783,1.253882933,1.337261172,1.275329588
"hemY",5.844040401,2.001840096,10.88205139,3.418525562,10.31425787,8.241082791,3.050576368,12.43170952,2.835838048,6.563543443,10.16105187,6.842048371,3.380515081,7.569003848,6.624492329,4.435276913,6.785312517,3.03866203,9.04037974,4.180974998
"hemX",8.324430954,2.547410668,16.84538123,4.293396417,20.15192841,12.9572763,3.503345199,22.741621,3.391466604,7.245438985,18.72889649,7.475536868,3.940392542,10.66452734,9.719706985,5.557016938,8.629722244,3.228140219,13.16082255,4.963737077
"hemD",5.639797366,2.049305764,9.202268794,3.475693654,14.74891623,7.808194428,3.357631411,16.54238958,3.227643672,5.411895035,15.1065157,5.432032798,3.480676663,12.65592433,9.941991929,5.156736025,8.481653201,3.616918432,14.89151317,5.355475041
"hemC",10.08954929,2.713286628,17.04939737,5.700559927,35.23757864,12.61592389,5.011652137,26.40702671,4.546181883,8.717219475,27.55251061,9.082673865,5.574073906,27.41906925,15.70378745,8.17918049,13.46834572,4.68755818,25.61714245,7.309325822
"cyaA",3.032736056,1.508111929,5.229375644,2.043498537,5.919206373,4.108653085,1.833393053,9.957900588,1.961273837,3.08516176,8.784940612,3.351507234,1.962645005,7.13008271,7.321412857,3.552174198,4.813538817,2.123943908,7.675803799,2.743126506
"cyaY",2.91228588,1.68922276,3.099834418,2.134984243,4.052967377,3.150160375,2.646886929,2.758057516,2.499683219,2.558184831,2.66912897,2.061180692,2.556187619,2.614189994,1.861760374,1.913062652,2.047000963,1.899649089,2.456208114,2.102948985
"dapF",3.894613849,2.112733221,5.893867384,3.103617764,7.027236111,4.562490692,2.853560915,5.797681141,2.650456762,3.039774242,5.813516759,2.825465126,2.713755662,5.053154037,3.290469631,2.323127263,3.388162214,2.362908138,6.029571057,2.919951198
"yigA",3.782656899,1.802254117,4.490418102,2.39247883,4.487647552,3.636452424,2.234370181,3.766364149,2.04761462,2.267830196,3.753759182,2.290871559,1.947857385,3.078732719,2.151425866,1.70750224,2.347084401,1.671487969,3.260970036,2.030918984
"xerC",4.770772464,2.196773216,5.361591526,3.260357027,4.742378899,4.186074798,2.637267491,5.284579356,2.792154709,3.11424101,4.48750471,2.909484764,2.359820752,3.896859713,2.737045255,2.002619987,2.735286375,1.64814805,4.16649074,2.203605475
"yigB",2.461035869,1.601239554,2.374695069,1.961382351,1.972464114,1.810065181,1.891349986,2.075372536,1.873930959,1.850923459,2.067213407,1.766770947,1.654581002,2.112029619,1.648104706,1.484564301,1.814929333,1.369303884,2.074386609,1.561713051
"uvrD",1.931785473,1.289067194,2.0457434,1.43547744,2.348776748,2.049003669,1.632890019,1.715618433,1.441215089,1.473076439,1.775225163,1.413270804,1.390382142,1.735866153,1.371345122,1.302954897,1.521551441,1.37190215,1.691628634,1.42512056
"corA",6.012541268,2.082237358,5.55532659,4.819774332,7.512730224,5.645312812,3.639504024,4.987909269,2.526335033,3.913208256,4.839267782,3.09278462,2.682163453,7.963989757,6.137010144,4.904582318,7.548042828,7.394589993,9.492745329,6.340505398
"yigF",1.205769973,1.000083759,1.187357226,1.047118133,1.108645733,1.08329625,1.053053013,1.128682359,1.05326775,1.017097965,1.137570761,1.087525561,1.064652679,1.061309832,1.041839768,1.029757239,1.08244139,1.081487985,1.115431888,1.054721812
"yigG",1.093488258,1.001116309,1.073718874,0.998512203,0.983505044,0.995048075,1.001275743,0.985455979,1.018241349,1.028416269,0.973499346,0.9795886,0.948634056,1.000908704,0.982963201,0.996724586,0.947312022,0.980145115,0.983173717,0.966986424
"rarD",1.731082883,1.331527104,1.909890418,1.375733523,2.192719911,1.632471524,1.445942161,1.65061332,1.463832162,1.389588385,1.748041783,1.394792586,1.388059568,2.070525344,1.422060583,1.36180341,1.53805075,1.396512159,1.936252557,1.482468457
"yigI",3.904531321,1.671468959,4.39756011,2.480484734,7.492412068,4.35095236,2.246888403,3.823020436,2.00118171,2.253335042,4.235580771,2.257674228,2.035084488,3.763139636,2.314350084,2.005402608,2.784742766,2.158009111,3.829931176,2.296106658
"pldA",1.815683845,1.300336343,1.703135598,1.454649125,2.015430657,1.598624861,1.563439578,1.674721765,1.36860395,1.37435726,1.624968888,1.314467322,1.367070696,1.647941356,1.456353125,1.41841327,1.622336776,1.268772261,1.77248111,1.489126128
"recQ",1.653038946,1.331297343,1.447068248,1.445649667,1.737417939,1.511295495,1.81504345,1.444352847,1.694435577,1.387758782,1.559614388,1.359717493,1.45144035,1.671694029,1.335122857,1.557155014,1.530454196,1.339314903,1.577087759,1.575631439
"rhtC",2.194961357,1.446488127,2.216540588,1.550268128,2.844251331,2.131224964,2.12763677,2.636638513,1.834908012,1.785291518,2.393832387,1.787514401,1.770821458,2.19902106,1.594429245,1.693363981,1.993363751,1.443452806,2.08959698,1.739491576
"rhtB",5.585180697,1.803334997,6.079243452,3.236146954,10.99150304,8.129739877,3.285873901,4.684122417,2.45537576,2.958832624,4.879975963,2.845659141,2.447701728,4.075031376,2.289733586,2.159514416,2.875248012,2.665373747,4.264024833,2.610318602
"pldB",2.654100279,1.392154734,3.026333536,1.856465494,3.992009406,2.769661358,1.938665501,3.052307286,1.942105723,2.267280845,3.209321954,2.027458182,1.85223589,2.631602648,2.039510179,1.801192771,1.973820751,1.809772382,2.776818954,1.932392996
"yigL",2.781780145,1.674978545,2.814049879,2.09719377,3.45223733,3.047055958,2.079031093,2.420656891,1.819813068,1.918909083,2.448076113,1.824558069,1.721194137,2.231688343,1.582962049,1.517895194,1.814621149,1.476818645,2.113016062,1.643564806
"bioP",3.535648983,1.540736261,4.505210878,2.303946486,8.577716278,3.822063973,2.608789764,4.942749053,1.939307573,2.575401912,6.308548558,2.57963097,2.055697788,1.81239106,1.308313362,1.402722853,1.532962969,1.391850904,1.660453403,1.539135459
"metR",7.302880146,1.789747172,9.659218572,3.758713064,23.57799215,8.446855484,3.166408129,8.527284252,1.905212236,3.448860157,13.07550452,3.942079957,2.57608658,1.796600513,1.25404725,1.204861385,1.583477928,1.437456051,1.680519618,1.30978091
"metE",17.33316762,4.805089946,16.97864194,9.921982155,29.096473,29.04644804,9.841918602,8.494606475,2.386762272,4.561102668,9.01571375,5.260127052,3.074952658,3.316167065,2.337183885,1.674011419,2.293959866,1.608463387,3.285514253,1.550627837
"ysgA",14.11396619,3.804171891,20.81222529,11.4395184,25.1496038,12.48053937,5.822072942,22.4068586,4.428218294,10.14381277,21.91518936,9.091692152,5.989591498,11.70208294,7.414760508,4.875809558,8.1214544,4.146814941,12.6239758,4.328319303
"udp",87.85805397,48.65772378,85.79449645,79.72922535,107.464625,94.25281546,64.98387077,61.53493824,34.22364869,48.5237218,59.58083772,44.24799245,38.21503817,32.7545108,21.84520567,16.05462888,23.87410143,24.73160066,37.41564861,18.533103
"rmuC",2.498333845,1.619176373,3.113662405,1.95502487,4.138210372,3.008736632,2.018005978,2.886206088,1.799061691,1.915019352,2.636507432,1.901281876,1.727731184,3.250630339,2.236781366,1.927123416,2.357677447,1.779496962,3.452084011,2.084363548
"ubiE",6.385145647,2.187494978,9.397865402,4.153799708,14.47290931,9.075813594,3.607008784,8.185502066,2.85261908,3.901735487,7.320326642,3.480995741,3.054864048,6.42616904,4.119913487,2.835207288,3.84735602,2.982487931,6.991918449,3.23481445
"ubiJ",5.002831085,1.828270897,6.203386127,2.867051097,10.33471452,6.926682502,2.728039822,5.962211152,2.208910486,2.906943298,6.219666142,2.886496566,2.397955965,4.887925116,2.962839627,2.226790987,2.978454774,2.216705047,5.057105625,2.469540739
"ubiB",2.162840147,1.339921247,2.680686658,1.637079514,2.841349706,2.756639087,1.675711928,3.125390827,1.559712122,2.035066781,2.731027209,1.848976643,1.519382173,2.511465547,1.813150013,1.564517071,2.022826953,1.498996129,2.596426355,1.587359042
"tatA",4.462433255,1.633832957,4.887840206,2.814512628,7.629589647,5.792308473,2.59964819,3.93360108,1.661471197,2.532421867,3.707446555,2.252401144,1.805232091,2.641689566,1.824974898,1.518553242,1.843932258,1.563586456,2.739674735,1.643838926
"tatB",5.90294331,2.249668459,6.450759546,3.651727351,8.013523536,6.709711204,3.547364265,4.903554501,2.76367418,3.508223682,4.822062165,3.2388774,2.681152078,3.71126804,2.530042223,2.025998406,2.64882177,2.254464365,4.102796931,2.44793651
"tatC",2.864533684,1.925581799,3.046921347,2.317786113,2.899134594,2.905335456,2.561507957,2.999909914,2.272297995,2.415217097,2.672164347,2.005391645,1.943759492,2.572921451,1.84576677,1.694994703,2.137178149,1.788688827,2.977370133,2.044208612
"rfaH",1.643878301,1.178012376,1.556404328,1.258594151,2.143959288,1.52608339,1.484571399,1.751083608,1.387596854,1.436783574,1.951553061,1.328228502,1.308191563,1.733311716,1.426537498,1.369305381,1.535271822,1.306667833,1.690714253,1.385996593
"ubiD",4.60940931,1.652673137,7.719442493,2.812329559,13.48426769,8.151914541,2.695393898,10.24636969,2.232984847,4.076948667,10.42516222,4.013014682,2.628188014,6.739766627,5.139361075,3.392196114,5.240011073,2.563949458,7.270080575,3.57745558
"fre",18.61242417,3.429788087,29.0297445,9.914751924,36.67951037,32.80574652,7.988822918,55.08307654,7.554791788,22.64024921,38.70076974,21.02222463,11.08251508,25.37928638,21.12717489,13.01333387,19.51806159,10.1789017,28.23164897,12.41337366
"fadA",69.80751017,10.87614646,83.82644719,27.7691724,140.1382201,154.8435813,29.19348201,34.85572588,7.035374943,11.03869256,33.40669133,14.27465795,8.300474737,17.88675632,11.72523532,7.671441376,12.05432251,8.80546397,21.17418707,8.756633621
"fadB",93.80350938,27.86405713,116.903188,52.59161619,237.1839762,178.3560611,58.2140504,45.25163983,16.67114123,19.68945346,57.89939501,19.86465144,16.07167987,37.89993372,30.39028348,20.44779793,30.0942839,19.1084872,46.01421137,25.70966632
"pepQ",21.09728016,4.977638094,30.35175607,12.69548112,45.2747979,29.61310579,9.307667934,20.61032498,5.571946639,7.920206074,20.6867926,9.208626637,5.70320204,13.09692965,6.379112628,3.797339516,6.259499917,3.39802292,12.6941109,4.29624945
"yigZ",5.632902739,2.310862481,7.468017739,3.566003631,7.959090757,6.598317956,3.162202936,6.00909895,2.848528279,3.460243357,6.456100663,3.368093753,2.813299818,4.442841988,3.022380911,2.292786792,3.219618676,2.127799525,4.582426074,2.511876328
"trkH",3.715399756,1.990451036,5.243710656,2.807045877,5.533638639,4.534597943,3.130487268,10.2363276,3.09320795,4.89524476,8.495265434,4.167149256,2.910904522,14.26624117,11.09256083,6.104184317,8.546999899,3.907767161,15.09123901,5.006571193
"hemG",5.678493591,1.842755326,7.415144165,3.66176013,8.203549285,6.489219681,3.100075809,7.786767459,2.496609381,4.270344114,7.2879546,4.00768375,2.76670346,6.26390514,4.671353023,2.790598723,3.697311623,2.200206976,7.047079139,2.308088745
"mobB",1.722720404,1.25027409,1.84402,1.449795617,2.667736863,1.85021985,1.501898592,2.250573974,1.356949046,1.488383256,2.204201451,1.539401455,1.345115466,2.322251875,1.708179058,1.489511916,1.839693089,1.465164292,2.221233837,1.538027721
"mobA",2.533810471,1.386595913,2.896704026,1.790510697,5.34067491,2.74402283,1.749683955,3.546105626,1.607918999,1.951424291,3.708196721,1.841935532,1.542567669,3.103607655,2.147969761,1.66766578,2.212825225,1.665102628,3.070001888,1.788344911
"yihD",8.466582475,5.491582037,7.665522184,7.526468695,11.23416086,10.42767167,8.338763618,4.729000405,2.499813826,3.395020647,4.222978272,2.870959505,2.613279935,4.136932696,2.424134425,2.103633976,3.207236,2.624749246,4.364141292,2.756266777
"srkA",2.238478817,1.495768491,2.586731805,1.891102502,3.034842761,2.107707961,1.688890803,2.020403009,1.830896822,1.776350321,1.946369733,1.659653,1.728565358,2.948464286,1.826490262,1.537076534,1.773843274,1.599696386,2.700867938,1.80229745
"dsbA",5.000587357,3.404688963,5.587725244,5.150619989,6.532429567,4.90957764,3.951502916,4.340261015,2.441177441,3.058977051,3.447434691,2.501548387,2.345709109,4.848016651,2.903492259,2.566403469,3.848170049,3.415025548,5.522997651,3.070907713
"yihF",1.319717179,1.097109728,1.273859712,1.144570806,1.188120195,1.143719047,1.1353308,1.17370898,1.158759673,1.121924677,1.252905197,1.152419909,1.137670586,1.137793848,1.129347635,1.092964729,1.137563897,1.11816111,1.182309618,1.114151169
"yihG",1.150790574,1.095356025,1.15624799,1.114301046,1.168360909,1.099476438,1.116425235,1.083963037,1.128403772,1.087834566,1.197720504,1.049850886,1.108961588,1.12297711,1.082038853,1.077555858,1.07277293,1.064449667,1.079445595,1.094484607
"polA",9.572212819,2.206510895,13.4748888,5.311763667,20.04761659,14.41014936,3.918984028,11.83855952,2.849956117,4.752070255,11.390964,5.097072363,3.171115426,8.398528143,5.563448266,3.688329338,5.980366282,3.237451401,9.331525806,3.807006902
"yihA",2.362432392,1.208001115,2.076554867,1.401791341,3.193471465,1.897841639,1.452348876,2.058527135,1.423007696,1.63371898,2.439442901,1.572718147,1.343815641,2.260625325,1.768286485,1.564029857,2.039979869,1.5453105,2.340117206,1.644086331
"yihI",3.180746289,1.739302814,4.248752245,2.392606389,7.349450123,3.415989222,2.192935883,5.441527302,2.115271585,2.396616262,6.193473678,2.622153576,2.053955667,5.699830443,2.757338486,1.915934775,2.820705564,2.049462437,5.434898746,2.131423767
"hemN",5.100652746,2.032268829,6.006238298,2.90548232,9.671986347,6.600669643,2.902864511,6.628946546,2.431224504,3.162679562,6.288250885,2.92996395,2.526648451,5.215763559,3.309566305,2.554028477,3.07176674,2.189623946,5.457850226,2.523164863
