"","0","0 | 1","108000","108000 | 1","0 | 2","0 | 3","108000 | 2","108000 | 3"
"cysU",282.389,221.869,200.729,360.87,235.538,244.101,191.185,323.57
"cysP",248.892,360.116,360.619,592.144,340.721,259.373,239.471,646.846
"ucpA",4017.57,4102,3255.72,4180.22,4568.48,4461.61,3269.22,4484.65
"murR",299.221,272.499,342.346,284.975,339.117,297.813,264.918,333.584
"murQ",1608.6,1826.22,1715.23,1664.37,2256.53,1786.39,1686.65,1823.97
"murP",118.492,66.3666,63.3256,55.8933,99.618,67.3318,43.8458,64.3234
"yfeW",607.906,554.344,506.873,516.841,722.262,567.558,410.978,618.143
"yfeX",3663.12,3916.35,3923.56,3187.96,4084.88,3644.71,3730.14,3108.01
"yfeY",2890.53,2863.81,2895.1,2934.42,3144.23,2887.83,2733.57,2993.92
"amiA",3840.54,4040.46,5291.54,4389.97,3927.27,4242.9,5189.94,4408.41
"hemF",1664.24,1622,2410.73,1981.16,1583.13,1639.09,2373.94,2140.47
"eutR",579.109,722.024,935.767,613.596,671.138,606.868,902.471,639.503
"eutK",628.598,559.062,655.413,456.786,585.221,502.61,588.213,494.038
"eutL",1419.79,1371.79,1632.32,1089.95,1461.22,1178.32,1540.98,1188.58
"eutC",1934.04,1802.84,2080.63,1483.23,1912.45,1728.28,1982.99,1550.49
"eutB",3047.49,2641.71,2981.06,2058.13,2817.34,2693.96,2904.71,2227.47
"intZ",1487.26,1436.01,1206.49,1053.31,1730.15,1522.68,1128.7,1086.47
"yffL",596.248,609.929,1631.85,849.665,631.073,593.742,1425.97,772.231
"yffM",122.686,113.22,312.583,173.075,116.507,92.5041,268.927,191.941
"yffN",114.444,153.616,315.538,180.764,139.782,128.269,235.147,178.082
"yffO",562.279,558.489,1170.87,683.549,536.004,522.698,928.44,706.721
"yffP",376.768,392.275,782.524,476.241,395.265,399.83,712.736,517.094
"yffQ",255.387,237.561,254.255,170.846,255.858,217.375,189.354,193.971
"yffR",2897.13,2655.3,2898.34,2024.97,2585.94,2636.23,2803.54,2194.92
"yffS",4208.57,3912.38,3949.25,2881.8,4404.61,4361.33,4021.79,2871.1
"eutA",104.565,101.442,109.381,110.545,104.04,95.9567,140.736,97.2729
"eutG",125.471,149.167,146.717,125.871,142.487,146.548,161.548,159.332
"eutJ",130.287,115.622,110.487,101.197,130.016,114.549,121.001,104.815
"eutN",97.1642,95.5858,87.3038,79.5211,110.699,99.5509,100.073,85.4153
"eutM",549.971,549.807,417.04,355.001,592.276,553.014,398.539,356.108
"eutD",365.638,339.844,283.732,220.925,395.197,329.206,287.139,248.471
"eutT",332.419,278.589,249.388,192.202,350.347,299.857,241.829,219.12
"eutQ",389.034,375.244,333.564,245.433,462.178,390.846,304.038,289.992
"eutP",338.514,305.393,242.062,222.602,339.859,313.451,249.823,242.114
"maeB",8676.41,8660.09,4439.04,5577.19,9799.59,8950.34,4832.28,6434.75
"talA",7384.72,7775.71,7935.36,8488.01,6453.37,7133.26,8792.65,9760.21
"tktB",4274.85,4171.69,4527.6,5005.25,3407.96,3439.83,5235.77,5513.3
"ypfG",241.675,1739.17,420.971,3392.08,209.95,1861.47,405.601,3597.96
"nudK",1142.52,1482.19,2518.27,4286.93,1220.94,1519.04,2278.35,4270.49
"aegA",224.471,258.33,302.604,248.272,255.167,223.882,285.987,264.596
"narQ",378.596,428.206,490.554,358.733,434.828,407.089,454.471,381.539
"acrD",322.199,346.508,249.46,336.903,305.283,297.523,230.846,376.625
"yffB",3541.22,4510.6,2791.25,3007.76,4064,4368.91,2894.04,3210.11
"dapE",3316.41,3498.36,2383.27,2685.39,3633.11,3631.05,2394.92,3028.54
"ypfH",737.379,861.039,1406.67,1276.09,746.942,779.625,1282.6,1356.47
"tmcA",1318.12,1370.85,1682.77,1218.79,1401.93,1237.91,1411.07,1389.97
"ypfJ",4805.98,4978.52,4766.58,4374.39,4753.27,5060.78,4971.28,4791.57
"purC",2096.37,1971.26,5202.03,3458.68,1982.88,1955.1,4982.76,3127.31
"bamC",7190.66,7175.59,8724.91,7973.47,7526.91,7221.7,8313.47,7634.6
"dapA",9065.49,9392.15,10745.2,9787.25,9757.89,9383.57,10451.2,8996.97
"gcvR",7456.18,7178.97,5507.02,4929.6,7268.17,6801.85,5149.42,5105.88
"bcp",12528.6,13259,12666.2,11934.6,13510,12949.9,11368.6,10920.1
"hyfA",65.3552,57.55,63.484,56.7649,58.8718,71.7231,70.474,49.2452
"hyfB",122.549,130.971,124.486,113.012,127.634,144.349,153.182,112.807
"hyfC",117.774,110.639,111.285,104.59,116.301,114.376,113.161,88.0853
"hyfD",58.6284,40.9704,44.209,35.5963,46.8606,43.7204,49.7015,37.6154
"hyfE",264.249,265.888,270.001,266.093,266.072,294.382,289.387,258.167
"hyfF",200.741,255.221,232.726,239.63,220.634,206.081,267.198,218.471
"hyfG",354.419,408.524,439.606,353.982,399.846,371.439,448.782,355.445
"hyfH",340.532,302.595,346.346,277.559,345.346,325.883,371.541,320.582
"hyfI",285.385,229.275,239.827,210.32,232.681,229.572,283.701,216.61
"hyfJ",339.499,395.523,462.713,337.898,394.799,339.253,420.555,361.54
"hyfR",193.707,184.138,226.46,211.27,206.016,200.346,243.396,210.538
"focB",145.782,136.405,163.883,122.356,145.596,129.243,149.032,121.594
"yfgO",1357.78,1374.22,2758.48,1977.06,1410.41,1375.41,2738.74,1748.69
"bepA",3023.58,3186.9,2086.82,2587.64,3203.23,3360.45,2196.5,2729.81
"yfgD",1586.92,1663.72,1646.86,1578.66,1750.28,1706.35,1622.07,1485.78
"hda",1701.18,1715.46,8575.56,6230.2,1593.78,1786.17,8086.71,5792.83
"uraA",865.721,926.791,16176.5,14342.4,897.846,828.022,15154.4,12976.9
"upp",5224.92,5420.03,24775.3,20105.3,5331.34,5293.24,24166.7,18487.8
"purM",1320.23,1254.62,5129.1,2691.22,1194.43,1163.37,4936.82,2300.27
"purN",2018.35,2103.59,4311.54,2685.21,2130.87,2010.69,3874.14,2289.32
"ppk",4208.04,4019.5,3820.11,3081.02,4189,4171.55,3958.03,3249.22
"ppx",2185.27,2563.1,2328.19,2162.85,2543.79,2319.19,2265.83,2034.38
"pdeF",197.81,173.175,206.68,138.82,165.574,165.354,173.77,144.951
"yfgG",3524.2,3605.11,3468.88,3949.58,2974.23,3344.82,3080.83,3906.57
"yfgH",213.324,175.431,184.655,167.759,199.287,176.84,144.245,184.847
"guaB",4057.02,4175.11,14848.1,11981.5,3459.73,3929.62,14185.7,11671.2
"xseA",2242.22,2320.88,4275.23,3246.08,1867.4,1837.26,3838.04,3193.21
"yfgJ",486.967,315.926,253.689,307.204,343.946,301.452,247.873,325.93
"der",4264.93,4765.29,3581.71,3921.71,4716.06,4388,3754.75,4010.2
"bamB",6234.82,5053.08,4454.11,5387.08,5394.14,5550.3,4886.01,5385.91
"yfgM",7056.73,7571.73,7815.9,7984.89,7536.05,7220,7514.1,7789.25
"hisS",10387.1,9887.42,10040.7,9752.7,10180.2,10070.1,9491.47,9455.49
"ispG",7249.72,7917.78,5962.5,7142.59,7588.69,7490.1,5834.86,7095.36
"rodZ",4670.27,4184.24,3397.61,3387.63,4203.72,3992.32,3392.21,3616.41
"rlmN",2717.13,2700.79,2783.3,2393.05,2679.5,2455.22,2628.32,2491.38
"ndk",10869.3,9372.29,12600.7,12237.7,10973.8,9608.73,13176.2,11702.9
"yfhM",1364.43,1578.87,1490.65,1567.87,1550.27,1561.44,1526.61,1707.84
"ryfA",1129.72,1293.74,1568.04,1192.85,1451.26,1214.37,1529.26,1359.29
"sseB",4221.1,4588.86,6185.58,5875.78,4284.6,4321.18,6060.62,5534.08
"iscX",9147.65,9185.66,8841.35,9025.62,8820.05,8900.51,8177.47,8753.47
"fdx",5576.01,5749.53,5697.54,5841.99,5532.29,5407.13,4969.83,5368.67
"hscA",4264.72,3415.5,2918.79,3215.35,3495.65,3163.67,2592.97,3058.33
"hscB",6594.8,5455.85,4642.54,4416.68,5615.29,5026.58,4126.1,3951.86
"iscA",12339.7,12601.1,10311.6,9735.48,12244.8,11350,9139.29,9483.17
"iscU",12457.9,11732.7,9171.36,9206.24,12491.6,11043.7,8531.04,8347.29
"iscS",16172.9,15352.1,10161.4,10936.3,15223.6,14780.6,9204.21,10379.7
"iscR",11681.8,11349.9,6897.81,6926.52,11624.2,9743.01,5226.57,6188.25
"trmJ",3868.09,3817.47,5572.54,4767.25,4085.95,3822.88,5400.07,4450.49
"suhB",834.336,1021.25,2710.68,2352.3,819.938,895.719,2795.25,2088.53
"yfhR",130.419,136.827,122.174,170.391,120.451,126.221,110.599,187.721
"csiE",6013.38,5574.84,4717.27,4792.21,6409.58,5592.94,5486.68,5184.25
"hcaT",572.914,588.837,664.514,604.971,616.662,502.217,530.081,616.838
"hcaR",4206.7,4469.95,2631.15,2516.54,5904.85,4942.47,2928.47,2776.86
"hcaE",943.718,970.862,781.81,532.587,989.986,897.088,764.183,662.986
"hcaF",667.425,693.802,569.221,395.751,763.846,651.871,525.841,441.941
"hcaC",563.512,503.554,396.936,357.801,587.895,515.485,414.578,407.005
"hcaB",386.17,408.684,303.136,249.972,406.676,369.762,286.696,265.075
"hcaD",512.898,554.46,532.18,434.096,571.337,565.403,555.859,436.48
"yphA",1237.67,1305.16,1266.46,1242.94,1110.24,1111.87,1305.17,1481.2
"yphB",418.568,382.197,418.68,353.206,370.26,370.571,453.999,391.003
"yphD",230.137,195.754,209.733,174.132,227.277,181.52,188.596,169.067
"yphE",231.766,227.596,204.388,201.703,219.721,203.504,218.427,189.375
"yphF",215.615,203.759,214.17,164.287,243.203,201.639,202.164,185.07
"yphG",164.264,196.666,283.006,180.588,175.81,157.042,211.172,192.999
"yphH",271.721,302.265,317.607,252.66,287.51,251.861,285.742,258.824
"glyA",8636.64,7709.15,13324.3,9376.7,8912.98,7779.6,12612.8,9121.03
"hmp",1405.75,1258.31,1184.59,1086.87,1488.16,1517.72,1170.66,1177.76
"glnB",2762.69,2887.91,4582.85,3360.5,2971.13,2719.57,4387.25,3091.18
"glrR",1329.47,1422.73,1637.86,1345.98,1385.9,1284.68,1585.35,1398.8
"qseG",2846.46,2614.47,3045.1,2444.26,2697.61,2573.22,2910.06,2485.19
"glrK",387.117,424.895,315.051,300.669,428.361,400.914,272.537,374.886
"glmY",8140.23,6237.35,8684.45,6512.63,5688.33,5454.43,7570.26,5807.3
"purL",1068.22,1186.98,2999.75,2032.79,1175.65,1063.47,3071.67,1986.88
"mltF",635.96,644.346,948.639,802.609,563.155,603.733,870.016,724.875
"tadA",826.002,803.464,1827.18,1296.64,655.118,630.885,1730.1,1186.18
"pgpC",1831.02,2440.32,3152.24,2881.33,1885.16,2034.27,3004.11,2805.66
"yfhH",1699.8,1824.41,2341.38,1708.6,1858.19,1689.02,2095.9,1701.4
"yfhL",898.054,882.963,2179.15,1112.83,859.018,759.924,1740.98,814.893
"acpS",2915.18,2766.67,3064.86,2660.61,3042.57,3062.95,2874.57,2396.84
"pdxJ",5191.01,5233.28,5461.63,4574.29,5373.4,5242.48,5151.85,4252.67
"recO",1251.28,1360.86,1871.1,1494.85,1316.86,1149.3,1590.65,1437.41
"rnc",5894.97,6186.23,7774.26,6533.69,6079.1,5962.09,7531.96,6111.79
"lepB",3449.79,3714.2,3994.03,4212.49,3744.72,3426.52,3897.1,4038.86
"lepA",6964.68,6659.91,6820.56,6967.21,6788.19,6629.94,7239.54,6738.22
"rseC",1690.41,1743.53,3117.91,2794.98,1708.6,1534.61,3076.18,2505.86
"rseA",7653.75,8995.97,10632.1,10900.1,8282.84,8885.31,11112.6,10383.7
"rpoE",3757.35,5077.29,5999.2,6230.24,4617.43,5044.36,6906.51,5913.22
"nadB",304.62,323.166,324.72,317.467,327.554,298.951,243.436,341.596
"yfiC",980.471,938.619,1292.4,990.08,998.221,845.085,1081.1,996.31
"srmB",2892.34,3145.5,4766.78,3631.35,2900.1,2677.23,4789.47,3416.6
"yfiE",394.958,375.957,432.536,369.397,403.188,332.976,380.001,387.029
"eamB",241.554,190.596,194.971,186.837,195.664,195.971,187.626,190.346
"grcA",611.766,703.359,749.045,1151.81,588.842,637.773,608.91,1040.25
"ung",2576.15,2635.83,2697.88,2356.47,2706.1,2659.31,2559.76,2361.65
"yfiF",3141.82,2996.9,3449.99,2914.04,3088.17,3026.97,3499.18,2905.97
"trxC",1743.3,1954.64,3137.67,2221.79,1856.87,1741.02,2828.17,2197.61
"tapT",492.174,547.827,484.775,553.815,528.615,473.456,420.396,522.728
"patZ",3842.39,3197.12,4454.5,3708.89,3727.29,3261.67,4900.78,3642.65
"pssA",7475.63,7278.47,7294.65,6642.8,7991.08,7152.08,7267.15,6367.49
"yfiM",966.971,871.471,1108.52,1102.87,924.975,867.175,1212.24,1011.58
"kgtP",14589.4,13964.1,11026.8,8660.06,14966.1,13663.3,11363.5,8876.51
"rrsG",30868.5,30293.3,30161.3,30161.3,29473,29104.3,28570.2,29935.2
"clpB",15439.8,17301.9,6200.6,12364.6,15522.7,17515.2,6863.19,12949.3
"yfiH",2855.88,2933.88,3789.42,3442.8,2786.7,2384.46,3556.37,3629.57
"rluD",3877.89,3589.67,4782.16,4003.13,3542.06,3299.6,4504.97,4331.87
"bamD",9786.5,9846.77,9991,10239.8,9802.72,9582.1,9909.6,10100.2
"raiA",16994.7,21028.4,12958.2,19735.7,19984.6,21391.6,13290.3,20866.3
"pheL",837.233,477.938,150.723,305.345,656.107,599.679,115.985,318.037
"pheA",3374.96,3269.58,1314.7,1525.6,3612.04,3198.83,1153.14,1636.02
"tyrA",1058.6,1204.5,1134.69,1138.27,1095.16,1100.73,1026.4,1125.82
"aroF",1884.72,2162.55,1648.38,1736.69,1953.18,1986.51,1458.26,1825.93
"yfiL",562.713,631.474,760.632,661.314,472.28,591.032,749.711,743.061
"yfiR",1419.43,1595.22,2549.29,2107.07,1425.92,1303.36,2421.39,1857.32
"dgcN",743.221,746.075,1058.89,981.576,712.721,689.227,954.817,976.833
"yfiB",1370.85,1582.78,4664.41,2631.32,1545.44,1462.2,4241.94,2367.34
"rplS",14300,12116.8,12188.1,13346.7,13012.4,12592.4,12508.8,13578.4
"trmD",20586.6,20970,20651.6,21155.4,20869.3,20846.2,21351.6,20957.6
"rimM",17763.6,17933.9,18283.3,19336.5,18421.7,18344.4,18665.2,19395.6
"rpsP",18369.8,19574.8,19537.3,20211.9,19368.2,18868,19889.5,19934.8
"ffh",5915.07,6293.77,8206.76,7294.13,6306.97,6136.72,7723.47,6804.3
"ypjD",2654.4,2736.69,1668.84,2046.91,2692.11,2475.91,1404.2,2041.86
"grpE",16648.4,17709.8,11005.5,13810.5,16123.3,17333.6,11480.8,13260.7
"nadK",1934.41,1932.3,2281.87,1741.65,1801.26,1769.85,2321.3,1752.12
"recN",2667.49,2487.81,1927.96,2435.31,2563.33,2419.56,1726.07,2597.11
"bamE",2681.52,1961.78,2878.7,2320.08,2208.67,2179.22,2235.08,2065.02
"yfjF",2260.6,2503,3864.53,3056.97,2316.6,2188.66,3398.48,2651.51
"ratA",4145.01,4498.55,6491.66,5216.65,4293.59,4139.96,5828.48,4507.13
"smpB",9277.45,9918.52,13832.5,11351.7,9135.39,8798.66,13089.1,10929.3
"ssrA",30941,31171.9,32301.3,31741,31489.7,29867.1,31489.7,31525
"intA",1876.6,1901.1,2034.91,1458.19,2076.92,2101.18,1914.84,1479.54
"yfjH",475.551,545.112,822.596,504.359,559.388,462.906,598.916,532.596
"alpA",151.094,147.462,124.485,110.47,176.907,126.341,87.7273,107.257
"yfjI",143.937,139.071,86.669,97.5349,143.971,116.595,74.0003,90.7243
"yfjJ",96.4157,88.9487,75.0061,68.3911,91.46,82.0196,56.8076,74.7471
"abpB",986.455,969.69,1325.23,962.721,939.747,925.133,1272.47,988.669
"abpA",1821.35,2060.16,2472.1,1899.85,1807.72,1915.22,2592,1821.88
"yfjM",247.46,209.358,558.072,252.577,190.724,180.779,502.846,238.283
"rnlA",3082.97,3099.07,3525.26,3126.53,3210.27,3220.46,3644.04,3087.54
"rnlB",1611.13,1583.55,1845.12,1340.45,1416.97,1330.85,1873.34,1399.08
"yfjP",287.743,338.846,408.846,270.128,328.588,299.361,362.346,304.331
"yfjQ",133.282,105.084,127.649,92.5422,101.959,95.6429,115.915,116.326
"yfjR",161.63,146.096,156.154,137.678,159.812,154.846,150.693,149.442
"ypjK",155.765,128.685,132.942,128.017,147.791,137.736,145.709,151.893
"yfjS",207.796,177.507,214.435,164.349,196.42,178.637,172.035,174.346
"yfjT",315.346,238.414,281.73,233.05,283.242,260.265,250.765,252.228
"yfjU",613.597,617.082,801.682,497.166,548.469,575.015,706.925,541.466
"yfjV",100.084,78.6096,68.2516,67.9682,76.5637,66.7585,54.0792,73.7458
"yfjW",572.668,690.307,649.498,609.503,640.305,576.595,484.782,620.215
"yfjX",64.6575,54.9565,66.5289,63.2407,61.0478,69.3192,86.6558,56.5334
"yfjY",145.649,139.901,145.125,133.096,129.773,137.523,175.596,144.348
"yfjZ",103.605,96.9942,153.978,87.6685,84.632,81.3128,120.1,99.0973
"ypjF",394.04,380.149,1762.41,487.469,334.475,297.547,1568.3,468.596
"ypjA",140.151,135.221,238.148,149.659,134.617,125.099,248.346,140.096
"pinH",55.172,56.4285,65.1052,61.6142,60.2454,56.1897,65.6534,64.684
"ypjB",43.4897,30.2467,23.9855,24.7164,34.4597,26.8082,20.9829,23.1438
"ypjC",18.3692,17.6916,18.003,16.2107,17.7035,14.9577,12.4784,15.6994
"glaH",8544.97,7045.17,3169.05,3121.05,7127.29,6660.21,4338.35,3769.73
"lhgD",5563.79,5279.5,2199.76,2030.22,5440.07,4460.1,2923.67,2439.23
"gabD",6055.81,4941.16,2229.27,1869.03,4900.79,4112.44,2814.89,2467.1
"gabT",6653.3,6010.91,2431.51,2146.69,5405.68,4598.36,3055.51,2713.45
"gabP",2752.49,2273.22,936.096,737.168,2245.23,1879.61,1221.76,905.917
"glaR",2009.21,1735.37,949.752,693.352,1531.37,1418.24,954.243,815.279
"kbp",4195.6,4557.8,5382.27,4718.59,3980.4,4381.49,5843.96,5086.64
"yqaE",2684.09,3070.35,2808.1,4974.72,2430.35,3246.68,3127.7,5737.89
"ygaV",805.917,744.534,529.267,602.165,752.846,728.346,557.414,698.635
"ygaP",757.971,896.857,780.884,706.135,900.172,865.897,724.971,792.828
"stpA",4093.22,4592.14,6934.97,4647.73,4822.92,4457.18,7133.47,4206.53
"alaE",639.535,657.199,780.043,535.843,599.461,603.718,699.003,569.243
"ygaC",522.593,2846.53,651.012,7631.05,573.533,2909.32,631.807,7110.54
"ygaM",3792.67,4986.13,3678.64,6477.02,3235.79,4025.13,3764.21,8235.67
"nrdH",1480.57,1616.97,470.104,545.734,1485.58,1508.68,301.549,687.046
"nrdI",661.184,834.301,256.582,279.84,767.324,641.245,161.912,348.841
"nrdE",982.83,988.856,438.912,456.104,1038.48,1000.45,435.167,519.365
"nrdF",198.1,215.875,98.4472,77.9712,183.051,146.162,54.0413,99.7205
"proV",11555.4,6682.54,3674.29,2620.61,10553.9,8616.1,4019.14,2806.76
"proW",8687.92,6170.41,3470.34,2281.65,10280,6718.83,3134.1,2312.47
"proX",15290,12943.4,7888.22,5197.9,15766.7,13092.1,7653.72,5222.6
"ygaY",263.433,240.721,354.957,381.754,243.449,238.118,343.346,425.828
"ygaZ",2550.1,2980.8,2498.43,2303.16,3033.36,2918.96,2814.81,2398.99
"ygaH",4268.28,4167.1,3940.19,2593.67,4300.57,3914.6,3981.29,2826.38
"mprA",7653.53,7857.95,8569.04,5389.9,7648.3,7643.44,8760.59,5092.03
"emrA",1410.57,1304.3,2075.24,1484.64,1323.08,1120.16,1836.97,1413.52
"emrB",357.346,272.614,482.413,363.731,307.873,267.455,387.055,366.107
"luxS",8972.18,9159.22,10213.8,9445.59,8604.72,8941.33,10882.4,9698.21
"micA",1525.21,1032.79,1064.78,1055.85,1086.46,1106.32,1057.06,1045.09
"gshA",9625.27,9478.33,8732.17,8343.38,9633.17,9481.72,9059.4,8655.72
"yqaA",4331.57,3831.48,3270.5,3460.78,3815.34,3836.91,3647.84,3588.36
"yqaB",2402.92,2135.91,2294.79,2175.26,2159.29,2200.23,2466.37,2181.59
"csrA",10141.2,11127.8,11376.2,10084.3,11095.8,11241.9,11104.8,9851.93
"alaS",10104.4,10811,8974.38,9585.15,11007.5,10804.8,9092.82,9378.28
"recX",592.066,623.246,468.459,553.012,586.759,468.903,366.978,560.411
"recA",7932.93,8184.61,8819.75,9431.53,8655.03,8837.95,8764.77,10128.6
"pncC",3640.63,4029.68,4600.11,5729.81,4267.09,4015.42,4654.62,6592.1
"mltB",2602.53,2522.83,3438.74,2891.21,2403.14,2330.15,3352.9,3167.66
"srlA",5121.71,5101.48,620.78,1291.07,6609.1,5046.2,426.864,1494.04
"srlB",6247.59,5797.23,635.47,1157.34,6924.27,6260.92,652.507,1409.22
"srlD",5551.48,5778.6,699.812,1288.64,6318.05,5952.27,689.192,1571.06
"gutM",966.416,1025.66,529.096,497.369,1414.32,1098.63,366.611,624.061
"srlR",2692.41,2464.01,2857.14,2785.35,3125.59,2689.78,2876.18,2713.47
"gutQ",1302.73,1020.44,1500.28,1227.44,1209.62,1160.28,1401.51,1262.09
"norR",1281.97,1355.09,1539.74,1092.31,1205.67,1306.32,1644.37,1142.56
"norV",258.15,213.075,433.971,269.138,211.279,202.31,368.858,293.596
"norW",256.441,260.346,345.643,271.19,234.404,270.259,355.221,294.913
"hypF",353.101,355.172,557.245,436.028,372.139,351.71,532.877,411.648
"hydN",248.978,260.351,506.867,264.99,257.107,229.763,409.627,272.139
"ascG",2309.43,2490.84,2717.43,2057.6,2532.14,2396.39,2677.04,2062.62
"ascF",336.517,359.548,365.551,332.951,369.955,336.352,391.649,341.657
"ascB",352.224,497.436,423.766,1026.85,329.346,488.867,348.856,1225.64
"hycH",579.081,629.669,812.572,596.648,600.894,565.825,653.891,608.48
"hycG",368.08,366.408,414.011,335.721,365.995,340.978,376.861,368.549
"hycF",313.721,288.846,292.159,259.437,291.857,287.298,294.985,268.528
"hycE",295.311,330.306,295.147,313.473,321.696,328.473,409.951,305.606
"hycD",199.483,200.042,178.191,185.881,192.77,208.688,212.618,171.128
"hycC",261.681,222.214,190.622,205.346,238.36,237.015,222.096,204.924
"hycB",70.2241,61.4395,51.2542,54.3743,57.097,50.1459,56.89,54.2886
"hycA",79.1737,97.7482,121.457,93.5956,89.4376,99.0331,113.257,92.45
"hypA",275.471,272.802,436.171,314.221,285.319,262.286,429.315,320.168
"hypB",1263.13,1597.35,2483.72,1758.85,1691.77,1534.85,2447.67,1721.08
"hypC",654.471,663.451,1034.35,749.41,744.877,669.459,940.971,824.077
"hypD",860.036,943.65,1138.34,864.868,913.362,852.605,1189.66,934.66
"hypE",464.052,385.096,509.31,316.593,430.754,329.143,397.95,416.846
"fhlA",543.164,470.855,456.356,428.413,451.497,457.093,515.276,451.071
"ygbA",466.531,485.816,778.313,507.366,433.3,424.94,669.627,478.595
"mutS",1906.5,1602.79,1833.27,1918.42,1794,1642.72,1717.97,1858.81
"pphB",177.229,197.385,506.653,294.221,176.257,170.096,374.562,276.497
"ygbI",2364.7,2106.4,3078.23,2533.05,2191.87,2184.08,3152.41,2408.2
"ygbJ",696.738,628.326,410.345,334.204,777.674,709.661,424.5,391.749
"ygbK",842.643,673.742,452.971,397.554,851.412,765.488,446.302,422.876
"ygbL",575.341,525.374,434.662,315.214,637.546,549.607,371.722,365.06
"ygbM",592.158,582.549,515.971,337.781,629.161,525.405,480.346,418.646
"ygbN",265.703,231.012,228.998,192.392,235.484,217.873,232.786,220.077
"rpoS",17162.8,17221.7,15255.3,16337.8,17871.2,17813.1,15558.6,16587.5
"nlpD",15605.3,16718.3,16295.1,17125.2,16240.2,17171.1,16802.4,17515.2
"pcm",6217.05,5532.15,6642.27,6118.35,5546.19,5864.03,7103.6,5775.47
"umpG",4493.52,4446.91,5600.97,4876.63,4501.72,4303.6,5876.99,4918.63
"truD",4324.68,4189.51,6378.49,5071.22,3962.35,3909.34,6208.73,4823.85
"ispF",3404.83,4045.48,7037.29,5217.47,3817.35,3446.23,6823.89,4760.49
"ispD",3003.29,2920.15,5397.09,3879.68,3060.96,2863.08,4866.11,3760.45
"ftsB",5357.27,5890.72,8450.19,6517.36,5533.2,5729.95,7954.11,6181.44
"ygbE",1763.76,2619.66,765.096,1573.85,1900.02,2400.92,553.971,1520.72
"cysC",275.022,302.054,247.135,315.239,319.671,252.964,201.62,297.821
"cysN",487.768,499.206,444.87,619.185,493.037,452.285,423.134,675.992
"cysD",207.158,281.527,258.466,417.028,274.019,237.157,222.971,429.596
"iap",1008.76,1609.95,1857.86,5880.13,825.724,1502.87,1666.27,6667.51
"cas2",661.516,640.723,871.785,498.175,661.225,606.128,697.408,554.613
"cas1",475.474,517.494,892.354,505.971,514.903,444.096,744.543,548.967
"casE",640.697,577.062,953.146,561.432,548.712,517.596,807.883,558.859
"casD",498.547,537.596,786.725,453.812,499.649,458.681,660.596,447.421
"casC",466.221,458.221,623.377,345.29,439.791,411.791,549.096,422.406
"casB",367.664,380.471,459.937,308.112,376.353,340.174,439.814,331.695
"casA",118.428,115.256,101.854,80.7356,109.416,103.796,104.631,85.2206
"cas3",271.579,236.502,356.242,247.544,259.362,267.908,321.721,281.083
"cysH",159.173,118.971,181.104,406.918,138.221,126.512,100.022,402.959
"cysI",313.816,331.47,349.302,585.487,326.243,301.272,298.142,646.866
"cysJ",273.277,292.713,301.131,537.885,315.455,291.971,245.459,532.151
"queD",1482,1418.94,2663.11,2134.35,1306.82,1232.02,2425.75,1757.58
"ygcN",566.484,584.87,554.049,505.77,691.922,587.103,513.036,505.128
"ygcO",668.668,645.846,721.553,531.577,916.525,677.477,614.814,540.074
"ygcP",432.216,554.76,534.053,413.616,650.102,531.84,484.042,420.827
"ygcR",218.004,263.567,326.485,232.967,248.015,218.181,309.673,252.621
"ygcS",112.952,87.8907,97.9352,80.9706,93.259,69.7584,89.7392,89.1822
"ygcW",205.089,167.231,106.221,107.811,217.93,157.721,76.488,109.918
"yqcE",327.971,237.608,123.811,96.0837,285.474,200.189,113.259,109.124
"ygcE",410.114,317.726,238.134,199.836,424.019,342.569,219.583,211.274
"queE",1878.29,2005.26,2128.73,2373.03,1683.85,1884.25,1990.95,2312.06
"ygcG",119.911,124.158,84.8633,79.1328,121.658,113.478,77.1469,96.7358
"eno",16200.4,16382.3,15807.7,15802.4,16513.1,17478,16916.6,15700.6
"pyrG",8707.28,8494.01,15776.5,13746.8,8751.79,8614.47,15556.8,13341.1
"mazG",1718.95,1853.35,3109.33,2222.1,1814.77,1749.34,3211.84,2131.67
"mazF",2787.61,2460.97,3825.41,2661.6,2678.41,2619.61,3563.5,2534.9
"mazE",4272.97,4294.42,5219.29,4134.51,4403.55,4541.8,5305.85,3950.96
"relA",6129.88,5485.8,5584.53,4824.99,6224.76,5880.85,5879.3,4974.03
"rlmD",2442.72,2491.44,2983.29,2492.3,2663.88,2487.95,2969.31,2440.78
"barA",1193.08,1235.34,1185.55,1186.63,1239.84,1272.22,969.603,1140.6
"gudX",1026.04,1014.84,381.346,380.812,1347.13,1059.76,410.356,448.181
"gudP",832.35,629.183,162.367,152.985,969.378,705.585,131.683,213.693
"yqcA",1774.73,1701.34,1519.28,1538.11,1975.85,1803.42,1331.8,1652.55
"truC",1191.04,1057.95,1356.05,1464.1,1096.56,949.093,1323.05,1446.01
"yqcC",1497.55,1652.98,1877.82,2132.95,1715.24,1545.39,1814.12,2149.51
"csrB",22186.9,19470.8,28121.2,23711.1,19700.6,19058.5,27836.1,22834.5
"syd",1669.95,1755.7,2744.74,2108.45,1757.16,1727.31,2572.26,1938.81
