"","176400","176400 | 1","176400 | 2","0","0 | 1","0 | 2","0 | 3"
"qmcA",0.170325132,0.095363406,0.022968809,0.292662762,0.133191503,0.191492264,0.089643934
"fepG",0.272489926,0.655706102,-0.147246431,0.205513582,0.252459348,0.655567773,0.007238737
"speF",0.025223592,0.750156922,0.384306338,0.277859695,-0.036887841,0.301571225,-0.054697783
"ybiT",0.129465964,-0.007670382,0.079346049,0.192721756,0.157141773,0.17210194,0.174396084
"ycaR",0.44101928,NA,NA,0.507674764,-0.019854502,0.227230463,-0.255262812
"lolD",0.188154533,0.035031828,0.031477607,0.232580502,0.080296203,0.449061736,0.060396019
"ycaI",0.041006262,NA,NA,0.410300513,0.146456939,0.095718217,-0.086666989
"rutA",0.250853734,-1.942616581,NA,NA,0.515780375,NA,-0.008940293
"ldtC",0.156587121,0.039167654,-0.110554005,-0.01920628,0.261643738,0.297302176,0.11791632
"dps",0.165521503,0.420681942,0.476222811,0.266152579,0.040070049,-0.051048958,-0.04505464
"ycaL",0.38204142,NA,NA,NA,-0.063123192,NA,-0.02473456
"rutE",0.119849428,0.289956034,0.211444049,NA,-0.029062504,NA,-0.169043446
"ndh",0.11496513,NA,0.298594225,0.763825519,0.160789152,NA,0.164339989
"ybiO",-0.017598374,NA,-0.923254525,-1.286411736,0.005896071,NA,0.156155582
"wrbA",0.031526061,2.223838202,0.443022476,0.522499821,0.288746631,NA,0.073205432
"lpoB",0.045531475,0.07219581,-0.044467521,-0.520491286,-0.186112264,-0.246807125,-0.291552354
"ybiX",0.322919967,NA,NA,NA,-0.437119647,NA,0.626543454
"pflB",0.042029336,0.175482731,0.199758291,0.167842684,-0.012305599,0.291852989,0.052817062
"cbpA",0.484703761,1.815827741,NA,0.770916199,0.3433234,NA,0.501966028
"ptsG",-0.199210066,NA,-0.352002049,0.023395803,-0.190465732,0.521261562,-0.190852783
"ybiB",0.308115313,-1.407148708,NA,0.623771393,0.217843149,0.76123812,0.610009017
"ycaM",0.011478948,0.979795916,0.034547796,0.313986009,-0.009538234,0.366967554,0.105643275
"torC",0.071027203,NA,NA,0.213275347,-0.108605813,-0.959691644,-0.232412575
"pabC",0.120264723,NA,NA,0.14139334,0.028918319,0.703621197,0.053938442
"ychA",0.33820985,NA,0.748194406,0.52787815,0.113561568,0.421883161,0.156931801
"ycjN",0.44101928,1.040784157,NA,0.560062833,-0.247307129,0.502706354,-0.382056718
"ynbC",-0.258367194,0.331188196,0.190067265,0.237382713,0.250851527,-0.226440072,0.168979578
"yneL",0.315475423,NA,0.469990363,0.665433396,0.268345705,0.335627116,0.312235025
"safA",0.230809576,0.350166227,0.185402247,0.35710718,0.33767516,0.360454642,0.156427101
"pspC",0.137916275,NA,NA,0.288996061,-0.325502462,0.400510745,0.167150966
"pdxI",0.185566532,0.911058982,0.473263897,0.465443518,0.087933503,0.108673069,0.055197087
"ydeS",0.109499962,NA,NA,0.382188021,0.051037884,0.549282496,0.135742502
"dauA",0.123563775,-0.018337295,NA,0.389366606,-0.074819994,0.160283673,0.246332213
"puuE",0.145952231,-0.686350267,NA,0.396494694,0.154563173,1.025585099,0.315968141
"hemA",-0.08731807,NA,NA,0.344947466,-0.152480067,0.02913038,0.315658704
"ycgV",0.26175499,0.39724747,0.233375428,-0.079861288,0.514654706,-0.813154299,0.222883357
"puuD",-0.151513258,-0.149193366,-0.182733304,-0.174146262,0.060484738,-0.042267414,0.342911838
"paaJ",0.269337139,NA,NA,0.500802872,-0.205725579,0.616649707,0.386510916
"yddA",0.327683757,NA,NA,NA,-0.232583872,-0.067168954,0.050812402
"dhaM",0.132583352,0.327744595,0.028821923,0.410300513,0.089935039,0.354016102,0.114444616
"sapA",0.37579247,0.266052566,0.437437427,0.342623203,-0.115348593,0.324347234,0.10969157
"paaF",0.12964629,0.310959459,-0.007442102,0.268083159,0.230973791,0.111902039,0.231942762
"gadC",0.058735029,NA,0.946411707,NA,-0.472344211,-0.859021482,-0.273376486
"ycgR",-0.145958027,0.132849401,0.035095492,-0.034645711,-0.181312804,0.383176087,-0.429674144
"sapF",0.025103016,0.689873366,0.696534234,-0.059082049,-0.116744724,0.410102135,-0.169171086
"paaB",-0.171358171,0.091023027,-0.297010403,-0.059591239,-0.39177755,0.378725268,-0.066963654
"ddpX",0.191069236,0.011455983,-0.183490449,0.551629666,0.22887865,0.129708768,0.724829996
"fumC",-0.024737911,-0.162427069,-0.086232304,NA,0.208248032,-1.096587421,0.11280728
"yeaY",0.554616105,0.672126125,0.444408804,0.484232877,0.377210089,0.301021349,0.678470465
"yecH",0.091918137,0.020081703,0.044905441,-0.723988863,-0.040322854,-0.545116183,-0.016210519
"ydgC",-0.06110777,-0.189779366,0.015928462,-0.899754902,-0.26871678,-0.419282407,-0.362999792
"ydiE",0.228266035,-0.122578733,-0.245102151,0.138603949,0.121941383,0.155544637,-0.125782258
"yeaW",-0.031692856,0.052161944,0.041198026,0.100988977,-0.029988308,0.185963733,-0.180897172
"ftnB",-0.045757636,0.201712255,0.115399861,-0.222529743,-0.29618067,0.314666763,-0.259620731
"pntA",0.275147186,0.180127636,NA,0.331725038,-0.081794608,0.446387991,0.046759858
"fadK",0.401224736,0.283388128,NA,0.577436929,-0.086801292,2.001016908,0.333482388
"leuE",0.304224348,0.547576083,0.16937669,-0.516571224,0.200137224,-0.379287922,0.790400257
"mdtI",-0.048281698,0.041701358,0.005281412,0.244453381,0.232467664,-0.097867174,0.033004228
"ydiQ",0.15375856,NA,NA,0.291217521,-0.048491056,0.452732379,0.110112465
"yeaO",0.609285201,NA,NA,0.581252132,-0.199758731,0.900646363,1.476781134
"flhD",0.100104366,NA,NA,0.260387892,0.357450845,0.238659925,0.082624935
"ynfL",0.010160216,-0.183052498,-0.115316933,0.091237516,-0.402410571,0.751463067,-0.445118768
"aroD",-0.059047697,-0.753538755,-0.313480687,0.081924733,-0.247647619,0.722114713,-0.102681911
"yeaK",0.251915825,0.322497988,0.337346814,0.057993964,0.267513973,-0.364271887,0.24163201
"cheA",0.409193666,NA,1.15391143,0.462276343,0.109240194,0.619211923,0.594786858
"dmsD",-0.167518005,-0.265922971,-0.106856932,-0.04986051,-0.015325917,0.101026435,-0.051135052
"ydiL",0.276176564,NA,NA,-1.439937167,0.091511427,0.351438679,0.279755968
"yeaG",0.03689588,0.124330209,0.29112766,0.198061426,-0.084053095,0.358584301,-0.016203626
"cheR",0.221710708,NA,0.395504238,-0.832047632,-0.166966218,0.171713135,-0.333451384
"yeeZ",0.176002478,0.031168941,0.174770494,0.182910804,-0.322977487,-0.000428333,-0.367008789
"metG",0.060342706,-0.019263626,0.013063213,0.025927963,0.381306494,-0.354251912,0.320077361
"ftp",0.122404109,NA,-0.117390286,0.184960997,0.090557981,0.119772254,0.538929041
"hisQ",0.077218435,NA,-0.055566859,0.364124021,0.146412297,0.374741163,0.109412179
"tsuB",0.255396219,0.989984003,NA,-0.396471473,0.341649816,0.188902071,0.128053106
"yehC",-0.111166655,0.287952827,0.259927414,0.384271398,0.19467039,0.675771159,-0.06789924
"mqo",0.464950538,-0.807290867,NA,0.366408284,-0.384674855,NA,-0.073181189
"yfcH",0.031526061,-0.107818498,NA,0.340567989,-0.061456033,0.213575582,0.154561839
"yeeA",0.388201728,NA,1.201684212,0.573426795,-0.059902205,0.283346405,0.211570106
"rcnA",-0.138867733,NA,0.261212497,0.043714955,-0.189829101,0.586761047,-0.391664607
"napA",0.203971595,NA,-0.207578827,0.368817387,0.070164289,NA,-0.015189242
"yfcE",0.014470327,NA,NA,0.400592446,0.135175928,0.084932101,0.047134734
"cbeA",-0.501865251,-0.647991498,-0.68210062,0.196942725,0.160663221,-0.218587767,0.834366405
"thiM",1.403230719,NA,NA,-0.678819256,-0.58972981,0.393561885,-0.598765828
"napC",0.053604385,0.606846495,0.493090547,0.240988335,-0.047148568,0.654567734,-0.297381161
"ackA",0.396981769,NA,NA,0.367008277,-0.105429971,0.665433652,0.656506678
"yeeP",-0.002956341,NA,0.222678366,0.385986865,0.178080607,0.214026797,0.223846064
"yegV",0.063282657,NA,NA,NA,-0.174935147,-0.279094451,0.002927206
"ccmD",0.179677051,-0.002460533,0.061375305,0.220845292,-0.193641806,0.444504044,-0.138158623
"yfbS",0.321925779,NA,0.33998691,0.461453035,0.082505941,0.872312764,0.540300354
"cobS",0.28623789,NA,NA,0.354539636,0.271206811,0.41348317,0.033563121
"gatY.1",-0.097516276,NA,NA,0.192086048,-0.448007453,1.024409742,-0.584288004
"ccmH",0.272489926,0.261131022,0.218497711,0.244743925,0.112968067,0.424545777,0.096753643
"nuoA",0.053567871,NA,0.577755806,0.108259897,-0.182366322,0.416520207,-0.184503855
"cysZ",-0.041793183,0.809645332,-0.12888285,-0.069529829,-0.21515602,0.75814755,-0.092962283
"guaA",-0.066666659,0.342347357,0.146503242,0.297357675,0.468013043,0.238229372,-0.01143843
"ypjD",0.033586774,NA,1.979835462,0.054497063,-0.065752974,0.391214341,0.16485917
"ascF",0.002584817,NA,NA,0.271383276,-0.054616608,0.32298081,0.020051848
"yfeR",0.16347038,0.904349395,0.262549121,0.462127331,0.100843262,0.26478373,0.303029689
"pdeF",0.509827999,NA,0.407189996,-0.233882684,0.393476395,0.136283397,0.619244215
"trmD",0.323420019,-0.350101908,0.286473592,0.211780356,-0.224905812,0.210917015,-0.168641135
"norW",0.099291841,NA,0.134817484,NA,-0.465816563,0.391131579,0.03372412
"xapR",-0.078240768,0.119829707,0.193703408,0.320567396,0.202013558,0.021582357,0.148579727
"purM",0.272166429,NA,0.782246347,0.430968137,0.127151784,0.316630874,0.604657612
"yfiR",0.266648001,NA,NA,0.129498349,-0.331103663,0.832381531,0.179385423
"srlR",0.031874193,NA,NA,NA,0.101271265,0.387312936,-0.087227008
"pdeA",0.15496644,0.794161234,0.398489092,0.523813779,0.169398203,0.12293137,0.25355057
"yfgD",0.095130024,0.006453327,0.136895656,0.238222471,0.142510244,0.332840472,0.08663137
"pheA",-0.054948064,-0.643533686,0.486857591,-0.064805451,-0.353640621,0.480429959,-0.18463421
"srlE",0.228500885,0.802165197,0.010725675,0.390386676,-0.016526559,0.262730324,0.041963279
"yfeO",0.291471585,NA,0.142247024,0.545822394,0.18842144,-0.04136169,0.611820197
"hyfR",0.106673414,NA,NA,0.303845182,-0.015698542,0.30521695,0.098269677
"rluD",-0.09479589,0.000344918,0.016646855,-0.00648377,-0.225944078,-0.870205649,-0.153077491
"recA",0.091869351,NA,NA,NA,-0.139206324,0.527249295,-0.07242655
"ypdF",0.059166091,NA,NA,NA,-0.274823411,NA,0.450452195
"hyfG",0.207283771,-0.177130165,0.150725072,0.11418076,-0.440635073,0.401685263,-0.444055407
"yfiM",-0.105624681,-0.298028782,-0.21398428,-0.022638816,-0.043055414,0.223084832,-0.072011566
"yqaB",0.24536428,NA,0.520442975,NA,0.302894743,NA,0.188340266
"csdE",0.22713946,-0.657026182,NA,0.189951918,-0.063390533,NA,0.387661365
"argP",-0.056001444,-0.287321953,-0.107772362,-0.675008545,-0.881412848,0.364497894,-0.779590172
"tdcE",0.291634333,0.595377316,1.724562957,NA,0.239573963,0.032884338,-0.287270398
"ygdD",0.147603543,NA,NA,0.350302583,-0.182244483,0.236438465,0.246332213
"fau",0.049193698,-0.2336405,-0.041287722,-0.413121805,-0.322292261,0.023975606,-0.447715346
"yqhD",0.141709264,NA,0.28787036,0.580266219,-0.058626743,0.624128517,0.08663137
"cyuP",0.293619517,NA,0.287598841,0.382095569,-0.039587618,0.216399615,0.041277258
"fucK",0.002982243,-0.004951509,0.786247706,-0.043788066,-0.168466373,-1.014087605,-0.021854978
"ubiH",0.674971338,-0.559916539,NA,NA,-0.223759007,-0.002443624,0.457185578
"yhaJ",0.092549337,NA,NA,NA,-0.197619345,NA,-0.019369821
"fucO",0.118259481,0.213131804,0.253235353,0.337057506,0.08955661,0.383757981,0.033563121
"gcvP",0.156496524,NA,0.934432643,0.405834721,-0.131493899,1.174804212,0.056000514
"yghA",0.077095306,-0.12332125,-0.060911432,0.15620582,0.286576446,-0.391303975,0.512704002
"yqjF",-0.144840068,-0.166172645,-0.041853083,0.20912067,0.062398322,0.122118937,-0.001041591
"ppnN",0.233150552,NA,0.887942251,0.348353715,0.234178931,-0.114593604,0.557581373
"yqfA",-0.007124665,0.132673369,0.098265655,0.035668812,-0.098483913,0.157033874,-0.071339454
"yqjC",0.068208165,-0.139146637,-0.006260494,0.358922506,0.186509088,0.2368607,0.289614202
"truC",-0.051508178,0.049612232,0.135122696,0.15191381,0.089673789,0.077748785,-0.075875599
"fldB",0.512375188,NA,NA,NA,-0.890759806,0.377767618,-0.683086713
"hybB",0.458906423,NA,0.202164361,0.282035477,-0.126181362,0.602022437,-0.04580407
"exuT",0.011567885,0.080047404,0.151827051,0.348168454,0.118448196,0.289267442,0.08737028
"gltD",0.053997096,0.246888676,0.160678013,0.44173449,0.228426602,0.150419626,0.352484974
"rplB",-0.147912169,-0.099076685,-0.143551919,0.164316871,-0.019453508,-0.118936245,0.199721115
"yhgH",0.175797743,0.216100582,0.176430543,0.497616545,0.418337812,0.302190496,0.515998239
"mdtE",-0.550013926,-0.2856784,-0.294927083,-0.41277339,0.323736607,-2.525673495,0.375303268
"elbB",-0.105948214,0.047315024,-0.253160648,-0.653340133,0.301395385,0.145560417,0.041752416
"rplP",0.076415672,NA,NA,0.325979627,0.012330181,0.271312287,0.197819786
"feoA",0.264164537,NA,0.298594225,0.397876039,-0.150397116,0.624439951,-0.176913661
"hdeB",0.377676614,-0.38382528,NA,0.274827105,-0.302940253,0.371938074,-0.039974526
"rapZ",0.110733306,1.209501818,0.291623056,0.148995676,-0.081508931,0.297349652,0.00804406
"rplX.1",0.482411965,NA,0.236302298,0.380565325,0.094775062,0.616215629,0.182818599
"envZ",0.556988292,0.729197873,0.367743324,-0.545498958,0.174712298,0.404919864,0.137288286
"yhiS",0.446824845,NA,NA,0.520753099,0.092206855,NA,0.255572869
"lptB",0.265428072,NA,NA,0.347087605,0.10462223,-1.503045975,0.551518168
"rplF",0.434799469,0.912241296,0.704359571,0.505705171,0.41027019,0.288525046,0.302308868
"hslR",0.235836511,0.510531814,0.075147334,0.398588634,0.262639267,0.108254673,0.207078913
"gor",-0.213387993,0.444756131,-0.384613362,-0.036755609,-0.011768249,0.129488309,-0.104793744
"kdsD",0.225561926,NA,0.144987379,0.252052064,0.10850034,0.263676143,0.240083263
"rplO",0.445765715,1.116874326,0.497809283,0.142161723,-0.128596661,0.793436393,-0.350820444
"mrcA",0.245870303,NA,NA,0.34755411,-0.030073667,0.418385469,0.17604468
"dtpB",0.20294465,NA,NA,0.585661251,0.108229031,0.366029214,0.206659508
"mlaD",0.203935568,0.143835174,0.103830317,0.338214084,0.278274448,0.467621815,0.078717437
"rpsK",-0.000886449,0.017518753,-0.011775797,0.455839534,-0.08649802,0.197293935,0.033496998
"hofP",0.225635842,0.406773037,0.262804586,0.340358752,0.261850358,0.170227976,0.121134428
"yhiN",0.319759863,NA,0.337512291,NA,0.024068585,0.228005297,0.285250279
"envC",0.582266358,NA,NA,NA,-0.571246404,0.87068314,-0.054697783
"tnaB",0.168194228,0.556554814,0.385527416,0.414213102,-0.117286818,0.322464809,0.105852595
"yigF",-0.14293353,-0.154212148,-0.311581892,-0.655899821,0.407452602,-0.827911071,0.724598608
"yiiQ",0.089129314,NA,0.111008679,0.641920329,0.300679145,0.121243543,0.300689875
"secB",0.037866239,0.89333808,0.491887514,0.313634897,0.060653414,0.164668903,-0.010219511
"rnpA",0.000491827,0.084821667,0.24871039,0.467220643,0.463266853,0.16539211,0.114927434
"uvrD",0.115894994,-0.1646687,0.242275862,0.362033486,0.27945811,-1.150046345,0.476832533
"pfkA",0.242379426,0.124330209,-0.167246019,NA,-0.362486029,0.143684412,NA
"lldD",-0.127569436,-0.257355719,-0.427371697,-0.121792682,0.354005451,-0.438411388,0.536049936
"dnaA",0.047832011,-0.127984194,0.017026709,0.287054982,0.017622935,-0.069520988,0.257347518
"dapF",0.021889972,NA,1.675779012,NA,-0.310749955,-0.598525033,0.04541737
"cpxR",-0.051572504,-0.11870784,0.825403264,0.189178464,0.081771489,-0.077359343,0.028087587
"mtlR",-0.451323562,-0.580674226,-0.807953205,0.328668766,0.046406149,0.047844449,0.522277865
"yidB",0.176379431,0.34145832,0.188573278,0.50793982,0.197090281,-0.015251154,0.289926339
"hemC",0.45713195,0.695872676,0.835152668,0.757004231,0.622235706,-0.073024698,0.654630673
"sodA",0.150647352,0.085387376,1.863851569,NA,-0.103268529,0.136409627,-0.092741137
"yibH",0.195768824,NA,NA,0.266211422,-0.129641895,0.076737622,0.212473945
"aslA",-0.215706526,-0.30391829,0.170730935,NA,0.18589891,-0.045770809,-0.006894487
"rhaB",0.49263113,NA,NA,0.100670345,0.054882532,1.037819556,-0.206986128
"yibF",0.192678424,2.237437575,0.004297612,0.294791033,0.530844121,-0.497982456,0.829318323
"cbrA",0.236781105,0.68363822,NA,NA,-0.112608555,NA,0.215297979
"wzyE",-0.053486146,0.017430955,-0.015213476,-0.648604777,0.140682436,0.337600286,-0.053043326
"frvA",-0.043572931,-0.046366019,-0.143054711,-0.05187953,-0.170354047,0.146327722,0.303567182
"yjbH",0.218184617,NA,NA,NA,-1.179555345,0.87068314,0.163357977
"yjdJ",0.086812152,-0.00074803,-0.002535338,-0.950765183,-0.545731581,-0.916739131,-0.402355466
"yjiH",-0.054356841,-0.445833495,-0.153747263,-0.005496924,-0.155661356,0.232784723,-0.132261189
"pgi",0.311460345,0.090937809,0.029748913,0.381925906,0.008503773,0.395591302,0.0853047
"dcuB",0.038459073,0.724690415,1.03535279,NA,0.027053438,-1.454741295,0.338678669
"chpS",0.224845527,0.296173111,0.290200178,-0.409973943,-0.156589788,0.551554922,-0.338363072
"iraD",0.117233221,1.209501818,0.458295068,-0.444463252,0.104175478,-0.440388794,0.019194035
"pepE",-0.0350336,-1.127713326,0.252836735,NA,-1.191789801,-0.224292374,-0.218554586
"melA",0.159331828,-0.150676295,-0.009440672,0.366734467,0.058122414,0.405534007,-0.055469862
"tamA",-0.126901548,0.021479002,-0.520593877,NA,-0.329098121,NA,-0.293942843
"uxuA",0.038083223,NA,NA,NA,-0.166966218,NA,-0.218014754
"arpA",-0.343792171,-0.189356598,-0.218598643,-0.665070882,0.031845796,-0.235153783,-0.052387928
"adiC",0.339113219,NA,NA,NA,-0.015698542,0.321286262,-0.292445943
"ytfJ",0.224018585,-0.027352356,0.032137553,0.157877327,0.045897529,-0.572141197,0.118780609
"fimF",0.759893839,0.744416327,0.910879043,0.505236676,0.695292585,-0.381165663,0.682811842
"metA",0.262258453,-0.025579078,0.086070366,-0.357336827,0.313872015,-0.135000975,0.291484634
"proP",0.416099645,NA,NA,0.567486851,0.463644172,0.496632206,0.463041322
"ytfH",0.112269118,NA,NA,0.368177307,-0.11978714,-0.13153832,0.172230492
"fimA",0.272964825,0.214550059,0.307004063,0.560232978,0.026512486,-0.524235274,0.060352455
"purD",0.310383359,0.437549867,0.237896385,NA,0.367287753,-0.403023729,0.173491144
"yjdN",0.295855272,NA,NA,NA,-0.099447109,-0.36505567,0.838407983
"cycA",0.163240363,0.324135742,0.100710061,-0.119267223,-0.189335163,-0.559630335,-0.129500684
"nanM",0.384447489,1.632859928,0.616014637,-0.460826642,-0.078528766,-0.172782554,0.134034956
"fliO",0.092549337,NA,NA,0.061278378,-0.254580631,0.076737622,-0.225460209
"aroM",0.143629331,0.798732021,-0.039760094,0.499058427,0.521811675,0.212579722,0.331630383
"yafN",0.054559089,0.462786702,0.270922798,0.307592549,0.023419153,0.257994722,0.106757787
"yacG",-0.167297679,-0.136393014,0.35495989,-0.003375863,-0.453999374,-0.015137895,-0.929363334
"yebY",-0.164448552,-0.148524367,-0.214885981,-0.403790069,-0.011511946,-0.466748843,-0.257679559
"agaS.1",0.051124413,0.144364257,0.308088914,0.01957712,-0.067636702,-0.026615762,0.051655835
"glpA.1",0.147842232,NA,0.599624221,0.525524995,-0.154444624,1.020256266,-0.266021419
"ptsP.1",0.209146228,NA,NA,0.655419018,0.065774501,0.372090485,0.241967407
"yadI",0.336283929,NA,NA,NA,-0.237547292,0.599616367,0.027488973
"yafP",0.276698239,NA,NA,0.37297619,-0.15400124,0.315619711,0.428672421
"prpC",0.947298763,NA,NA,-0.372990377,-0.337548382,NA,0.061286111
"caiB",-0.00788766,0.254121448,0.108781707,0.506708161,0.168544469,0.402878338,0.114742588
"hpt",0.117035753,NA,1.066761255,0.332981557,0.090514195,0.056253919,0.330842292
"lfhA",0.236899297,0.342870403,0.050984613,0.56624821,0.126812027,0.177542679,0.19041724
"yahO",-0.408346428,NA,0.033526376,0.213653159,0.288249456,-0.127589513,0.341745763
"speE",0.019741767,NA,NA,0.238098931,-0.125197683,0.763969223,-0.336592768
"dpaA",-0.020665865,0.501623447,0.100517653,0.329811994,0.148626897,-0.113594076,0.26534157
"yahK",NA,-0.396424843,NA,0.787306615,-0.003464086,NA,NA
"carA",0.313421046,NA,NA,-0.803757992,-0.001458103,-0.053596147,0.146629299
"yacH",0.040821888,-0.08698819,0.141138267,0.424487782,-0.069897828,0.467259009,0.00441348
"ivy",0.416512931,NA,NA,0.230069142,-0.215828042,0.80373635,0.518072832
"yahG",0.424705832,0.262632907,NA,-0.041997158,-0.576365848,NA,-0.413719726
"fkpB",0.133717774,NA,0.324923164,0.523624272,0.009797845,0.433284945,-0.096090468
"pdhR",0.165292077,-0.000608528,-0.019061513,0.610626482,0.248640983,0.303279614,0.302448154
"dnaQ",0.077396048,0.413125748,0.368281052,NA,-0.073100014,-0.791484217,-0.168405809
"yahC",-0.188845052,NA,NA,NA,-0.216149147,0.066272188,-0.143451792
"rpsT",0.114803382,NA,-0.009117356,0.222594276,-0.168466373,0.221746341,0.182989547
"nadC",0.264300457,0.219726999,0.137886906,0.167419164,0.272520124,-0.930262937,0.187264053
"mltD",-0.083550975,-0.201322262,-0.027786411,0.329823306,-0.106691645,0.041787346,0.112568611
"betI",-0.280113779,-0.270045589,-0.192987877,-0.085794558,0.06192702,-0.419446639,0.17133361
"bolA",0.157207816,0.396308407,0.277632246,0.264010479,0.058397771,-0.12814783,-0.018836511
"sfmC",0.191601134,NA,NA,0.33190461,-1.058733175,-0.157345584,0.456442559
"rlpA",0.039797424,0.088903128,0.167516948,0.106124582,0.135306854,0.046961232,-0.094309947
"tolB",0.116287184,0.044671453,0.319783524,0.053997587,0.075064576,0.221174148,-0.043781369
"cyoB",0.256215462,0.301348457,0.435012779,0.259032838,-0.144577761,0.098135767,-0.068399061
"ybcI",0.205515649,NA,NA,NA,0.308396757,-0.051928987,-0.004005075
"ybeF",0.020224943,NA,NA,NA,0.060253734,-1.431792097,0.178216393
"ybgC",-0.062125334,-0.071071891,-0.072680342,0.156156926,0.200731289,0.147435899,0.033402709
"yajR",-0.2105207,-0.392643503,-0.076992935,0.208225354,-0.690046072,0.584566008,-0.488991032
"purE",-0.111630055,-0.301638524,-0.039158578,0.182351649,-0.484066678,0.394282706,-0.091326679
"mngB",0.293731578,-1.021797827,0.201684212,NA,-0.288699814,NA,0.202866519
"thiI",0.307181547,NA,1.206591547,0.601276833,0.288596841,0.282863587,0.292757335
"dcuC",0.572373118,NA,NA,-0.46796589,0.18842144,NA,-0.265551148
"sucC",0.184071108,0.715885821,-0.328432093,0.332287304,0.089127371,0.391778332,0.24958537
"yajO",-0.220018572,-0.182387542,-0.034791807,0.206021826,-0.042972627,0.255361218,-0.06697837
"allE",0.130637426,NA,0.365541015,0.46887268,0.221988788,0.324831542,0.078358844
"citD",-0.060014133,NA,-0.389380395,0.231004114,0.233836832,-0.061565076,0.462924686
"sdhB",0.249133753,NA,NA,-0.815295906,0.123154709,-0.224292374,0.656506678
"ribE",-0.032701245,0.215220552,0.100226571,0.25250197,0.181405222,0.251114333,0.05267159
"ybbW",0.137243472,0.941399525,NA,0.354236387,0.132426253,0.3682223,0.082739499
"citG",-0.04556926,-0.003861685,0.05218518,0.150459808,-0.011360567,0.053946743,-0.009057685
"gltA",0.461222666,-0.138911226,NA,NA,-0.168724497,0.150523836,NA
"ybjJ",-0.585409097,-0.671655851,-0.577377436,-0.301378172,-0.499877401,-0.877504888,-0.378536071
"ycbU",0.268863794,NA,0.894220106,NA,0.02914368,-0.006599584,-0.110718349
"csgC",0.303283669,-0.059556019,-0.020556206,0.642732407,0.578059271,-0.002779982,0.806949482
"xisE",0.37579247,-0.70912385,NA,0.490981914,-0.090889306,-0.19626365,1.246332213
"ybjG",0.039171404,-0.113003592,-0.13161156,-0.590611217,-0.055880931,0.405625056,-0.18774604
"elfA",0.001016021,-0.007008161,-0.233337613,0.193443311,-0.293431474,0.668916651,-0.162901202
"csgF",0.182935797,0.472784854,0.128884551,0.280378386,-0.313682102,0.360038851,-0.236456914
"ymfD",0.405522515,NA,1.115663541,-1.188125194,-0.53014412,NA,0.378957778
"yliI",0.165725159,NA,0.505719718,-0.096898028,0.03207424,-0.551651308,0.035207328
"ssuB",0.407977154,NA,NA,0.42578407,-0.022997781,0.392901361,-0.02666906
"ycdX",0.041283694,0.080568331,-0.102692043,0.156925347,-0.295448144,0.930234494,-0.395786225
"mnmA",0.151759502,NA,NA,-0.298608014,-0.106404243,0.187665644,-0.050303535
"pdeI",-0.534211281,-0.514231035,-0.458251541,-1.99181849,0.012021485,-1.602129675,0.24073953
"ompF",-0.194932643,-0.279457917,-0.183166688,-0.804778399,-0.202477143,0.157044498,-0.225633166
"phoQ",0.085019444,0.989407251,0.421035574,0.260156498,0.029815918,0.011411061,0.128292161
"gsiA",0.134325109,NA,0.752485639,0.38007653,-0.095303697,0.397971004,0.035478847
"ldtD",0.277578269,NA,NA,0.611215356,0.331088944,NA,0.185062556
"pgaA",-0.102632973,NA,0.626898306,0.123005129,-0.081674841,-0.566009458,-0.113635562
"potB",0.175432636,NA,NA,0.057332329,-0.164166392,0.379989078,0.271155796
"ybiY",0.776811381,NA,NA,0.672485012,0.229814126,0.259668306,0.167150966
"cmoM",-0.01148947,NA,NA,0.384633104,0.620515725,0.336374932,-0.007363904
"phoH",0.072292547,NA,1.047643094,0.363829979,0.019893438,0.126711597,-0.032112392
"ycfZ",0.152367332,NA,NA,0.197436766,-0.088339981,0.546910017,-0.048788924
"tdk",0.378756949,NA,NA,0.552437355,0.08747145,0.366990527,0.313279002
"abgB",-1.219533958,-1.180858159,-1.207138818,-0.392787962,-0.215577594,-0.41580609,0.456482859
"sutR",0.461222666,0.916856584,1.590480841,0.37385444,0.647059289,1.106271701,-0.052135566
"marR",0.044982537,-0.119794936,NA,0.313487996,0.106070148,0.793752129,-0.026052602
"rssA",-0.38442842,0.006151056,-0.048470677,0.311464579,0.073622335,0.129811119,-0.166432854
"uspE",-0.22314783,-0.289943229,0.045228424,0.287935512,-0.294690178,0.383203164,-0.308303129
"tehB",0.231548578,0.508481933,0.17287227,0.301142772,-0.418092892,0.874023883,-0.18094267
"yneJ",NA,-0.308169391,NA,0.868779658,-0.304494082,0.377767618,NA
"purU",-0.169112737,NA,0.146189014,0.213275347,-0.042570689,0.324222282,-0.138243835
"pgrR",0.259117974,NA,NA,0.432475951,0.377876661,0.260543018,0.167993439
"ydcH",0.348873056,NA,NA,0.466282079,0.25106825,0.377767618,0.202866519
"dgcF",-0.100762682,NA,0.632076245,-2.052014279,-0.317751611,0.168883845,-0.054697783
"narJ",0.287979249,NA,NA,NA,0.060391627,0.233861042,0.723453467
"tyrR",0.391331495,NA,0.9415271,0.455327483,0.012330181,-0.071324914,0.310241965
"ydcI",0.251963043,0.352216913,0.223598982,0.218838207,0.138713028,-0.918584116,-0.027080518
"lsrG",0.037022956,-0.016998944,0.170153095,0.247450965,0.05288963,-0.084113671,0.167993439
