"","176400","176400 | 1","176400 | 2","0","0 | 1","0 | 2","0 | 3"
"yeiL",0.399565765,NA,NA,0.79167142,0.386231949,0.36800778,-0.02473456
"pmrD",0.384727623,0.334872697,1.270922798,0.354025433,1.00156673,-0.777440076,0.603925415
"yfdM",-0.184501827,0.27785564,-0.060427718,0.44546493,0.301044079,0.144771507,0.211821361
"wzb",0.542527605,NA,-0.479557025,0.542018331,0.18842144,0.709831847,0.246332213
"yeiH",0.336283929,2.353499911,-0.019694776,0.798410831,0.430225113,0.184232468,0.495333208
"arnA",0.336283929,NA,NA,0.286553911,0.442595855,0.52618745,0.06566939
"yfdI",0.218184617,NA,NA,0.505161963,0.277362524,NA,0.208543652
"wcaC",0.048918258,NA,0.067490753,NA,0.093390138,0.144637858,0.105805377
"yeiG",0.301719544,NA,0.328557448,0.694092747,0.191127334,0.846288701,0.033939704
"nudI",0.244737592,NA,0.51360355,0.646379773,0.090216957,0.553858877,0.131612641
"yfdC",0.082860182,0.205312264,-0.167901558,0.45708274,0.242225573,0.35266321,0.008307566
"gmd",0.298495368,0.262909686,-0.017894838,0.454028127,0.16072795,0.42342684,0.226665913
"mglB",0.136314232,1.307052047,-0.042676989,0.377738001,0.26341393,0.453176151,0.070240953
"rhmD",0.16019267,NA,1.259676159,0.30492112,-0.009538234,0.731185683,-0.133036557
"yfcZ",0.197850083,0.997099675,-0.039635458,0.270068137,0.108295048,0.403898474,0.160620099
"cpsB",0.095921657,0.223535046,0.097067053,0.291466281,-0.086914424,0.743071813,-0.055965797
"preT",0.229873029,0.355042419,0.210005511,-0.888815179,0.096651067,0.659994049,-0.129600231
"glpC",NA,NA,NA,-0.499374355,-0.260410175,NA,-0.105850306
"yfcV",0.438426469,2.374139818,0.3868277,0.468005323,0.34557588,0.592228434,0.196951806
"talA",0.348183152,NA,NA,0.927222507,-0.200744644,NA,0.232968251
"tadA",0.384382635,NA,NA,0.435124097,0.331720186,0.928675086,0.223668228
"kbp",0.24928476,-0.042806208,0.71710882,-0.138360545,-0.066264576,0.724555104,-0.036823059
"queD",0.589541143,NA,NA,0.611215356,0.000430958,0.514605578,0.08496421
"eutQ",0.033727413,NA,NA,-0.164516421,-0.392449252,NA,-0.185373651
"qseG",0.203658364,-0.053384583,0.097529081,0.263388887,0.102354294,0.45108559,0.028276452
"gabD",0.03131207,0.002296463,-0.025321828,0.213103892,-0.163638896,0.215705034,-0.160250227
"eutN",-0.045453833,0.044964117,-0.102263787,0.298964656,0.025694143,0.338910681,-0.059359307
"glyA",0.360302518,-0.110746807,0.032512928,0.415153016,0.235743153,0.249981038,0.362390344
"casB",-0.34564394,-0.207806221,0.058302851,-0.038992552,-0.170723864,0.230822352,-0.057197327
"eutH",0.342358077,NA,NA,0.460106385,-0.040915331,0.297609331,0.329516201
"yphE",0.566198504,0.203554435,0.29382171,0.567990202,0.314469487,-0.145404776,0.519133763
"cas1",-0.797532573,-0.757768742,-0.813621981,-0.154330526,-0.426349238,0.012703726,0.157365332
"yffQ",0.665143019,0.795271489,0.837387373,1.01972941,0.844639464,0.262506223,0.576917452
"yphA",-0.024599685,0.080562977,0.038059708,-0.183214942,-0.06176121,-0.531591234,-0.084233062
"pinH",0.053332327,-0.113253857,-0.010675254,-0.20854909,0.163787754,0.005027448,0.24454866
"cysN",0.254978989,NA,NA,0.560062833,0.759812612,0.390176876,0.19975607
"yffM",0.298495368,0.302409089,0.643352725,0.096161948,0.256279656,-0.138271703,0.367375905
"hcaF",-0.107684315,-0.228357459,-0.075933129,0.150945098,0.17025527,-0.089771692,0.141062346
"yfjY",0.068422297,NA,NA,-0.180299856,0.222279708,0.339979057,0.355476682
"ispD",0.010842548,-0.089917814,-0.186058337,0.115636596,0.108917179,0.222632422,0.139952569
"ygeW",-0.344957308,NA,NA,0.669207303,-0.01850952,-0.2580708,0.464621151
"yghD",0.293403933,-0.028412868,1.279570988,0.548755119,0.294876771,0.51204638,0.153215189
"nfeF",0.210466942,0.675553184,-0.114519187,0.447979417,-0.016959195,0.414068867,0.119985713
"truB",0.228678148,0.629682702,0.162969321,0.345080543,0.334082744,0.251473827,0.36397171
"xdhA",0.148128159,0.39847286,-0.004634735,-0.073596144,0.244336413,0.135895461,0.250236009
"speC",0.222340577,0.680632709,NA,0.573426795,0.647059289,NA,-0.136884539
"rpsU",0.372122354,NA,0.302198349,0.619849725,0.313360177,0.215916798,0.329306448
"deaD",0.211682509,0.294669139,-0.029956844,0.521388138,0.092822836,-0.093676504,0.244503601
"ygeO",0.224102423,0.082218738,-0.119932314,0.542263741,0.192149313,0.401849813,0.454919031
"mutY",0.184387479,1.791783162,0.410891481,0.589101041,0.331843583,0.236438465,0.171367451
"ttdA",0.185158996,0.179890406,-0.035828671,0.55308206,0.402535336,0.275562154,0.184049033
"ubiU",0.092259386,-0.003169968,-0.064169921,-0.359563944,0.038129375,-0.865987028,-0.147535523
"pbl",NA,NA,NA,0.950033912,NA,NA,NA
"ansB",0.210749043,1.043595135,NA,0.512950289,0.20545478,0.325125233,0.141172124
"bacA",0.16019267,NA,NA,NA,-0.311442941,NA,0.052512186
"yhbP",0.309753881,NA,NA,0.503447415,0.191345993,0.282082696,0.322308319
"ygeF",0.62631854,-0.555358787,NA,0.544268566,0.530138525,0.134729569,0.596847571
"yggU",-0.031822038,-0.110498063,-0.066558789,-0.799450485,-0.188104537,0.100806733,-0.232239455
"glnE",-0.022968372,0.021310065,-0.12428343,0.311393412,0.115686242,0.127374136,-0.008162858
"dolP",0.511463762,0.302063415,0.246285125,0.590962373,0.306910779,0.540715537,0.226766089
"yqeH",0.355589084,NA,NA,0.396494694,0.264142154,NA,0.799174181
"yqgF",0.239876281,1.104126823,0.576027112,0.571706814,0.148208904,0.407920035,0.25834112
"yqiI",1.298495368,-1.255881033,NA,NA,0.061548204,0.361377201,0.429262896
"rsmI",0.3285971,NA,NA,0.395870797,0.165558557,0.462589131,1.790400257
"acrE",0.120075447,NA,NA,NA,-0.326488375,-0.673384905,0.063401529
"nirD",0.623949963,NA,NA,0.72457222,1.209610739,NA,0.468180962
"yhhM",0.04287333,0.653587666,-0.036853335,0.204052531,0.18842144,0.070828762,-0.023946201
"xylG",0.224026224,NA,0.247984232,0.231880592,0.177426056,0.560001758,-0.070209949
"fis",0.123589303,0.145902315,-0.026901522,0.360016513,-0.100944822,0.575291747,-0.364165628
"yhfG",0.139850091,0.151637188,-0.021070262,0.3995345,0.438142632,-0.509917081,0.164920951
"ftsE",0.182785183,0.525361294,NA,NA,0.307474198,-0.009177007,0.042697204
"yiaB",-0.173656788,-0.377282365,-0.255249577,0.225620466,-0.195690369,0.549818899,-0.598765828
"yhdT",0.165587702,NA,0.154033098,0.472372154,0.096107179,0.239659452,-0.053433461
"yhfK",0.00205117,-0.101306803,-0.200926238,0.026515879,-0.198760285,-0.067423508,-0.307436213
"livK",0.629196034,-0.669615309,NA,0.661520474,-0.337917837,NA,NA
"glyS",0.04498946,0.167795902,-0.065116694,0.371395019,0.037958645,0.275384116,-0.055851288
"yhdH",0.563885008,NA,NA,0.391658403,-0.269394659,1.131095284,-0.497604937
"livF",0.307795391,NA,1.107779709,NA,0.146666692,0.134729569,0.076401262
"yiaG",0.497434838,NA,NA,NA,-0.158366046,NA,0.03744844
"mreD",0.652553891,NA,NA,0.122512228,-0.015698542,-0.057960952,0.375426909
"yheS",0.228624025,0.157994324,0.00340778,0.428086764,0.036942686,0.54714104,0.072330281
"ugpC",0.232890589,0.294305158,0.17636078,-0.400066837,0.13355567,-0.114346001,-0.003495023
"bisC",0.347713391,NA,NA,0.362573429,-0.063759988,NA,0.125758281
"slyX",0.222902407,NA,0.323137166,0.238326796,0.009216946,0.21504032,0.000944504
"yrhB",0.462594845,NA,NA,0.560062833,0.486957872,0.415690948,0.435388449
"yhjX",0.077271203,0.156126956,-0.015572769,-0.202280295,0.093047201,0.300633325,-0.137835707
"adeD",0.082433011,0.304742841,NA,0.370108366,0.175456463,0.209295755,0.289084193
"yihN",0.157924808,0.204280799,0.423532962,0.406880854,0.120895205,0.240887438,0.266946668
"nlpA",0.473388573,0.36913728,0.060695816,0.430253453,0.090886992,0.441632106,0.103664709
"glnA",0.185220676,0.05436614,0.108064748,0.277257658,0.322841084,-0.189478954,0.201585885
"murI",0.151601005,0.105351658,0.078290181,0.045145189,-0.034639527,-0.35066198,-0.040673019
"yicI",-0.02998505,-0.112837617,-0.041353837,0.058770766,-0.268272796,0.508060897,-0.411949704
"rbsR",0.16019267,0.008599474,0.527930996,0.414439498,0.076256992,0.165464186,0.113160159
"yihI",0.082240929,0.095203142,0.18354689,0.017450463,0.260610045,-0.104418353,0.150124373
"trmA",0.335896426,0.106387705,0.166746585,0.081819697,0.141729148,0.121515831,0.161627656
"recG",-0.044318393,0.123994717,0.171405253,-0.114331543,0.131556069,-0.054249011,-0.036407705
"rbsA",0.100878669,0.071117939,0.125550659,0.144279028,0.05542933,0.238965443,0.137540112
"yihF",0.045632373,0.315661434,-0.153145298,0.333173859,0.102991245,0.448435891,0.109494253
"oxyR",0.164857174,0.021385766,0.063054348,0.281026719,0.114120562,-0.223941279,0.042465484
"gmk",0.056086048,0.321439818,0.36041791,0.18574587,-0.071684281,0.345238393,0.018731134
"viaA",0.067059271,-0.018143802,-0.011967994,0.397598572,0.281914718,-0.217717328,0.204645568
"mobA",0.316266815,0.36994568,NA,0.320508635,0.426344065,0.156448819,0.077614551
"argE",0.086948795,-0.034328365,0.044468751,0.173340639,0.092640933,0.362932588,0.069643985
"yicC",0.271088329,0.131909711,0.174002508,0.506500994,0.42515612,0.331339402,0.13227677
"mnmG",-0.067940383,-0.258535801,-0.547910396,-0.070483655,0.522621566,-0.083257783,0.427587325
"yigZ",0.26775731,0.24756916,0.18572,0.565595322,0.368985391,0.21966746,0.385010761
"frwD",0.193941253,0.030293157,0.008808728,0.408540614,0.283536846,0.175954037,0.335942987
"mdtP",0.243350785,0.512228279,0.212250539,0.598378131,0.355990421,0.059924123,0.365583195
"yjfK",0.412672275,NA,1.044560792,0.512421199,0.486338201,0.68532848,0.340602129
"deoD",0.197547587,-0.036495265,0.170337715,0.558457306,0.291083782,0.449553393,0.294143992
"nrfG",0.232824415,0.264004003,0.493929527,0.531729235,0.234409877,0.357211863,-0.210940849
"nsrR",0.277073764,NA,NA,1.456313396,0.808210199,0.423525108,0.573691147
"nanY",-0.065939028,0.078183391,-0.100546641,0.383287646,0.26460754,-1.453141682,0.14701613
"yjjW",0.193297794,0.350662564,0.743666577,0.392018216,0.368749752,0.732482472,-0.057001738
"nrfC",0.00753642,0.143750485,0.06309407,0.490531463,0.453690262,-0.323305512,0.067861252
"hflK",0.362842958,NA,NA,0.42578407,0.702059529,0.51909677,0.331762408
"prfC",0.165587702,NA,0.520442975,0.167094361,0.322757951,0.158210665,0.193625862
"yjcH",0.411763301,NA,0.665441505,0.407420565,0.609948846,0.502706354,0.439129165
"mutL",0.352989622,0.476512727,-0.170673389,NA,0.324084042,-0.027997729,0.445563275
"ahr",0.20894974,NA,0.455502168,NA,0.083186039,0.083577046,-0.052104973
"rsmC",0.217097521,0.305384887,0.970692083,0.445424053,0.221988788,0.028432942,0.040435972
"ghxP",0.525340165,NA,NA,0.201845885,0.480308057,0.417276159,NA
"queG",0.125082711,0.083519364,-0.034799522,0.409138972,0.213380434,0.161505318,0.243527836
"idnT",0.030058761,-0.093681289,-0.275311687,0.2400165,0.105886552,0.173557988,0.018624986
"yjcB",0.320603725,NA,1.193858875,0.458395439,0.303375956,0.434590534,0.392460248
"mscM",-0.155952961,-0.411935886,-0.349597487,0.483326008,0.365217891,-0.458174706,0.526198099
"lptF",-0.048413509,0.139270558,-0.168965546,0.412424207,0.11966131,0.422050423,0.179385423
"dnaT",0.492036613,NA,0.481864069,0.730079945,0.263842538,0.612980329,0.413560011
"yiiS",-0.032363581,-0.097518541,0.050329946,0.371722588,0.15573971,-0.073835293,0.007857721
"ydfA",0.495984772,NA,NA,0.31018536,0.153659334,0.330342968,-0.063130951
"ycjU",0.151439551,0.132602735,-0.062413158,0.275664703,-0.001417022,0.095727448,0.06809547
"hybF",0.576357499,NA,0.603003961,0.515166184,0.406153624,0.520804576,-0.048788924
"rpe",0.332374861,NA,0.270565501,0.521604581,0.292194898,0.629513027,0.162786161
"yhaL",0.417953975,NA,NA,0.692997175,0.124752361,1.371938074,-0.027545537
"frwB",0.645282854,NA,NA,0.507674764,-0.371440871,-0.032406847,0.062687816
"mhpD",0.39506193,NA,NA,0.543976013,0.061348574,-0.171904304,0.174593159
"tgt.1",-0.034842785,NA,NA,0.293597223,0.115463558,0.760984369,-0.111179139
"fabZ",-0.269321343,-0.275257978,-0.077069389,0.363159918,0.239846504,-0.009531504,0.334029309
"ecpE",-0.164562819,-0.186245105,0.04635645,0.194819997,-0.341251676,0.30964228,-0.343447192
"aroL",0.058546082,0.003587587,0.567802508,0.274161031,0.43570114,0.113985679,0.134771634
"rsmH",0.030975135,0.225422865,0.158591742,0.210597264,0.085098431,0.422264456,0.069145633
"rseP",0.646972234,0.674498941,0.750595578,0.270581258,-0.311763799,0.137894467,-0.313477009
"paoB",-0.106355572,-0.280836814,-0.231139367,-0.282657323,-0.437777057,0.41002038,-0.380632574
"psiF",-0.12180731,-0.165566016,-0.17806575,-0.056165655,-0.096163828,0.044772281,-0.049250461
"ilvH",0.248067999,0.386826073,0.335317032,0.113522575,-0.030073667,0.508615214,0.08851225
"frr",-0.057798176,0.00748951,-0.028223095,0.191995661,-0.261098398,-0.044038927,-0.286748997
"intF",0.094031934,0.189025304,0.142491727,0.225385737,0.09936944,0.347215919,-0.006452788
"yaiZ",-0.047905094,-0.161218345,-0.15387856,0.303845182,0.283359305,0.133465246,0.023061876
"leuA",0.156432521,0.353156945,0.736344788,0.292231044,-0.271405559,0.736199085,-0.344089471
"map",0.265702855,0.204721036,0.091985442,0.343017792,0.26752775,-0.031930386,0.296402319
"yagK",0.167491909,0.634243977,0.679307832,0.521038725,0.260972108,0.198101898,0.303329971
"ampH",0.220379876,0.268236784,1.365541015,0.484232877,0.181653078,0.298586372,0.359230331
"setA",0.325664953,0.123409117,0.213539636,0.631801886,0.250774348,0.30695454,0.246332213
"yagH",-0.051174349,0.009827886,-0.134846152,0.202084942,-0.051316401,0.015815716,-0.243754019
"thiQ",0.461222666,0.105146892,0.23892222,0.337087508,0.304809807,0.238240519,0.221907613
"degP",0.681092849,NA,1.721840099,0.514305343,0.306520752,1.179399964,-0.181802582
"yagA",-0.187754233,-0.124075356,-0.119113615,-0.350914791,-0.099879039,-0.688751523,-0.281323914
"tauB",0.3789515,0.152444348,0.11249848,-0.25137888,-0.264209611,0.240370014,-0.235665234
"ybbJ",0.120684129,0.298129671,0.014597569,0.462562345,-0.104565835,0.47788277,-0.002668783
"fepC",0.26965872,NA,1.111507582,-0.216153917,0.134902185,0.668020522,0.317688121
"potE",-0.002127794,0.188564879,0.075109713,0.264593662,-0.007098371,-0.024905893,0.029756834
"dinG",-0.1073448,-0.016381147,-0.053071337,-0.359308135,-0.224923072,0.430482531,-0.449666552
"copA",-0.058045457,0.013389283,-0.1602262,0.055736767,0.143196827,0.402301611,-0.292120057
"fepA",0.380954324,1.070747381,0.41795786,0.261997317,0.364512699,0.704351718,0.006000057
"pgm",-0.023998666,0.610166695,0.02575843,0.538052143,-0.043282064,0.331635897,-0.141737042
"ybhG",-0.04317702,-0.007587844,-0.313814814,-0.632282021,-0.274712442,0.1687403,-0.281682887
"ushA",0.423434105,NA,NA,0.46829246,0.043279318,0.285453356,0.368065809
"ybdF",0.165586162,0.064824119,0.011301795,0.139210772,0.27153354,0.282402222,-0.05361764
"fldA",-0.102035242,2.440300554,0.087175004,0.240549432,0.11050636,0.458590811,-0.161153114
"ybhQ",0.318555162,NA,1.377775471,0.493116044,0.518096617,0.262374199,-0.22218887
"aes",0.269783715,NA,NA,0.382645483,-0.229114124,0.356578319,-0.203117616
"cusA",0.543198446,NA,0.37593133,1.128892907,1.351923572,-0.622638076,1.063355053
"nagE",0.268684555,NA,NA,0.595975389,-0.071990704,0.97252837,-0.42147981
"ybhM",-0.224135138,1.229840393,-0.160798263,0.222987733,0.092689975,0.171918524,0.185634372
"recR",0.132671596,0.388557556,0.045337011,0.637949609,0.509225465,-0.0218639,0.345042679
"cusR",0.133117392,0.276889467,0.153041033,0.397736176,0.220508357,0.128580362,0.142543381
"umpH",0.199009843,-0.165841859,0.239802718,NA,-0.505556618,0.981302294,-0.451083964
"moaB",-0.011563412,-0.090008939,-0.113450187,0.114788946,-0.023243646,0.400214625,-0.228597476
"ybaN",0.175942871,0.206206155,0.203690195,0.146547843,-0.048325415,0.18327996,-0.016663927
"ybcH",0.076385074,0.650588695,0.541632274,NA,-0.052732464,0.616649707,-0.316098984
"bioD",0.16019267,0.218902157,0.213583435,0.428553707,0.290521346,-0.04703388,-0.039974526
"ycaD",-0.047129826,0.295092634,-0.09409312,0.471598604,-0.239630243,0.498028092,-0.141266963
"torR",0.087309168,0.039064177,0.014790631,0.392069132,-0.263101396,0.942731151,-0.517194946
"fabF",0.137396473,NA,0.291860842,0.409676974,0.325710615,0.811423179,-0.098163477
"emtA",0.354181321,NA,-0.027259354,0.78309013,0.602490949,0.647330772,0.106153509
"dmsA",-0.003725934,-0.036683893,-0.164089996,-0.491386957,0.326093118,-0.755588776,0.138102836
"ymcE",0.281236363,NA,NA,0.24323857,0.08368609,NA,NA
"fabH",0.264281268,NA,NA,0.604266496,-0.18118497,0.979827609,-0.108382642
"dadA",0.114803382,0.170231891,-0.148441659,0.428012683,0.376411923,0.078325538,0.187263057
"ftsK",0.358003179,NA,NA,0.08833661,-0.12282772,0.599616367,-0.1281267
"gfcB",0.282863545,1.331829932,0.736728864,0.43100753,0.295239742,0.550629907,0.106834756
"yceF",0.109692144,0.461152971,0.165453976,0.456108588,0.106517336,-0.11820172,-0.033014687
"dsbB",0.429227755,1.490753166,0.356586172,0.406352354,0.115189527,0.605125462,0.049626498
"cydC",0.336283929,NA,0.932062681,0.154297487,0.080787562,0.721201462,-0.393154277
"etp",0.068468242,-0.032464105,-0.26664613,-0.21044586,-0.023360224,0.11764261,-0.338553106
"flgL",0.906159237,NA,NA,NA,-0.172904457,0.104766346,0.403940066
"ycgN",-0.005568936,0.374207682,0.093666753,0.320404525,0.117120143,0.330179776,0.027113566
"clpS",0.10567232,NA,1.028972694,NA,-0.055953586,0.52618745,0.046273798
"appC",0.103154169,1.113334824,0.115473769,0.510247945,0.157081688,0.262212781,0.243150554
"flgH",0.126334403,0.767442395,0.587107663,0.345946534,-0.014992946,0.337473023,-0.201166576
"ycgJ",0.112380891,NA,0.279165673,0.302605857,0.059622283,0.407438288,-0.024346624
"ybjX",0.005946744,0.235154736,-0.140111329,0.415869297,-0.250708738,0.446807397,-0.122429206
"hyaC",0.501094178,NA,NA,0.352589209,0.063482704,0.961344203,-0.452637792
"flgD",0.017040376,0.122058958,-0.051365624,-0.020915522,0.279211375,-0.431627266,0.165081908
"ymgG",-0.136313384,0.142406272,0.108930159,0.149267504,0.131886859,0.325387927,-0.141498426
"ycjD",0.056206023,-0.001393161,-0.036469263,0.396963181,0.113503242,0.174942105,0.084146981
"paaA",0.32204349,NA,-0.357150625,0.361337882,-0.36465209,NA,-0.12724845
"ddpA",0.637313925,-0.757570479,NA,-0.678819256,0.306520752,NA,NA
"ynfH",0.086406456,NA,-0.008966638,0.46829246,-0.160913235,-1.028772563,0.704970062
"pdeR",0.201585355,NA,NA,NA,-0.12138248,NA,NA
"feaR",0.14891166,NA,NA,0.507674764,-0.380214795,NA,0.515177525
"ddpF",0.271343122,0.043791791,0.307368149,0.398803702,-0.450202712,0.663610944,-0.400889938
"ynfD",0.126334403,1.41436482,0.567439537,0.267633009,-0.199758731,0.265345438,0.08663137
"pyrF",0.14025434,0.150982403,-0.200803424,0.289570905,-0.176277635,0.425294131,0.188340266
"ldhA",0.410469128,NA,0.56183566,0.303845182,-0.196929441,0.463197813,-0.166671543
"maeA",0.825304407,NA,-0.514319132,0.386275529,-1.58972981,0.076737622,-0.288780989
"ynfA",0.249292981,0.152644558,-0.169497713,0.573481856,0.608876839,-0.199433697,0.518541699
"ribA",0.179726365,-0.1395001,-0.045624155,0.594063286,-0.025024736,0.473363109,-0.025913107
"uspF",0.231270452,0.323379789,0.428067639,0.395814363,0.006081232,0.336374932,-0.076723068
"fdnG",0.252663518,0.149153792,NA,0.486784269,0.345292993,0.451553832,-0.124985316
"insD7",0.288222484,NA,NA,0.398911924,NA,0.711965977,-0.094206324
"yciN",0.197981231,NA,NA,-0.057791425,-0.127848522,0.377767618,0.411142461
"stfR",NA,NA,NA,0.39469544,-0.148820728,0.502706354,-0.008940293
"yddJ",0.366436346,0.610966903,1.080023185,0.743177876,0.302940398,0.359067119,0.47272859
"dicA",-0.005212711,0.112635665,0.139581319,-0.612338635,-0.05696484,0.271310539,-0.116300948
"rluB",0.377265156,0.068472391,-0.027083206,0.3685581,-0.068130284,0.557064017,0.077540192
"ynaA",0.047218725,0.216016278,0.475931667,0.394506246,0.103446004,-0.039438612,0.138817368
"narW",0.196915477,0.498647172,NA,0.463769278,-0.185715654,-0.168434556,0.328867101
"flxA",0.218134626,0.02326991,0.062252806,0.292063535,0.316607254,0.328056499,0.332822767
"ydiK",-0.113487718,-0.16711617,-0.381259489,0.271282298,0.36617621,-0.409217045,0.473477302
"mipA",0.262497715,0.840333552,NA,0.187339613,0.56567685,NA,0.164428108
"cheB",0.265996396,NA,NA,0.648415043,0.321543626,0.727646181,0.313279002
"cobT",0.158569137,0.158223726,0.03062433,0.609688836,0.268123111,0.42404804,0.328342749
"sufA",-0.053812307,0.071306413,-0.001191967,0.131799883,0.168040247,0.380391761,-0.033046223
"msrB",0.344525058,0.67148933,0.325535853,0.737326278,0.325775552,0.042398598,0.232759405
"flhA",0.007388755,0.328816839,0.403329576,-0.179900872,0.102991245,1.067963698,-0.687571722
"yeeO",0.367318163,NA,NA,0.374426256,0.012330181,NA,0.226128826
"sufS",0.103874307,NA,0.43384923,1.787306615,0.613419682,0.51909677,0.379871121
"ydjJ",-0.02190078,-0.039712548,-0.100534005,-1.243324241,0.046544282,0.407843047,-0.123760506
"cutC",-0.096856093,-0.069949519,-0.109599418,0.604948371,0.437198598,0.175650931,0.190421368
"pykF",0.081011424,0.156999325,0.456435132,0.416297239,0.500094435,0.233678527,0.352559985
"ydjF",-0.011640766,0.135025522,0.023191318,0.521612662,0.483942341,0.034516026,0.271575658
"cmoA",-0.076989634,0.023417453,-0.085813131,0.129368325,0.099507033,0.33320257,0.019403937
"yodB",0.136916492,0.225505748,-0.030314505,0.306243802,-0.014248476,0.448746489,-0.088096326
"ydhW",0.393246498,0.429657146,0.178227052,0.692476702,0.431459489,-0.73197962,0.403640242
"sppA",0.251000084,NA,NA,NA,0.012330181,NA,-0.023440089
"aspS",0.314007534,NA,-0.66001309,0.512421199,0.127872306,0.450677354,0.204939527
"hiuH",0.241665713,NA,1.577347826,0.588938961,0.492157329,0.237391911,0.371270949
"ydhS",0.093928197,NA,NA,0.608367513,-0.00411667,0.483401199,0.4760063
"ynjI",-0.072743126,-0.146736564,-0.206869437,0.305278026,0.097289266,0.252232732,-0.014145939
"yebB",0.430553846,-0.94877689,NA,0.736154092,-0.571246404,1.046774399,-0.230789042
"gatZ",0.238749481,0.22892705,0.758130305,0.628639248,-0.067796211,1.896281557,-0.669494596
"narP",0.098044763,0.902481459,0.77571548,0.329888695,0.05828151,0.473742658,0.111077207
"nuoB",0.558132679,NA,NA,0.422159119,0.665542695,NA,NA
"ypdE",0.28283961,0.367036355,0.026271009,0.569589116,0.319606558,0.460897022,0.184759912
"gatD",0.371046035,NA,NA,0.503839909,0.652178734,0.423525108,0.119089521
"yejL",0.122181622,0.321355375,-0.037292505,0.163219726,-0.09039215,0.687893118,-0.2287453
"nuoG",0.010753606,NA,NA,NA,-0.015698542,-0.599955988,0.144533279
"pyrS",0.172528306,0.188019937,0.030757039,0.214725413,0.203973288,0.237868924,-0.009405253
"yegR",0.20627414,NA,NA,0.507674764,0.050893576,0.17534742,0.040435972
"rsuA",0.265941544,NA,0.48865114,0.21471341,0.350034876,0.382268119,0.319067411
"nuoK",0.18717616,NA,NA,0.308720622,-0.119042665,0.502706354,-0.11684569
"ypdI",0.081647287,0.043180743,-0.0647385,0.077583992,-0.057187439,0.237790609,-0.239593188
"trhP",-0.293050147,NA,-0.440303726,NA,-0.644087472,0.854888872,-0.58399705
"yejE",0.337614897,0.243302475,-0.129768519,0.153904216,-0.007356495,0.10676005,-0.238667616
"yfbP",0.478951433,NA,NA,NA,-0.063759988,1.456948864,-0.238983521
"yfdV",0.283318066,NA,NA,0.319730678,-0.005398586,0.638926101,0.194500574
"mdtD",-0.00821176,0.994538969,-0.123009702,0.038257746,-0.305299076,0.84949384,0.156721438
"mepS",0.207743533,0.237820763,-0.028201189,0.258127114,-0.165314906,0.41434466,-0.113457261
"yfbL",-0.052344662,-0.0459215,-0.308013394,0.292406533,-0.285320074,0.391406573,-0.013839991
"emrK",0.478481671,NA,0.298594225,0.613043967,0.127872306,-0.439301699,0.468180962
"yegL",0.532578574,-1.0092087,NA,0.033423939,-0.559766587,NA,0.024483463
"yeiP",0.248474032,1.489193758,0.232998275,0.443933617,0.302636312,-0.005572883,0.27714616
"elaA",0.423434105,NA,-0.837882425,0.656972846,0.243090537,0.421401415,0.410189015
"dsdC",0.436399082,NA,NA,0.465506726,0.151097117,0.785252944,0.547362208
"hyfF",0.178520051,0.151123385,NA,0.36508623,0.153843944,-0.030733264,0.145305633
"pssA",NA,NA,NA,0.469610022,-0.413638551,0.334642948,-0.405537813
"yqaA",-0.124777549,-0.002214055,0.114218301,0.243728418,0.322005009,-0.182619769,0.323669318
"yqcA",0.421714124,0.459574305,1.516078169,0.468732698,-0.118517415,0.861137822,-0.383001864
"hyfB",-0.011682105,-0.033011614,-0.271281083,0.331271758,-0.561084629,0.600637036,-0.311221858
"yfiF",-0.045056818,-0.066704594,0.221360491,0.341337496,0.22132361,0.261591384,0.103168656
"emrA",0.304684943,NA,NA,0.489481759,0.115870773,0.45924066,-0.17963652
"rlmD",0.260862832,NA,-0.671442552,0.403715632,-0.413638551,NA,0.121393476
"srmB",-0.016199451,0.207950619,0.055139986,0.089511968,-0.327119526,0.394024639,-0.233130258
"ygaY",0.233008393,0.367368257,0.983991422,0.42393993,0.336024162,0.010717822,0.311134334
"mazG",0.412374098,0.866483806,NA,0.366769544,-0.031785362,0.583225951,-0.134251974
"purC",NA,NA,NA,0.581252132,NA,NA,0.501604718
"rseA",NA,NA,NA,0.330388746,0.112033095,0.239464919,0.422423472
"proV",-0.031692856,NA,NA,0.092701416,NA,0.201676359,0.211570106
"queE",NA,-1.224623339,NA,0.560062833,0.41027019,-0.727742567,0.381030786
"dapE",0.388671998,NA,NA,-0.409973943,NA,0.268623148,0.411142461
"lepB",0.046249318,NA,NA,-0.029762702,0.57906221,NA,0.129826643
"nrdH",0.36780098,0.26714008,1.588628836,0.48820254,0.248528805,0.351438679,0.290535875
"aegA",-0.187426291,-0.433158765,-0.146123943,0.00658732,-0.166318983,0.436140358,-0.217300552
"pdxJ",-0.025800032,0.166084957,0.115374878,-0.543185206,-0.230105099,0.883965352,-0.516969917
"stpA",0.417471158,0.015185739,NA,0.39459055,0.094000228,0.347008254,0.152295161
"ygcQ",0.1085055,-0.076531736,0.08876167,0.30979666,-0.165334203,0.585809022,-0.307789394
"xerD",0.380601803,0.203061642,0.40138642,0.52787815,-0.189370327,0.006593558,-0.220641513
"hybC",0.207834304,0.42172592,0.686774396,0.232380643,0.116273457,0.594852577,-0.219723616
