"","0","0 | 1","3600","3600 | 1","14400","14400 | 1"
"fau",1.767250572,2.243272306,2.402010882,2.008421502,2.139749144,1.99258979
"yqeA",4.543171826,2.866035488,2.424427474,2.13812849,2.167888605,2.463277864
"cbeA",1.802577917,2.402717776,1.494735174,2.168310407,1.637031965,1.663018671
"hycB",2.065697594,2.199782034,1.670991379,2.107454939,2.267182825,2.044155249
"grpE",27.1550368,85.76299716,55.03852902,18.16545756,62.36930265,53.80219563
"arfB",5.175910776,8.791653448,10.7647649,8.150943023,7.442857053,10.26042954
"pepA",12.70525154,39.12398561,36.98525993,14.29847308,35.84278257,37.25053186
"plsY",2.151621822,6.640352069,4.120558978,3.132922449,4.898950087,5.862185679
"ypdE",1.725390195,1.44902733,1.553792951,1.502212383,1.451168701,1.406294547
"tdcE",2.613721927,1.937943465,1.720019641,2.05816068,1.621583148,1.773941619
"fruB",55.71774058,4.429426648,5.864383703,54.06055086,5.48591486,4.915100606
"osmB",86.93926316,429.3866851,55.00805333,93.66447506,454.3791728,28.55435944
"yoaF",3.872930736,6.369957255,6.585339799,3.055131912,4.916964298,6.113709524
"yhcN",2.152527999,2.140596152,2.628116465,5.666315279,2.968095618,2.403951145
"ybbA",3.285121092,35.65996761,17.09137231,6.267847391,28.18360623,12.22547925
"ryeA",19.88224515,49.81513271,85.73721184,43.86737939,52.08855836,97.590256
"ygcW",3.363869146,1.971434056,1.677476912,1.523873335,1.65492461,1.44494405
"ftsP",13.65109899,13.68744409,16.86282608,6.118804735,13.45243295,14.40237778
"kefG",8.836404939,9.052127044,6.39575195,5.729900263,7.783499282,6.82357682
"lspA",72.03856266,99.25153825,102.6906539,59.45131468,101.0807434,89.07948517
"nanT",2.200711255,2.072699794,1.832670277,2.134969224,1.910248148,1.904841991
"ttdT",3.211718594,3.289098856,2.415111462,3.572566123,2.069157616,3.198999235
"mntP",2.02581306,2.497853215,1.853666738,1.836205365,2.312092425,2.193047546
"ydfT",1.807290397,1.33887959,1.877361546,1.446397237,1.754829857,1.357811696
"matA",1.417219628,3.246772088,2.240169116,1.618677922,2.158607635,1.88529324
"yajD",39.94918475,35.21334195,65.48107701,33.28528276,41.86005799,39.08540568
"ecnA",3.244205329,2.862007531,2.989431199,1.821158778,1.849107329,3.42281855
"fruK",137.9538679,23.44558337,18.07193819,141.4273287,20.97900126,14.75238639
"frdC",3.839334154,4.332065607,3.041830667,2.564156944,3.702793572,2.510951332
"wcaE",1.525790976,1.49580521,1.399195146,1.618057728,1.718525012,1.708457832
"lptB",35.71821316,59.40617286,57.45725487,26.60218203,65.37957091,57.25026284
"yiiE",2.070855825,1.89772756,1.724119424,1.911682372,2.284144047,1.909776301
"yiaK",2.226706069,2.194927217,4.04168449,1.783933648,2.577128782,2.900684752
"sdhE",22.70510204,44.64956757,28.21304721,16.92102286,33.35855349,26.71555835
"yafL",2.281854147,1.839581971,2.178699864,2.242515507,2.003861701,2.133807352
"flgF",1.964710834,1.676984356,1.734001364,1.488146029,2.720806361,1.739717448
"cusC",4.222170154,512.783499,303.577439,2.083940256,443.6011347,286.5872022
"eutQ",1.870212754,1.805656647,2.033308952,1.97677148,1.991773109,1.653180202
"ybgO",2.751843306,1.427528746,1.84285608,2.859104791,1.697995691,1.732390266
"lipB",6.351178609,5.816559363,7.492241072,5.289821301,6.882169626,5.972629535
"lit",1.734546785,1.466758155,1.450075849,1.3571972,1.310558788,1.472672353
"hsdR",2.436074305,1.939900231,1.83567572,2.712409634,1.941812052,2.04380177
"lsrB",3.720676414,43.9356542,3.4059643,2.772854791,31.58731485,3.15322678
"sgcE",2.267270958,1.271678554,1.770939951,1.618712597,1.814109782,1.498489553
"ydeE",1.802012488,1.387480639,1.491728189,1.87562564,1.861812262,1.912536487
"preA",6.446077052,4.795868139,4.61639056,5.773911774,4.149686193,4.195305424
"yagH",3.741985427,1.703013642,1.408424176,2.577796487,2.117158912,2.322817695
"ykfF",3.673663269,1.470589365,1.502915422,2.343068924,1.729942435,1.629864279
"ygeN",1.273220004,1.316010396,1.643497283,1.575163912,1.388638277,1.552320557
"narX",24.08532983,18.67019586,22.52367183,15.40355398,19.72792145,21.51482981
"ycjO",2.506265766,2.379533697,1.910184658,1.956657357,2.106615317,1.753829048
"nfsB",34.25153004,35.81504354,32.26042004,34.79719358,37.94476978,48.44972316
"talB",55.46156202,143.5139507,141.4866123,91.49782611,129.8532642,152.3348886
"pgrR",4.924361068,4.373905114,5.456443889,6.435592166,6.352814922,5.579414251
"ybdO",1.793046898,1.677438387,1.638074882,1.500001344,1.466492695,1.484063846
"ydhV",2.405046019,1.314412401,1.708520259,1.480824604,1.680264735,1.502010282
"tesA",61.31221535,54.94609916,57.34754584,68.84697172,50.08433241,57.68212353
"cheW",1.845276351,2.271673335,1.582203258,2.28822491,2.049460738,2.029264373
"crcB",3.372802177,2.577895175,2.384275453,3.091040405,2.448262335,2.228912216
"yfiL",4.319230434,20.00969515,7.213940757,4.324597342,24.85394229,3.877528659
"dps",613.617508,801.6023709,162.5346486,729.0265072,779.3240949,96.98739829
"menC",7.452587628,9.631584386,7.957816493,5.673827872,9.19905675,7.503277487
"nrdF",92.186666,4.478317776,74.10289357,68.11707234,2.288273109,68.62992332
"yojI",2.901095325,3.239982311,7.459199408,2.089320029,2.614064608,7.064290912
"glvC",1.264110566,1.731815908,1.286126104,1.850436466,1.440054806,1.429955757
"cadC",2.148607753,2.119218436,2.210418724,1.93168421,1.909016241,1.924654007
"psuG",2.364845726,1.961868547,2.228707787,2.941793977,1.679062654,2.515381955
"yccE",1.428149752,1.439796452,1.724622165,1.87749908,1.373901311,1.974151326
"yccS",2.091184666,3.171451534,2.66449393,4.030840581,2.605634719,2.442312802
"dacB",2.739190644,3.733641605,4.2869303,2.071395231,4.051039884,3.314250382
"purA",70.31097773,201.1742697,194.8431367,127.0556345,167.9069041,217.1132056
"yjiL",2.58792507,3.055338422,3.342978954,2.867022703,3.148455565,2.999603418
"yfdV",1.837819796,2.00223767,1.543461707,1.747392293,1.675331981,1.493266654
"trpD",40.6580389,6.053847135,33.16367388,37.54545309,5.866277151,41.93760102
"oxyS",2.109154977,2.83128304,1.498466952,2.514203639,2.570103725,15.22753477
"queD",4.208256216,6.7455633,9.096116393,3.80650106,9.687672399,7.693211534
"hiuH",1.549909405,1.366048764,1.734490234,1.768113071,1.827235962,1.447582992
"yqfB",12.48686193,8.786212564,10.37135458,10.1954506,8.780064178,11.74529149
"rplP",193.7334859,501.651444,661.9009578,152.9661479,484.6381325,713.4171788
"afuC",2.25928363,1.822858695,1.576930652,1.848016424,1.902099924,2.169569878
"ygeF",1.680602884,1.660557685,1.636260811,1.473476225,1.495355907,1.429350304
"ybgP",1.974380005,1.440637523,1.395473691,1.466545181,1.565355264,1.545121658
"cyoB",26.51330633,96.69322969,83.51339395,9.987940808,69.13187431,111.8959754
"yihD",11.04157357,14.29103362,11.91633664,9.994916694,14.26335125,10.9896041
"dsbA",15.27257059,124.3752836,60.99719649,19.22065526,124.6925293,65.89505375
"mrp",1.148630926,1.434500463,1.314579499,1.652888451,1.355920688,1.38653536
"hybD",2.163829808,1.605220437,1.397160787,1.750214783,1.286813973,1.4218163
"creB",8.743311606,7.93056004,9.644040101,9.253054212,11.78536748,7.89945157
"waaF",50.01865923,37.48084173,43.99419602,44.51261328,45.14801945,46.06877342
"mtlR",7.256648299,11.76252877,11.12602722,5.311709862,7.220288,9.493198808
"yahE",1.941691986,1.722383897,1.768459845,1.593299662,1.735923994,1.76494161
"hscB",4.425035998,12.87330866,15.49492861,5.211403884,10.42215734,14.35146632
"dppA",491.7691862,1071.974916,1084.521219,400.0693122,987.8756733,950.1766565
"yfiH",5.9941463,12.50209629,8.548463152,6.614245545,12.35625833,6.268954087
"yehR",2.389100927,2.878238686,1.671712179,2.542138846,1.907325044,1.606337849
"yhbX",1.619840657,1.423225018,1.187994798,1.387771586,1.199898761,1.286902585
"fsaA",1.891534251,2.740789208,2.90374308,2.84425488,2.994419183,2.972730765
"hrpB",2.016561187,2.725221152,1.94359425,2.373820387,1.710296495,1.731010155
"mazE",10.4807617,23.29668856,23.01413957,15.94164284,23.05535156,22.93304602
"arpA",1.862591091,1.456926805,1.369088124,1.37102595,1.288741869,1.246775203
"ydaS",1.426586829,1.504402044,1.662317468,1.52658561,1.439912235,1.601310255
"slyB",331.3606198,226.0355184,381.3340042,434.931078,222.3735698,327.3051099
"pcnB",43.41011782,52.66934361,72.17194071,39.70530733,59.16804642,60.69155663
"yfjM",1.715185229,1.313279788,1.279217861,1.168452142,1.395590537,1.270287291
"ccmG",2.543508209,3.413472936,3.154429578,2.519435675,2.916096688,3.718591952
"feoB",42.72520301,5.534570357,15.26107811,21.49943013,7.089280194,16.00310238
"yigB",1.750971564,5.02486082,5.307969523,2.503814489,4.006662477,4.602758919
"tesB",5.221451429,5.397093219,4.34227253,3.939545407,5.688369183,4.665937543
"ilvH",30.75053194,49.32580932,62.79777312,24.43741524,53.82852877,68.87118895
"yieH",4.61800291,7.70745765,13.1066241,3.804778872,5.99443499,9.568635628
"nfrA",1.868768627,1.679915766,1.941053725,1.771198623,2.228714257,1.535770229
"nuoA",43.26698729,302.0916547,212.2442723,28.30750447,228.7758339,201.3934498
"ryhB",563.3972148,3.364411792,293.2702878,747.1157651,3.313419468,222.9525159
"yncD",3.651634393,2.972293988,3.101662967,2.464311729,3.503789087,2.776321549
"hybO",2.219220574,1.822234467,1.452952194,2.338149879,1.954928052,1.863538363
"yjfZ",2.136705442,2.181227514,2.04732458,1.598595679,1.879961601,1.928361889
"glxK",2.453266942,2.596674462,1.976980736,1.83375469,2.112120082,1.797836988
"cysN",12.37770627,60.60198216,106.7840607,11.75690826,45.48608644,164.4222813
"yqiA",16.89287038,19.95607137,25.43558802,16.28556798,19.49642486,23.09719545
"sufE",5.510177502,2.409386006,4.534652207,9.164514333,2.269880519,3.444062378
"ydaT",1.391278737,1.403888038,1.34363908,1.364763993,1.427414049,1.38654375
"bglB",1.593102251,1.811278187,1.652351492,1.405434589,1.72406059,1.379147911
"eptC",4.4942099,31.0598334,30.31882348,5.234158329,13.80963066,41.71513417
"yjbM",1.339294089,1.369883138,1.232207023,1.466551145,1.798686536,1.302909365
"nanK",15.07529817,5.085327633,4.22675978,11.72330115,6.111790055,7.155283523
"hofM",3.216047133,3.039364615,1.983720659,2.490774455,3.09181874,3.852752994
"hns",269.5599205,1239.494708,891.2336087,407.5597503,1052.261456,953.8637078
"yncG",2.98521077,2.76180993,2.767663038,2.935886938,2.950815037,2.704161675
"hyfB",1.701137351,1.86824811,1.638458627,1.8572404,1.966006923,1.664004366
"bhsA",2.171343357,1.942954277,2.116607085,2.360080874,2.103948329,2.036995277
"yhbS",13.78216312,14.40208469,9.649413195,12.77040015,9.54313279,8.684588683
"gyrB",24.40521005,42.89922691,42.73124575,27.21661441,38.72206439,46.47693954
"qseG",2.167405293,2.660505259,3.793788065,2.403262273,2.569204919,3.527624922
"rflP",3.809225645,3.388386897,4.004339922,3.907378622,2.079281367,2.954464277
"glgX",10.66011414,28.01517392,27.14960779,13.01778188,27.17396565,19.96782679
"ravA",2.554339821,7.118065723,4.408474842,5.029239579,4.52908226,4.545070524
"pdxB",5.457129261,6.310707197,8.200288375,5.465887555,7.882897201,9.430939727
"eptB",1.664275822,2.463461334,2.556444075,1.554249706,2.557347032,2.109108988
"yfgD",10.38091144,19.27256711,19.95112462,10.84334832,19.60438488,19.87260384
"yaeP",124.9564238,81.15546079,57.50777498,115.4015294,79.95755319,42.50926323
"yfeW",2.127051418,1.717670382,1.935640766,2.243008747,1.807917253,1.645225079
"nhaB",3.52076071,1.937374034,2.422482156,2.530950737,1.914490715,2.943972421
"pflA",40.71326774,40.36134085,26.36372789,40.76189443,54.51548695,20.74532034
"tus",3.628436125,3.702010751,4.29377119,3.076837369,3.547010121,4.296493639
"cyaA",25.67017733,27.99263033,30.11763482,27.60280147,24.06432478,25.31557383
"pxpB",47.28721823,65.82721649,58.40906672,38.24158888,57.0984502,52.15002623
"copA",2.319731309,6.474377753,4.808948363,2.688322368,6.75281625,6.012589543
"yhdE",19.62431666,30.71773375,27.22844811,13.82673948,28.08605871,24.91563278
"glf",2.70792224,1.673594311,2.359433932,2.714363775,2.323044995,2.306402889
"dcp",85.95463035,78.88059908,96.51795994,77.84547605,73.80127503,80.29394797
"srkA",29.39472666,156.8325294,73.66746732,28.74369249,147.3244033,64.61593356
"aaeR",3.94886105,3.470663463,3.472394168,3.58395624,3.828105071,4.237587117
"lgt",2.951354609,21.49461727,17.64986434,6.163628804,15.3144964,16.10839933
"ycgN",26.74897112,24.89093362,32.23356102,27.45520312,25.6324369,18.5761989
"map",39.07857326,34.35325272,62.33964592,28.70007262,47.76076243,56.64604195
"ybeZ",17.72415968,42.1846737,24.47281636,17.72888627,30.72611394,19.78670226
"glnQ",2.133657775,4.143558188,2.892479713,1.552596517,3.423257959,4.874213924
"ftsY",42.26937466,41.86717765,49.81772047,38.42836154,47.11257352,49.41630806
"emrK",1.564809259,1.590300401,1.09260139,1.619566298,1.383108188,1.280449892
"yhaB",1.805184402,1.457563826,1.685513715,2.155574203,1.473304838,1.367632427
"gsiD",7.781707735,12.74046879,11.32846236,16.868225,9.354626516,10.04735
"potA",14.52479327,30.09192761,42.92646061,18.03130567,36.05324079,44.95987487
"cyoE",44.16495075,62.84665136,64.97896649,15.65029715,51.12850454,73.31978876
"yfjR",2.361593308,1.866100958,1.803684971,1.605658739,2.174344711,2.502684038
"yafY",1.474637729,1.334650982,1.293745653,1.393793368,1.464410462,1.289928706
"mobB",8.358801293,8.801752874,8.547340723,6.628064737,8.199298462,5.957109821
"frsA",12.89097027,7.012182615,6.495702902,15.66395943,8.623655359,4.685814262
"aroD",8.091003485,12.57704977,13.99827566,7.248081125,11.84656988,15.0971344
"murF",15.8820594,22.91560108,21.99850547,20.61323332,21.41953368,23.24670612
"ymjA",3.97985831,7.696098483,7.137066418,5.718724447,7.761461146,10.3441016
"fbaB",111.2031635,369.0324159,141.5146088,174.0063886,354.6955833,98.76769647
"ybdF",7.030628942,4.232068369,6.151259317,8.706818572,6.011042943,4.257595459
"codB",1.978328946,4.107641297,4.455819732,2.4151917,4.392029293,3.573140442
"yehQ",1.845465735,1.378166796,1.774674016,1.371273876,1.677886601,1.477629044
"sufA",96.15420503,38.84479002,67.71715683,111.4477551,25.45060223,70.17339215
"priA",1.641055469,1.604830769,1.520231799,1.856744652,1.643738902,1.558119765
"yfdO",1.660402262,1.58284637,2.510748836,2.188100349,1.685950292,1.991874847
"idnK",1.612200293,1.533957973,1.594411586,1.832819674,1.707268019,1.449638694
"pgsA",4.67121326,7.589955502,11.35529288,7.586497023,5.628905918,8.116108517
"tfaD",2.923673325,2.218055162,2.51145024,1.907426366,2.158406232,1.9566472
"atpA",91.33659507,437.734815,422.2838707,79.55118962,358.7040607,535.2638178
"yhhZ",2.363943495,2.124956902,2.048281806,2.355225377,1.958255381,2.326304662
"yjfK",1.638093055,1.885853252,1.843243299,2.496580805,1.708928799,2.026938849
"rfaH",2.663683165,2.436163367,2.19299015,1.743386786,2.465465368,1.742372975
"yjgH",2.724234524,10.48891435,6.702930098,3.923373229,12.91579356,4.808679207
"mltG",3.027992292,4.92000185,6.609367731,4.408905732,4.340304154,4.463571228
"cyaY",2.694041126,5.818289025,4.167984098,2.351388474,3.50061359,6.379825971
"nikD",1.864745896,2.27456441,2.062269089,2.135299176,2.308633296,1.875228614
"insD7",2.718409415,1.883210483,2.777471055,2.228395364,3.53274314,1.982521334
"secM",59.80139433,53.6710569,74.17942087,52.32843493,59.76702708,86.87440892
"ybcL",2.102930775,1.457114465,1.601122555,1.409075744,1.757502118,1.779400501
"yrdA",19.21698756,38.08585681,32.25255693,24.00454368,37.39300179,31.32605025
"araF",3.03551488,3.924664931,5.484195444,1.84192937,4.882006683,2.914024681
"rplJ",652.2703958,1313.173787,1548.126021,477.3544265,1216.680751,1627.704788
"yncE",500.1037046,11.74413662,853.761335,507.5554151,6.368461976,799.0974757
"luxS",200.3079408,262.9104003,148.1914171,200.6494072,200.7349031,132.6412752
"iscS",44.02237234,277.9492906,218.1926252,23.00198586,260.128933,228.8278947
"baeR",20.86580549,15.61969289,11.02038875,16.68236062,18.53211,13.72156268
"wcaI",3.241094386,3.170862527,2.434760823,2.905347574,3.519275604,2.596064257
"ybeR",1.786129957,1.286052664,1.237895618,1.338633157,1.082470432,1.306448118
"yccA",36.36421786,272.1615582,175.8362026,19.14429315,288.7119565,189.4104262
"yobD",1.956171417,2.75733078,2.617104733,2.805945489,2.775603945,2.112066722
"tdcA",6.297038938,2.521845536,2.592099325,7.828245735,1.919926173,2.203335668
"nadD",18.32753403,20.67445909,21.16741008,16.53020815,20.70292908,21.56571542
"lpxP",10.77506298,12.60904509,11.97808743,9.641046507,12.70624434,6.651159948
"dtd",20.98314558,37.36285527,32.81629851,18.41259244,45.94459245,32.23189198
"glsA",67.50504617,108.9285696,28.27421846,150.6812968,87.33372906,13.55491155
"paaG",3.153892508,4.620106462,2.957138054,2.657319406,4.543804679,165.0207449
"yidI",3.081012964,2.276811514,2.671473972,3.508577865,2.75337612,3.390822123
"tolQ",12.34118179,27.07599301,28.05819804,15.60326412,25.14806819,32.9120861
"ycaC",152.3216849,263.8259271,129.3844088,174.6400006,199.8955943,64.08312224
"micA",4.404683605,4.440689838,3.840358381,3.82439405,3.821399289,3.143034597
"yicN",1.887625705,2.816634477,2.612555184,2.377250174,1.893765951,2.940400995
"yhjY",71.3318927,58.24647259,49.83303004,60.15078549,58.87172962,32.45724125
"ybeY",64.33255716,66.82218272,55.41649115,66.56021164,73.95858563,50.28265888
"entF",4.961926005,1.619245694,6.741502919,9.607395597,1.162130707,10.93649531
"ptsA",1.405584573,1.647349476,1.946073892,1.821089511,2.362186171,2.108542628
"bamC",45.59271906,109.8175641,135.0843079,56.6317707,91.07522342,114.6771985
"lpp",761.3203327,236.8087979,1141.146466,1148.01595,355.5504498,837.658849
"yjiX",35.90086378,20.05397399,18.12653261,11.82686293,17.983628,22.37737875
"yedK",2.597883437,1.908475349,1.702359306,2.184833974,1.644401689,1.802317852
"glpF",9.535025504,7.331040287,6.80060906,8.379932165,9.341438733,6.430504771
"prmB",153.7399599,120.079693,191.7552092,115.9554795,146.8897223,123.6781257
"ypjF",1.833067134,1.333727045,1.334154022,1.851454951,1.927735023,1.448816854
"dgcN",3.027663066,3.444471923,3.098651629,4.047372201,3.398079065,2.989632347
"pyrF",1.991575072,4.400709205,8.127851759,2.995875949,4.341558352,9.816722716
"gpmA",2472.164378,1031.2041,1480.949732,2508.331409,1012.461549,1234.924417
"sixA",9.03018609,18.95169312,19.81415735,9.409407616,17.88348024,14.24064373
"fpr",17.50655668,28.70788447,21.7014502,14.49657217,29.96481493,22.19787343
"trpC",151.086564,70.68730267,142.6671199,141.8927111,67.83434923,101.1851606
"citT",1.397083885,1.476560194,1.520314752,1.755947537,1.549746031,1.35313251
"znuC",28.43984597,28.80336035,46.12441331,33.75560467,33.0148586,54.40624838
"tabA",3.60467826,2.377250174,2.422802844,3.319688682,3.085219035,2.370842184
"frwC",3.23898878,2.259169801,2.00729682,2.513027249,2.490264974,2.268466538
"cysH",1.852331527,17.59869628,17.29007224,1.625459946,19.460358,26.06925213
"ybcO",1.887248022,1.944364661,1.915785562,2.620139955,1.840387179,2.083686751
"hdeB",995.7751522,640.2506372,109.3066493,1209.939925,557.1572384,53.68573328
"fecA",2.503276615,2.574491292,2.413735174,3.098207844,3.501617796,2.249947219
"opgD",18.11081051,111.4783133,76.87213898,15.6636017,113.4311223,89.47130216
"csgG",2.150922529,4.84080764,3.212804502,2.665601344,2.577783583,2.275222631
"yrhB",1.567553233,1.881741232,1.459889746,2.067814316,1.647140959,1.764494559
"lolB",13.53233,39.94356545,41.78477983,16.9699682,43.02810129,28.21076876
"ysaA",1.594929192,3.638294634,2.79792109,2.886229106,2.683955121,2.000760333
"nadK",5.408991811,4.911174776,6.129570355,5.602591456,4.923502986,4.08662107
"ldtD",32.19303916,46.04901284,13.06830264,60.16191358,48.45970658,9.265998816
"kup",5.58699787,7.493685349,10.87574362,6.775451667,8.572684062,6.942417163
"murG",5.285548658,27.98061282,31.4381334,5.83777329,25.85409305,22.23650042
"artQ",116.6140774,122.302337,159.6827689,83.57274343,130.926334,121.5318069
"atpE",118.4371425,665.0268871,591.6530133,87.04105593,548.4658437,691.1657434
"yjaG",4.397132952,5.49173536,4.989090002,3.819344741,5.87940978,6.345446819
"yebG",27.84972103,20.6762713,20.79046838,24.58243823,21.73484902,15.2971399
"agaW",2.306454929,3.181530035,2.217327229,3.16883357,2.640361278,1.891584556
"yjbB",2.432897562,8.270120958,3.713377264,2.740957523,7.553375565,2.567778962
"kefF",2.670230348,3.42790613,2.371360376,2.71413253,3.036143806,2.574955466
"pncC",5.969977574,26.78812196,14.35476558,3.470730966,16.9886216,15.24719082
"hcaB",2.328168089,2.188115437,1.638547512,1.960818904,1.976918265,2.081008631
"glcA",4.496903188,4.807983456,5.695519473,2.116873534,5.558502068,3.520708346
"ubiI",4.879453891,3.910840577,4.787450065,4.635264849,4.760101725,5.205116377
"cynR",2.519585089,2.610186796,2.404433687,2.806035877,2.347786455,2.442982295
"fliK",2.578843094,1.746231795,3.038890279,2.231347881,2.052007436,2.431381643
"ruvC",6.698696734,3.907634094,7.906247255,4.84864902,4.669826028,4.146267749
"cbrB",2.244947433,1.997984581,2.148058641,2.087457385,2.141843436,2.128122107
"dadA",11.20691426,9.018413057,7.140423628,11.22338154,9.2389716,7.733722831
"pyrD",1.298726182,3.694618649,3.839319331,2.173186316,3.578478323,3.777758207
"yegP",63.49606697,58.78015839,43.67222776,67.40807527,61.90904299,26.783375
"ugpE",3.262413371,4.536020715,3.437503043,1.75538338,7.763967616,3.238973324
"nrdD",5.125162385,5.08086065,4.409949471,10.08210119,7.211669398,4.051553008
"clpA",55.51563295,51.14777984,50.34320424,111.6292901,52.57626995,46.18542362
"tusD",24.8354334,46.21121901,27.7275256,31.75570538,29.81992553,28.80411898
"mraY",10.73976284,28.01567665,32.35541899,14.36696812,21.12519397,25.64586064
"aphA",8.326123777,8.939792865,10.49780418,10.61826632,8.420219857,10.95316411
"selU",2.567419171,2.059688144,1.906172228,1.664965124,1.537902895,1.685737142
"lpoA",5.445911147,13.90092168,23.36348012,4.530115586,10.84229515,12.81860057
"dmlR",4.48933365,5.644151648,3.264999114,4.31819623,5.727214198,2.460153866
"pinE",1.437874066,1.539999269,1.859080315,1.943451234,1.705809292,1.529330359
"carA",10.21528458,82.74960556,90.88637706,10.52921129,67.65220439,118.5010983
"dapA",135.7954618,247.0739883,251.5967539,164.4042313,195.1949274,240.4879407
"mzrA",4.886819589,37.21140982,13.84565237,4.122229921,28.83455355,10.92875052
"bglA",3.669455804,4.805817448,5.138666217,3.32493374,4.520631037,5.946370416
"xdhB",1.624329861,2.271700476,1.899524897,2.179058127,1.846420278,2.139473251
"rep",3.086299997,2.629847406,2.970984633,2.789175301,2.789461075,2.688404432
"nadB",5.02897947,6.364267678,7.376036739,4.578203315,4.9160357,6.573683831
"gshB",68.34986243,67.71101924,55.63786133,53.46387976,62.84759298,76.99827592
"cadB",2.115321711,1.575724623,1.715207166,1.446689695,2.004047898,1.416909302
"sgbU",2.166441836,1.304882669,1.429615487,1.744970524,1.498100319,1.430679476
"narY",2.602841947,2.412447309,3.062535897,2.519834036,2.622070827,2.669348514
"yhfA",291.3601744,183.2130843,185.0709021,273.391479,175.9718082,172.8189359
"ynaI",1.778042169,1.795454278,1.359387841,3.374567192,1.898544192,1.5430014
"cca",9.196622928,20.70236279,12.98839178,10.38126585,14.98937738,8.960269267
"alr",4.067930039,4.183661691,3.89006384,3.178215398,3.539336896,4.368439805
"dolP",70.80598597,71.99291301,75.24459712,65.54250514,61.35599208,65.64923757
"gmm",2.072921767,3.149518076,2.154310428,1.976005558,2.700295089,1.869804694
"nemA",3.458342101,5.843251475,3.667545093,4.724328964,5.100588523,4.166495096
"rhtB",5.033304089,2.960163752,6.041094372,11.30690689,2.386405462,4.533831762
"rmf",634.113767,327.0812298,346.6396986,767.9937242,267.8530249,268.2324396
"ydjK",1.854291659,1.741040192,1.431859977,1.839196772,2.156867902,1.323365439
"eaeH",1.578812577,1.369059267,1.354699029,1.540036666,1.38468053,1.478930105
"fdhD",5.531100944,5.194755116,5.639934354,6.183153124,6.218572344,5.439542368
"ftnB",15.39039983,28.16763635,23.51141109,22.01350598,27.92968627,26.25878289
"ebgR",2.719094679,3.291822878,2.470554756,3.250956203,3.64819525,3.546736158
"ydjH",1.50689358,1.507191436,1.919593564,1.23535025,1.381956335,1.71117478
"hinT",26.06063876,37.65998472,50.71831469,31.59921353,38.19002924,36.97137992
"hxpB",8.351451152,9.844261965,26.1332606,10.98698753,15.09124654,23.02949177
"cynX",2.208769636,2.100757516,2.100649269,2.352736519,1.895202486,2.208883455
"ygbJ",3.550602993,1.873194655,2.001744718,2.461542166,1.553269352,2.197926245
"flu",2.391619988,1.712352371,1.819816289,2.132773146,2.988699839,1.569769669
"malK",42.47538014,459.2626234,322.7954662,41.98453893,447.6237923,261.858412
"otsA",6.772625907,17.54851096,6.738781022,11.21675689,20.85120489,5.520509094
"hyfG",4.032253806,1.926251559,3.177574611,2.420880863,1.92691179,2.271880116
"gabD",1.282990261,1.623290478,1.657697336,1.540160816,1.491262529,1.310591178
