"","0","0 | 1","10800","10800 | 1","21600","21600 | 1","36000","36000 | 1","57600","57600 | 1","86400","86400 | 1","0 | 2","0 | 3","10800 | 2","10800 | 3","21600 | 2","21600 | 3","36000 | 2","36000 | 3","61200","61200 | 1","86400 | 2","86400 | 3","0 | 4","0 | 5","3600","3600 | 1","3600 | 2","3600 | 3","7200","7200 | 1","14400","14400 | 1","0 | 6","0 | 7","3600 | 4","3600 | 5","3600 | 6","3600 | 7","7200 | 2","7200 | 3","14400 | 2","14400 | 3"
"fliK",6601.9,5156.8,287,351.1,308.5,298.3,455.1,267.1,365.2,362,1129.9,804.8,193.7,657.4,697,635.1,474.6,530.4,741.1,722.2,873.2,776.8,1481,1644,3004.3,3603.5,2454,2501.9,403.1,395.2,473.4,397.7,323.6,381.8,377.5,229.5,384,252,520.5,445.6,581.7,680.9,2027.3,1121.8
"fliL",16610.2,15724.3,303.8,398.6,264,142.7,244.5,176.2,267.5,167.6,83.2,52.8,82.3,45.3,55.5,50.6,123,196.1,22.6,141.4,49.5,73.8,124.5,125.9,13233.7,14195,10394.2,10250.7,918.8,863.8,470.5,473.6,128.7,99.8,18.1,30.9,42.3,29.5,21.3,28.1,42.7,34.3,268.5,345.6
"fliM",12738.6,11664.5,216.4,181.3,105.3,51.2,138.6,62.9,170.3,68.6,518.9,390.6,97,1036.6,146,67,161.1,144.2,214.2,250.2,91,72.9,80.8,57.5,8190.5,9079.2,6482.1,6027.5,325.7,281.7,214.5,95.5,63.2,52.8,225.6,298.8,334.1,371.4,405,439,148.8,236.9,211.6,154.8
"fliN",12782.8,10920,340.2,464.9,318.6,320.4,348.1,393.5,304.2,299.8,215.1,155.6,132.9,217.9,627.6,417.2,360.9,328.7,432.6,388.8,150,139.5,361.9,283.3,9943.7,10966.4,6071,5550.3,589.7,545.2,546.1,571.4,230.6,301.8,429.4,451.7,372.3,503.1,291.5,348.3,289.9,546.1,518,592.1
"fliO",8203.9,7481.6,228,206.2,250.5,191.7,215.6,206.7,179,221.7,452,251.8,482.1,169.4,294.2,172.7,222.2,219.3,169.9,367.8,67.8,78.9,449.5,74,7078.4,7395.3,4694.2,4056,350.4,355.3,100.8,283,52.8,191.5,189.6,175.4,121.5,50.3,197.1,248.6,183.6,508.4,235.3,231.8
"fliP",3921.4,3098.1,172.6,178.5,179.3,151.7,36.4,216,133.1,136.4,848.4,116.1,380.2,10536.2,366.9,223.3,338.7,197.9,181.8,170.2,213.3,272.6,168.1,218.5,1665.6,2172.1,1315.5,1427,272.8,226.8,303.2,224.8,149.7,156.5,268.1,170.2,174.1,237,153.3,177.4,463.4,487.5,1503,749.8
"fliQ",3251.6,2324.5,93.4,144.6,118.5,92.9,53.1,143.7,127.6,163,464.8,67,102.5,150.3,31.2,22.1,15.4,36.7,49.9,36.8,36.7,109.2,52.3,63.9,2296,2119.5,1369.4,1231.1,236.7,131.7,178.3,165.5,104.3,74.6,74.8,135.1,77,81.4,93.2,126.3,93.9,121.6,268.5,37.2
"fliR",1021.9,998.4,70.4,65.2,23.3,17.2,22.8,79.2,62,7,332.8,125.9,69.7,1402.3,17.1,34.2,12,33.8,25.4,34.7,19.7,16.7,52,56.5,686.7,619.1,319.3,226.2,51.6,49.5,118.3,126.9,69.4,159,31.9,19,37.4,33.2,19.7,38.5,52.3,24.3,105.7,39.9
"fliS",10036.4,11777.8,636.6,855.8,382.2,261.8,223.4,315.5,535.7,310.4,1001.8,492.9,140.3,32.5,282.8,211.4,200,140.1,338,105.8,439.4,338.2,501.5,651.9,9159.3,9735.6,17833.6,16722.3,16637.4,12823.5,5853.4,4305,465.3,408,418.6,316.2,328.5,411.5,251.7,108.8,305.8,457.5,815.5,147.7
"fliT",7915.8,10590.2,798.1,818.5,624.4,591.6,652.7,642.2,736.8,685.8,1761.2,1133.9,1113.4,645.3,894.2,989.7,906.1,937.9,1001.9,1078.9,1194.8,1181.9,2349.6,1865.4,6081.7,5216.2,12504.7,12627.9,8187.9,7527.3,3500.2,2810.3,577.4,514.8,829.1,708.1,848.6,1051.4,928,1184.7,1291.3,1358,4065.6,2552.7
"tcyJ",6190.9,6088.6,5617.2,5200.9,4108,4158.1,4206.9,4037.8,5685.4,6260.3,14576.4,15622.5,2583.5,413.4,4106.9,4500.8,3302.8,3309.3,3769.2,3825.8,5198.8,4266.3,8456.7,7791.8,5385,5386.6,7181.3,6998.4,8793.8,5027.2,5801,5445.6,3774.8,3910.4,2062.9,1947,2545.9,3465.5,3887.9,5390.5,5511.9,6359.9,7790.5,6911.8
"fliZ",24137.4,22298.1,774,660.7,521.3,494.5,459.8,539.3,488.5,637.3,699.5,492.7,46.1,177.2,329.5,254.5,337.1,272.6,437.4,260,321.8,326.7,359.9,486.7,18564.9,20453.4,30313.9,26935.7,14458.4,10700.7,4260.6,3173.9,359.5,341.6,173.8,186.5,206,142.2,214.5,329,198.1,307.9,143.5,194.3
"flu",14413.2,13028.9,13506.7,13839.5,6282.8,3243.9,1421.6,2050.8,1503.2,965,120.1,127.9,376.1,424.4,84,213,324.2,334.2,275.4,145.9,87.4,85,178,215.7,136.8,343.7,450.5,314.5,429.9,520.3,771.3,543.2,584.2,405.9,228,208.5,183.8,369.9,252.8,421.5,633.3,750.2,234.2,187.4
"flxA",4391,7345.8,515.3,617.6,259.7,209.1,184,240.9,691.1,241.1,773.4,102.6,384.9,98.5,48.5,48.4,150.6,41.5,71,94.7,93,112.1,152.3,295,2532.9,2536.7,5983.4,5325.1,3663.6,5203,2376,1841.5,291.1,458.8,238,192.6,175.9,501.1,50.8,202.3,337.2,451,679.1,245.6
"fmt",4386,3796,3149,3575,4118.2,4238,5212.4,3974.6,4036.6,4114.3,4232.2,5033.4,1379.8,3.4,992.8,842.6,841.7,1002,821.2,1089.9,1815.4,2280.9,1474.6,2055.9,3315.1,2947.6,3284.8,3203.8,2364.2,2259.3,2464.9,2142.6,2834.5,2387.1,1586.8,1755.1,1279.3,1442.7,1180.7,1066.4,1111.5,956.9,1023.4,1789.5
"fnr",5145.3,5012.3,3802.3,4039.7,4447.1,3936.1,4399.4,4121.9,5077.8,5207.5,8591.7,7852,2119.3,83.7,3279.3,3356.7,4092.4,3856.5,5333.7,5958.8,9268.5,9771.4,11302,8384,3745.2,4124.8,3738.3,3466.9,2879.2,3777.9,3146.7,2991.5,4018.6,4046.5,3891.6,3630.4,3552.8,4217.8,4449.5,3981,4672.4,5012.6,5259.5,5433.3
"focA",21527.2,23558.9,15204.6,17186.6,16331.6,15538.9,17501.9,15383,19949.7,19361.1,32300.1,36839.4,29790.9,2683.9,11412.6,11899.5,16418,14575,13013.1,14319.4,47091.5,36851.3,34137.2,33612.9,11172.3,11987.9,10969.1,11154.9,10850.1,11729.7,12605.7,13761.1,20615.1,19296.5,17319.8,18834.1,18637,18157.2,14407.1,13780.8,10242.6,9898.3,11325.6,12629.3
"focB",209.6,296.2,328.8,409.8,354,327.4,510.1,319.4,202.6,237.1,537.6,195.6,178.5,245.6,69.7,76.4,53.1,61.3,59.2,60.9,63.3,52.1,82.8,67.4,249.9,241.6,412.1,344.3,432.3,294.1,524.7,384.3,527.3,377.6,56.8,184.5,220.6,130.1,53.2,47.3,60.2,59,240.3,142.7
"folA",3014.7,2379.1,1836,2554.5,4385.5,2706.6,2437.4,3605.5,4022.6,3633.1,3631.3,4407,1662.7,638.3,1304.8,1591.4,2261.4,1623.8,2892.6,2327.8,3703.1,3347.3,3709.2,3495.6,1071.4,905.7,1055.9,1122.5,2383.2,2668.1,2719.8,1451.5,1330.3,2237.7,1850.9,1939.1,460.1,392.9,1186.2,923.7,2520,2221.3,11096.8,8504
"folC",2221.9,2069,3045.5,3094.3,3190.7,3432.8,3013.9,3784.7,3996.9,3404.3,3662.3,4508.7,3027.4,849.5,3819.7,4503.6,4092.9,4721,4388.4,3914.4,4561.4,2759,3348.7,3150.6,2903.9,2902,2306.2,2604.9,2023.7,2305,2166.1,2484.9,2361.1,2481,3217.5,3094.1,2893.1,2194.6,3175.2,3975.3,2405.3,3323.9,4596.7,3600.3
"folD",2477.2,2751.2,1238,1431.6,1976.2,2018.8,1599.4,2323,1878.8,1851.4,690.2,584.6,1668.5,147,739.6,832.1,1503.5,1324.2,1172.9,788.5,616.6,625.5,796.7,500.1,2548.8,2947.2,2171.7,1882.6,1445.1,1419.4,1551.6,1385.2,1413.5,1512.2,2151,2029.7,1000.4,828.2,1172.5,884.2,742.1,696.5,620.2,1126.6
"folE",1672.7,1514.4,2543.3,2639.6,2050.3,2009.9,2462,2169,2123.4,2132.6,1175,1072.9,1845.1,291.2,3406.4,3201.4,2927,3293.9,3070.5,2700.2,1055.8,1181.1,794.7,271.1,1647.7,1412.2,1753,1609.2,1448,1027.4,1013,1423.3,1035.5,1314.7,1513.1,1424.8,1641.6,1973.8,2807,3179.3,1144.3,1775.7,649.6,916.1
"folK",1043.1,1203.6,799.9,642.2,789.9,706.2,591.7,674.6,471.5,431.7,722.9,549.2,733.2,941.7,344.6,502,485.9,443.7,565.6,349.3,520.4,425.4,875.7,734.9,588.5,730.6,461.1,463.9,392.9,602.9,459.7,366.1,468.3,513,652.9,694.3,229.4,376.2,424.8,431.5,306.4,160,1282.3,468.1
"folP",2367,1916,1874.7,1859.5,1007.9,965.6,1030,951.9,953.1,965.1,208.8,329.6,2350.9,862,1422.7,1897.9,1883.3,1908.8,1310,992.6,930.4,1066.8,171.8,386.6,2270.1,1942.1,1531.7,1436.1,1029.8,683.3,754.8,709.5,711.5,710,5190,4316.3,3692.1,3764.8,3654.9,2709.3,1709.1,1744.8,192.7,280.9
"folX",918.3,697.5,2447.4,2515.2,2414.4,2473.3,2274.6,2332.1,2671.7,2749.6,1902.6,2547.8,1946,380.3,3169.1,2892.4,3394.5,2862.7,2874.6,2734.6,3027.3,2570.7,2342.5,2252.9,1425.3,1798.4,1686.4,1667.7,1797.2,1649.9,1491.9,1383.4,1568.9,1269.8,1286.4,1387.6,2318.4,1890,2715.8,2556.5,1965.8,1964.7,1363.5,2413
"fpr",1201.6,1128,1662.4,1335.1,1258,1377.3,1803.4,820.9,945.6,1367.5,2351.3,1959.4,616.1,32533.1,1315.6,1130.2,736.1,1179.4,929.5,790.1,2658.4,1575.4,2268.2,3118.6,1740,1687.3,1688.6,1929.8,1580.2,1730.2,1221.9,1393,1215.6,1178.4,964.7,1105.1,1964.1,1976.1,1294.1,1554.8,2420.2,2165.5,1664.4,2257.8
"frdA",21262.4,21551.9,11151.6,11518.2,5113.5,4012.2,5124.3,4265.9,2887.7,2760.1,4412,3846.4,14772.9,16992.9,8865.2,10139.4,6171.4,4196.6,4622.4,5515.5,3515.6,4563.5,4534.6,5544.6,32800.3,37966.3,32105.1,31314.9,18854.3,17176.9,16962.6,18484.4,16730.8,16674.3,31070.6,30733.5,34974.5,40423.6,21038.5,23492.9,20675.2,18088.7,7103.3,8957.1
"frdB",15764.9,15088.6,8553.6,8036.7,2577.5,2776.3,2884.8,2265.7,1578.2,2032,3606.1,3484.2,11179.4,7716.5,7213.1,8989.9,3772.6,4370.1,3237.2,2846.3,3161.1,3468.6,4516.3,4981.5,21155.2,24510.9,21227.9,21263.4,11440.4,11639.1,11219.2,12983.4,10748.7,11600.3,26991.7,26665.1,32238.7,31974.4,12823.6,16215.5,16517.4,14111.1,7829.2,9204.7
"frdC",5407.1,4399.2,2301.7,2310.1,784.9,752.4,855.5,705.9,499.7,422.7,810.9,578.4,4963.2,10722.2,2219.3,2734.7,1405.7,1368.5,934.4,1068.5,727.8,1008.9,929.6,1181.6,8668.8,8959.2,6419.9,6363.3,3436.3,3194.9,3906.5,3881.7,3894.6,3633,11607.9,10939.9,16839.7,13648,4554.8,5136.1,5142.7,4740.2,1563.3,2570.6
"frdD",6674.8,6800,3723.4,3690.5,1121.5,1626,1725.4,1656,1108.2,1314.2,2001.5,1384,5651.4,185.4,3158.8,3031.1,1950.7,2543.1,1902.1,2108.9,1727.7,2082.2,2444.7,2123.7,13139.8,14877,11600.2,11014.1,5665.9,5424.7,6039.4,6728.1,6518.2,6758.9,17846.8,16380.5,16518.8,15054.1,6474.8,6746.3,5018.9,4000.3,3427.9,2898.1
"frr",5981.8,5518.1,6122.9,5448.2,6034.7,4829.5,5536.5,5268.6,3978.5,5536.5,5614.8,7247.4,8193.5,345.2,6133.6,5593,5235,5982.8,6002.7,5905.5,6900.1,6219.6,10264.5,9533.4,4378.1,3920.3,4372.2,5227.5,4969.7,6182.1,5858.7,5310.3,5261.5,6005.8,6574.4,6713.5,6074,7734.5,5477.7,2537.3,6770.7,6815.9,6234.9,7529.8
"fruA",355.1,250.7,690.2,801.3,886.5,811.4,566.7,766.5,914,833.7,1623.8,1276.8,262.8,790.1,251.7,168.3,586.3,341.6,528,718.9,191.3,220.6,464.9,432.4,1294.5,934.7,744.4,462.1,790.3,674.7,719.8,1031.4,692.3,778.6,651.8,490.7,457.9,978,911.8,824.9,1017.7,1291.3,940.9,406
"fruB",466.8,562,797.9,1034.3,867.8,733.2,984.5,829.4,804,766.5,1472,1019.2,1864.5,3890.6,1869.6,2213.9,1426.4,1374.6,2136.9,1848.2,1563,1322.7,2513.2,1835,1026.9,816.1,527,536.5,1326.4,1781.4,1553.1,1718,1425.2,1666,1654.6,1092.2,2080.1,2976,2091.8,2269.4,2349.1,2915.6,2266.2,1381.2
"fruK",362.4,260.5,1994.4,1635.7,1511.8,2061.9,2080.3,1811,1927.7,2678.3,1785.1,2757.2,1010.4,894.5,1770.4,2428,1788.2,1566.9,2656.2,2363.8,2688.4,2440.3,1860.6,1726.5,625.6,555.2,647.5,468.3,1884.7,1780.8,1789.8,2071.6,798.8,1693.1,980.7,685.3,1342.5,1747.7,1584.3,1337.7,2980.8,3269.9,573.3,828.3
"cra",1179.3,1261.9,1063.8,1096,1260.6,931.5,980.2,1082.2,455,630.6,278.9,342,661.1,1051.7,1308.7,868.1,1062.3,1023.1,1208.2,632.7,420,610.7,165.6,326.8,2331.4,2703,1927.4,2101.3,1645.1,1733.3,1337.9,1736.7,1160.9,1645.1,1983.4,1808.7,1674.9,2076.7,1901,1361.2,1382.4,1631.9,382.6,802.3
"frvA",204.2,194.3,376.7,288.9,264.7,401.2,175,301.6,446.3,438.7,1464.1,694.7,124.5,943.3,76.5,78.2,210.3,63.6,140.1,112.4,295.5,119.9,236.8,783.8,308,387.7,213.4,263.7,393.2,442.7,356.7,375.3,447.2,172.1,258,380.6,423.3,583.8,348.9,619.2,697.6,603.9,1884.4,896.1
"frvB",253.7,305.3,306.1,376.5,431.7,394.5,262,411,369,291.9,1023.2,278.8,765,1401,419.1,391.8,355,355.9,215.7,421.7,591.1,423.7,1064.6,689.4,439.1,349.2,314.6,406.8,523,659.1,628.2,613.3,415.5,515.3,374.2,656.9,523.4,665.2,401.2,390.3,587.2,503.4,1199.6,1164.4
"frvR",28.5,59.8,82.9,83.3,110.1,40.9,84.5,77.1,84.1,42.9,1905.6,295.8,168.2,41726.8,96.5,76,86.4,60.7,95.6,210.8,225.3,135.7,221.7,709.9,27.8,34.1,32.6,32.8,56.4,45.3,74.9,59.6,80.8,37.8,20.2,54.5,44,46.9,33.5,96.2,76.3,328,341.6,241.8
"frvX",61.1,210.4,132.4,177.1,196.1,324.8,230.3,332.9,311.7,246,816.5,193.4,86.7,25887.1,71.6,70.3,147.9,68.3,116.4,145.1,237,33.7,125.2,115.9,42.5,35.8,223.6,138.1,163.8,140.7,208.1,244.2,143,86.8,73.4,92.2,54.9,62.3,47.3,89.6,289.2,59.1,522.1,102.5
"frwB",409.9,409.6,228,252,223.4,198,320.4,341.9,330.5,275.3,771.3,474.8,486.1,17293.4,355.9,250.7,265.5,345.6,324.6,382,676.7,504,857,622.9,508,346.1,362.9,327.3,283.3,270.5,215.1,191,246.8,176.4,268.5,236.3,388.3,485.7,415,386.8,366.8,680.6,1133.1,1461.7
"frwC",614.6,607.3,379.6,456.7,535.1,362.6,398.4,440.1,265.2,499.7,174.7,116.9,1118.8,1971.1,681.6,507.9,592.8,248.7,505.9,482.9,720.2,665.5,1473.5,1225.3,812.5,719.7,864.5,716.2,949.2,824.7,504.7,582.9,236.6,515.1,402.2,519.5,686.1,840.9,528.2,740.9,1053.5,734.6,1721,2151.8
"frwD",31,32.4,21.3,42.7,48.6,44.3,88.8,45,37.6,50.1,470,72,70.9,3899.6,60.5,56.3,50.6,56.5,79.5,83.5,538.7,81,264.5,192.5,84.3,44.1,63.3,36.2,53.9,74,51.6,50.2,46.9,61.1,111.7,49.5,32.1,157.5,49.9,102.5,153.4,114.9,250.3,256.9
"fsr",295.9,365.8,275.4,338.2,256.8,249.3,454.1,291.1,267.8,208.9,1082,612.5,155,5530,230.9,246.5,225.7,218.1,232.9,271.7,65.7,278.5,856.5,796.4,497.3,470.7,376,398.7,379.8,444.7,456.5,485,333.6,525.9,216.8,196.1,196,253.5,261.6,183.9,114.4,340.8,1114.2,177.1
"ftnA",20024.2,24130,16725,15488.9,9816.4,6787.9,4845.5,6765.5,917.8,942.5,510.5,565.1,44583,538.3,62369.2,67032.2,34067.7,39473.2,5841.3,8588,5609.1,6410.1,2451.7,3002.8,14350.5,13989.2,20401.1,22945.5,12566,11172.6,9523.2,10195.9,10507.3,8165.7,32236.8,30287.2,57986.2,75699.8,47683.2,53297.8,50419.9,53001,11865.6,19781.7
"ftsA",5802.9,7746.9,9793.2,10735.5,9941.8,9411,10112.9,11035,8808.9,8229.7,8628.4,7136.7,13440.2,356.5,14004,13123.6,13733.6,11345.2,15020.5,11972.7,7939,8628.8,5351.1,6336.4,9443.7,8547.1,9761.5,8364.8,9565.2,10372.8,8906.2,8177.1,8016.9,6541,9570.2,10475,13648.2,13361.8,12513.4,13461.1,14180,11508,8819.8,10290.6
"ftsE",3608.4,3411.5,3058.7,3248.2,3028.8,3182.4,4445.5,3254.4,3601.8,4115.6,4362.3,3916.5,5036.2,79.8,3440.7,3448.7,4145.7,4244.3,3910.2,4337,4540,4023.4,5803.6,6051.3,3876.2,3159.6,3232.3,2736.3,3195.8,3193.7,3023.6,3440.3,3373.8,3728.2,4406.6,5611.6,4105.5,4000.2,3340.6,3148.8,3714.4,3800.9,6351.8,5345.1
"ftsI",2456.1,2174.5,3179,2520.7,4480.6,2719.7,4387.7,4322.2,4163,3896.2,1714.6,1359.8,3494.1,270.6,4912.5,5635,5847.8,5150.7,4777.1,6555.7,5329.6,6079.2,3213.7,2215.3,3297.6,3060.8,2140.4,2403.5,2087.2,2310.8,1995.9,1742.1,2353.2,1892,5857.3,5411.1,4261.3,4274.1,4243.1,2777.6,3418.9,3319.5,2760.1,1782.5
"rlmE",4944.9,5822.6,9802.1,8603.2,8087.5,10134.2,14272.5,10856.1,11517.4,12361.9,8093.4,14263.4,6773.2,100.5,12276.2,12138.1,13644.2,12217.5,14868.2,16241.5,19506.3,16154.5,11907.1,10017.4,5976.5,3053.8,5269.4,5287.9,7312,7060.5,9144.4,8597.6,9621.4,11461.3,11919.6,10533.8,9043.3,8795.7,10233.1,6236.4,10492.5,11328,10806.6,9886.7
"ftsK",2549,2193.5,2602.1,2721.9,2984,2905.7,3142.1,2566.5,2382.9,2299,2633.1,1476.6,4427.7,411.2,3651,3430.7,4352.5,4532.9,4666.4,4242.5,3717.4,6269.3,3438.4,2610.7,2702.3,2685,2605.1,2249.8,2435.9,1412.2,1949.4,1361.7,2522.3,1940.5,4819.1,5011.8,5293,4758.7,4562.4,3454.8,4622.8,3783.6,984.3,2486.8
"ftsL",3626.3,4213.3,5134.3,4829.8,4750.8,4676.2,6825.5,5616.8,5032.4,6405.4,2981.1,2887.8,5999.1,175.3,9257.4,6971.8,9366.5,9927.8,12157.7,13338.7,15208.5,13057.1,6874.8,5728.3,5741.1,6924,4644.7,5103.4,4974.2,5378.6,4898.1,4675.9,4406.8,4846,8418.8,9760.7,7634,8506.4,7141.6,6102.9,9791,10256.8,2775.8,4840.6
"ftsN",3204.1,2267.6,1823.2,1908,2736.2,1762.1,2219.8,1431.5,1937.5,1391.1,2142.9,748.5,3663.4,80.3,1778.8,1968.5,1740.3,1708.2,1714.9,1721.4,381.1,683.9,1115.5,1648.4,2564.4,2748.9,1515.2,1682.8,1363.6,1452.7,1497.2,1213.9,1428.5,1496.4,3927.7,4255.4,2463.3,2972.3,2360.1,2649.4,1816.7,1268.6,1765.7,1614.2
"ftsQ",5237.4,6056.9,8898.2,9150.2,10312.9,8402.3,11585.5,8968.3,9349.1,9055.6,6049,6465,8230.9,75.3,14716.5,14420.6,14825.8,14076.3,17958.2,19295.4,10095.2,11292.6,7534.5,6194.5,5942.7,6549.6,7747.8,7231.8,7261.5,8122.5,7015.5,7407.6,6736.3,5977.2,9878.6,10161.9,10233.9,10144.9,10883.1,10788.5,14831,16437.9,17778.6,17251.2
"ftsW",2180.7,2167.3,3097.4,2455.5,3142.3,2620.9,4196.7,2727.2,2369.8,2836,1072.7,1191.4,2467.4,81.1,2908.8,3460.8,3364.9,2196.5,1535.5,3525.7,1899.7,1813.8,1468.7,646.1,1340.9,2897.8,2844.9,2519.5,2279.2,1971.6,2092.6,2482.4,2452.5,2377.1,2905.9,3395.9,1524.8,1964.4,2425.3,1283.8,2821,2504.5,1495,1305.1
"ftsX",1470.1,1474.6,989.8,942.8,978,1354.6,1646.6,1095.9,1447.2,1508.1,1909.8,1458.1,1253.1,1802.1,597.7,655.6,1288.8,865.5,699.3,505.3,636.2,724.5,339.6,201.2,1748.3,1374,1635.5,1533.8,1696.2,1722.1,2081.6,1780,2073.6,1758.5,1952,1720.2,1145.5,1439.7,1074.9,1016.1,1279,1140,198.6,361.3
"ftsY",6841,7487.6,4977,4825.4,5171.8,5237.2,6826.3,5929.6,6282.1,6584.3,4433.8,7132.2,6511.7,272.2,5051.3,5500.5,6200.5,6656.2,6252.8,6832.1,7083,7103.9,6282.8,6724,6474.5,5448.8,5411.1,4782.2,4965.6,4746.8,5193,5300.9,6794.2,5223.4,7828.2,7791.3,6676.6,5948.6,5603.5,4482.7,5441.7,5558.2,4111.6,4199.8
"ftsZ",9419.8,8794.8,10051.4,10998.8,8403.8,6526.5,8891.8,6920.7,5999.5,7106.7,5666.2,5706.7,7009.5,477.8,9485.6,12215.1,10002.3,10472,10367.9,10617.6,3948.7,3662.7,1308.5,966.3,12700,15656.8,15131.7,16254.3,13275.4,13225.1,10598.5,12198.2,9211.6,9733.6,9773.3,8367,10536.8,13638.9,13429.2,14733.8,14833.9,15069.1,2595.5,5615.9
"fucA",860.4,968.3,729.1,684.8,477.9,463.3,517.5,552.8,401.8,579.6,798.2,477.9,282.3,111.6,566.4,641.5,546.3,467.4,428.3,479,339.5,390.9,184.2,1048,2410.1,2223.5,3041.6,2667.9,1527.9,1433.6,1550.1,879.2,1089.8,872,1418.4,1129.9,1764.7,1944.4,1407.9,1043.1,1646.1,1199.9,854.8,384.4
"fucI",1637.4,1168,516.2,569,344.5,457.9,646.9,265.6,447.1,150.1,699.4,134.7,822.7,605.8,400.9,365.6,479.6,440.9,477.8,630.2,185.5,300.7,229.2,185.7,1799.4,1985.4,1106.5,1312,570.8,428.2,610.7,482.5,483.7,646.9,3690.1,2927.1,3446.9,2714.8,1055.1,849.8,1736.9,964.1,360.6,263.6
"fucK",1437.4,1456.3,898.6,825.5,877.4,780.3,885.2,935,1073.7,857.8,791.4,951.6,2339.8,87.9,2303.3,1916.3,1911.9,1731.4,1804.5,2199.4,2345,2414.7,2413,2831,2534.6,2217.9,1539.1,1494.8,1269,961.1,1197.5,1055.9,1094.8,830.2,2469.6,2275.3,3003.3,3268.5,1991.5,1175.8,2524.8,2774.3,3383.2,2801.7
"fucO",449.1,548.1,640.9,495,442.5,475.9,594.9,485.3,427.7,468.1,408.1,156.7,148.7,273.6,529,357.2,526,348.5,229.5,539.8,445.3,493,304.4,176.4,1753.8,1717.3,3212.4,3167.7,2702.6,2812.3,2371.5,2360.2,2108.2,2127.4,796.1,813.1,1297.4,1181,1504.2,1521,3426.9,3610.1,338.8,1130.1
"fucP",448.5,359.3,71,117.8,56.9,64.6,50.3,30.3,42,106.6,77.7,27.7,197.3,88.9,23.3,60.6,34.6,58.2,28.7,116.5,21.9,34.3,59.1,61.7,373.5,405.7,247.3,302.4,165.6,137.9,265.3,176.8,244.9,138.9,980.7,917.4,650.6,431.1,222.9,93.8,183.9,99.3,133.5,44.7
"fucR",2066.5,2512.7,2663.3,2676,2020.7,1624.2,1625.9,1926.9,949,1089.8,1365.9,936.1,823.2,157.3,2364.6,2203.1,1785.7,1619.4,1130.7,932.3,571.4,569.4,672,693.1,3588.3,3187.7,3238.8,3006.6,1111.3,1181.8,879.5,1329.8,967.2,971.7,1395.1,1169.9,1385.8,1456.8,1588.8,1551,1186.7,1415.9,1074.6,690.4
"fucU",2005.3,1533.5,1499.7,1452,1367.5,1119.2,1080.6,1169,1047.3,949.3,820.6,1042.5,4326.1,1386.4,7266.6,7431.5,6172.7,5657.7,6450.8,7151.1,6142.6,5644.9,5637.4,5514.4,2747.9,2089.9,2168.1,1857.4,1316.3,1439.6,1488.3,1414.3,1181.9,1101.3,6201.7,4993.5,9409.3,9991.6,10397.8,9200.5,13631.6,12285.4,10026,7232.1
"fumA",1078,1277.1,3066.1,3035.3,1323.2,1559.9,1902.4,2066.1,1255.1,1530.6,1521.6,1310.4,4288.6,333.7,7433.4,7744.2,4085.1,4958.8,3790.5,3625.9,3163.3,3079,3390,3883.7,1360.7,1592.5,2828,3146.4,1570.4,1753.2,1371.1,1478.2,1192.3,1185.6,2392.9,1746.8,3657.7,2871.6,3194.5,3372.7,4556.9,4882.8,3672.7,3491.5
"fumB",4902.3,3937.5,402,292.3,39.5,52.5,57.6,36.2,37.8,36.4,117.7,74.2,91.1,530,81.2,64.2,19.4,47.4,26.9,31.9,46.3,44,136.3,87.6,17534.3,17784.2,12456.1,9499,1146.3,1096.7,1064.1,1007.7,1225,1079.5,3568.3,4155.6,6338.4,8611.6,81,107.9,124.4,159.7,135.4,96.2
"fumC",120.8,34.2,583.9,715.8,535.9,216.8,565.8,304.1,591.7,764.5,3539.6,4069.3,78.3,1096.6,919.1,1064,682.3,451.7,615.7,718.1,1943.3,1662.6,1599.6,1694.5,244.4,376,624.9,785.1,652.5,600.1,369.5,406.2,50.7,196.1,34.2,28.3,64.5,111.5,38.4,197.5,918,966.2,318.4,179.9
"fur",5147,4570.1,5398.8,5285.7,4886.6,5778.3,4836.2,5253.3,5777.4,6347.6,6388.4,7528.3,4749.1,455.4,5185.7,4345.6,4535.2,4742.8,4960.7,4323.6,7363.7,6828.1,6108.7,6066.1,4413.2,4270,3455.9,3239,3260.2,3231.3,3095.8,3645.6,2981.8,4487.7,3944.5,3722,4417.5,3933.3,5320,3147.6,4121.8,4452.4,2562.9,2167
"fusA",39476.5,56316.5,36153.3,37315.8,56496.9,46448.9,66530.3,52018.9,49886.1,51638.2,54468.2,59723.4,64947.5,227,33737.4,39804.4,42509.6,40696.3,43900.3,50705.1,19862.9,25858.9,18990.5,21793.9,32771.4,33518.6,26412.9,26346.5,12120.9,12767.2,15532.6,18979.8,36328.4,31350.8,52717.4,48625.5,59599.6,48375.9,27357.3,28148.4,16291,14589.9,3031.6,6877.4
"gabD",675.5,471.7,8903.8,7037.8,10860.7,8882.7,13065.4,8359,4454.9,7113.3,7219.4,8198.7,216.7,238.4,4476.3,4514.2,3537.6,2746.5,8377.9,5952.5,1998.5,4039.5,619.2,1437.8,602.1,713.6,2208,2474.6,5600.1,5701.8,4639,5469.6,3001.2,3837.1,72.3,68.7,351.2,704.3,2175.2,2243.4,2387.5,2738.9,310.1,217.3
