"","1770","1770 | 1","1770 | 2","3570","3570 | 1","3570 | 2","0","0 | 1","0 | 2","270","270 | 1","270 | 2","570","570 | 1","570 | 2","870","870 | 1","870 | 2","1170","1170 | 1","1170 | 2","1470","1470 | 1","1470 | 2","1770 | 3","1770 | 4","1770 | 5","2070","2070 | 1","2070 | 2","2370","2370 | 1","2370 | 2","2670","2670 | 1","2670 | 2","2970","2970 | 1","2970 | 2","3270","3270 | 1","3270 | 2","3570 | 3","3570 | 4","3570 | 5"
"rcsB",12.16582139,12.1178849,12.64831961,13.42747749,12.65015519,13.20555943,11.32619735,11.2395619,11.79486361,12.85563301,13.14371661,13.28211809,12.0349398,11.79205279,12.1468995,11.70537963,11.74468527,12.35090713,11.69110519,11.83124616,10.93394866,11.99187371,12.03868302,11.22687899,12.57269428,11.67680235,12.50986162,11.61531901,11.18194967,10.92888917,11.15997695,11.56674247,11.65304961,11.42470597,11.37132112,12.11484212,11.5683182,11.40109064,11.67583829,11.11372022,11.61569486,11.3496009,13.33016893,13.61936627,13.01527264
"rcsC",9.571827455,10.14856018,10.57991398,11.48555221,10.88787935,11.67002118,9.570428805,9.409496867,9.465239124,10.33670082,10.41032748,10.82936671,9.852440471,8.989232785,9.514816133,9.322967016,8.854473369,10.11845207,9.313114257,9.373576136,9.365864901,9.469560734,9.898226437,8.953589303,10.33266533,9.297978087,10.37760972,9.489659127,9.596464795,9.276128042,9.575505651,9.409976984,8.943151508,9.137690834,9.176015422,10.27926703,9.296689069,8.97205288,9.312493919,8.676056344,9.283555619,8.86423449,11.38335927,11.87989669,11.21580293
"atoS",10.22480861,10.10882278,10.76828909,11.69093834,11.35749785,12.23163444,9.83416209,11.23823557,10.14979889,9.621197333,9.75414395,10.02342938,8.974976515,8.640237804,8.92989928,8.808640019,8.285781323,9.64314652,8.795928831,9.004792712,9.828841645,9.475849394,9.748042219,8.850961737,10.18311787,8.563827515,10.06108936,9.457373711,9.936792793,9.53954442,9.738606614,9.848368545,9.637031568,9.015336583,9.194990811,10.39567694,9.565368743,9.471122785,9.701062108,9.008388844,9.246232792,9.281844522,11.65124285,12.05777475,11.55643269
"atoC",10.82199056,11.11149692,11.49203923,11.6402028,12.0014356,12.47841117,9.771353547,10.33748003,10.00363997,9.729105493,9.820194109,10.26055464,8.985154658,8.809990854,8.703103174,9.064854077,8.580074116,10.12765381,9.048789487,8.963627922,8.612670602,9.136336674,9.857998962,9.1413271,10.06426807,8.561063746,10.17544544,9.200123003,9.599436176,10.03048661,8.88594146,8.95682842,8.818974148,8.732338808,9.264369237,10.49575772,9.94983413,8.950391675,10.12578943,9.70037574,9.386900858,9.713869098,11.57659943,11.91370577,11.76996107
"atoD",9.955801539,10.18482767,8.758759902,8.743075891,9.415882144,10.82354842,8.173968397,8.241347354,8.44766513,8.746739947,8.55925373,9.452040055,8.270633591,8.660034462,7.759735706,8.245343326,8.193716049,8.498711846,8.091726867,8.188854468,8.369541303,8.418234358,8.838873344,8.055366693,8.837581544,8.163139487,9.18695599,7.806663388,9.071490072,10.07863019,8.037467317,8.906344321,8.738412032,9.592162212,7.899966035,9.817046071,8.091408551,8.808364556,9.358270957,9.332564774,8.418482859,9.128085013,10.07922551,9.121442401,9.662583228
"atoA",9.481035228,9.37891237,9.029063797,8.992964593,9.148915051,10.09302137,8.746640991,8.763997191,9.262465004,8.412089373,8.680975239,9.478449136,8.554681538,8.063830396,8.6732426,8.322552394,9.61895176,8.82596937,8.452355219,8.758763908,8.712310689,8.448156119,9.138953343,7.945824556,9.093527505,9.010640653,9.631799041,8.770796357,8.532016652,7.543541678,8.837604503,8.808661022,8.184070116,8.674816465,8.773728317,10.00060561,8.798317072,8.476481253,8.961104086,8.247643311,8.294358237,8.705821113,9.30777793,9.034849058,9.737873201
"atoE",10.39656082,10.28410879,8.442575404,9.381629949,9.386768274,11.46337064,9.737601982,11.47412745,10.04377572,8.43712351,8.960096207,9.699614697,9.37447077,10.03636122,9.528944835,10.6314732,10.23408718,8.373992748,9.065610068,8.738791766,11.76550094,10.65551146,10.38506762,11.26741777,9.685854567,10.7902711,9.022458232,10.85592922,9.901463478,11.38029895,10.25736055,11.17054503,10.38226031,11.43659816,10.35936237,9.788693255,9.824321388,10.14228182,9.877061301,10.18332264,9.85417057,9.590593978,10.56835675,9.423986412,9.656241495
"atoB",9.809293614,9.703467895,9.168134541,10.12553082,9.746836993,11.11143946,8.264679603,9.002710572,9.136420895,9.239882596,9.273150877,9.551327165,9.012014054,8.64546178,8.74853396,8.714031534,8.644557495,9.287962037,8.454295871,8.626010061,9.438478136,9.057625682,9.410729915,8.504656695,9.446603439,9.347242538,9.48131972,8.970929218,8.850503126,9.397423701,9.331484913,9.604633249,9.45582131,7.942615452,8.685954075,9.754051989,8.606205777,8.980156494,8.759417324,8.402892709,8.539514668,8.565456409,10.2941639,10.4487381,10.17164135
"yfaP",9.462324272,8.906040685,9.097792876,10.05183969,9.783760922,10.77308809,8.243656886,9.629776417,9.019568223,9.459293941,9.412261739,9.657267423,8.618889398,8.542668929,8.763312736,8.409321155,8.177423025,9.215887655,8.236321215,8.580128156,9.93340206,9.335935621,9.108884348,8.553284,9.794210892,8.975955924,9.594707471,8.912495712,8.902929808,9.379436679,9.031914801,9.45457179,9.229197549,7.804687801,8.813912862,9.510894829,8.564154981,8.942622606,8.244655283,8.108672889,8.496261555,8.124586818,10.11865721,10.30351139,10.24830194
"yfaQ",11.33319606,10.17921021,9.099350863,9.732195014,10.05638449,11.72201058,8.752777476,10.10407006,9.462485222,9.40734672,9.348497265,10.27192876,8.553319837,9.662542838,8.590628379,8.781996679,9.431994319,9.308534771,8.526483829,9.152797111,11.12092386,9.201967496,10.31518038,9.933115695,9.948278391,9.554107347,9.908870362,9.460236583,10.19686135,11.17093013,9.326430774,10.68959703,9.656184648,9.110028159,8.561817005,10.73763242,9.869027839,9.701512756,9.78297274,10.04834025,9.399847308,9.650446557,10.7231171,10.46444994,10.3769491
"yfaT",8.809948201,9.085548054,8.563647473,8.271805451,8.625550241,8.907821422,9.970433103,9.562517495,9.52540903,8.133272734,8.374897991,8.402296305,8.942835585,8.612249779,8.761329797,9.172643566,9.277087933,7.576297569,8.518723111,8.664058854,8.645790151,9.091896522,8.503398997,8.892014558,8.492247053,9.184743691,8.751713366,9.128994793,8.771840644,9.182713527,9.145462087,8.41860208,9.481685643,9.401906867,9.377502852,8.804858392,8.491186683,8.8557851,8.589805872,8.558863752,8.688532876,8.608763985,8.892557752,7.50292856,9.010261095
"yfaA",9.125672036,8.526914298,8.191566901,8.607509586,8.798042015,8.977849326,8.751763747,8.283077483,8.22220063,7.75979182,8.078021862,7.329104059,8.292355153,8.34950908,7.986695858,7.839797569,7.911433965,8.336891395,7.604592029,7.862820874,8.155897065,8.410192898,8.797891475,8.007946225,8.662891094,8.249364875,8.671818778,8.382020835,8.385864646,8.860994024,8.394450948,8.309310375,8.208466129,8.338127853,8.186468011,8.951581318,8.404492914,8.439615819,8.019118721,8.232982755,7.878424736,8.029800467,8.932467382,8.352326244,8.670790932
"gyrA",13.14973486,12.17324423,12.52165511,12.12729803,12.83020504,12.16038667,13.17300428,12.55803003,12.87930808,12.56974504,12.13934152,12.39011067,12.38134803,12.93044152,12.72544796,12.73241609,13.00804715,12.9877478,12.91181003,12.97520557,13.16991407,13.66807036,12.27020398,13.94176134,13.01034405,13.40404118,13.23812771,13.87642368,13.45212322,12.91839917,13.68532113,13.78335114,13.14973956,13.17741061,13.10652055,13.07077473,13.72230237,13.7238318,13.55487389,13.8068981,13.75990138,13.36815602,12.38016428,12.10856442,12.18254808
"ubiG",11.83529485,10.91084084,11.73432599,10.94639507,11.68071921,10.63768128,12.17359425,10.12522794,10.99092465,11.37899785,10.8164412,10.82738678,11.17259634,12.04607823,10.97599686,11.57131238,11.17460973,12.04943457,11.78023521,11.28586756,11.47382851,11.72496617,10.94710212,11.54869711,11.23769066,11.19479307,11.95415767,11.88729265,12.13280713,10.38163748,12.1131667,11.73334544,11.56576414,11.58471831,11.41183703,12.0426098,12.03974247,11.92164001,11.88771569,11.75331504,11.94708757,12.0531242,10.8713603,11.08289498,11.47150024
"yfaL",9.598154743,9.622747551,9.927478471,9.228585816,9.529666522,9.06221076,10.40504572,10.44962878,9.967955373,9.853845516,10.13079914,9.830979855,10.15668983,9.397019109,10.40679095,10.25207705,10.45943107,9.715369627,10.17397905,10.59869156,10.13329121,9.833751483,9.356974863,9.871542209,9.737772648,10.55089912,9.647204077,9.63434171,9.296901205,8.808949842,9.679585423,9.461129301,10.24559375,10.46876758,10.48705504,9.869380362,9.938971425,9.457796165,9.56234608,9.700984088,10.19276029,9.751146803,9.571278773,9.532480843,9.972840011
"nrdA",12.9981762,13.09600623,12.6687901,12.90094708,12.85825346,12.29288131,13.72917593,13.30757887,13.47311268,13.56519271,13.75183159,14.16168471,13.54496988,13.4481617,14.00303341,13.23969942,13.27967738,12.83809864,13.19802767,13.29518645,12.54029034,12.29668625,12.20409622,12.8573214,12.7504611,12.34908036,12.4489024,12.85721485,13.03587613,11.29352818,12.90352631,12.5719807,12.60399984,13.36012925,13.06087955,12.75693827,13.18774576,12.92448167,13.10816549,13.65630433,13.16329617,13.28904204,13.005877,12.55016454,12.8009149
"nrdB",12.53805251,12.80890439,12.68573268,13.2106572,12.51698565,12.97306875,13.34189394,12.92595333,13.0376618,13.47502635,12.80443706,13.32237959,13.74164796,13.82536481,13.88782152,13.47410274,13.2633954,12.8668373,12.90519154,13.26618626,13.05441087,12.58453653,11.87428595,13.15988923,12.94309691,13.01792565,12.68814093,12.66369277,12.29785702,13.4184474,12.74991573,13.00851359,13.05737026,12.58953637,12.593827,12.64295685,12.98237765,12.86278573,13.01233714,12.94194673,13.08226846,12.94059995,13.22735762,13.31517827,12.96207696
"yfaE",11.64732483,11.37900842,10.96715775,11.31192862,11.47813408,11.21220474,11.0080275,10.9305587,11.53987578,11.49591229,11.23563996,10.96541763,11.27168969,12.10001942,11.5355508,10.98527957,11.1054439,11.26110013,11.10088291,11.2214804,10.75387109,11.35296454,10.87304573,11.52470558,11.20196121,11.2900947,11.18534109,11.14819486,10.64743264,11.73260121,11.25784175,11.23481616,11.66593946,11.03965287,10.81692241,11.15249723,11.04769463,11.55642287,11.01067889,11.28990992,10.84874804,11.41284748,10.97351444,10.83614729,10.85774007
"inaA",10.15625804,8.916358624,9.828223789,9.475184186,9.861610348,9.428725479,10.89751475,10.26746272,10.33792894,10.38808514,10.36191473,10.017171,10.87677695,10.84121611,10.86982956,10.7790826,10.99470724,10.85268017,11.28933865,11.40744176,10.41496735,11.66251569,10.24219528,11.72754625,10.63462289,11.1261873,10.85029745,10.88461868,10.23812233,10.5164616,10.72647737,10.72953928,11.05025702,10.72468739,10.71713137,10.26507786,10.64922413,10.7606478,10.65039625,10.89445311,11.08378674,10.69387891,9.662701141,9.830703337,10.24333011
"yfaH",8.841022206,8.262692452,8.533151699,7.352141371,8.19467091,8.588486921,8.361414164,8.302010044,8.274844142,8.056212567,7.283467772,8.147766848,7.771154183,8.642876936,7.774829045,8.380810722,8.053634514,7.826747012,8.133932099,7.681933022,8.606788805,8.119848855,8.621403221,8.403237475,8.07437474,8.125873851,7.656742345,8.112060425,8.517350809,8.456015634,7.880210268,8.612847518,8.495515325,7.753044633,7.597382781,8.01565067,8.711208882,8.400110619,9.342030246,9.130280821,8.185687969,8.702388873,8.356232196,7.99171201,8.864439372
"glpQ",15.03217611,15.10736542,15.70892719,15.15615152,15.53167645,15.52183469,15.95487388,15.11041842,15.30405105,13.96644347,15.29077598,14.45130911,11.56465828,11.49283311,11.7629543,11.44134302,11.96719893,11.91858525,12.24137815,11.52652543,11.18656745,11.32970012,11.89235872,11.35263635,12.05472965,11.74083521,12.91649948,12.13024839,12.03158706,9.358997866,11.04789871,12.25087816,12.87600335,13.14849961,13.11251513,13.92470692,13.15528686,13.10817391,13.7666953,13.11273272,12.82991004,14.0508219,14.53961028,13.99254689,15.00368825
"glpT",15.92953265,15.91745037,15.64319113,15.42488331,15.9471234,15.88951939,15.9477752,15.94249457,15.56965496,14.87866229,15.89622971,15.28311892,12.24684166,12.21711677,12.53093955,12.94312286,13.1371583,13.22349383,13.81980253,13.06826792,13.60797885,13.41269587,14.17457241,13.38195276,14.0390214,13.08360082,14.3660908,14.19374005,13.85673509,11.8826512,14.20441088,13.9233459,13.7333308,14.40425273,14.74231165,15.29448837,14.83191962,14.86499962,15.37071512,14.61232608,14.5966231,15.21300067,15.29919135,15.30139727,15.5680117
"glpA",14.69693028,15.15038434,15.97286585,15.68931715,15.33858181,15.54923425,14.99757601,15.14003735,15.45692245,14.48314991,15.10178367,14.87349467,11.41918592,12.52860123,11.44973559,11.23651973,10.79799143,11.5599544,11.36994843,11.07232025,11.13614389,11.4490461,12.1607809,11.09228588,12.93119694,11.59037022,12.51338542,12.50200792,11.81119611,11.74445443,12.9701435,11.81975376,12.04049314,12.43744359,12.00916127,13.05784123,12.71874199,12.61366524,12.77676173,12.19929041,12.16856342,13.00987986,14.07629432,13.57658285,14.49113266
"glpB",14.54015045,14.45003122,14.75273175,14.38722231,14.59593191,15.08723984,14.60901563,15.60139253,15.52713929,14.433605,15.04361094,14.68638131,12.42400649,13.79987851,12.22168923,11.30182021,10.97726181,11.07749086,11.20832413,10.8511483,10.68108453,11.62963482,12.06931007,11.410207,13.11659302,11.82325793,11.35932344,12.29464598,11.76402062,11.85657399,12.65569009,11.51459871,12.18997774,12.45216142,11.6397138,11.95711822,12.78328918,11.89418537,12.65787496,12.63052662,11.88044907,12.66697755,12.90285128,12.5396899,13.33861859
"glpC",14.71743489,14.02430317,14.55749086,15.38863888,14.96676298,15.1801296,14.31178891,15.8009466,14.86293795,14.93960051,15.21539903,15.4131551,12.33295028,14.34866282,11.62146228,10.8480751,10.60201124,11.26044659,10.50574418,10.50676505,10.72503769,11.03077674,11.76597126,11.39204324,13.84727535,10.95703991,11.59730558,12.43806687,11.22315887,10.99105642,12.6231498,11.3513028,11.17925856,12.19535469,11.30196991,12.10601001,12.64125475,11.39114123,12.56437031,12.51276174,11.89623405,12.26997977,12.93668501,12.74457942,13.59120597
"rpnE",9.263727025,9.164660316,9.440138724,9.202157587,9.32243023,9.179188294,9.012862132,8.984348177,8.881607265,9.110650588,8.925763514,9.279315967,9.094954219,9.197062313,8.477934893,8.839005859,8.353697476,8.235081251,8.529568524,8.370541075,9.03205572,9.09448225,9.425567526,8.899921744,9.062520734,8.027492697,8.43210327,9.129554032,9.337561997,9.949537733,8.471159518,9.151249641,8.748076407,9.37727851,8.937162152,8.599190187,9.409376745,9.011527748,9.225571153,9.419296663,9.017438223,9.309980236,8.759098032,8.645346793,8.882261739
"yfaU",9.126089841,9.596229828,9.713993373,9.501628599,11.22287569,9.256816359,9.162219341,8.969444657,9.643617525,9.185427822,9.610815742,9.610256048,8.794710915,8.468764018,9.300332729,9.105544408,9.577621736,8.741424448,8.967152969,8.995222142,8.689912451,9.205483942,9.258647257,8.663286146,8.915810014,9.579601909,9.242281218,8.747996491,8.766361095,8.149195279,8.314778229,8.85494571,8.524999101,9.27245775,9.103797866,9.375694596,9.371523877,8.884758035,8.866604158,9.168615085,8.967527428,9.102946884,9.346704701,8.821404195,9.348981129
