"","0","0 | 1","7200","7200 | 1","0 | 2","0 | 3","7200 | 2","7200 | 3"
"mrp",7.01284577052828,3.6807506024995,3.0314331330208,2.92817139189125,4.19886673449227,4.75682846001088,3.58010028371189,3.58010028371189
"cynX",22.9432839682532,19.8353231990238,13.928809012738,7.16020056742378,7.11074144933256,28.0513830821131,9.51365692002177,9.06307108236639
"hxpA",64.8934067065618,84.4485062894653,163.143760296866,424.611607456994,224.411064656905,133.435617387664,382.681407650544,349.706305729125
"glcD",19.4271181503208,26.172865873849,29.8570557291778,18.8958825828725,32.6723880226302,43.7132882161407,10.6294865127721,16.564238781462
"iraP",294.066778879241,136.23938335403,300.245747003361,148.056087539877,84.4485062894653,66.7178086938318,138.141214272567,124.499833268773
"yphD",26.9086852881189,23.7523771300648,12.466633274568,10.8528346195814,16.6794521734579,55.7152360509519,8.69387890020847,8.87655577654276
"mdtL",29.2426064073408,11.235559005904,10.6294865127721,12.906268147554,22.471118011808,18.7653591877101,13.1774562762812,21.8566441080703
"rbn",9.2535054712423,22.6274169979695,14.6213032036704,27.0958499956009,28.0513830821131,15.5624791585966,63.118893087575,55.7152360509519
"menF",56.4929917626019,35.2609637080515,37.2714747669906,128,95.6703519126361,128,404.501151674049,548.748012818582
"php",25.2813219796281,6.45313407377701,4.89056111076827,2.84810039119414,3.55537072466628,13.1774562762812,3.70635224756148,3.24900958542494
"yhjD",41.6429393741419,36.7583473599051,131.598569811977,504.9511447006,74.0280437699384,81.5718801484328,284.049784849368,238.856445833423
"hofC",29.446004819996,25.4571674801574,13.4543426440594,22.1617514897748,23.42537113513,37.5307183754201,17.5086992201718,16.3361940113151
"gatA",5.38893430746276,11.4716419841266,6.10503683584224,3.4822022531845,4.31691294601771,16.7954669379691,6.86852349150203,5.42641730979069
"dosC",18.3791736799526,30.6964518184085,96.3357918343083,430.538964609902,16.4498212264971,16.3361940113151,90.5096679918781,99.733066196544
"dapD",116.970425629363,137.187003204645,95.6703519126361,174.853152864563,296.112175079754,168.897012578931,196.720023204866,174.853152864563
"sanA",14.5203064850746,59.7141114583557,41.3552905803998,28.8400148035466,48.8402946867379,35.0173984403437,86.2229489194042,76.6386370956114
"ygiZ",16.2233516766405,19.0273138400435,7.6211039843515,5.09824250927705,11.4716419841266,14.9285278645889,4.82323131076304,6.02098698964427
"lptA",233.940851258727,364.55685007285,319.572620518813,621.667780810264,427.565014747325,51.2684721657358,1089.91506683224,1251.98364435668
"ispA",21.555737229851,13.7370469830041,11.1579493308032,7.26015324253729,9.91766159951189,22.471118011808,6.63455636651553,11.235559005904
"ssuC",18.6357373834953,27.2843165365746,24.2514650641664,17.7531115530855,22.1617514897748,36.0018715100419,17.2676517840708,20.3929700371082
"rfbB",5.24157361543345,7.5161819937121,6.19025997416956,5.13370359025162,7.78123957929828,7.06162397032524,4.82323131076304,4.11245530662427
"coaA",33.3589043469159,22.1617514897748,10.3388226450999,19.2929252430522,35.753188418311,50.9143349603148,36.5044389077896,44.3235029795496
"rbfA",198.088319173426,458.252836315122,190.019017040518,179.768944094464,304.437021440697,282.087709664412,213.782507373663,174.853152864563
"ymfK",11.0808757448874,9.84915530675933,13.1774562762812,4,11.6317801385625,7.21000370088664,6.19025997416956,6.06286626604159
"ygfZ",418.765853981584,424.611607456994,942.272154239873,814.629359365037,1871.52681006981,477.712891666846,724.077343935025,652.575041187462
"yghS",10.0561069961746,10.7778686149255,5.69620078238829,3.01049349482213,7.11074144933256,6.82107913414365,3.24900958542494,3.75809099685605
"arnT",43.1114744597021,37.791765165745,21.1121265723663,22.1617514897748,35.0173984403437,34.2967508011614,43.1114744597021,41.3552905803998
"torR",22.9432839682532,19.9732887824258,48.5029301283327,66.7178086938318,17.8765942091555,21.555737229851,18.1261421647328,25.812536295108
"exuR",326.287520593731,407.314679682518,1016.92671532752,1795.28851725524,600.491494006722,209.382926990792,754.825839253044,935.763405034906
"kduD",65.7992849059883,71.0124462123421,82.1392574440259,68.119691677015,64,48.8402946867379,69.5510312016677,60.968831874812
"mscL",337.794025157861,433.533599929614,1152.05988832134,1686.71440336399,504.9511447006,50.9143349603148,792.353276693704,765.362815301089
"elbB",143.012753673244,112.205532328452,210.839300420499,270.596618383713,182.278425036425,138.141214272567,173.645353913302,160.897711938794
"fliL",14.5203064850746,6.77396249890022,7.41270449512297,4.56305486347369,6.40855902071698,2.9690471412581,15.7797232718937,25.6342360828679
"rpnE",5.69620078238829,8.51496145962688,4.72397064571812,5.42641730979069,4.46914855228888,12.553345566348,8.16809700565755,10.1964850185541
"rimO",19.2929252430522,28.0513830821131,23.7523771300648,28.0513830821131,60.968831874812,36.0018715100419,91.1392125182126,77.708472601283
"ampC",48.1678959171541,18.6357373834953,36.0018715100419,14.8254089902459,34.0598458385075,95.0095085202592,12.3805199483391,10.1260527517622
"ushA",9.51365692002177,11.1579493308032,5.77571678208998,2.11403608112276,5.77571678208998,16.9122886489821,3.18214593501967,3.01049349482213
"hokB",59.3016359609837,54.5686330731492,95.0095085202592,259.573626826247,39.9465775648516,23.917587978159,30.484415937406,23.7523771300648
"menI",192.671583668617,125.365798091127,149.085899067962,105.419650210249,216.766799964807,219.792751728065,147.03338943962,130.689552090521
"rsxG",16.7954669379691,21.2589730255442,10.5560632861832,15.7797232718937,41.0696287220129,29.8570557291778,60.968831874812,52.345731747698
"tolA",401.707058123136,359.537888188927,248.999666537545,326.287520593731,455.087452757284,729.113700145701,410.147777325886,367.092543492052
"ydjX",15.0323639874242,16.564238781462,18.6357373834953,74.5429495339812,6.77396249890022,6.45313407377701,46.5271205542499,43.4113384783255
"yfcE",35.2609637080515,42.2242531447326,48.1678959171541,139.102062403335,51.9841533667991,138.141214272567,88.6470059590992,97.0058602566655
