"","0","90","210","30","90 | 1","270","30 | 1","150","390","30 | 2","210 | 1","510","90 | 2","270 | 1","630","150 | 1","390 | 1","630 | 1"
"hofQ",1.625665014,1.274737057,1.172922256,1.67873224,1.267745505,1.245726184,1.451917787,1.219927723,1.231323722,2.557650755,1.277506547,1.249148155,1.950330925,1.186488725,1.175594903,1.365609,1.133746831,1.126324721
"hofP",1.977639619,1.24828655,1.149242447,2.008755971,1.292093134,1.225402299,1.612400308,1.22850622,1.16421686,3.91788016,1.328110865,1.255148772,2.708714705,1.283605452,1.165569254,1.500719333,1.18194768,1.133709548
"hofO",1.944832075,1.205603758,1.225295674,1.788614935,1.210877201,1.20850896,1.445654462,1.213343557,1.205568799,3.203468934,1.526979826,1.48531979,2.209319104,1.387527411,1.3223522,1.451017362,1.209955185,1.172478867
"hofN",2.278971696,1.261298789,1.244504012,1.988571594,1.336060294,1.214660893,1.578762188,1.26323639,1.195310391,2.909641907,1.362540798,1.224802814,2.024143507,1.220791875,1.220913636,1.472351708,1.185881503,1.194859844
"hofM",2.123649501,1.206683557,1.117781086,1.782460176,1.177918513,1.154728391,1.458092223,1.230716725,1.192862375,3.193049891,1.383188426,1.447015785,2.14840103,1.304628541,1.282438861,1.523175867,1.212794998,1.214846553
"mrcA",7.006688495,2.282299048,1.441320824,7.321729086,2.020482881,1.357857057,4.488410109,1.616978228,1.250150946,35.65381713,4.432541901,1.671845896,23.71607041,3.070405736,1.665342616,9.909150897,1.537601777,1.642192152
"nudE",3.584845371,1.42883706,1.106248667,2.369187069,1.276815075,1.194511009,1.593915622,1.236149543,1.138961865,4.650575629,1.498975923,1.27988078,2.010742764,1.391427772,1.285456544,1.616981491,1.210356139,1.259026831
"igaA",5.657497528,1.865350883,1.457745655,4.079575903,1.942572689,1.511741645,2.50630324,1.777193884,1.302092302,12.13476769,3.30429008,2.600221604,5.552986094,2.941501816,2.467766879,3.761654713,2.333787546,3.248631219
"yrfG",10.79781651,4.593631673,1.845989385,10.52002227,4.117747187,1.632006881,7.313083431,3.126041047,1.297762844,15.24603198,3.736440685,1.848616314,9.610564589,3.346989456,1.743308255,4.495577046,1.991545817,2.32203453
"hslR",29.532165,13.79999788,3.483070496,33.75246731,13.13905445,2.999546515,23.694004,7.987920664,1.69225625,56.23080611,26.91638782,4.993511546,48.08676339,24.34569392,4.223648052,37.05319763,5.782429891,5.362467418
"hslO",8.410651687,5.755175516,2.209129758,8.836309951,5.723978,1.752228433,8.058752456,3.951590356,1.50610122,16.5940883,7.041274069,2.062935928,12.34993818,4.958262546,1.967879498,11.16460636,2.410081961,1.923456998
"yhgE",2.426111262,1.417603749,1.258924271,2.243050316,1.416430383,1.297213587,1.613911826,1.304994354,1.29738758,5.083196289,1.99068417,1.452023769,2.956320094,1.61600345,1.345369553,2.094298345,1.298583685,1.351603877
"pck",44.10071998,31.52922248,21.67622674,44.00715486,36.69444023,24.34147732,33.20559295,27.31778631,10.88690387,76.29286322,74.87137368,31.30848958,70.12670979,78.57122552,28.86846175,77.65632178,30.06106713,28.35143949
"envZ",4.240756664,2.298608501,1.296981461,4.408592725,2.105577937,1.327242601,3.055306113,1.575406109,1.200097596,9.888686318,2.917778739,1.443788477,5.978109708,2.243403513,1.395463161,3.957252105,1.404994747,1.326638036
"ompR",12.73469775,6.156523599,2.591137556,12.08269633,5.785131483,2.185926874,8.842501913,3.95153304,1.532881264,26.23327273,6.711712447,1.847237783,15.0767979,4.800193755,1.759659399,10.19245094,1.963061565,1.809346976
"greB",4.503354135,1.56611346,1.317874913,3.653067121,1.582722996,1.259753052,2.255833059,1.371813209,1.179288923,5.559538114,1.698145743,1.326114748,2.71715776,1.54029046,1.272795234,1.88816955,1.205949312,1.171655144
"yhgF",29.33543258,20.19442278,7.916187407,29.50016863,19.83836735,5.558991041,24.66964108,12.9925842,2.168756815,58.50127104,30.72309606,5.305404725,55.15443419,26.38047397,3.960488587,41.06041882,6.119071026,4.083768089
"feoA",4.267041864,1.928415066,1.26643001,3.828320055,1.941823135,1.234589559,2.461026356,1.480582669,1.192788782,6.263573705,1.775741914,1.465648004,3.125506786,1.52117199,1.261823717,1.972923221,1.345963308,1.393478919
"feoB",10.49614345,4.298945433,2.029624792,9.976927909,4.360395617,1.647051305,7.77713094,3.14694946,1.381815285,30.77739867,5.417403264,2.23698268,16.83750268,4.565233756,2.291466753,8.593533485,2.311345933,2.649687251
"feoC",2.033484465,1.690022898,1.355930595,2.293011347,1.680457375,1.375803532,1.850634149,1.484622728,1.339768253,7.651800453,2.199323252,1.778733456,3.664033178,1.908989363,1.592283589,2.800568513,1.545303466,1.378772564
"rpnA",1.608857963,1.304846213,1.19914976,1.767046005,1.460269526,1.379948475,1.385424555,1.334308139,1.262066122,2.029463394,1.323621947,1.249140162,1.615754637,1.321571324,1.215815196,1.318989042,1.228810904,1.188010375
"bioH",3.95861644,1.472771463,1.187006766,3.043563139,1.533792151,1.201967991,1.976633751,1.337171096,1.197594771,5.754311045,1.582267678,1.412886716,2.707871101,1.506925199,1.349310376,1.704156354,1.303032115,1.258892241
"yhgH",5.578989948,2.912992805,2.352363519,4.810934632,2.813907647,2.053734601,3.544228721,2.437828436,1.560210584,7.682494426,4.548123851,2.711879447,5.80747823,4.591725576,2.264772887,4.766476336,2.2994074,2.135035412
"nfuA",33.70252962,16.85808367,7.490847346,32.70236583,17.11893704,6.325644724,21.60223532,11.27927986,3.300006454,55.26535242,22.15083909,7.289329161,31.71181458,19.84870107,6.983345008,24.71434321,8.884780693,6.696769579
"gntT",7.403789228,3.737604753,2.856747033,7.871193994,6.25480857,3.410206667,4.685064884,3.636540851,1.843120885,12.7988114,8.563148372,3.75517464,8.229747429,9.028970185,3.954476187,9.537135622,4.471044698,3.981666816
"malQ",14.85969349,13.10308354,4.805209607,15.81371844,12.53765168,3.479506207,14.70601782,9.83316131,1.495911028,12.32594259,6.821975681,1.680594394,8.568600881,4.527245641,1.599886007,6.970570998,1.763582596,1.728060239
"malP",10.05527239,7.765929353,3.008924402,11.71303716,7.601680428,2.385666432,9.237582654,5.486237211,1.470277343,6.588266681,3.691346661,1.555859667,4.831348391,2.99033336,1.453151587,3.606448502,1.588613408,1.450027605
"malT",25.65202233,2.376595954,1.243731818,16.65678588,2.257215585,1.275563403,5.87800024,1.589743403,1.216839238,16.6375145,1.802271716,1.421504064,3.738789802,1.537605727,1.316419151,2.347756112,1.352713691,1.293624908
"rtcB",2.064734279,1.588125768,1.228484893,2.216034764,1.466017828,1.227495048,1.727675874,1.400274771,1.192258055,2.084480178,1.507457414,1.301216505,1.717859271,1.402313228,1.199709742,1.567236748,1.18387177,1.167756658
"rtcR",1.895861925,1.339619943,1.201801192,2.334858598,1.316408235,1.244620901,1.734273634,1.251427031,1.166656421,5.157966746,1.437848372,1.37874964,2.617054198,1.378848821,1.306017382,1.628198786,1.218840997,1.212249517
"glpR",12.70989704,5.805890754,1.677639186,30.00357276,4.763445032,1.58117827,15.14036177,2.783657414,1.36232824,60.05932656,4.865007203,1.701812804,20.07261401,3.741730359,1.608240341,7.481704879,1.620629626,1.588345546
"glpG",35.62921499,4.383593794,1.585915624,37.36897481,3.713895822,1.57115684,12.6441643,2.160498288,1.287536523,71.43612616,4.679506301,1.972043745,20.90402855,3.705638226,1.908254819,6.25979695,1.764138852,2.045625867
"glpE",25.32738254,1.912135732,1.179189076,14.56199605,1.533162722,1.191982491,4.680582935,1.262589349,1.16389646,36.19953314,1.557581714,1.273765301,5.634970294,1.417630614,1.251777535,2.160448678,1.261553333,1.289747808
"glpD",2.302489418,1.842414929,1.404153545,2.98660307,1.878330757,1.358643577,2.226410272,1.568648287,1.322031254,3.937493962,1.949636657,1.370110994,3.14228793,1.725345773,1.286864995,2.008060122,1.229976056,1.237050506
"yzgL",2.320535654,2.815194934,5.640858478,3.142476441,3.904324975,4.187960996,3.206217674,4.872526521,1.590305046,4.59224246,10.53474195,1.774988962,5.49891936,8.007969076,1.493880186,8.987035027,2.132326002,1.412942613
"glgP",33.53759509,31.50472601,44.75959878,37.9606303,47.89142287,27.03603573,34.36561699,42.58400463,6.072966391,60.39812763,113.4608604,13.06068472,61.52859551,93.64107405,5.706511813,101.6707017,20.61755088,5.177669754
"glgA",52.56704997,52.25316314,61.83613908,60.75425782,71.61765829,46.70719087,54.40561352,61.92502673,9.348988246,75.48278488,127.9932391,17.2319521,89.92168745,99.17800065,7.919030967,132.1006629,23.86743806,7.649418018
"glgC",62.34736965,66.12303295,43.07250301,79.45666924,82.65440536,30.19779155,67.35589794,70.97139752,5.551072617,90.65366179,130.3081435,21.57506438,107.2426333,112.3882181,11.80205682,144.4397531,28.94238213,11.06111699
"glgX",26.92019141,19.89805118,2.652166963,32.14829887,20.07799408,1.736505063,24.70393559,9.703370631,1.300172868,36.49156739,10.0487811,1.926583688,33.68448115,5.028777049,1.611165736,15.67026472,1.865209059,1.506112297
"glgB",64.90877465,38.29867055,5.03857751,69.72804169,31.08309941,2.5700731,52.03694308,17.1516745,1.395246542,74.39243379,27.93289388,2.123541477,56.68156488,18.28435761,1.6402738,27.90600337,2.449242944,1.745397569
"asd",89.34579709,69.28483932,51.55213293,106.2487152,81.62082065,51.63207491,87.72555556,63.17646097,30.26283409,141.2393745,129.9652784,72.43252347,135.4424435,124.0155528,74.61714563,155.9747898,88.72589629,82.27652683
"yhgN",4.474340722,1.966242667,1.299579072,4.008064154,1.955319049,1.297154508,2.80186376,1.477397936,1.215465678,20.66847686,11.1563515,2.992657847,13.79914974,10.39698078,2.927780164,14.40526914,4.257143753,3.050648874
"gntK",1.535370937,1.341615406,1.112596447,1.536848426,1.266241364,1.173013964,1.420100968,1.206839301,1.165942301,2.064355277,1.425544211,1.184072603,1.729267658,1.297472262,1.129462496,1.582380565,1.087313414,1.104754349
"gntR",6.88313313,1.671598597,1.251932698,5.036864121,1.530330558,1.216875902,2.510785517,1.340674768,1.166397254,8.917576092,1.462470502,1.283860001,2.963875637,1.383411131,1.242196197,1.602318701,1.230245029,1.191914747
"yhhW",5.353809594,3.4095629,2.089041509,5.352649178,3.773180655,1.82939827,4.611688761,2.900432434,1.282392076,8.891163279,4.03103233,1.383432157,6.153771449,3.316404366,1.290165433,4.814501339,1.447534888,1.228291229
"yhhX",8.958119732,5.05542212,1.993103564,8.23610909,4.409978346,1.724668094,6.495448478,3.054501278,1.358213923,13.82724588,4.269147154,1.472903825,9.437288197,3.265921146,1.385853411,6.70525047,1.458591481,1.305792122
"yhhY",2.911961164,1.421710572,1.134219887,2.479845976,1.3976275,1.123227215,1.77055648,1.253361002,1.104449645,6.315952267,2.579916595,1.249147566,3.791380693,2.217190915,1.256594865,2.848484562,1.285829925,1.158901753
"yhhZ",1.192128818,1.116661468,1.087241698,1.190319126,1.12675047,1.122474624,1.148518461,1.130861036,1.085692318,1.192379163,1.110765964,1.148554308,1.130823924,1.115547718,1.117767139,1.057403315,1.077317741,1.044133785
"yrhA",1.077181133,1.077823129,1.071999917,1.088219185,1.080542832,1.09290082,1.086052077,1.094029037,1.078869961,1.121098458,1.129721048,1.129601652,1.085701331,1.098169416,1.046841082,1.067307461,1.085850126,1.041321941
"yrhB",1.312833255,1.231097658,1.165804707,1.275722784,1.195065444,1.186934696,1.22640089,1.213598992,1.133152807,1.499446589,1.176814357,1.21127162,1.217219404,1.133289834,1.143894093,1.204887153,1.102597933,1.107811108
"ggt",3.226633038,2.87714949,2.999281606,3.713736372,3.355152647,3.383419611,2.955384169,2.94550008,2.217551517,4.124845152,4.211892404,2.771613831,2.943443651,3.961536624,2.559822503,4.347511055,3.09307059,3.141700214
"yhhA",1.833352634,1.386617751,1.269533519,1.703389887,1.425675655,1.221953175,1.58048528,1.404175613,1.161382231,2.179307258,1.890006995,1.366763498,1.883129758,1.5983656,1.24335072,2.059745933,1.287272888,1.186792285
"ugpQ",3.849742971,2.914427116,2.158062798,3.709688431,3.094653681,1.956040697,3.097154719,2.706562102,1.187993201,6.809561716,5.699693063,1.528528838,5.495525793,5.189318757,1.379221169,6.846616989,1.858318874,1.335708069
"ugpC",3.483245556,3.97629529,2.623214934,4.19312417,4.163440057,2.325208857,3.811813597,3.345178313,1.267719202,6.354552718,8.763588948,1.807438643,7.254000446,7.896781,1.528492397,10.01783898,2.193206245,1.450552695
"ugpE",2.217685383,2.073434618,1.854840855,2.32867935,2.320238167,1.61860702,2.100421006,2.241857742,1.259881924,4.0931425,4.50749842,1.583721204,4.567671377,3.365650082,1.405129835,6.410735643,1.561574467,1.311060621
"ugpA",2.129160333,2.040839139,1.504558913,2.245456141,2.277207978,1.415422197,1.982279466,2.176262495,1.187747532,4.520974305,3.61246021,1.282379875,4.666885028,2.213170914,1.198783715,6.978810104,1.286738742,1.239814365
"ugpB",3.723448582,3.558932805,2.695700097,4.076473759,4.379087928,2.611251616,3.629862632,3.919549564,1.615311291,4.986665853,4.222337781,1.912355184,4.933014459,2.714270102,1.673199744,5.311037489,1.886807648,1.815288324
"livF",56.40946328,60.66462095,30.69814291,69.45743889,72.0810672,18.72565911,61.38296843,54.36146828,2.549405465,104.7114244,74.48288078,5.366905204,115.7805943,57.36077853,3.00175234,124.4205576,10.67376151,3.358920724
"livG",36.90876729,39.56443843,16.25978263,46.01315664,45.75975529,10.49937023,39.21904719,31.5187931,1.739705066,79.68799675,57.2324917,4.516869486,90.50529492,39.1422335,2.401087786,89.2528173,9.185520612,2.706081265
"livM",83.48295479,80.25700705,32.46480793,105.9215723,77.29917203,18.68951341,83.45772916,51.97201062,2.38621896,105.5887518,70.53378012,7.217984904,127.4253317,56.86806671,3.647855429,104.4544868,12.1470658,4.644602879
"livH",57.86388206,43.83326845,14.24902767,73.1866115,45.07343892,9.748868604,53.72086024,28.21533585,1.742445555,102.1393363,48.43305707,6.336120725,101.6337318,40.96443859,3.783256438,74.94182719,10.54703812,4.406846084
"livK",67.23133667,49.13110668,21.55107228,88.38425696,56.12273178,12.62446046,63.31586976,37.25762784,2.315338482,118.4586362,82.91359036,15.11269811,113.2241013,71.41530431,10.84346539,103.2613369,22.80934299,11.11389701
"panZ",1.650982581,1.377548465,1.207355088,1.670758336,1.385706769,1.22346799,1.371982391,1.250454924,1.16530399,2.318914119,1.452044689,1.342570816,1.600223061,1.342467041,1.217753937,1.42394364,1.18121548,1.119455671
"livJ",133.5493176,129.8590383,135.3866803,167.8378351,160.9099625,134.3443627,148.5658526,129.7183706,79.63165187,145.6761593,140.4345787,57.50400802,126.7711745,133.8151618,52.05376143,144.0485785,71.42186522,59.78958682
"rpoH",4.87544693,2.430353323,1.697124655,3.452944503,2.417705538,1.509158583,2.654415204,2.045265373,1.293311422,11.83241525,4.703022013,2.048459283,6.296199232,3.787547207,2.177541201,5.007078375,2.025533168,2.028381928
"ftsX",13.09486531,5.127968604,1.400875289,14.24506482,3.849065604,1.352707363,10.48641438,2.313024572,1.246202782,35.524903,3.796488458,1.632817225,21.30942735,2.953991007,1.530008957,6.266735432,1.556101593,1.610056608
"ftsE",22.61729831,5.702497682,1.747958255,22.07495211,4.556177071,1.499510589,12.46421154,2.892437599,1.439458134,46.32750583,5.262193708,2.176621394,21.68919469,3.970099489,2.224675398,8.195994391,2.203180348,2.346924317
"ftsY",17.42711935,4.350964374,1.573536746,14.53086223,3.919311714,1.411274547,8.492588616,2.380223523,1.303541282,35.51474302,4.634049179,1.937388422,17.08250732,3.75405984,1.877502283,6.294742253,1.89094879,2.260350016
"rsmD",9.582117908,2.184346254,1.267137784,7.829404619,2.056567785,1.311047227,4.30462301,1.489965708,1.213435881,12.57726626,2.674904239,1.427087481,5.313260786,2.313751499,1.498848379,3.751489081,1.519673423,1.396089164
"yhhL",2.31496277,1.215348181,1.120492958,1.910279952,1.214026247,1.1169829,1.468500285,1.140143893,1.133839244,3.819775087,1.527213858,1.230231912,1.923198299,1.380880175,1.206878533,1.630634975,1.232696171,1.150025952
"yhhM",2.362208188,1.393420545,1.25742858,2.011926635,1.488087186,1.281815129,1.588493024,1.44901484,1.232867503,4.106554176,2.244849199,1.391638713,2.546113753,1.867138778,1.311098249,2.359087204,1.414510359,1.239175397
"yhhN",7.926476805,2.176770848,1.342610574,6.061968141,2.294304197,1.337459561,3.653056261,1.729664922,1.249554309,10.1717139,2.581656914,1.598702147,4.879507217,2.269996769,1.455824248,3.606495641,1.381278309,1.417942421
"zntA",5.407175161,2.304079926,1.241738294,5.14285311,1.952525454,1.215725888,3.411358115,1.5594595,1.176434935,9.682397637,1.819568548,1.514297321,5.593080892,1.61768686,1.336784366,2.559081551,1.324501417,1.31467983
"tusA",3.156512968,1.538523984,1.233198032,3.412667309,1.570156129,1.293355285,2.336700233,1.29637921,1.303243162,6.279109716,1.628914521,1.467487585,2.905324918,1.486434784,1.601511398,1.789486328,1.393337232,1.463143831
"yhhQ",3.892034787,1.598482986,1.250268767,3.541588969,1.575110282,1.317929544,2.559415912,1.489815401,1.352796655,14.78252509,3.395724736,2.959786726,8.732391026,4.238307034,7.256708809,4.328994918,3.387344912,7.763239957
"dcrB",25.49735475,13.93092866,7.631477677,23.27018806,15.56599225,6.289124476,17.73460444,10.93565044,2.626969159,74.67061022,61.36537351,22.53637905,68.22749216,67.73374132,25.09831447,73.22244434,31.18569358,25.76791202
"yhhS",2.998372454,1.60124242,1.435844862,2.443355042,1.648035811,1.552925003,1.806120802,1.590036737,1.5512066,7.230252035,1.782017132,1.606075236,2.752906044,1.653659334,1.473917989,1.967774262,1.400133409,1.322231593
"yhhT",1.60759587,1.198775276,1.176344862,1.547335137,1.199762661,1.186233484,1.339914438,1.091964786,1.115414363,2.424712166,1.489773644,1.255798016,1.94298419,1.374846585,1.246642664,1.568284747,1.209591301,1.218496947
"acpT",4.128930641,1.497669067,1.174711304,4.043482854,1.567019501,1.313990555,2.177130572,1.427286467,1.293692559,6.654430368,1.642220787,1.372248931,2.863887174,1.475639483,1.290170193,1.92466191,1.279837282,1.264374261
"nikA",1.698305538,1.340074378,1.170432759,1.811504507,1.395105424,1.251626542,1.538242839,1.270535423,1.222659371,2.093010282,1.294880849,1.265767776,1.612564312,1.206126728,1.208886081,1.278554967,1.128957375,1.118157637
"nikB",1.586134661,1.308674519,1.217470681,1.651923866,1.409436695,1.270468929,1.596826317,1.31999409,1.253396446,2.584192786,1.472197706,1.475544311,2.014649671,1.36522993,1.315821076,1.440976085,1.245649546,1.144394858
"nikC",2.728959786,1.627325775,1.388098592,2.949464887,1.761406103,1.336003363,2.496028892,1.455714902,1.260789457,4.939569149,1.978964314,1.760938416,4.659563135,1.748905664,1.626111766,2.165025837,1.545324292,1.481609497
"nikD",2.325878832,1.779065495,1.319647345,2.517672518,1.931225285,1.371209171,2.342937397,1.384040828,1.37030178,3.418870035,1.711711472,1.453361176,3.139227694,1.463813891,1.359937863,1.814774014,1.299983574,1.316303205
"nikE",1.683587295,1.513871043,1.128730672,1.722559977,1.51092752,1.204997919,1.552261312,1.351186606,1.19531446,2.278751614,1.471881266,1.378734974,2.073031177,1.336938006,1.342605966,1.573996969,1.215836569,1.20156284
"nikR",1.901919665,1.418465303,1.429899187,1.860762802,1.516561719,1.356566838,1.611573602,1.427263643,1.396808875,2.418160191,1.524256825,1.514354527,1.645564461,1.345852813,1.372020491,1.474001053,1.302031838,1.209904431
"rhsB",1.185098619,1.10230633,1.089202586,1.193848486,1.102244627,1.118481291,1.139286878,1.086309158,1.048471455,1.165541225,1.067486929,1.0753256,1.138316346,1.053119963,1.015343057,1.066177619,1.009701563,1.047695748
"yhhH",1.108010462,1.065408097,1.068098311,1.075562831,1.080541984,1.048215184,1.026097931,1.045479145,1.075051109,1.080276393,1.058546468,1.037894099,1.085979339,1.062425937,1.006038593,1.085975315,1.07138428,1.044901249
"yhhI",1.317312836,1.176870748,1.166642164,1.335026128,1.317421224,1.190813029,1.237726274,1.232339682,1.102445803,1.448792409,1.212187514,1.158134449,1.441504723,1.14460876,1.071993955,1.275048724,1.100310438,1.061240328
"yhhJ",14.18481475,12.32784769,1.587952592,16.19952686,9.174887353,1.580776776,12.13388243,3.579624647,1.274572651,37.54428032,8.285064661,1.916181012,38.26601382,4.104946761,1.754846067,24.26609539,1.768237368,1.589719318
"rbbA",12.43986774,7.206989258,1.320948064,12.59642101,4.504006002,1.393111731,10.22755468,2.273498444,1.270791369,38.44018164,4.728051041,1.416192501,30.26695818,2.46590763,1.314934392,13.3981884,1.307387153,1.349162644
"yhiI",22.234509,3.987431713,1.242833054,18.52625293,2.604939527,1.28530443,8.264690885,1.672209867,1.262022183,55.45854644,5.537465921,1.65862381,32.27137973,3.475393836,1.609340434,13.35742847,1.557752108,1.518279148
"yhiJ",1.225508928,1.070674869,1.081325359,1.172203136,1.123906875,1.079809611,1.089968939,1.095196206,1.07100179,1.110831155,1.097743057,1.057647663,1.102113911,1.083745348,1.025590581,1.053694083,1.046127716,1.032470089
"yhiM",1.586676932,1.24225818,1.213202766,1.549835011,1.271148984,1.202158038,1.360521453,1.242757613,1.097255911,1.955648927,1.568320509,1.137846198,1.719952561,1.521732354,1.124810691,1.563144975,1.255438356,1.10062438
"yhiN",4.323323283,1.769067074,1.40152045,3.583098905,1.613950713,1.433526917,2.32205294,1.542116495,1.503276464,4.35677811,1.83648177,1.634135426,2.942216341,1.740331011,1.60881624,2.045894184,1.426688632,1.662070828
"pitA",35.57213399,20.64629074,8.066526471,34.97522848,21.26230473,4.46885445,30.29410873,14.92501102,1.801127889,92.62817666,89.03043199,15.29556771,93.86969041,88.48311404,9.749554978,109.5082127,27.00269024,9.439991444
"uspB",2.687115511,1.578979415,1.228063319,2.318044556,1.542724361,1.212713681,1.767315073,1.371712394,1.132803272,3.799176396,2.04544742,1.385798713,2.30440218,1.91058342,1.385731005,2.67701482,1.638108924,1.481211672
"uspA",90.34983561,62.78371815,32.62649164,101.8607406,73.30105654,23.80722667,72.4558496,48.30033138,8.621199005,143.8719543,103.7148204,12.06262053,109.992202,83.14090576,8.70331809,123.1968449,25.51091509,8.173236224
"dtpB",3.313959731,1.899896393,1.249961671,3.083003987,1.838643346,1.301029708,2.33282343,1.541149119,1.147199803,4.823574781,2.620643079,1.409893969,3.696515472,2.114484609,1.298431957,2.956899564,1.317408004,1.326151071
"rsmJ",10.71673456,7.020195682,2.288000163,12.68138646,7.345046998,1.912743006,9.987098049,4.425500836,1.347573894,15.81415801,5.553726713,2.04723497,11.27082019,4.901580952,1.926685654,6.271927996,2.044561662,1.711033848
"prlC",21.74964459,9.742484452,3.192285098,22.26274332,10.11340437,2.523355346,13.83660559,5.965890702,1.678875496,18.98606744,4.333189085,2.072257617,11.1006969,3.626342978,1.882987684,5.815886772,1.884554969,1.889766354
"rlmJ",9.655676564,2.837579524,1.397847411,7.993987396,2.425882753,1.455364057,4.468317016,1.781980187,1.410781338,11.35870616,1.845247893,1.587495519,4.971139129,1.534208962,1.398828937,2.356152852,1.35566494,1.405961026
"gor",39.67659215,29.09071208,13.62435148,52.07283149,29.66443056,11.33045938,38.65220344,19.27328121,5.199794861,86.76425664,38.32986841,8.372581619,65.53978286,31.0439498,7.844218395,58.24776881,10.53670067,7.521720979
"arsR",1.383654653,1.124725247,1.127898066,1.366315799,1.158308331,1.090524742,1.191577905,1.116646386,1.182020962,2.211806583,1.344436481,1.267803769,1.512123223,1.220283889,1.144573589,1.322805764,1.133991942,1.105994296
"arsB",2.693482095,1.447831163,1.10914334,2.517077833,1.335626489,1.148985068,1.772553462,1.256512427,1.142006536,5.538420848,1.667729955,1.336246741,3.140381438,1.487768424,1.283266378,1.682583356,1.228165029,1.171295756
"arsC",4.517375147,2.667444152,1.507367347,5.324123456,2.884404592,1.490771909,3.841791527,2.192127876,1.248262943,6.822274646,2.157096182,1.275113956,4.127677538,1.854090231,1.248603741,2.618418862,1.191286783,1.21907358
"yhiS",1.071979802,1.100531426,1.042639047,1.091759748,1.098692379,1.102509081,1.061155996,1.064361828,1.079205975,1.035637565,1.04023167,1.045742042,1.022317483,1.064370256,1.036247893,1.029887052,1.007871133,1.058207456
"slp",1.454494289,1.201428015,1.086856108,1.374193902,1.25341614,1.102902235,1.260771423,1.16284991,1.036511088,2.199418721,1.637613526,1.052622647,1.872155903,1.577026767,1.077301167,1.80601331,1.137924783,1.063596858
"dctR",1.024192161,1.054509209,1.040869232,1.087045233,1.060151239,1.033731824,1.011101735,1.130037909,1.048104723,1.055456656,1.032638621,1.062862447,1.038366813,1.050022305,1.021822324,1.055086157,1.051619734,0.99878353
"yhiD",1.336552733,1.135222825,1.102097177,1.226669538,1.161890684,1.152988543,1.171384202,1.188308485,1.135207266,1.401039921,1.274050886,1.246066462,1.249231517,1.265026461,1.152877915,1.237651513,1.13289672,1.134404596
"hdeB",3.326236945,1.904996885,1.291089394,3.149242234,1.992068038,1.229564486,2.619035694,1.715795726,1.099710864,4.459398756,1.721963172,1.156990293,3.149860307,1.355618797,1.066002355,1.65371415,1.098660749,1.023180661
"hdeA",4.260728852,2.174036331,1.469078226,3.651594658,2.505848269,1.394000138,2.731321711,2.042533682,1.192928295,6.201702674,2.387128036,1.134465807,4.134344903,1.763576634,1.087168994,2.56454376,1.227711404,1.072714558
"hdeD",3.420558315,2.092515924,1.399433925,3.131381466,1.969872516,1.36939051,2.683877064,1.707729933,1.203136482,4.646400437,1.98136521,1.299835363,3.233650496,1.874366028,1.244560067,2.422419641,1.249770434,1.201874755
"gadE",1.125648872,1.086564046,1.056303088,1.139275482,1.096745502,1.047207424,1.078825093,1.102936819,1.075792119,0.994473961,1.037214784,1.020247267,1.019643942,1.047459739,0.991484609,1.053216582,1.015148493,1.010251417
"mdtE",1.310922417,1.205871351,1.183245815,1.383754561,1.316732047,1.23190616,1.319678367,1.228844937,1.159441636,1.63480069,1.314862993,1.297599746,1.391113061,1.254634323,1.203923549,1.278887855,1.172249451,1.156555741
"mdtF",1.493704061,1.359726374,1.265179262,1.576921018,1.413541342,1.225276741,1.453952332,1.278867626,1.219847089,2.305660271,1.486605784,1.390173229,1.777811587,1.39260469,1.311312519,1.710920073,1.251777958,1.247409128
"gadW",2.017362294,1.210127471,1.085253539,1.506272221,1.125966819,1.1151866,1.30951093,1.125227192,1.097313518,1.534229183,1.124447587,1.062249642,1.193445595,1.067948199,1.058506154,1.12019859,1.015849059,1.084177133
"gadX",1.543992186,1.049147185,1.012840101,1.22983836,1.058824971,1.030690257,1.041876919,1.054184309,1.029157943,1.180371861,1.107850843,1.018243753,1.103882693,1.080240242,1.026805582,1.029345829,0.990935963,0.991656001
"gadA",2.317638912,2.12558537,2.015514811,2.451195689,2.25958496,1.946587991,2.238786338,2.053468646,1.377699755,4.394547912,4.219468582,2.102335798,3.507116777,3.292077666,1.638533382,4.056781246,2.039437502,1.944031499
"ccp",1.760588266,1.656825796,1.650626016,2.286057672,1.907543726,1.795388313,2.016343716,1.807181624,1.594915931,2.356142519,2.267221155,1.673619579,2.039932169,2.07738258,1.606399513,2.168051419,1.644932887,1.632663067
"treF",2.879924902,1.934975031,1.395517323,2.949795947,1.980122592,1.306824462,2.31505251,1.607729652,1.212730872,3.205498859,1.638570062,1.261709037,2.034976325,1.466839571,1.241241267,1.997868716,1.254936785,1.174087856
"yhjB",1.710266148,1.435850261,1.420598116,1.671723371,1.635022943,1.515694991,1.546148963,1.558744937,1.363600442,2.015434992,1.652175538,1.4994322,1.672784107,1.655507256,1.384153613,1.608295043,1.38458663,1.230655217
"rcdB",2.591508258,1.171535229,1.159992046,1.859021802,1.228622287,1.179154742,1.372570243,1.219097511,1.146149714,2.366747377,1.337375872,1.365449967,1.414735974,1.267631557,1.180227846,1.266953461,1.121168664,1.139861202
