"","3570","3570 | 1","3570 | 2","0","0 | 1","0 | 2","570","570 | 1","570 | 2","1770","1770 | 1","1770 | 2","3570 | 3","3570 | 4","3570 | 5","7170","7170 | 1","7170 | 2"
"ycjF",8.918020957,8.13539558,6.813014241,8.968847134,7.901931806,8.185453842,9.088176714,9.146822487,9.565523239,8.37145407,8.805535962,8.314009333,8.561730137,8.536959055,8.059719602,9.180821367,8.609354934,8.09953041
"tpx",14.07011612,13.56988101,13.84820289,13.99294235,12.10561501,13.28664618,14.11791223,12.52238089,13.42047329,14.61764175,13.45451684,14.14176213,13.96644203,13.6354442,13.83125066,14.36275135,13.97847854,13.91008014
"ycjG",8.042007686,6.831655894,7.65164676,8.003485934,7.533251056,7.718610874,9.050042924,7.89740896,8.16583666,8.795548717,7.738945027,8.216542229,7.199196069,7.450577076,6.983100168,8.960714963,9.121538179,7.282951749
"mpaA",8.233713562,8.783276601,9.269379552,8.066423537,8.666933719,8.166867851,8.647912393,8.690177078,7.863009391,8.737013732,8.198866949,7.589354427,8.681722755,8.620530917,8.585464135,8.436242279,8.688977521,8.62774086
"ycjY",8.218580952,8.354078112,8.09706247,8.007867443,8.428698886,7.995556888,8.863892292,9.302267484,8.234109169,8.306032629,8.237483871,7.484689131,7.376589287,8.934563588,8.590025587,8.290780217,8.254671158,8.596064425
"pgrR",7.651523329,6.669244034,7.076128679,7.844969595,8.226112468,7.704588443,8.121545561,8.77137846,7.61850673,7.719613106,7.789951866,7.558758718,6.988233642,7.772719589,8.962296261,8.242646022,7.178887394,7.626506664
"mppA",8.710588773,7.500891078,7.498785881,8.886772618,8.270938336,8.609764095,8.753049358,9.037734813,8.503669074,8.728643811,9.074381771,8.128245714,7.27925491,8.773578966,9.066393833,8.950249633,8.755058892,8.514763779
"ynaI",10.86731246,10.2383865,10.5286862,11.02278689,9.301903622,10.42935847,10.50868048,9.535590241,9.860772822,11.33844844,11.00077063,11.00513527,10.57887302,10.96922692,10.46457844,10.70687172,10.24280192,11.04757002
"ynaJ",9.735801101,10.12003134,11.22051222,10.34404729,11.46519316,11.0103203,11.14927377,11.77341956,10.68376847,10.99178971,11.24227764,10.8570998,10.54741876,10.58260642,11.38972384,10.80020686,10.58529192,11.20151062
"uspE",11.49584828,11.02997415,11.18619013,11.75538927,12.21450691,11.92487765,12.33703874,12.48415257,11.76455002,11.04646701,11.57720482,9.978671924,11.49101023,11.57269521,10.64953623,11.57214982,10.92857904,11.14575053
"fnr",12.80143052,11.0949992,10.65816051,12.72583927,12.23164877,12.40185868,12.46729709,12.44131203,12.55721415,12.95774373,13.22051384,11.40414751,12.269408,11.38066103,11.52398799,12.66342714,11.21842236,11.53156566
"ogt",8.208830076,10.48294916,6.736211121,8.586495568,7.642130529,7.763802407,7.607077275,7.896627704,7.874377938,8.63837969,8.53815112,7.783384253,7.758904779,8.900221114,8.811555201,6.486745965,8.848112047,7.24407187
"abgT",9.701794016,8.579760175,8.323290595,9.412674943,8.838050252,8.928773154,10.205003,8.94310008,10.00960535,10.09883684,9.428503362,10.64696722,8.982955122,8.355373236,8.5464331,9.716350921,8.251083956,7.349205714
"abgB",9.225470556,8.897903574,8.840543607,9.630536624,8.675331424,8.898580388,9.855738363,8.359797406,9.418999629,8.997240107,8.669916102,9.074504737,8.199235847,8.110677747,8.245855942,9.007333873,8.12799894,7.050334219
"abgA",9.328274723,7.810505076,8.007026958,9.204378338,9.516642285,9.066853267,10.10441958,8.982366787,10.25885341,9.40742296,9.217430432,9.768138431,8.83170829,8.185198952,7.720462233,9.438909609,7.57495924,6.813020665
"abgR",8.903238702,8.159761807,7.859828818,9.265735252,9.770443383,9.55538665,8.197226062,8.644732606,8.5739472,8.200180901,9.140116591,8.138529941,8.624109188,8.745814722,8.548522799,8.81736878,7.858459157,7.800923292
"smrA",9.256510979,7.872343775,7.979245663,9.519477822,8.865690122,8.869553489,8.549217891,8.93218993,8.977245774,8.913639953,9.698210887,8.828805422,8.715802071,8.761256431,8.793016015,9.291975728,8.909206616,8.838340971
"dgcM",8.550917398,7.544969504,6.986906878,8.239170739,7.224319947,7.771740865,7.917032349,8.467230326,8.047814118,7.854325946,8.149466146,7.600958307,7.409337473,7.404916641,7.323609798,8.089091294,7.828038487,7.969111895
"zntB",10.65584046,10.61078621,10.27510419,10.46037727,9.715995872,10.33164072,10.73101653,9.45543504,10.4858898,10.59157698,10.13614793,10.7388477,10.14672312,10.12935913,10.42887244,9.867896932,10.10737601,9.601403022
"dbpA",9.238074039,8.699282784,8.722477553,9.150193722,8.58313752,8.481846254,9.523681219,9.174760148,9.153924942,9.399283147,9.170304712,9.173339659,7.701898944,8.942189444,9.010062714,9.286184565,9.016200528,8.0529622
"ttcA",8.819865967,7.844309145,7.857653658,8.670857082,9.217314278,8.658589284,8.929144077,9.028280273,9.407923099,9.42932345,9.74406873,9.332969783,8.903514695,8.821958696,9.058843985,9.635955143,8.863317877,8.409254896
"intR",8.337689612,7.503643703,6.947797717,8.302271853,8.712603342,8.122261812,8.571514041,8.56140496,8.837705146,8.960787753,8.227187747,8.563536445,8.101540731,7.441259444,7.414940962,8.088246851,7.728843133,7.150945632
"xisR",7.295338882,6.664121632,6.523694559,7.328953687,6.793248144,6.801039988,7.333736483,6.863024544,7.119681274,7.672801006,6.975127154,7.332619179,6.570272706,7.294964816,6.832373007,6.708097264,7.562330131,6.896910142
"rcbA",6.490888159,7.290488272,6.421286802,6.499885411,6.281062652,6.241577843,6.691719406,6.403659512,6.426654294,6.539096878,6.377560876,6.401408014,6.333919809,7.346977068,6.446783326,6.383989687,6.960797755,6.797828215
"ralR",7.598543314,6.737268607,8.12400699,7.113908604,6.446965035,6.863668824,8.315177207,6.807231668,7.421800684,7.726081853,6.918698399,7.391615633,6.613622682,7.01174227,6.92583795,7.607909316,6.75771436,7.360595696
"recT",6.507701598,6.815085401,7.402468241,6.94810269,6.650363262,6.627518116,7.124316047,6.792946552,7.170416323,7.933233925,6.72032161,7.364862259,6.952650922,7.200796586,6.967588224,7.137459532,7.084469427,7.34703485
"recE",7.800650812,6.979820135,6.988038978,7.176659524,7.228558725,6.924616045,7.245248771,7.190832118,7.118726993,8.052672892,7.086591091,7.666205083,6.892686909,7.152844259,6.98794181,7.418940978,7.333073261,6.712045799
"racC",7.053615062,6.781941521,6.99074633,6.41778063,6.769269822,6.582702562,6.650802634,6.99942511,6.131183445,6.553117813,6.939694335,7.169794241,6.469714784,7.20513714,8.320389395,7.449398165,6.831859979,6.63031132
"kilR",7.022670468,6.599500115,6.490512058,6.747646394,6.427068789,6.31769176,6.731931553,6.566374341,6.953665614,6.886522386,6.985345089,7.094894092,6.447261014,6.297630356,6.544528764,6.749152994,6.375452957,7.701594371
"ydaG",7.991566978,7.019626734,7.444795467,7.724744211,7.288950824,7.194568249,7.837531004,7.228129314,7.522785669,8.07567507,7.280368775,7.917112279,6.8184819,7.313735717,6.939195636,7.305261669,7.925569539,8.14343762
"ydaU",7.130906948,13.0650705,6.500250472,7.651290757,6.875623287,7.183075648,7.204527188,7.374006704,6.936613851,7.506032666,7.378235614,6.652540593,6.78522925,7.587535733,7.535920499,6.995513104,7.471878143,7.488334649
"ydaV",6.958870908,7.272818742,7.467346843,7.019588212,7.013344878,7.253635202,7.519220104,7.30072837,7.161633512,6.964873297,7.209255971,7.728904619,6.787467546,7.818248939,7.536304355,7.375997458,7.854732193,7.559805387
"uspF",12.97878017,13.93575759,12.74416229,12.84656239,12.83890194,13.87641848,12.38876227,12.96544848,12.42612457,10.58710946,11.63897647,10.14586911,10.46445438,12.61270801,12.81536433,11.24421023,12.07731363,12.3460828
"ompN",7.117086795,7.127179419,6.698885166,7.270285055,6.485201974,6.421844983,7.182387524,6.697538129,6.672402142,7.261128995,6.226160007,7.127735777,6.839508023,8.02902509,7.148951574,7.041469498,6.799961417,6.424860547
"ydbK",10.62170506,10.71411268,10.55257589,10.21030667,9.889222072,9.61419754,11.09784055,11.12791988,11.10414031,11.33740593,10.38716807,11.0329284,10.81956745,11.32141655,11.03757007,10.80836712,11.25087422,11.18162545
"hslJ",8.819941998,7.872094013,7.42440843,8.799870005,8.869085045,7.816663337,10.7319113,10.82059992,11.16673735,11.04479108,10.35996626,12.35858958,10.02722358,9.359452226,9.262249596,9.632436293,8.473379417,8.135731593
"ldhA",9.760852275,10.17959779,9.036232367,9.318457587,9.795301167,9.116811822,12.06446922,12.22745489,11.97015591,11.57052123,11.12631144,11.02956695,11.11969394,11.38201693,11.01454732,10.41466172,10.54342557,10.12248659
"ydbH",9.197647438,8.949800107,7.939632476,9.575593233,9.381307118,9.362356521,9.53902079,9.453904512,9.325019494,9.303798273,9.220048761,8.870540025,8.749950673,9.014030554,9.3638444,9.292573664,8.830230975,8.028533448
