"","0","54000","108000","162000","378000","0 | 1","54000 | 1","108000 | 1","162000 | 1","378000 | 1","0 | 2","54000 | 2","108000 | 2","162000 | 2","378000 | 2","0 | 3","54000 | 3","108000 | 3","162000 | 3","378000 | 3","0 | 4","54000 | 4","108000 | 4","162000 | 4","378000 | 4","0 | 5","54000 | 5","108000 | 5","162000 | 5","378000 | 5","0 | 6","54000 | 6","108000 | 6","162000 | 6","378000 | 6","0 | 7","54000 | 7","108000 | 7","162000 | 7","378000 | 7","0 | 8","54000 | 8","108000 | 8","162000 | 8","378000 | 8","0 | 9","54000 | 9","108000 | 9","162000 | 9","378000 | 9","1242000","378000 | 10","594000","810000","1026000","1242000 | 1","0 | 10","54000 | 10","108000 | 10","162000 | 10","378000 | 11","1242000 | 2","378000 | 12","594000 | 1","810000 | 1","1026000 | 1","1242000 | 3","0 | 11","54000 | 11","108000 | 11","162000 | 11","378000 | 13","1242000 | 4","378000 | 14","594000 | 2","810000 | 2","1026000 | 2","1242000 | 5"
"nrdE",842.327,520.332,1172.63,540.721,759.349,519.336,325.085,920.17,419.909,430.154,697.712,490.175,1146.9,307.039,693.907,559.723,396.523,455.981,492.752,928.713,450.426,401.776,434.56,486.138,776.584,311.57,254.851,511.106,508.538,809.553,453.853,300.85,1285.55,713.947,864.696,567.527,270.672,1141.19,335.745,649.586,781.872,358.017,1077.08,629.727,496.099,431.781,402.166,384.356,500.042,708.79,838.125,608.635,664.239,674.28,925.641,1165.42,460.076,343.111,620.021,508.182,653.051,583.473,632.483,704.874,625.226,802.597,576.839,576.574,299.506,496.485,558.779,615.969,667.609,533.811,669.195,1013.25,979.004,792.808
"nrdF",910.891,297.041,700.743,256.474,429.648,604.454,263.202,573.963,347.599,533.753,752.501,275.496,757.874,221.126,512.619,249.908,181.584,440.505,307.694,793.779,256.831,334.775,445.467,297.112,697.188,236.117,135.246,238.63,324.616,762.229,299.015,172.593,862.626,404.071,468.586,403.466,122.619,700.966,476.539,369.404,527.611,110.302,663.615,313.806,417.32,343.335,219.025,196.192,276.677,418.093,486.091,378.877,362.759,417.637,666.635,731.735,363.782,141.33,392.964,313.194,406.602,378.514,467.427,577.487,337.685,396.576,515.999,203.673,155.238,330.732,287.43,433.85,394.137,288.623,413.529,565.22,577.95,632.289
"proV",783.481,2274.39,5032.4,1526.6,3692.55,547.132,1105.97,3683.9,3682.75,3028.59,545.782,1320.61,5440.95,3621.13,3990.68,321.703,1262.88,4468.32,2465.76,4034.9,305.255,775.414,2081.36,3093.17,3677.1,197.2,1003.29,5474.65,3063.03,2977.38,775.928,1903.06,3833.91,4613.95,3655.35,376.11,1264.42,4313.9,1086.64,4047.69,830.759,1784.72,4234.91,3886.16,2522.84,305.323,1142.33,2484.22,2712.4,3368.17,2552.02,3492.29,3576.3,2727.44,1764.26,2674.95,433.733,740.675,1172.07,2741.8,3578.1,2062.25,3925.28,2944.08,2640.87,3105.55,2083.93,191.867,908.336,2491.66,1713.8,2438.41,1815.18,2635.18,3039.16,2644.62,2604.43,3030.77
"proW",422.222,800.022,4348.2,2923.75,2270.6,326.28,796.274,3240.4,2431.05,2112.89,326.712,892.568,3622.41,2737.65,2877.24,208.957,654.011,2823.56,2088.53,2924.59,183.473,610.646,2062.72,2286.39,2647.76,187.927,607.502,3450.38,2263.55,2121.16,437.757,1288.72,2509.99,2877.05,2300.05,300.373,837.712,3065.1,2739.56,2442.38,362.85,1089.66,3014.81,2714.55,2193.68,240.901,544.085,1880.52,1779.18,2162.46,1540.92,2382.4,2436.13,1869.7,1607.84,2081.02,349.247,575.66,1960.93,1547.7,2431.23,1719.63,3119.38,2111.06,1996.35,1852.89,1588.9,218.367,604.904,2191.27,1134.6,2329.53,1546.26,2224.28,2435.2,1849.3,1708.07,1824.53
"proX",711.85,1719.37,5862.7,2475.91,3071.6,685.201,1012.38,4197.74,3028.4,3355.09,670.886,1114.62,5148.59,3218.72,4110.6,572.023,990.441,3393.08,2444.89,3771.27,679.895,831.929,2261.91,3004.25,3491.9,594.62,849.861,4130.28,2947.36,2914.65,675.941,1842.29,4781.09,4161.08,3399.44,447.489,1134.64,5105.87,2016.03,3405.13,672.795,1518.26,5065.08,3855.86,3181.31,979.283,1050.48,2047.69,3021.49,2923.53,2438.37,3202.7,3068.36,2178.31,1873.79,2541.72,802.596,790.418,2833.62,2162.01,3351.18,2062.46,3717.87,3107.52,2540.09,2839.95,2112.69,791.843,1180.31,2588.82,1401.04,3201.25,1951.09,2643.11,2906.18,2600,2578.33,2092.19
"ygaY",27.6401,47.8167,128.626,39.0617,164.744,64.7319,75.2624,123.016,173.282,231.873,151.06,36.9713,141.189,15.8235,40.0279,37.2088,14.2825,251.385,82.5997,35.8256,34.1731,143.88,482.399,62.2733,157.161,37.066,28.7058,82.6803,41.1373,294.077,37.2204,39.2987,104.389,60.2,72.2643,71.3741,37.2209,151.744,21.235,39.6382,54.8733,29.2525,141.976,60.6819,105.406,4.45512,6.17162,5.26471,23.3464,63.8735,76.3527,46.3132,38.2346,31.9336,14.7118,32.5093,45.2251,25.6058,50.6136,69.5005,39.9833,80.5494,58.8683,41.3784,31.3158,39.2882,101.533,51.962,24.5743,47.0631,30.6184,22.0382,62.0575,69.2579,25.0466,36.149,43.2572,32.5352
"ygaZ",952.373,1308.86,1734.65,684.928,1652.94,976.199,1476.01,1704.6,1589.2,1490.62,889.513,1342.83,1782.36,1590.94,1739.25,794.964,1242.61,1596.05,1443.44,1787.34,830.604,1055.36,1205.73,1506.35,1560.38,814.237,1305.58,1655.92,1719.41,1512.77,1174.41,1665.27,1411.7,1790.09,1577.42,952.163,1477.82,1371.26,1227.88,1652.09,1048.32,1493.01,1486.18,1889.92,1610.59,813.282,1213.42,1133.12,1221.06,1438.99,1468.23,1441.4,1507.52,1597.26,1236.45,1527.81,866.63,1288,920.268,1550.96,1474.34,1411.6,1436.88,1324.16,1595.25,1571.94,1253.28,752.385,1294.75,1075.1,1388.47,1274.92,1213.82,1424.98,1460.13,1546.75,1377.1,1559.25
"ygaH",1293.61,1824.59,1734.21,1027.46,1699.03,1227.11,1492.11,1457.01,1714.14,1777.72,1104.86,1819.7,1998.04,1805.81,2245.93,1292.71,1774.16,1469.72,1558.25,2171.65,992.469,1404.71,1102.01,1841.21,1752.64,947.454,1748.25,2004.85,1973.53,1707.41,1425.91,1745.72,1509.84,2340,1681.15,1000.34,1849.8,1589.03,1330.52,1671.09,1229.74,2232.43,1457.37,1927.87,1805.03,1050.11,1511.84,1415.17,1811.92,1522.7,2034.19,1793.57,1888.87,1782.66,1395.01,2219.06,1253.52,1562.21,1012.27,1556.45,1568.64,1286.74,2156.48,1699.03,1511.85,1609.11,1549.18,857.561,1348.92,1406.1,1490.34,1439.28,1094.5,1161.41,1826.87,1805.07,1684.39,1796.36
"mprA",4013.18,4644.71,5827.08,7701.53,5279.65,4827.73,5783.39,6239.1,5125.5,5365.44,3591.26,6148.9,4396.04,6473.09,6511.81,4391.05,4859.42,4619.05,7580.08,6123.01,4106.51,5260.55,4253.51,6461.71,5309.21,4139.93,6468.33,6784.57,6466.67,4778.37,6891.45,6752.02,5109.73,5943.27,6594.7,4684.2,6441.67,5687.69,7999.17,6519.42,3928.4,6430.61,5191.72,7023.59,5886.96,4640.11,6237.52,5627.35,5808.6,6215.16,6745.59,7367.32,7497.76,7186.96,8538.53,8298.32,5614.88,6282.77,6831.41,6042.87,6245.93,6132.12,7668.79,6010.64,7426.84,7238.7,7752.58,5532.11,6337.96,6880.17,7181,7803.88,7879.61,7821.81,6726.61,8236.62,7245.2,8116.14
"emrA",551.266,959.94,1221.7,715.788,924.645,525.553,1009.54,944.284,983.101,867.109,489.895,1204.28,1142.61,907.828,957.777,383.967,1081.42,950.974,830.839,997.086,303.986,909.344,692.813,909.828,917.735,316.773,1076.25,932.279,898.104,820.283,862.361,1042.95,948.812,863.288,911.045,491.566,922.991,1107.44,770.035,983.664,452.836,1088.47,1082.06,943.478,799.955,310.871,937.382,620.073,780.463,731.28,728.195,576.665,788.496,615.14,543.751,649.746,710.637,902.316,436.563,904.748,599.242,719.385,743.931,741.745,697.857,623.319,515.155,480.881,913.836,623.042,745.795,618.464,618.93,698.689,662.122,620.015,594.079,509.859
"emrB",110.223,274.938,187.877,75.8004,155.706,118.434,143.001,156.999,221.657,198.417,125.14,203.475,292.925,181.756,180.985,69.8225,226.339,185.828,139.295,177.823,97.485,258.102,153.218,146.035,209.058,66.2322,190.162,169.716,124.323,147.986,178.677,235.811,212.151,241.163,178.413,86.4796,186.979,190.082,150.162,124.471,163.602,206.384,159.054,224.923,128.39,94.2124,224.732,101.221,159.057,107.053,155.632,111.089,124.785,91.034,72.3767,93.845,105.229,115.502,147.14,131.714,108.218,96.3667,123.851,124.331,94.9498,94.9039,113.479,39.0272,120.542,115.017,141.136,114.674,95.7534,120.364,118.139,122.821,78.8668,85.555
"luxS",6574.51,4760.17,3771.59,4813.56,5144.68,8019.21,5000.96,4705.21,4653.83,4630.98,7133.76,5211.26,3634.71,5091.19,5385.2,9293.06,5108.42,3964.38,5797.44,5209.24,9156.44,5078.38,3256.83,5473.77,4540.52,11730.2,5781.53,4835.63,4652.39,4108.35,7485.05,5381.87,4202.73,4618,6247.2,9605.5,5769.21,4242.79,3294.04,6024.78,7702.61,4744.68,4286.54,4846.66,5913.77,8236.08,6327.3,5471.31,4708.19,6416.23,6137.12,5900.44,5174.38,6115.65,6065.31,4897.11,7003.36,6362.57,5686.41,4901.83,6705.66,6308.86,5061.79,5561.73,5581.91,5582.4,5654.25,11848.3,7253.83,6432.99,6111.91,6993.36,7001.63,5804.02,5756.03,5675.33,5482.48,5389.3
"micA",315.847,440.391,174.551,141.392,437.085,490.687,132.408,100.079,325.3,259.846,442.164,143.217,355.406,151.809,272.215,559.185,370.025,308.312,123.4,289.063,441.367,335.824,213.817,253.518,214.8,267.436,328.07,363.323,128.204,256.098,342.114,320.17,497.081,340.153,248.928,189.363,185.072,281.982,36.2284,234.795,581.698,192.35,292.501,179.349,233.77,183.868,398.99,129.722,420.137,284.084,474.886,339.86,188.49,154.996,98.0832,136.88,193.697,140.543,143.035,169.831,110.509,199.474,158.233,385.534,113.191,155.994,180.509,146.754,241.783,140.659,163.462,130.209,232.032,171.093,133.278,182.98,278.119,175.739
"gshA",3884.25,2800.78,3222.28,3213.38,3301.57,4267.06,3832.42,3850.6,2772.62,3429.25,3593.32,3630.43,2820.02,3922.87,3853.44,4626.41,3405.93,2823.01,4058.86,3735.71,4173.59,3036.33,2637.82,3661.87,4100.49,4764.08,3398.88,3821.99,3932.34,2983.47,3869.66,3441.44,2701.61,3280.51,3852.17,4789.27,4059.81,3610.73,4653.96,3971.8,3959.45,3744.18,3056.74,3726.57,3708.99,4445.33,3396.85,4033.48,3149.25,4051.56,3990.79,3968.85,4182.89,4173.1,4588.25,4313.12,4585.85,3884.19,4779.71,3959.01,4418.38,4020.09,3680.49,3821.92,4417.85,4371.95,4079.08,5223.83,3541.21,4053.56,3943.06,4570.86,4247.59,4322.95,4533.89,5071.94,3503.01,4480.08
"yqaA",1755.73,1583.92,1413.46,788.434,1231.72,1489.36,1388.41,1205.82,1120.78,1221.13,1271.35,1357.19,1671.34,1116.11,1492.33,1564.21,1592.16,1077.23,1115.75,1559.12,1636.9,1331.96,864.332,1145.68,1434.07,1165.26,1341.52,1363.51,1244.48,1258.45,1271.18,1416.87,1258.56,1398.95,1435.09,1337.08,1254.67,1283.39,1011.11,1417.54,1852.92,1505.35,1229.99,1360.43,1187.15,1367.86,1448.88,1165.09,1422.11,1341.48,1241.47,1470.18,1351.95,1349.04,1350.16,1353.19,1358.05,957.796,930.983,1409.98,1200.08,1323.23,1519.38,1721.86,1368.61,1495.58,1291.53,1188,892.07,1094.25,1059.52,1117.09,1448.47,1255.13,1401.23,1551.29,1595.24,1433.49
"yqaB",1001.9,704.341,793.289,340.005,680.492,864.959,684.879,513.326,611.75,598.932,770.075,757.446,788.236,462.992,690.67,892.685,738.47,545.9,418.433,745.507,807.272,666.06,473.7,612.419,760.456,812.485,841.387,701.184,533.129,634.253,760.735,927.749,819.244,900.714,654.507,765.602,696.14,753.441,278.634,636.971,618.676,941.634,793.347,706.073,395.583,858.345,711.673,676.644,772.348,737.662,847.791,875.064,899.812,945.494,636.276,762.775,879.712,728.487,297.455,721.061,549.607,664.65,764.444,840.796,771.743,706.725,625.698,433.396,633.533,499.49,445.808,456.025,656.367,641.005,709.234,833.419,867.085,695.116
"csrA",6081.03,5008.18,3663.98,3278.78,4035.66,5601.1,3977.24,4084.67,4069.31,3739.93,5259.08,3994.09,4691.46,4070.37,5606.68,6232.04,4855.86,3419.03,3635.34,4910.17,5792.61,3476.98,2165.8,3849.76,4304.32,5414.74,4184.37,4764.31,3753.28,3273.63,4667.25,4610.08,4537.62,4746.09,5040.14,5204.44,4189.17,5008.71,3427.57,5417.01,5143.83,4522.97,4656.13,5059.33,4091.36,5566.32,4911.13,4264.74,4631.44,4728.93,4845.65,4299.19,4292.21,4300.64,3663.23,4457.89,5183.92,3806.33,2899.47,4137.21,4176.56,4166.47,4540.1,5189.88,4318.37,4118.77,3631.85,4445.57,4017.35,3854.84,3821.21,3971.37,4451.92,3770.08,4420.29,4893.86,4910.98,4012.38
"alaS",6355.17,7046.86,9735.08,26446.6,9181.61,6303.86,10787.4,13608.7,8465.23,9471.31,5373.68,9998.33,7628.38,13433.5,9743.64,5934.98,7966.6,7942.28,13734.6,9432.59,5662.06,7297.37,7598.13,11394.6,9263.87,7753.24,8287.57,9176.9,12060.8,7744.85,8301.5,9712.67,8175.09,9577.18,9917.98,7534.24,11888.1,8773.76,24164.5,11278.1,6061.9,10204.1,9381.04,10356.3,11797.2,6464.28,7445.71,10154.7,8558.94,9738.14,8679.72,8974.36,9768.27,9399.06,10971.9,7727.04,6778.28,10696.1,22731.9,10089.6,12799.1,11385,9512.28,8079.7,10996.5,10625.2,9501.38,10240.9,10424.3,12910.2,11423.1,14162.5,11765.3,11531.6,10704.9,9103.47,7584.32,9019.5
"recX",1460.94,359.127,259.606,263.067,249.469,1304.76,390.953,198.04,302.73,346.895,1732.9,527.16,209.467,188.04,139.642,3312.2,835.918,387.61,186.059,152.927,3572.42,1044.24,591.277,178.013,259.473,3831.32,940.238,165.56,147.742,417.528,883.056,246.016,287.568,192.382,173.214,1572.12,278.898,297.555,195.138,155.691,1015.75,298.79,340.786,190.115,304.485,3798.87,809.713,275.357,386.652,311.497,291.874,350.156,377.984,403.132,753.315,1531.66,1931.91,433.35,172.667,297.314,296.397,290.092,316.562,386.33,411.024,525.528,775.077,3073.77,563.908,253.655,341.883,257.448,240.552,441.547,414.406,414.262,670.683,1102.86
"recA",8856.79,4168.2,3212.99,3093.88,2603.34,8697.32,4035.98,3747.46,3192.86,2653.25,9736.47,4632.93,3208.01,3505.06,2840.83,19291.2,6023.01,2948.92,4013.38,2728.56,19054.9,5896.01,2688.08,4063.31,2700.24,25451.2,6790.58,3398.73,3779.85,2274.62,6803.45,4042.59,3043.01,3148.96,3087.42,11905,4821.19,3189.08,3031.63,3330.16,8385.35,3894.88,3274.24,2995.48,2959.53,18383.3,6593.52,4409.77,4212.24,3838.63,3543.29,4516.54,4806.14,6044.42,10572.6,14522,12212.9,4886.8,3918.03,3790.91,4295.59,4059.33,4099,4709.49,5798.63,6981.22,10453.7,22763.8,5444.92,4779.95,4519.67,4474.61,4576.55,5570.95,5854.67,6389.73,8667.95,13265.7
"pncC",1644.48,1252.23,1197.25,1091.73,1350.54,1696.45,1192.49,1544.21,1176.84,1392.58,1496.03,1191.23,1369.99,1367.69,1361.32,1742.79,1429.71,1203.21,1094.72,1500.01,1941.75,1382.91,1309.93,1381.57,1304.14,1951.58,1409.96,1149.12,1414.63,1334.28,1525.67,1207.31,1405.18,1376.92,1585.93,1855.97,1334.44,1384.09,1039.88,1585.84,1717.32,1305.43,1419.95,1375.34,1578.98,1411.78,1418.57,1484.02,1421.85,1662,1698.19,1667.78,1539.83,1868.34,2004.24,1810.68,1435.83,1348.06,934.662,1354.6,1348.52,1808.12,1594.82,1765.48,1730.37,1684.47,1830.99,2158.07,1376.12,1562.46,1437.6,1628.49,1625.73,1657.78,1755.63,1557.24,1907.05,1873.11
"mltB",1047.03,514.415,661.078,182.253,552.768,1372.81,516.495,313.73,607.895,580.857,1205.92,752.558,582.879,435.212,722.608,1546.49,763.295,584.824,440.485,664.617,1385.31,817.201,446.075,412.089,679.243,1060.49,782.578,670.994,508.612,714.992,1019.11,685.185,705.991,720.713,645.668,1110.92,497.747,691.698,174.378,595.844,1074.55,613.371,711.65,736.24,441.722,1390.01,857.181,582.902,887.207,762.58,889.845,891.443,1112.52,1067.76,890.741,1568.48,1236.53,730.454,244.989,696.22,545.628,655.901,1018.78,989.396,1042.15,1039.64,927.954,676.346,589.766,476.893,601.878,354.229,535.596,685.93,1031.39,1158.38,1474.96,1384.04
"srlA",3.48725,51.6004,63.056,62.1115,93.056,36.7856,20.1653,32.6155,135.365,80.2904,118.808,18.3809,111.332,16.822,19.5659,23.3654,5.97147,176.308,21.4209,22.0245,1.16933,91.4635,180.378,32.599,82.1066,4.36377,17.7863,31.3277,14.428,161.21,27.1422,6.50014,68.4725,20.6749,31.4226,19.755,15.8016,93.2676,10.186,20.9781,19.5308,18.8247,62.3161,15.8501,55.2282,26.4972,12.7968,8.42347,3.83711,47.4784,38.6311,11.8028,43.7777,0.986372,12.7706,28.0627,40.0972,0.653137,2.30143,35.1425,24.6373,44.3263,2.21135,9.21425,8.69082,8.49677,40.267,33.7982,20.1589,8.01572,30.5593,37.4661,20.5169,26.1269,24.7633,34.5767,20.4599,13.7867
"srlB",36.3038,99.0408,69.9595,110.364,133.975,53.7588,116.914,67.8586,124.977,121.036,134.883,53.7957,65.1024,30.0552,41.1077,38.0602,24.2837,149.498,56.3405,43.2689,55.7033,126.351,161.485,48.7467,93.6992,68.6773,45.3351,32.6691,57.3567,161.526,45.1827,57.265,69.5146,41.1925,65.7003,60.685,104.842,62.0238,93.9442,40.2096,30.3889,47.7323,90.7662,45.7509,108.106,24.5187,40.3359,25.1698,53.9429,68.8679,51.7854,30.8304,80.3264,58.2291,89.7522,63.9534,62.1657,52.1076,72.63,74.8435,62.8394,106.939,70.3332,38.6306,43.3507,62.5594,78.5547,81.4676,36.2978,21.0202,85.1104,56.755,65.7346,75.9356,39.357,43.1129,57.9875,47.3352
"srlD",86.9114,94.6959,112.727,106.561,128.55,148.206,94.9518,60.438,233.241,195.516,161.546,69.8552,170.323,33.4762,52.9457,86.911,57.4088,224.488,42.156,83.6985,64.7774,212.023,450.581,103.812,173.07,67.6078,49.046,60.811,45.0679,281.716,85.0503,27.4195,114.709,74.6287,112.656,99.3596,73.3397,121.591,10.8279,62.746,76.8188,24.2513,124.519,77.2161,144.73,65.2196,30.7437,39.4725,25.668,123.866,84.3336,40.6005,55.3052,46.2229,35.6142,88.9915,88.066,35.7766,22.3351,88.5417,44.6522,92.8717,41.0899,70.7016,68.2222,52.1056,110.244,114.919,13.1249,53.4851,71.0683,4.41665,66.354,75.7471,81.6048,56.1225,86.8006,65.65
"gutM",173.895,113.211,148.265,110.755,138.66,122.933,81.4922,63.3353,169.899,169.736,223.892,50.8077,177.06,60.4978,74.973,140.661,63.3871,212.451,59.1293,111.279,151.521,214.228,239.725,80.3711,149.816,117.2,79.4353,106.78,49.9126,231.107,79.6149,67.9604,148.29,115.203,71.621,105.213,64.5114,158.142,139.906,59.6744,148.922,84.8819,126.154,80.0716,108.085,190.798,61.5179,61.2167,69.2024,58.0658,124.736,64.1627,95.6171,88.6617,78.5611,99.9703,168.51,54.1596,52.7287,109.455,80.7579,117.04,89.0424,75.8902,70.3114,60.0249,110.241,78.4578,48.2042,75.341,90.681,66.0189,56.468,105.213,57.7863,87.0132,70.9469,48.3556
"srlR",1213.96,765.215,900.082,312.311,732.205,1003.07,685.812,511.134,689.409,759.379,875.029,720.359,879.525,535.324,874.831,872.539,721.164,583.97,383.273,856.72,918.413,753.347,645.493,492.124,901.277,821.575,543.262,580.473,551.154,935.132,794.244,545.065,672.164,728.714,757.069,816.798,458.763,705.281,489.418,567.997,1039.85,561.383,670.559,705.138,552.315,1052.98,557.142,494.668,661.629,671.204,728.348,654.431,783.443,633.883,556.258,662.455,1277.94,445.966,263.163,696.115,462.919,627.766,824.278,870.526,709.783,622.783,580.815,548.184,396.416,470.293,531.181,397.664,558.135,617.02,719.145,657.615,730.879,539.675
"gutQ",351.971,259.833,155.698,145.604,309.941,363.452,134.422,345.581,353.417,358.125,474.252,162.802,338.457,126.528,210.123,431.889,260.865,255.644,159.234,156.474,354.637,198.57,493.391,272.486,108.791,422.605,258.224,131.962,110.415,212.473,249.593,149.639,285.731,135.556,208.451,482.942,254.322,236.099,165.322,280.648,540.085,149.7,164.893,159.938,234.028,472.906,281.569,94.8016,282.383,239.546,211.479,155.356,130.131,224.013,89.1918,132.505,311.918,150.13,167.083,246.01,174.685,242.237,298.381,236.694,151.224,248.558,211.432,413.857,127.56,314.211,157.653,151.604,210.475,245.698,282.838,228.248,173.287,127.99
"norR",248.584,247.578,372.911,267.588,374.045,274.395,302.822,435.538,454.889,401.621,289.607,283.607,436.843,254.73,293.11,235.914,264.309,518.18,217.06,249.6,229.888,411.344,508.723,249.938,372.478,276.017,254.607,379.869,225.469,470.66,215.881,321.008,435.903,363.085,344.751,259.591,214.174,423.892,175.035,357.816,232.239,341.279,459.466,398.085,372.513,251.13,251.139,258.681,233.477,336.051,387.602,345.269,340.365,333.08,232.778,285.54,252.247,298.856,199.907,313.593,319.823,278.013,320.071,294.066,328.087,233.979,358.733,233.884,259.667,231.567,354.984,253.383,292.258,313.329,274.342,333.715,291.7,327.121
"norV",101.331,71.483,127.445,28.1043,109.749,165.793,88.2092,68.0765,227.168,184.663,254.908,57.4485,159.759,10.5145,51.6369,136.245,29.8183,231.351,3.19752,54.334,95.7099,174.45,329.45,9.68799,162.886,101.162,73.9942,86.2755,36.3088,238.355,53.7639,23.965,131.492,66.8335,52.3776,121.165,32.3498,152.815,71.1689,32.5025,110.147,44.3298,114.554,29.2729,109.701,75.4206,46.8984,14.1884,51.7414,112.237,73.1505,48.482,40.9187,20.6664,30.9929,25.5802,140.864,1.73699,49.9838,81.3552,16.1048,68.4308,49.2292,58.856,31.4168,21.0876,61.199,68.6541,25.8312,63.1039,40.7872,2.66124,28.2879,70.7105,47.1384,54.3567,38.5385,43.0282
"norW",90.919,90.4833,116.078,16.7458,88.7789,123.203,39.6576,51.7142,141.895,176.366,228.625,27.2973,122.577,84.0502,17.7928,143.187,12.8056,255.345,43.6915,75.5812,159.698,179.936,430.495,12.8065,129.508,28.433,13.9709,41.0442,68.9669,250.983,63.5065,34.4784,108.943,39.6906,77.9635,45.1561,16.4293,148.81,43.1151,41.0766,83.5009,12.3512,97.817,65.1271,97.6511,112.265,5.57941,33.9001,13.0447,27.3208,14.8314,76.2863,46.8484,13.6255,67.1975,43.7803,102.446,12.762,83.8188,15.4101,58.6449,68.9861,56.1388,12.9271,11.8017,8.10931,95.1113,126.774,12.785,49.9805,16.4291,48.3499,44.6538,42.6787,49.0357,33.4968,10.614,19.4249
"hypF",125.307,102.69,209.571,97.8401,166.603,156.565,186.543,265.182,331.124,274.084,233.835,110.223,245.472,138.028,118.706,215.177,96.2046,317.54,184.328,92.1127,162.563,337.781,560.185,184.898,248.538,160.991,118.502,130.507,117.477,402.203,103.859,111.891,153.219,190.042,133.123,241.65,174.509,269.213,202.259,131.332,120.82,130.969,220.308,106.022,208.877,124.863,113.158,124.856,99.6553,242.101,135.576,93.6881,134.719,112.397,195.318,93.6896,156.213,182.49,330.636,175.383,165.395,172.148,116.098,115.279,119.903,117.819,193.529,287.089,127.389,213.666,218.205,123.282,118.086,171.974,131.194,122.727,109.489,121.45
"hydN",55.2398,80.3715,153.066,203.174,181.368,127.955,82.3144,133.167,268.816,287.521,247.451,61.5181,167.504,72.049,41.7983,89.495,36.3513,374.282,64.5476,26.5947,42.8488,218.351,645.668,78.9041,207.128,65.6648,52.4655,52.4295,51.9055,356.03,84.0532,48.8128,120.836,45.1892,62.3224,99.3069,71.4433,178.724,39.3008,69.3186,39.9004,38.6227,161.021,59.1529,200.027,77.7051,55.3203,32.8152,42.7555,96.6786,63.8477,31.8449,74.3713,33.2823,50.799,60.3121,72.1918,62.3908,129.306,103.468,43.109,82.0102,45.4774,57.3599,37.8561,55.6745,103.615,171.541,76.3974,61.6421,133.896,62.266,40.5359,129.588,39.8353,39.206,24.0802,38.4689
"ascG",418.458,521.739,734.025,614.627,557.152,535.85,702.912,640.553,672.189,768.641,504.338,556.651,757.113,499.996,531.463,474.134,405.577,664.342,552.922,639.089,536.917,759.315,834.011,533.562,789.587,395.731,548.078,612.309,483.411,859.83,548.779,547.52,817.015,521.544,679.326,633.885,777.767,821.641,599.896,665.406,475.931,450.779,631.006,641.936,631.404,506.399,414.573,464.259,490.722,590.605,640.354,385.078,497.712,601.287,704.409,630.411,508.158,445.143,393.659,597.417,487.384,629.79,553.558,574.772,665.767,634.366,765.907,598.747,487.436,480.122,617.233,462.665,556.997,570.407,641.596,480.606,558.015,603.184
"ascF",81.9902,129.833,226.72,118.969,165.995,138.845,87.7496,226.573,312.595,260.062,195.227,75.2834,164.266,113.923,83.5373,85.462,24.8333,276.483,57.4905,83.3796,26.3619,182.837,452.675,142.168,177.855,65.4227,72.1699,80.8379,99.4715,358.89,47.6761,64.9275,175.606,104.64,99.6661,70.4246,58.0584,144.598,117.626,114.478,91.6901,46.5418,189.003,45.5786,217.227,73.7053,41.3356,46.1556,46.9958,108.945,87.1483,59.1319,80.4173,52.1982,37.2248,54.3991,95.4098,69.035,14.872,99.0563,65.0082,59.8435,66.7465,69.742,30.7937,68.8648,152.573,79.6768,55.8074,85.3065,115.668,94.9011,52.5619,94.8698,87.4325,54.4151,38.9486,56.6301
"ascB",138.118,138.559,182.737,10.5164,155.706,121.491,91.8787,91.2456,171.09,191.023,194.318,77.9001,224.1,74.9642,111.408,114.67,89.9374,183.282,57.3231,116.573,88.4652,162.759,261.255,60.8548,156.161,68.6043,83.7359,158.557,63.4898,228.09,59.4968,96.9451,179.59,166.446,135.094,135.904,24.6622,206.885,74.5583,100.976,129.49,91.437,242.234,99.3796,143.211,111.253,92.8274,81.4057,80.7629,99.7834,111.205,95.5824,72.8546,76.1344,90.3922,118.266,165.894,73.1728,12.5606,115.293,57.3983,103.55,118.253,106.402,67.3145,87.6892,81.5682,26.4957,61.1401,74.8298,53.7886,71.1533,61.8776,63.404,61.1999,96.2875,103.077,77.0921
