"","0","7200","14400","21600","28800","0 | 1","7200 | 1","14400 | 1","21600 | 1","28800 | 1","0 | 2","7200 | 2","14400 | 2","21600 | 2","28800 | 2"
"ycgY",12.622184634795,14.6097298069136,13.2441597636552,11.6391415867025,14.7946320263292,11.9258774851956,13.5344271209897,12.8083431339852,14.373165039545,10.3180181122513,13.5115481061751,12.184193240038,12.0694805988115,10.4362120926455,13.6792847143768
"flxA",130.062380662064,198.443917393085,114.322128396501,115.847996908166,159.480978837656,33.6842380900902,37.9043518876853,49.5856061611871,47.2447078910413,40.1286788174073,36.0751633197892,55.4992960345319,50.0730879012789,43.903729049787,42.6594199783554
"arcA",1751.80541681849,2402.87219419051,2025.66915776249,1771.69322206632,2077.8092634788,2791.40518900292,2862.91515479995,2714.12136763712,2492.56781317869,2570.30799539897,1861.44392359145,1986.55282263335,1676.92783513195,1897.67815814059,1850.25012693978
"btsS",241.585864673695,277.67475245236,234.271973769208,213.060733689947,155.792568558185,200.848963915757,195.213936275414,158.999498181494,192.983086558971,197.496552554988,198.90227441187,172.395456460988,146.314822232855,171.172792516574,187.327951470544
"ccmB",143.252566779807,164.013094465733,179.539084573092,174.794346955744,128.485693915664,206.200729574652,196.875513611245,158.435893126502,152.832869241807,203.423071579062,168.415653544481,171.173202801637,137.795162615191,155.896158368262,183.919349459398
"rnb",4420.04986437984,4286.2959502907,4530.88305779865,4319.84415333975,4174.76695507698,4108.47117635129,3321.27454667384,3247.74502934563,3145.02912038732,3001.89849556187,3021.55182143207,3369.53094518514,2876.67132585128,2871.74879458304,2806.61175301163
"bax",297.610106844139,366.752607287783,252.981640576267,256.314881160555,264.92612901929,257.610856850461,485.145970560207,386.746531276998,448.393015620558,422.815455674201,559.492667622972,504.610594722897,662.809886135136,612.282579806654,561.533673455462
"fldB",481.055028519722,582.225426146127,519.799042838931,494.388361626607,547.99303522766,382.910408049792,1129.70448682272,1181.34569143514,1507.77724595814,1406.55502769994,1017.27725046612,1532.39605344119,1873.9714911334,1875.2493282684,1909.66539366936
"cysQ",124.801374657014,193.822940612038,126.837763952229,117.261024387377,161.657282759825,214.332806136826,273.187613277378,217.188048805113,247.523416508861,235.736567035333,145.082982372082,157.888392271706,132.217999929981,164.499484762363,193.526302407485
"rffG",1904.11245504281,1973.75304984089,1967.3063813393,1901.42459282224,1848.99947529573,1894.57829986544,1527.29251953868,1344.91698514752,1469.83615586588,1696.87427361344,1434.36318539063,1667.3883673408,1236.20675658228,1382.81557221648,1333.93480283845
"uraA",537.347439057922,596.600330640178,552.889242349631,569.862264766989,568.575973246099,725.187964736014,552.991497001007,538.559018384391,423.772525476793,606.587067645113,611.623697879191,526.085212743922,516.210871871791,488.100174742827,468.631588400469
"dicC",34.8280064132574,36.4418110127037,35.2184254671241,33.3332336345753,34.2826586991496,19.591528015687,20.5036286841326,18.9222750222731,20.0224576630461,20.5923383573421,41.27701270859,27.709230060977,42.3616406699075,37.4902142165795,44.550340523114
"napH",107.018384445522,79.147375732223,78.0440498019046,76.1432170012716,85.796629987833,84.2818255936711,71.7578259792599,85.030348692255,75.3812627284257,79.6339643082331,142.860657393786,115.373714327963,95.9537607182152,92.0619444446093,86.8343300234271
"yagP",30.5881094855283,28.5244458074069,28.0595254146538,29.341234175117,32.2603073662635,39.9343337397754,34.2963112230545,42.9021474217948,56.3388086324733,57.9045912178362,32.230871605736,31.6578128493758,30.6804199009956,36.8559748380541,58.3326926621937
"murI",1264.50109414843,1371.72044824159,1403.31060382368,1245.28584188716,1273.63235858159,1932.79214334155,1874.02943765594,1724.22940581273,1848.41054533865,1806.87956090055,2072.20630949866,2000.2604674809,1797.34266394943,1902.00434947803,1832.39979343911
"ygaV",62.6559975270357,68.9365201234104,71.4661791829817,68.5966394797995,53.1387470484651,108.919339981746,103.32609016186,69.0057686371278,95.4253808998701,87.120751462341,68.9510362147825,69.0540084297004,84.255719357351,62.2296424970253,55.0938072699189
"trmB",2526.28304055733,3170.72170066423,2793.47294033466,2591.56890953734,2425.13117627459,1031.55108247118,998.438354892165,971.761571700402,1037.3878625312,1019.54292575599,1302.70560991302,1247.38836324114,1165.29558081195,1200.55503104036,1145.69987257544
"bluR",222.166139488509,376.858236786818,323.682699533822,301.166139536298,341.52152297125,608.277250768523,697.610583845676,541.388361757255,731.045252947867,615.610583804504,342.304211437817,292.207369643257,223.499472939843,299.982629576927,337.924098180607
"yehL",27.0287681558024,35.3913933671935,24.7579058484117,26.4599321486896,33.9279748147418,27.1527924627214,20.7393242581912,22.0913255579296,22.859309859468,28.7288454074336,28.2538981358383,24.8107435034165,22.1688382014662,26.6427895485311,18.7537117611581
"ykgL",88.8340966742725,108.645700288617,80.5247709609501,88.1390697570666,85.0040907330631,37.6195931679342,52.1844898499058,42.0688001418832,45.6096558122338,37.2607898609246,75.936417209404,69.0071382001502,80.49543581813,59.6113991354803,62.4684899948709
"yaeF",127.922913758303,94.5525877623704,105.461096012391,104.375918498415,103.852962807411,79.9218598967986,57.8833209047018,68.3481974044715,49.9662467856153,59.1160018124824,97.8792399119899,104.832020565447,95.1362469415996,93.1429112343851,84.2353598027488
"bfd",301.569985556895,602.999472984659,923.63535976408,1450.99889963561,1409.25539972045,105.34652803511,209.911167299907,246.445939704259,603.623211684677,617.559046472861,450.689239202392,461.621102666522,990.935329513332,1333.85428995542,1738.52399035787
"tdcC",69.1410789503974,75.7221373323179,74.8992084521465,70.1569165249172,74.4077490650639,69.9304764755938,55.8720852793269,58.8413772985624,46.9924022815045,45.623598004861,71.078752805455,68.9740427360158,63.3789839737622,57.2955237982447,54.1358040658803
"tyrB",962.220968887586,939.386614969723,860.885502398155,965.070288435874,964.698085443509,1506.84674640263,1395.60197601314,1245.41022174061,994.041636736413,998.883928047924,1464.62149604113,1297.01470409559,1152.48727010869,1151.24081444035,1173.53219796699
"cobS",1093.61111065319,823.616695013111,938.090578206677,1000.22169535279,1011.33043852807,893.277250865934,711.195364188652,679.930297965511,593.867030068459,684.503852023087,1170.80673940872,1027.42248714505,1045.96151148294,926.020186370385,929.918710304925
"chbA",177.943918845284,214.633084730236,175.448725562823,204.096459689869,205.262727335719,204.106430236053,225.893600037509,185.75877806922,198.064040719496,165.332815951944,254.999659246295,196.11058399887,199.642485079577,176.915459730733,180.731962302406
"kbaZ",33.70445864495,29.4072471926823,27.5973021658498,28.556528313994,28.7302827269546,35.0751448342039,23.9977667384282,24.7106711643775,30.0466493550612,27.6747781149138,27.5905178507155,30.5459962243922,23.5420704292719,22.562805185875,31.7559420149887
"recB",294.449874827229,237.136538791099,255.534018940319,237.382697414559,257.434382302413,474.616796297753,351.943917371432,290.543857865335,293.468189178752,348.27171511766,248.595632134088,249.876928635363,240.20944058939,232.639120661547,239.500601162234
"rhlB",2205.61783034192,2547.49420634769,2410.32414407754,2190.38836041372,2083.74164610504,3916.2308645694,2631.94814528914,3101.83893477517,3258.61756416274,3239.04125899363,2870.80704324422,2796.59948946374,2221.8067145518,2487.07510576357,2486.94864300748
"malZ",198.088338945255,174.866301265552,162.314694489357,181.389593352018,197.37060108182,186.721695476602,182.865520661344,152.78316161006,158.799283516317,170.38241843694,232.388361804205,220.563775075536,200.060200327217,188.96252595954,185.529334664342
"ydjL",41.4343455194157,33.9740215279001,35.2177118270341,31.7315039521337,31.0280609799505,39.9343337397754,34.4876410759498,40.0298401901759,38.0568988997398,35.8601304932636,42.6419094362857,42.7367713734397,45.4722503676431,39.7676671453547,48.1806805295663
"mgsA",1008.63039483918,1196.54401316996,917.340246936083,911.999472682721,1117.91294458979,521.978715999859,856.443917377488,656.232296647712,716.48956256054,588.495774386086,1076.44037186238,993.448972098171,1017.55502852172,835.38691908698,858.436383163441
"glyQ",4169.11484869868,4647.37101749517,4591.13443019308,4693.55503303692,4685.75182388447,5083.66613333013,4511.332793959,4473.49971769379,4370.27430637332,4724.79516532175,3042.44390882822,3512.9201777766,3156.11058369786,3683.8400588171,3397.1818454653
"yedI",471.503158494571,429.209898234633,430.781669257906,415.339145440061,424.106361508118,323.465032289254,332.277250621953,321.166139607666,306.318414558473,315.202965537034,378.167110457617,328.954213550234,317.18457393723,283.583577812351,295.571025009417
"ygeL",29.8641806374642,38.4846757256034,26.6795586936314,32.8767561140674,29.1398654737204,28.1861290017716,25.0703926051206,27.9804588643452,25.8879694272761,28.2251270125251,31.6141892550075,28.9039201663276,34.7464793598546,33.1662648417826,24.1761839899135
"ymfL",51.157955261262,57.4598201057815,62.1220931160463,46.1021601613924,55.2492270928398,57.0441585598282,50.7154835368909,45.4888974433105,51.7608451247192,48.9831836687857,58.8467762315891,50.0472217340711,49.4018954148545,50.4551950155765,56.2865436809342
"treB",154.297805595817,159.500238165898,124.142404287295,138.063364214026,139.543323251224,110.685643881625,89.6677678341318,87.4582450338633,75.7315377384553,75.7659054190397,113.089708850068,92.890659599387,100.224000442596,86.1765225524011,79.7104830347325
"prlC",550.377442715597,607.90435668548,609.584187562809,693.443917204003,767.754792694511,876.7844714358,779.274617781247,981.542075219838,1011.72169509379,1441.66624028059,545.150171529596,571.787991474806,627.439381427467,912.255922624013,922.906154506064
"phoP",2037.16614283834,1953.90738500112,1821.11218085282,1746.56627164514,1896.0735196159,1624.83280794701,1500.99946770281,1516.11058280957,1741.77725119837,1532.77725208404,1833.60774792184,1684.70338231919,1712.85652994034,1527.85424112356,1577.52222992751
"cysZ",524.306187346901,437.789377124782,437.162824517498,459.832806267869,551.943917367992,387.4603389004,388.545261976221,379.062442456539,388.212531561363,463.509109926112,497.84224123734,464.609302455524,493.521737384222,502.792047823957,499.282529956714
"gloA",1319.71320740791,1449.14453653431,1112.42290489862,1106.26327339405,1332.93367472661,720.666139658007,1212.94948223192,852.666139379024,1176.65115608644,908.788888305732,1744.37923919626,1647.05929678013,1545.32248238274,1453.72695860365,1542.32966340761
"nlpI",4733.67410425623,5086.83280195526,4881.88927933092,4302.6713735654,2598.26405437997,4236.74064354575,4593.34490070924,4041.93459095603,4817.9745583266,4301.15849698566,5018.9197048565,4624.6069519311,4711.86059199749,4774.00284223395,4528.86528348902
"ymgE",113.775272464997,80.2888732449544,85.8504478416531,82.5468656992201,64.3955041837386,85.6276665006736,82.5189135723489,65.9296231542332,82.6293249825329,63.3939290286863,96.5588695553082,94.0055057199801,88.7750480499556,81.9138566223234,90.3216378257582
"ybgC",2661.16618219034,2364.74269706958,2269.97911706545,2237.65834329264,1664.91287776071,1817.20242449335,1810.84554201602,1381.00868765657,1510.7632292976,1515.04565103817,2758.93268199718,2107.36628799899,2238.16276295858,1962.7618500838,2052.88836324013
"prmA",1700.36679985955,1573.29977357212,1690.62040212613,1747.93654915072,1890.09195568606,1528.94391380417,1229.33165492854,1275.97018201344,1184.86055951302,1173.49947411286,1450.38422140797,1378.94391997593,1316.00197602853,1310.47897293596,1241.01207709357
"topB",339.736750088255,305.583474403651,314.269705748357,297.604411297825,291.22169518959,252.149766485726,212.032956858242,182.686417093777,151.521199850073,226.627979324016,210.905874967867,157.888392271706,172.39422231666,186.482506931657,190.459073033956
"emrD",905.727059534069,980.533094370595,976.115304309878,984.776826575182,709.627678126871,359.887735068857,294.210281743865,319.888361810063,298.108771844421,395.388361815296,454.127304661007,383.267076101076,386.833050822849,335.535734926846,301.351314156761
"hofC",83.4099025114749,86.1694119291657,81.716070873323,73.0465143645725,89.1136163579821,83.240473123702,86.8443096874939,81.6915057950076,91.9607624226107,82.8430584089602,86.2668359249233,83.0182504852466,83.8494198049169,83.9372682403628,76.7780836800533
"wcaM",117.866653122378,97.3518051962033,93.5587348607034,92.1621423407099,85.3938840536654,78.7292346326342,110.468141820626,90.1714236294841,98.0681704370804,100.52076983635,120.239323069995,142.804225367228,172.222194799405,161.359782029939,153.982785428575
"narJ",33.8887763718478,38.555625036139,39.7221688289475,40.6685067398755,34.7922400078034,53.3348491414677,59.6302130832186,51.9527197580372,48.9662815062729,62.0756426007769,38.4610651376752,49.1140230517875,42.3069609878053,40.4685329273933,40.0454158160502
"nupG",46.8636092812349,64.7559121808033,46.1607876163622,53.6077362098557,51.4485341880958,107.41918830947,100.520676749674,114.9159251053,95.5798579266921,152.469180139391,55.7314761799668,59.4412252478338,86.0063475948158,115.12082532646,121.679031169829
"lplA",280.120604946002,269.254163456581,251.80816645466,229.435401222647,279.509613308385,415.000164471916,385.910759311712,307.888659675802,348.501569703846,373.960090023171,212.205432827795,252.815410635617,220.7960321585,217.197292660529,237.456934189955
"yiaU",92.3862701851029,112.70220768333,90.099287735968,96.6541338497164,134.818983441807,123.049251774267,124.923618021832,97.1090338720466,123.827794128861,89.2258476560881,110.730291490452,71.9385056429719,76.3662462873233,79.4714141771395,74.2410823835278
"mdtN",14.5607093852606,16.4057080953162,16.6804885388296,17.5111393056526,19.5493634993633,25.5530662113295,30.3497161621465,20.3209175154958,25.2517466909855,25.2706005693955,18.7745830721327,21.8296635525787,18.0083024237414,16.1749582354578,13.1061137758265
"araB",35.6703304034376,31.0102084362938,31.6348446921023,51.9000990205222,42.7044150412166,69.2430810315578,77.1593186653844,97.2425026376741,94.7276537762407,81.5583496892334,56.3775638359832,72.9178444560573,67.1277987349457,76.8375024049395,67.259110254154
"ubiU",24.3564603179143,24.1788716144997,24.7638380430168,20.8856638771918,27.6637587771186,34.1909408121092,27.6637587771186,33.0331879018149,36.1730228305014,33.4538929844248,29.3950738029754,17.1013902497041,23.4110973099584,26.5141581841962,25.9812083323365
"polA",2339.84475968532,1938.02489802439,2135.16614471179,2228.87568880343,2328.78477936707,1576.87202061622,1497.08621381407,1168.12138183183,1344.21749464892,1236.723241959,1915.50375689818,1629.42090788562,1537.5740847575,1466.56648494234,1440.89560640894
"aceE",11695.6294654541,13197.5308687902,13113.8544753207,12695.3090024174,12682.264495444,14602.4820408195,14898.3354407466,15233.152521904,14938.2407080057,15636.7783073941,10398.58121735,12056.443896477,11438.3917383207,13187.3790359349,13375.6263429977
"yfcF",65.1062490424551,68.809036004125,58.1756268971879,68.7472312986944,69.0770645830196,103.62568282951,107.565926451247,103.180434665918,104.811432874052,118.225743709518,82.4320008883437,80.7798589592051,75.631099060561,92.6449205783127,75.3688810490061
"alaE",68.1158342068253,78.2782212912963,68.506496080802,66.5687377226983,42.4654565652577,65.8104190868776,86.7232189006196,67.2593736602837,69.9218858545293,61.8025670724306,78.1186859253579,60.6578069946412,71.2372312626086,76.5275124992658,62.0883860462412
"cysE",1123.435529705,1046.30764275832,1029.87203244067,916.600053059074,679.455237418906,909.655609360519,835.905231676953,752.363918899859,785.953592365142,746.849930165461,929.549696653084,793.278825878651,857.740890662323,783.960488327577,765.221694860911
"recR",2551.5789033002,2808.88452451354,2707.4355503431,2628.54844654099,2790.663831822,3236.22560579518,2458.56896629484,2788.39745377271,2946.75463005511,2861.79994854341,2209.92942200027,2598.98535668375,2115.34690311531,2505.27725907185,2488.37308244041
"yfeC",166.483082814323,204.221695089842,143.908084682673,137.483645649143,119.055535730702,115.879648150819,207.911146847859,132.747851478428,178.524387095326,174.467726698566,274.874400434055,224.906910050219,253.807012834056,196.766395958108,208.999472815166
"yieK",61.4084966677509,70.5261642017017,58.6346307934321,47.4165412610211,67.9979350786507,55.3361603120822,57.8058462361289,53.254797596378,58.9747367704665,52.6395380016858,64.7778917911917,52.812058041318,49.3239794258516,50.047047659499,64.2690353408531
"lpxT",1091.58353233031,1268.50419049051,1058.17431536889,1085.20692977457,796.392120563144,563.39077777602,505.00410155375,658.307882822722,627.967939107088,648.086989195983,536.535881501397,545.445382473889,657.455113829827,693.622058736151,662.943917116183
"ariR",21.4491013725097,23.9575821414066,18.812259211149,16.0057076264394,17.3673731389282,84.5942049447167,159.593135196156,125.359492572567,121.073204425175,98.2973191802824,167.191042870016,174.832808619503,217.732271461102,202.787875881074,173.830797861148
"focA",706.402213779122,687.875447557008,607.397051924011,605.500822322359,541.21859216598,645.607811359575,557.127998764774,568.796221115809,530.296353198403,543.809656314727,653.684600797112,604.298455711173,602.468351361421,509.537173347332,519.166139405182
"mnmG",1847.22557850276,2003.34138048486,1925.67713313857,1927.10479303978,1372.2381637006,2077.67806288389,1779.79592129168,1825.39740475516,1780.95602646645,2072.92772389239,1449.69822603853,1589.90806495162,1595.50787051701,1669.40639821177,1525.10392488669
"gmd",40.6749847532348,37.8092879850462,38.54665966692,40.1562526698212,40.0472555055664,36.7167170554574,34.7773636253066,39.0664565125461,39.9139644672908,41.3671481633584,40.1622821200459,42.0317287753583,39.4586583741253,37.1887349890889,38.851779021917
"fimZ",18.1736589469016,20.1752690112427,17.7564616406589,20.6549631327084,17.8934968179149,18.234304717768,16.0408971354633,15.9327023344883,18.1385953625717,17.2502512285726,19.8994467223904,19.5574745976185,19.0744963235453,17.3095826343615,13.0264760441892
"degQ",498.626354112883,459.153091140664,442.645448857058,463.629719360642,458.458355190844,523.619403764753,524.643007191892,469.002743241469,450.605033776175,489.911311845536,587.891458970426,506.296178967275,450.62100658996,483.304014787073,503.168470922024
"gltI",960.949065727624,882.700552187631,884.085607653948,916.656660947612,1039.39984958257,911.667386448955,929.391760176393,876.854495682574,840.24858804319,763.095432947991,873.888361985156,873.821609701451,839.717052418,737.055028667444,689.471361650483
"oppB",1443.74328391733,2201.85362628705,1722.55090154628,1416.86104376946,1478.47973116311,6349.66612735486,4955.98669829553,4655.91340314093,4110.41931698758,4015.13831009076,2391.55036693956,2432.93975324197,1871.48603814973,2089.77725310709,1772.7772534207
"casA",20.9302801505907,22.5796714667483,18.3139581525943,18.7441103417476,35.6357233740405,34.7844700995649,33.5094155482318,24.3564603179143,24.3759060233511,21.6072167968106,23.1990878667589,22.9334543179554,16.8909698449015,21.9578904419138,27.061287721153
"ycfL",642.881225002783,677.92494448138,614.862124784777,569.667299649932,623.773286738392,1018.36268674215,765.38836186155,813.769422648569,724.146967756336,707.160657411853,677.660417915829,818.423587575794,715.493564262779,714.100875114029,663.928416916716
"ndk",5133.95868256794,7638.36984135643,6410.88058208012,6068.36387240908,6242.69596807597,3369.46709100907,4986.48861183062,4191.65743068633,4218.70121937242,4007.11441988632,4418.67096528848,4657.58718572889,4613.57044452458,4317.07050714578,3992.3167966165
"srmB",4281.90712938357,2995.68893434113,3336.50654834551,3568.52894707589,3396.14090067894,1912.91032755349,1817.14987521106,1702.96386781123,1897.73460151805,1876.67023576173,3693.47539122269,3364.66097473469,3822.97324977438,3061.66614614221,3005.90952327106
"paoB",29.7957663898091,28.4241743698904,34.7203174408636,39.2395843607346,39.9283611499491,43.33473559509,80.2540989973899,78.0844763738087,85.5063476035587,102.215095976329,38.9402744214704,50.979359306602,64.1628976293922,52.3572918662809,57.5594017805918
"fhuC",511.166482938778,446.832806107089,1142.43560287059,1757.68457528433,2291.28515381105,477.736323001933,269.179961776947,388.35971557153,818.507957294079,1896.76846886824,580.332806003595,341.226459091832,718.653342478404,1341.17761153703,1658.17216307513
"lsrC",54.9697669568017,36.5477422294888,38.9570549631693,51.1023501219587,39.9343337397754,39.6379466789634,39.6702494997222,47.3862306213936,38.1021714126621,38.4359445095893,55.7235708557571,48.5405467275819,50.2684813974777,42.0288490191538,46.0221584892018
"yhgE",265.610301792786,201.7155542543,198.744479062953,211.238158142242,168.383070426342,152.609098132426,168.862559087968,116.037127424533,147.230670408691,146.679185421996,293.981757130537,222.64836202428,217.408875963396,170.226686339646,227.919242548293
"pnuC",681.570448788364,725.053075370283,593.875146787371,607.429341307105,649.96888970303,1915.02353876748,1425.96154430471,1344.44391735658,1256.76802894352,1242.88836031845,1258.99016701212,1023.17363407638,923.177959238086,907.094328621695,921.679618559653
"srlA",7.50295764450642,8.75438175868841,6.78060027804807,7.04612777007589,7.28533982786005,11.8468244059417,9.29955568722335,9.38379182362274,9.48682838953379,9.92744641781716,9.26762007306847,6.95335929208144,6.55016439664069,7.40338360752335,5.06640041607744
"ileS",1246.02548429643,1175.92393770302,1284.94391948641,1282.33280573643,1213.15935221359,2807.5773797298,2008.67460715499,1933.58609759883,1936.17924051778,2438.28214288379,1275.77242879884,1499.99337139627,1297.01836312064,1456.78741612536,1362.45895212926
"murR",48.2348086475849,67.1506676638132,52.8990534290104,56.4755362759216,59.6051051897727,76.9126608247933,85.2285698104668,63.7828849418853,71.7218239707418,70.6145733615254,81.8687895057042,57.1998497385269,62.9659039815926,64.0659994381723,60.7908089962793
"atpI",2820.68289506492,4385.49947904126,3602.11099096347,3076.61927717706,2451.77557222966,2695.84308553668,2648.08684260036,2215.57019419506,2506.8883699046,2225.32742772482,1981.95942170544,2151.01476141074,1772.49946908754,1942.2049325368,1973.750505174
"nuoB",3189.30792506471,3369.04809843811,3443.27270351778,3147.51666239876,2880.51656696435,5652.875038362,4254.34778378657,4005.85928852973,4114.85705855441,4056.09076159255,4189.66248150073,4172.82759514731,3835.02623036162,3822.88739452506,3615.74452356038
"recN",227.6901869581,313.789400484349,304.617717161059,271.069588689251,325.281824016671,456.933309607477,355.63423496556,395.828676909071,431.556044642778,396.243115161012,194.035435529093,263.109655366047,214.936245485606,274.096692657147,248.221695040637
"yedE",2288.47288038173,2218.14525810188,2065.635579061,2013.23442923126,1954.95710849479,2796.54224747191,2043.57095382876,1855.38820522132,1577.31997557235,1823.6639240661,1789.32391290307,1780.33094156793,1595.08720016004,1557.70561041845,1472.7473073907
"ybjN",760.055028387988,777.332806122574,745.610583958584,667.943917167722,634.591595423304,1232.99560334152,1588.32404347093,2155.69505007974,2434.80193139187,2460.86491442399,820.143467000347,1022.25347304163,1347.90524853501,1644.23422090355,1669.74831151554
"rlmI",3373.06931492416,3027.21269796035,3082.71315871445,2981.54000705585,3065.31627182807,2411.6743216231,1968.72170021256,1979.83057377389,1878.97703656358,1920.72169768142,2319.93749391432,2208.63919066669,2121.5200824464,1990.29630171407,1898.08861119946
"ldcA",313.998572472192,347.39859666695,312.198646397901,327.086271836574,270.771825238481,312.943917381632,244.42808595334,229.913202291981,235.543530845028,269.61058404936,292.997690562805,294.046541955465,263.643519188319,255.740397557247,291.16613947029
"dam",350.084499855351,495.849500781189,442.099985883303,377.563724725947,391.214013197338,1070.23511863153,790.268885932073,752.809379517833,750.148711247937,721.400669098881,308.217960519215,332.587630473762,307.866789334578,325.017216951298,286.569723174758
"ydcZ",44.4542016286597,60.8857393610076,46.4672734654802,51.7196284909441,36.3886067980051,97.2785857018312,65.3464156469481,54.4805546517871,78.5859887297624,71.6638418294979,55.9184782875531,46.863656414641,47.5867614461524,47.0627092764168,41.8881255954265
"pncA",1004.59564109832,810.332806304658,914.383295149223,972.599968077863,938.950498675464,621.412819169215,607.393753697116,528.370495601974,436.533411137532,543.055731854539,734.215360951698,709.142654592492,745.865841093919,679.850186383695,655.985034653495
"dcuB",143.909314798557,136.833275187596,134.132031311454,128.617930663416,96.1263821597418,159.97156975222,142.410677912278,131.504970232007,156.051888363331,138.167630902322,132.76007395795,127.989287431649,125.338690824991,132.145100186654,88.6770187093263
"minC",1400.72169077572,1804.27725173336,1424.3328091312,1296.0803185765,1240.21716778904,1659.66613823948,1722.27725083121,1354.73862658235,1485.13040487269,1315.63308617998,1459.25997026248,1414.27660941214,1134.73998496764,1316.38814152068,1356.37133017681
"chiP",19.4454622735192,20.0868537358131,19.1274261924945,24.6504629261626,20.7000166637726,19.0085028022093,18.3834681736539,16.1926865968614,15.4002854826347,21.6024663809517,20.5151744205364,21.1776765115736,17.476188403989,20.0899651733647,16.3170531176134
"dosC",38.6386433188291,83.0396482820442,69.8841916738787,55.2716424060667,64.3241098396926,50.4629248230955,42.0584602147459,34.8831133836095,46.0138395917004,51.7751840204724,28.1198470853726,30.8096558892235,29.9649604163534,31.2412875821946,26.2008785876322
"kbl",835.844685430844,909.314013965989,941.350486896875,974.012772724727,1000.22169535279,1347.62613760493,1038.02332000976,1184.65214449441,816.963664572336,983.097214049275,770.150905531868,737.492446024908,635.656417446445,624.203326736818,589.314366954027
"gmhB",2052.67019333067,2066.60772076216,1839.3883592738,1832.62618140058,1843.15118761234,954.350678988431,1194.86917308259,1157.66614134499,1243.0960864254,1132.68769474276,2055.68261076471,1820.556778365,1957.82383264477,1730.25924748042,1800.16614521033
"ghrA",523.369330300293,568.134134492587,503.142029982624,515.914782363739,512.096859721722,1028.4439185901,838.110240788112,745.801649645405,755.474057090138,751.150352723274,640.62078721164,604.264634760622,478.695226667146,554.767525239467,538.497179826792
"yhaC",9.46372900154991,9.41422370238863,9.68190742016011,7.29698639548949,9.73562252393887,7.62167790183801,8.707352372122,8.74897154559934,10.2098366909697,7.66408720649089,10.3899690241753,7.20104432857772,7.70047998803945,8.52406339060254,6.11409708167357
"ybeX",2012.80613596352,1861.82444566108,1686.84714120224,1647.25337806379,1600.96238894595,2747.05503770361,2185.27724503424,2474.54727653607,2565.1576167947,3005.70101004932,1544.98884885252,1596.21755454211,1567.55502425175,1763.06786082291,1906.74980912627
"ytfE",127.667485996745,131.859364120367,148.026741950955,170.472459055733,236.499064401652,54.0091092650415,74.2424020868785,67.8720668105262,107.340815825741,87.6021994944299,189.333366695655,182.711887674474,233.923707678552,224.194651706301,218.961175687438
"hslO",571.620670197914,718.317258338335,733.489888201621,857.398186821048,987.785967710484,739.568541022675,897.177380096447,1032.28374846964,1221.13572969878,1486.27725430432,649.158714327584,747.459714554326,846.610584256745,1223.02455143708,1304.67752775272
"appY",172.680442900888,158.729971685104,103.274733778801,98.4479681638773,104.368100445915,73.4790568217097,84.6332101380875,65.7467282343864,59.3441380116977,47.0204303152126,71.5226527771735,41.1889156547875,31.5898703734808,33.9238079146041,44.3548405570332
"dinB",128.295514124931,127.855749335489,106.14497410721,102.659044670709,136.434526050604,113.10969198243,100.28583417813,82.0147714062376,101.496774779676,107.368260195649,133.635440206381,111.677183259545,99.1092561650786,110.53035938382,112.166452013237
"htpG",2235.69176178549,2046.85542624387,2351.15181146158,2644.75986270058,3275.89631546204,3124.50520912098,2837.36339477573,4011.28536898387,4218.35916256382,4761.35574950197,2014.71112425472,2206.84746477681,2877.60456913828,3717.413867307,4103.88471939619
"rclR",51.6404935842201,56.8644250398071,41.6298114177691,49.1513565642959,46.8640765569663,64.4692233691285,65.84926854625,60.2581112824976,58.2963292552619,56.5483380475482,80.0355566519295,56.4470811584549,61.3486728317733,54.7760727300825,51.5779807717762
"stpA",2961.873397581,2977.31753531143,2233.84946004824,2334.54753654612,2819.98342970895,571.777250548711,1656.94392069388,1114.33280895603,1614.83314645079,1010.11063694096,4781.16632822241,4408.35419972569,4479.6984950642,3750.77901300874,3781.95363163107
"cbpM",102.791522986012,130.389366624215,123.857245864561,118.857570431745,137.722421294102,140.264413807502,120.325706835481,111.35609044665,98.094867370422,120.839920683314,104.131770110227,99.6660910993328,116.423289750066,106.673629850059,104.55580947837
"abgA",72.3622889188912,62.3191705256312,63.3384405400349,66.2220453162159,65.3307742754593,71.0640353554617,62.4647739384152,70.5184811673663,64.5729757065874,57.6151255388292,79.6887451348561,78.2498985772263,76.9052201910774,83.3397079353054,70.660820132004
"yhjV",368.56176148808,398.697290843488,393.4275435878,404.888361732095,333.926638357968,472.70239170154,347.60611820904,373.426730106372,359.270985084025,397.037403560407,391.785927944294,345.252680210167,306.334839514464,335.899361272202,303.197603259828
"ydfC",25.6747968454741,32.7796747833437,16.5806214308367,18.1761671237528,15.0358054780751,8.39893145939662,12.3728455724835,9.43180173576959,12.6856093197443,10.2792438967624,27.235494773177,20.9461450620786,19.3041141822288,21.0332408085079,12.2485762680385
"dapD",1369.86798389881,1727.03670536654,1458.91201139485,1363.80073294795,1714.1151333199,1890.52643872597,2090.14565951421,1768.37623991744,1799.55523594016,1735.85301975783,1682.48727717229,1833.30481420381,1663.28192533705,1779.31747336746,1730.99947283139
