"","0","7200","14400","21600","28800","0 | 1","7200 | 1","14400 | 1","21600 | 1","28800 | 1","0 | 2","7200 | 2","14400 | 2","21600 | 2","28800 | 2"
"ftp",213.444730395898,198.806005495301,209.100093382657,212.566870842983,185.088466309381,163.971232727783,148.37780847129,128.555340389942,157.533790160904,157.575613777225,129.938066888212,131.016009553069,139.957655755292,107.819131472457,107.555401693192
"thrA",2558.27725430873,2721.06046518936,2777.27195540867,3193.87917269465,3584.69410892351,8646.83281514295,7368.3169228556,5949.33280745871,5917.75002175902,6002.45513575583,5685.93389138156,5738.64108255049,3982.13920669694,4331.84401901895,4609.30487430433
"yghA",32.1430108252555,42.904824683467,39.1548767327873,41.1377820580819,38.5889661618993,36.7028204252808,50.2936165709262,44.3683492271287,49.1496379092347,44.224732485599,43.6965556899258,48.1930443248943,45.3091466074538,47.5409794433078,42.8278100951829
"yggN",1127.777249715,1139.61058371551,1104.38809811661,1088.1748086258,1038.03853760844,280.190492217716,383.990260559347,301.264788930782,314.687882832264,315.039530479116,434.967852706176,449.83280615794,458.131855271914,441.888361646011,428.888361891515
"ydhL",25.8206575726296,22.4926786096528,27.3576898012757,20.5771397854951,22.2287335018248,21.8355186931618,18.9083077753112,23.8044509436688,25.7009931198655,23.8788504419738,26.4657409694464,27.0827734573834,21.7656099041527,23.6499226508687,27.2718705400382
"sokB",98.2274807149626,130.993163807471,112.762721398482,89.6287235810615,86.0070234533764,114.710277532394,123.699499515539,96.970218593086,113.101310919854,94.5756982773684,68.3902786313417,67.0356550990803,60.5234804444489,77.588223354879,79.628817034906
"ycjW",75.5239947391225,79.0151975185678,72.7922610735674,71.6651582413947,63.4366332360455,55.6522142306315,52.183777890498,49.540238224969,45.5742828089295,59.0846125477893,70.5577304987095,43.603378956996,54.512876938976,53.0233610615578,43.6015294050724
"mdtJ",297.438284024714,202.873767654047,220.690173643725,193.556887235985,95.6952820576667,111.738060985458,99.5762406116638,114.13864673971,108.311332179251,99.5069458488234,540.610584071266,295.455051465709,400.989257171907,338.870214183054,337.118622485946
"higB",138.188092348835,153.917036309356,116.460660916052,103.792608725845,98.5487803279991,49.1458366881415,93.2475874123251,55.6735111841546,91.8267832599617,67.6184195358604,132.316935359432,93.5403690759276,94.5317102389523,95.2633801218551,104.374120018119
"kdgR",685.587664198918,801.370391060229,687.310301686073,624.367269802723,680.570844181845,532.026191602816,674.988625163639,578.454603346546,660.515388436888,612.938203354265,707.216342018829,655.618594877661,619.478196441974,619.33365415773,608.707209540126
"fau",140.275933463398,107.773326324234,117.821463973736,93.8676547230199,90.2299018302934,100.291105753629,80.668982789315,76.3667767841761,80.8116806279984,105.979227480477,105.204155419426,83.9414756962079,124.576312181028,92.3643651797049,90.2108457360679
"yqeA",60.8743842853166,62.7807838630202,49.0113423665387,53.1920837434566,63.6036432459673,41.5378040748352,50.1701862566477,37.8660380023173,49.8552600455112,46.3823445970134,75.947965389159,55.8272914091838,53.6575620268007,52.8585874877253,49.8323114762457
"cbeA",28.6950995828749,19.3374182298694,20.5802122906622,30.4654773633898,25.1137852039834,21.456156348045,22.8705374042262,24.0938054137911,17.1831061195824,19.160857102936,21.7256865044276,29.7148430968498,25.3712216115208,23.4216952984614,14.5413905763616
"hycB",47.1740108030029,29.2550072789071,28.3835449837808,34.2343565624462,35.1116321558543,28.9283537331841,26.9069919740841,21.4559441217406,25.2546970063078,24.8299380513272,34.3996229333088,30.2065021804451,35.0129909085029,29.2314420491735,21.0060266527349
"grpE",3066.39987690753,4569.10521744243,3216.7140324184,3321.11789027992,4628.35089464269,1211.94541737945,2909.67356187216,2570.66052729292,3817.23994673894,3326.88195076511,3189.57038539456,3114.75922502087,4053.6977559172,4430.69142913773,5302.41425177378
"arfB",508.332806353423,444.537000251761,459.917514179897,469.15216119553,435.680497599147,547.746682065675,543.709784644884,473.947697149966,489.727602607275,500.172405487104,515.195787116155,570.813341583173,526.832806321949,523.26530960767,528.580467794895
"pepA",1417.94392053521,1575.86368589877,1493.38836416083,1414.43444681598,1349.20746461827,3305.23375209586,2605.332807376,2413.11890515387,2537.65410383597,2550.47382608932,1589.62258500613,1600.85763645089,1372.12366747386,1528.91346653706,1554.18544427532
"plsY",135.899017239798,199.499472835678,167.658182051364,165.639993846585,111.17375482542,290.430512103854,329.950009256431,239.210162261517,299.86370351179,256.267931547353,184.044982019608,124.965921762126,162.742834692295,154.61699327175,138.256185787324
"ypdE",27.4442724739999,25.4260146275025,28.5254679601516,28.0757765368649,30.4831734654733,26.0679351152684,30.5153297032723,27.3997066841379,28.7634054701804,26.9505940804928,25.7432460670027,31.663681662071,23.9224310381789,30.5153297032723,24.1875734641002
"tdcE",78.6156246097483,99.1414416104307,94.8400578030314,92.8487038214199,107.281160843542,135.555734736555,110.141419353769,108.121482027418,101.905522116079,112.116938957263,93.9981281776579,113.851722861421,86.3065235074364,82.7960282635791,75.6305478820684
"fruB",207.390858738537,117.71780618229,104.84652806871,94.5580196479985,93.3232653815653,93.4548262304798,80.14380703647,67.5209402945789,58.993462722514,69.9393697348149,178.714919819683,165.99621099744,132.028583122245,106.027860179965,99.1875870508142
"osmB",380.571364730164,398.055028370607,325.603893970984,333.841479926231,441.533738453394,128.330138962367,214.85083711286,155.103350049796,174.699636960566,130.880051513308,247.711677367769,179.906904694527,196.59016647102,164.866435966816,175.614112315985
"yoaF",263.419310864442,333.05293214489,235.011696811659,234.98100058301,251.029916946501,162.603392231342,238.16613949042,189.013390054682,272.663511508427,195.533016300899,253.904075652945,250.610584026232,257.877706596269,212.721695036823,232.332806222384
"yhcN",503.526098864517,760.926385377983,413.680667904159,494.388361626607,813.505629934445,595.513565043034,2864.20938933656,2370.62154735764,4213.49947474164,2684.16614655946,1953.75077477631,3676.62798169615,4085.88011834668,4619.07027396411,5930.94389894467
"ybbA",194.739043802968,181.730068878514,194.179753474497,196.317210150465,185.186199315431,234.742430616069,255.737531895422,230.647642475683,228.768107470876,225.138292767761,201.292887831327,202.180542603486,200.970914171453,201.280418396323,168.443923858381
"ryeA",82.207191982156,134.166350171294,90.4347950220404,75.3624381954375,67.3848376909842,104.691645274869,134.683982869,106.067267566183,173.364088229324,108.9002854927,87.2676038018914,79.2028889553713,89.6389607118269,88.9893629821628,79.3822401308524
